SED_CODE_2021,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_North_Macedonia_0_4,M_North_Macedonia_5_14,M_North_Macedonia_15_24,M_North_Macedonia_25_44,M_North_Macedonia_45_54,M_North_Macedonia_55_64,M_North_Macedonia_65_74,M_North_Macedonia_75_84,M_North_Macedonia_85ov,M_North_Macedonia_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Samoa_0_4,M_Samoa_5_14,M_Samoa_15_24,M_Samoa_25_44,M_Samoa_45_54,M_Samoa_55_64,M_Samoa_65_74,M_Samoa_75_84,M_Samoa_85ov,M_Samoa_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot
SED28007,0,23,23,85,23,24,17,6,0,201,0,4,3,20,8,6,8,4,0,56,0,5,4,21,38,167,186,112,46,577,0,0,0,0,3,0,0,0,0,7,0,0,8,13,3,6,0,0,0,28,0,11,7,50,55,50,38,12,7,234,0,5,14,48,22,28,20,0,0,144,0,4,3,33,55,139,252,140,26,645,0,0,5,16,12,9,9,5,0,48,0,0,5,17,4,5,3,0,0,34,0,4,3,31,5,0,0,0,0,42,0,0,3,0,4,0,17,8,0,33,0,103,114,161,67,30,13,3,0,497,0,4,9,110,144,178,231,66,7,749,0,22,27,134,31,28,13,0,0,261,0,0,0,0,0,0,0,0,0,0,3,37,132,347,234,183,108,27,0,1057,0,0,0,23,21,35,37,10,6,133,0,6,22,35,21,8,7,3,0,98,0,0,0,8,12,23,13,6,8,69
SED28107,0,7,4,34,26,7,9,5,0,94,0,4,4,29,6,10,6,4,0,64,0,9,6,29,26,88,78,63,26,319,0,7,0,10,8,0,0,0,0,27,0,3,3,60,12,9,8,0,0,91,7,14,27,265,68,60,20,4,0,466,4,50,58,208,51,46,24,7,0,450,0,0,4,14,15,49,109,55,3,246,0,0,11,68,25,7,12,5,0,132,0,8,69,216,77,22,20,6,0,416,5,10,33,327,41,6,6,3,0,423,0,0,0,7,3,6,11,9,0,43,76,462,449,796,226,157,42,17,4,2223,0,3,3,36,34,49,51,17,0,198,30,193,173,911,169,30,19,3,0,1536,0,0,5,9,10,3,0,0,0,26,11,92,258,784,385,241,95,17,0,1893,0,0,0,30,17,9,22,15,0,93,6,16,32,128,54,54,23,0,0,320,0,0,7,18,10,30,23,15,11,113
SED28203,0,62,92,359,240,161,51,8,3,975,0,8,0,8,4,0,3,7,0,31,0,16,14,91,62,177,508,548,261,1691,0,4,0,4,5,0,0,0,0,9,0,0,3,15,3,0,0,0,0,28,0,5,23,168,144,153,90,35,7,629,0,15,24,105,25,15,7,4,0,200,0,0,0,3,3,23,88,71,17,199,0,3,16,40,10,9,9,0,0,101,0,0,0,13,0,4,0,0,0,16,4,13,116,428,22,8,4,0,0,597,0,0,0,5,4,3,0,3,0,18,11,99,80,164,45,41,15,0,0,458,0,14,33,242,169,249,463,252,59,1485,8,50,45,280,39,7,8,0,0,439,0,0,0,0,3,0,0,0,0,3,0,43,53,247,79,45,22,4,0,497,0,0,0,7,7,9,10,9,5,32,0,6,11,39,30,29,9,5,0,128,0,0,0,7,5,5,7,3,0,32
SED28301,0,0,6,17,8,3,3,0,0,39,0,8,5,8,8,12,12,8,5,54,0,4,4,22,18,55,158,118,61,435,0,0,0,12,5,3,5,5,0,28,0,15,26,59,48,16,4,3,0,168,0,0,3,7,13,21,20,7,5,68,0,60,132,291,166,140,146,55,10,991,0,0,0,0,4,4,19,18,10,50,0,0,0,3,4,0,0,3,0,11,0,0,0,0,0,3,4,0,3,10,0,0,0,4,0,0,0,0,0,4,0,0,0,4,6,5,39,30,5,99,0,33,41,64,71,45,32,13,4,297,0,0,0,0,4,5,11,6,3,32,3,22,19,93,21,4,5,0,0,168,0,0,0,6,11,4,0,0,0,12,0,10,5,22,15,5,9,0,0,61,0,0,0,8,0,5,14,9,5,44,0,0,0,0,0,0,0,0,0,0,0,4,3,7,19,18,20,18,5,98
SED28408,0,6,0,14,3,3,0,0,0,26,0,3,0,14,13,5,12,9,10,55,0,0,0,8,0,7,11,13,7,47,0,0,0,8,0,0,0,0,0,16,0,0,0,15,3,0,0,0,0,16,0,0,0,4,0,0,0,0,0,4,0,7,8,29,12,10,8,0,3,70,0,0,0,0,0,0,4,7,0,16,0,0,0,9,3,0,0,0,0,14,0,0,0,3,0,0,0,0,0,0,0,0,11,45,0,0,0,0,0,59,0,0,0,3,4,9,44,45,19,124,0,13,12,65,56,43,34,22,0,254,0,0,0,0,0,5,0,0,0,10,0,3,0,33,3,0,0,0,0,41,0,0,0,8,7,0,0,0,0,8,4,16,17,72,19,6,5,0,0,135,0,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,7,13,11,12,27,16,3,92
SED28507,0,0,5,12,10,12,4,0,0,36,0,4,4,37,13,6,6,8,0,74,0,5,5,19,23,68,147,124,64,458,0,3,5,0,6,3,0,0,0,25,0,5,9,32,15,3,0,0,0,61,0,3,4,33,20,13,4,4,0,86,4,43,21,118,36,23,16,3,0,263,0,0,0,5,9,31,67,27,7,155,0,5,4,44,6,15,5,5,0,79,0,9,102,438,179,91,42,16,8,889,0,0,31,138,14,8,0,5,0,182,0,3,0,7,3,9,21,14,3,49,19,164,218,463,153,135,63,17,0,1240,0,0,0,13,13,13,21,10,0,62,10,45,38,230,24,8,3,0,0,357,0,0,0,0,5,0,0,0,0,9,4,51,111,361,150,74,30,7,0,789,0,0,0,12,10,24,23,6,0,79,0,3,9,32,25,19,10,0,0,95,0,0,8,17,21,65,57,28,10,200
SED28607,0,0,0,5,4,3,0,0,0,14,0,6,9,126,44,19,8,10,5,224,0,3,0,44,19,69,98,140,114,482,0,0,0,11,6,0,0,0,0,23,0,3,0,19,6,0,0,0,0,28,0,9,22,128,94,67,49,26,0,387,0,3,4,96,22,12,7,0,0,160,0,0,0,8,4,21,40,58,27,163,0,0,0,14,7,10,4,0,0,34,0,4,0,7,3,4,3,0,0,29,0,0,27,43,0,0,0,0,0,73,0,3,3,12,12,8,21,7,0,70,3,37,39,398,182,124,53,3,0,835,0,0,0,28,43,52,75,71,27,299,0,0,4,44,3,0,0,0,0,57,0,0,0,3,12,3,0,0,0,18,0,7,17,75,31,17,4,4,0,154,0,0,6,27,13,11,21,6,3,76,0,0,0,0,4,4,0,0,0,6,0,0,5,67,40,39,35,10,3,196
SED28704,0,15,12,73,23,20,6,4,0,154,4,7,4,45,17,10,23,9,6,111,0,3,8,26,47,123,211,89,11,523,0,3,0,0,3,3,0,0,0,16,0,5,8,28,7,4,5,0,0,53,0,4,5,31,28,17,13,8,0,106,3,11,32,77,31,21,17,3,0,202,0,0,0,6,8,28,57,33,5,133,0,4,8,41,10,3,10,0,0,71,0,0,0,3,0,0,3,0,0,6,0,5,21,135,10,3,0,0,0,176,0,0,5,4,8,11,21,13,6,70,14,113,97,242,110,63,31,11,0,685,0,3,3,62,35,55,50,16,3,222,3,17,17,120,27,7,0,0,0,188,0,0,0,0,7,5,0,0,0,15,0,28,49,170,57,22,11,10,0,343,0,0,4,9,7,15,12,3,0,47,0,0,7,30,7,12,9,0,0,66,0,7,4,20,20,29,25,17,3,130
SED28803,12,557,792,2300,1035,682,341,103,19,5848,0,5,5,19,10,15,7,0,0,58,0,0,14,63,54,224,318,192,49,917,0,3,5,0,0,0,0,0,0,5,0,0,0,21,3,0,0,0,0,26,13,30,39,275,151,142,71,32,0,753,0,17,19,58,19,17,8,7,0,148,0,0,0,11,15,39,110,56,14,248,0,3,9,47,16,13,9,0,0,94,0,0,0,3,3,0,0,0,0,12,0,28,62,459,34,4,9,0,0,599,0,0,0,4,7,6,8,5,0,29,34,293,275,353,90,79,21,5,0,1154,0,5,4,37,37,45,27,9,8,157,11,154,136,728,151,36,16,10,0,1241,0,0,0,3,0,0,0,0,0,10,4,52,115,393,149,123,58,3,3,891,0,0,0,15,17,11,25,3,0,66,0,20,32,123,88,80,39,10,0,392,0,0,0,8,9,13,25,14,6,67
SED29494,0,0,0,0,0,0,0,0,0,5,0,0,0,15,0,0,0,0,0,18,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,4,6,0,0,0,0,8,0,0,3,27,6,4,0,0,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,3,4,7,0,9,0,0,9,36,17,11,5,0,0,87,0,0,0,4,0,0,0,0,0,3,0,0,0,7,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,0,12,5,0,0,0,0,21,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,4,3,5,3,0,0,18
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
