SED_CODE_2021,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
SED27708,7,53,0,59,1736,196,1988,60,49,0,103,1364,123,1595,1023,103,32,1160,2223,240,3618,1953,66,61,2083,1280,272,3639,1272,126,24,1423,2386,269,4086,222,365,6,586,3603,232,4418,41,466,0,506,3410,254,4166,3,91,0,98,1751,179,2026,0,3,0,7,585,77,672,4570,1334,116,6021,18338,1845,26213,9,118,5,129,1617,145,1888,117,93,10,219,1234,77,1531,1509,170,76,1758,1812,220,3794,2427,132,122,2679,992,255,3922,1237,297,39,1578,2667,205,4451,109,928,11,1052,3568,234,4855,31,705,0,739,3293,246,4279,6,118,0,123,1970,225,2315,0,7,0,10,956,183,1144,5454,2575,269,8288,18106,1798,28191,10,173,5,189,3356,338,3879,170,139,9,322,2595,204,3125,2535,275,105,2918,4041,461,7420,4375,206,181,4761,2271,528,7558,2511,430,68,3002,5051,477,8534,333,1293,16,1642,7173,465,9277,72,1171,0,1244,6702,504,8449,9,210,0,216,3717,404,4345,4,11,0,17
SED27807,5,45,0,53,1742,184,1975,46,71,0,119,2453,286,2857,861,105,7,975,5124,782,6881,1760,59,19,1839,2719,547,5113,1046,67,10,1118,2805,375,4305,342,187,5,537,3435,308,4279,70,334,0,404,2903,262,3569,11,69,0,85,1665,225,1971,0,4,0,4,562,96,668,4140,943,56,5140,23407,3070,31620,10,100,0,109,1615,168,1891,98,102,3,209,2131,221,2564,1675,165,24,1870,3808,593,6274,2418,94,38,2549,1973,429,4957,1135,172,22,1328,2820,316,4467,143,651,14,813,3225,288,4332,49,537,10,600,2939,241,3786,14,86,0,98,1878,194,2175,0,5,0,7,910,208,1127,5546,1927,119,7591,21305,2663,31559,15,149,0,161,3353,352,3870,142,174,6,330,4587,511,5419,2536,273,32,2846,8936,1369,13150,4177,151,58,4391,4699,980,10067,2176,240,29,2445,5630,695,8773,488,844,23,1354,6656,599,8610,119,872,10,1004,5843,508,7350,20,153,4,179,3548,419,4148,3,9,0,15
SED27907,3,72,0,75,1790,107,1969,41,48,0,94,1823,105,2022,1197,99,23,1314,3353,292,4952,2447,69,39,2558,1679,234,4478,1304,87,19,1416,2528,191,4132,231,274,7,510,3149,156,3812,36,401,5,439,2441,131,3017,0,97,0,97,1385,91,1573,0,5,0,6,412,47,460,5259,1153,94,6507,18555,1360,26418,0,111,0,108,1573,93,1771,84,94,0,177,1544,85,1805,1799,195,47,2043,2677,231,4951,2934,86,103,3129,1325,194,4651,1335,230,33,1596,2666,197,4462,110,829,14,960,3090,147,4193,35,720,5,756,2576,135,3470,6,103,0,111,1563,130,1800,0,8,0,7,594,56,659,6310,2369,210,8894,17604,1257,27752,5,179,0,186,3354,202,3741,123,149,0,266,3371,188,3823,2993,287,70,3353,6029,519,9905,5387,151,142,5684,3007,435,9129,2641,316,55,3016,5190,385,8596,342,1106,23,1468,6234,301,8004,70,1117,8,1196,5020,269,6482,11,194,0,208,2949,224,3374,3,12,0,15
SED28007,10,67,0,78,2824,128,3032,19,83,0,103,2702,143,2945,1082,99,10,1196,3844,288,5327,3091,53,39,3180,2135,280,5603,2024,63,13,2100,3433,221,5747,324,263,0,594,3797,175,4557,49,361,0,413,2295,84,2786,5,73,0,75,1055,49,1185,0,0,0,0,268,11,285,6603,1068,70,7735,22346,1382,31465,10,130,0,142,2655,119,2912,55,132,0,193,2342,95,2630,1838,162,39,2037,3001,273,5310,4011,109,76,4193,1612,277,6084,1938,239,43,2223,3773,202,6198,168,847,23,1041,3637,164,4832,59,527,7,593,2141,111,2837,3,61,0,65,1150,51,1267,0,0,0,0,491,31,527,8086,2216,189,10484,20796,1320,32601,17,202,0,218,5482,245,5943,75,215,0,294,5043,239,5577,2916,263,52,3233,6847,561,10639,7099,160,114,7373,3751,561,11686,3961,296,58,4319,7200,425,11947,499,1112,22,1631,7430,334,9396,110,889,9,1005,4428,189,5625,9,129,0,141,2205,99,2451,0,6,0,6
SED28107,5,142,0,156,3188,306,3646,77,126,3,207,4259,585,5052,2737,198,30,2970,8203,1540,12711,7758,127,57,7938,5126,1221,14286,2327,106,24,2460,3738,492,6692,375,279,11,665,3500,261,4427,82,355,0,439,2136,147,2729,3,60,0,67,928,79,1075,0,5,0,5,183,22,209,13372,1402,128,14904,31266,4655,50827,18,228,0,249,2889,232,3376,227,203,10,447,3047,302,3804,5599,293,103,5997,5977,997,12970,8042,200,111,8354,3556,806,12717,1747,299,57,2103,3638,337,6082,221,846,28,1093,3515,234,4845,92,565,5,666,2151,163,2978,5,57,5,64,976,65,1106,0,0,0,0,283,26,318,15963,2701,319,18983,26040,3171,48195,30,374,4,408,6075,533,7021,306,331,11,650,7315,888,8853,8338,494,135,8961,14182,2534,25679,15798,326,173,16293,8678,2025,27005,4079,407,83,4563,7379,831,12774,601,1122,32,1760,7013,497,9270,175,922,7,1103,4288,314,5707,11,122,5,132,1905,144,2185,0,9,0,9
SED28203,3,67,0,68,1909,132,2118,39,64,0,96,2468,198,2762,1401,116,17,1531,4792,494,6819,3453,53,23,3533,3045,387,6959,1279,47,8,1334,2951,289,4572,232,168,4,407,2926,198,3533,45,336,8,385,2464,148,3002,12,100,0,112,1762,108,1984,0,7,0,4,631,45,687,6466,959,65,7483,22946,2004,32431,8,111,0,118,1746,133,1998,109,119,3,230,2037,159,2423,2544,201,46,2788,3736,430,6957,3932,109,62,4101,2188,330,6622,1122,152,29,1305,2795,211,4308,123,652,9,783,2844,183,3809,48,551,7,606,2814,187,3605,12,108,0,117,2058,109,2283,4,0,0,4,827,52,886,7893,1996,156,10043,21049,1796,32887,12,174,0,187,3657,266,4112,142,184,3,328,4506,357,5187,3942,313,63,4319,8533,928,13777,7383,159,90,7633,5233,720,13582,2404,196,39,2634,5747,502,8881,355,824,17,1194,5765,377,7338,90,883,16,994,5273,337,6607,21,206,0,225,3817,218,4260,3,5,0,13
SED28301,10,59,0,67,2096,57,2233,3,37,0,41,1934,60,2040,502,51,5,564,2178,99,2837,2386,40,32,2463,1149,112,3718,1966,35,28,2029,2211,168,4405,346,240,5,591,3348,84,4025,79,591,4,670,2280,103,3064,10,151,4,161,1735,81,1983,0,10,0,10,684,48,744,5301,1222,80,6604,17621,822,25050,3,95,0,94,1868,49,2013,12,72,0,89,1677,44,1812,864,91,12,973,1812,105,2883,3081,63,87,3235,944,123,4303,1964,104,34,2102,2542,124,4767,196,746,5,953,3368,133,4453,64,911,3,976,2361,101,3438,5,170,3,183,2068,111,2353,0,8,0,13,948,63,1025,6193,2267,147,8603,17578,856,27038,10,153,0,165,3963,111,4240,15,112,0,127,3617,109,3851,1368,147,18,1532,3986,201,5722,5467,106,121,5698,2088,237,8024,3924,141,60,4129,4751,293,9172,544,991,17,1546,6713,218,8477,141,1499,11,1648,4645,204,6501,19,322,8,345,3796,187,4335,0,19,0,19
SED28408,5,58,0,70,1809,99,1980,61,55,0,113,1632,121,1866,1002,78,25,1109,2842,244,4187,1924,64,45,2033,1273,189,3492,1252,85,29,1360,2105,203,3670,237,280,5,523,2827,182,3532,36,368,0,404,2547,167,3123,7,84,0,89,1553,126,1772,0,0,0,0,544,79,621,4526,1076,104,5707,17132,1404,24248,10,116,0,125,1682,116,1920,153,120,12,284,1628,106,2021,1469,192,73,1737,2220,235,4185,2460,114,107,2687,1160,194,4039,1259,241,39,1534,2341,158,4034,101,749,15,863,3011,176,4053,35,669,6,709,2774,170,3647,8,111,0,121,1922,180,2222,0,10,0,11,995,191,1195,5490,2322,249,8060,17743,1519,27324,17,176,0,190,3490,213,3902,212,174,15,400,3258,228,3892,2467,275,104,2848,5063,470,8380,4390,178,150,4714,2429,386,7534,2510,328,67,2898,4449,358,7706,334,1027,18,1381,5833,362,7580,72,1039,5,1115,5322,334,6765,13,199,0,211,3480,305,3994,0,7,0,10
SED28507,10,88,0,100,2358,165,2627,102,108,6,216,2503,237,2956,1820,132,26,1989,4898,596,7478,4022,93,55,4166,3124,503,7801,1464,105,30,1597,3011,308,4922,255,253,3,508,3348,216,4066,47,309,4,359,2379,162,2904,6,43,0,51,1163,111,1322,0,0,0,0,308,60,373,7722,1135,126,8985,23102,2367,34446,20,159,0,185,2097,174,2452,211,177,15,398,2202,197,2793,3403,283,84,3769,4104,593,8466,4414,159,107,4679,2239,431,7338,1388,301,46,1739,3110,296,5145,145,738,13,895,3270,189,4355,39,527,4,567,2307,179,3056,0,60,0,71,1356,145,1568,0,6,0,3,606,126,744,9622,2403,268,12294,21293,2330,35922,32,250,6,282,4460,345,5078,315,289,14,610,4704,434,5754,5225,418,108,5755,8998,1191,15945,8434,244,161,8841,5361,934,15139,2855,407,73,3340,6121,610,10066,400,984,17,1399,6611,407,8420,87,841,4,929,4690,343,5962,7,109,0,117,2522,252,2891,5,6,0,8
SED28607,3,49,0,52,1700,75,1823,10,37,0,40,1703,89,1832,746,81,10,834,4059,303,5187,3266,56,48,3366,2454,268,6089,2297,63,35,2390,2741,199,5329,453,161,6,611,3335,161,4107,43,289,4,339,2128,119,2587,7,61,3,70,1241,92,1403,0,3,0,3,598,43,646,6820,804,94,7719,19949,1351,29012,3,73,0,76,1529,78,1683,33,71,0,100,1499,76,1678,1217,164,18,1400,3820,298,5516,3940,142,101,4184,2035,220,6441,2382,142,46,2573,2899,209,5682,192,455,5,653,3396,135,4189,26,531,3,558,2120,113,2790,11,93,7,109,1623,121,1847,4,14,0,14,908,96,1015,7813,1683,183,9672,19828,1334,30835,3,117,0,123,3233,155,3508,39,103,3,148,3199,159,3506,1967,243,28,2236,7880,600,10708,7207,194,146,7553,4488,490,12528,4687,203,78,4967,5634,408,11011,649,623,3,1270,6729,299,8301,63,827,6,902,4254,226,5380,15,157,4,178,2857,209,3247,4,16,0,17
SED28704,0,123,0,124,3064,153,3340,53,99,0,150,2746,152,3047,2178,125,39,2342,4344,312,6993,5189,93,86,5367,2581,334,8280,2561,97,40,2697,3518,251,6468,299,359,10,659,3840,187,4689,73,530,3,604,2495,149,3243,8,85,0,95,1305,93,1496,0,0,0,0,289,22,321,10359,1512,169,12039,24185,1647,37873,9,205,0,224,2828,154,3192,148,170,4,321,2336,92,2757,3465,269,98,3834,3566,352,7752,5947,165,234,6346,1966,310,8619,2416,312,60,2787,3765,242,6791,166,1117,17,1298,3598,202,5094,44,896,7,952,2535,145,3630,15,99,0,122,1295,87,1498,0,5,0,9,481,31,519,12204,3240,430,15869,22362,1621,39851,10,333,0,347,5889,301,6536,198,267,4,471,5083,249,5804,5642,394,130,6172,7908,666,14745,11131,259,321,11708,4549,643,16900,4981,405,97,5480,7280,491,13257,456,1470,24,1957,7437,390,9787,111,1431,14,1554,5026,293,6868,19,192,0,213,2598,173,2994,3,8,0,5
SED28803,13,127,0,141,3827,262,4226,77,94,0,174,4158,274,4605,2729,215,38,2982,7311,756,11041,5845,102,56,6005,4586,648,11239,2351,72,17,2442,4393,396,7227,431,313,10,751,4762,259,5778,71,344,3,423,2646,144,3209,5,69,0,79,1058,69,1204,0,7,0,7,220,32,261,11520,1339,134,12989,32956,2834,48779,13,256,0,273,3559,227,4049,228,283,11,523,3648,225,4396,5040,340,108,5485,5814,673,11970,6829,168,113,7111,3308,605,11017,2085,333,49,2459,4682,356,7499,207,954,18,1178,4356,267,5797,75,549,11,632,2522,150,3307,6,65,0,71,1119,90,1282,0,9,0,9,350,58,419,14477,2943,311,17730,29352,2646,49735,27,376,0,412,7385,487,8275,300,380,11,693,7805,495,8998,7767,552,149,8465,13122,1423,23009,12668,268,175,13110,7897,1252,22253,4439,402,66,4903,9068,757,14727,635,1266,24,1930,9119,525,11578,152,891,17,1058,5161,295,6514,9,133,0,148,2174,162,2486,0,12,0,12
SED29494,0,8,0,10,133,94,234,12,7,0,20,199,128,345,99,15,7,118,433,385,939,132,16,4,158,324,523,1008,64,11,0,77,374,463,912,11,12,0,23,327,294,644,0,26,0,27,231,135,392,0,0,0,0,61,29,90,0,0,0,0,4,11,15,319,104,16,432,2082,2059,4576,3,14,0,19,125,84,229,28,17,5,46,187,91,321,157,34,10,202,372,306,878,135,25,3,166,219,345,730,52,18,0,74,227,181,479,6,45,0,51,262,117,429,0,23,0,24,128,62,224,0,3,0,3,42,7,58,0,0,0,0,12,10,19,376,181,25,583,1582,1205,3373,9,28,0,33,251,174,459,38,25,5,63,389,216,671,252,49,16,315,806,691,1819,261,43,12,321,545,870,1736,115,31,9,152,600,644,1393,15,58,0,74,591,403,1074,3,48,0,49,364,196,613,0,10,0,10,107,40,152,0,0,0,0
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,9,16,0,0,0,0,0,3,3,0,0,0,0,3,7,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,9,16,0,0,0,0,0,3,3,0,0,0,0,6,9,14,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
