SED_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
SED27608,0,7,5,9,6,6,12,0,0,52,0,23,37,89,60,40,23,4,0,277,0,3,55,115,19,7,11,3,4,222,0,3,0,6,0,0,0,0,0,11,0,0,6,8,0,0,0,0,0,19,0,4,0,7,3,3,0,0,0,11,4,27,21,58,26,19,19,8,0,184,0,3,22,39,7,5,3,0,0,79,0,0,0,15,14,9,8,8,0,48,0,0,10,33,13,4,0,0,0,66,4,56,72,220,93,77,87,75,22,712,62,183,251,481,193,155,184,120,57,1691,3152,6427,5993,12851,5359,4378,3919,2173,765,45016,0,5,3,7,3,3,3,0,0,24,2895,5437,5106,10166,4549,3877,3279,1832,949,38085,0,5,3,22,0,5,0,0,0,40,0,0,0,6,8,8,0,0,0,23,0,3,0,36,7,0,0,0,0,45,0,0,0,3,0,0,0,0,0,10,0,9,11,75,20,6,6,5,0,128
SED27708,0,0,0,0,0,0,0,0,0,9,0,18,10,26,23,14,6,0,0,101,0,3,9,39,9,3,6,0,0,67,0,0,0,29,0,0,0,0,0,28,4,9,9,14,4,0,0,0,0,35,0,0,0,4,3,0,4,0,0,11,0,4,5,12,6,8,16,3,0,60,7,9,0,38,0,0,0,0,0,62,0,0,0,4,3,3,3,0,0,18,0,0,0,7,3,0,5,0,0,17,0,6,13,119,32,43,39,15,5,268,100,255,230,462,284,271,295,184,78,2160,1725,4227,3585,7257,4086,4418,4166,2026,672,32158,0,0,5,0,0,0,0,0,0,7,1547,3558,3064,6269,3787,4076,3547,1871,901,28631,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,4,4,0,0,0,0,6,0,0,7,16,3,8,0,0,0,47
SED27807,0,0,0,12,0,9,6,0,0,31,0,3,0,14,3,0,0,6,0,28,0,11,35,189,38,46,14,3,0,347,0,0,3,16,0,6,0,0,0,29,4,4,6,34,11,5,4,0,0,67,0,0,0,20,29,20,11,7,4,98,0,4,10,19,10,0,3,0,0,46,18,183,495,1833,1320,1399,690,188,72,6201,0,0,0,0,0,0,3,0,0,4,0,0,0,4,4,0,0,0,0,9,12,72,177,589,302,317,339,219,79,2107,164,310,364,1024,333,284,257,217,103,3049,2188,4134,4840,11993,4305,4279,3569,1971,668,37942,0,0,10,22,4,5,4,0,0,44,1807,2874,2584,3633,1199,1135,757,270,137,14401,0,5,7,49,3,4,0,0,0,70,0,0,3,48,34,60,58,26,8,231,5,0,0,11,3,0,0,0,0,15,0,3,5,12,18,12,9,4,0,61,0,6,3,14,8,5,0,0,0,31
SED27907,0,0,5,15,4,11,6,0,0,40,0,4,15,23,27,14,13,3,0,106,0,13,18,59,43,47,33,20,3,230,0,0,0,4,0,0,0,0,0,12,0,8,10,11,5,4,0,0,0,38,5,0,4,33,31,48,17,9,4,151,0,6,9,25,12,9,5,7,0,70,0,5,9,17,17,16,0,0,0,57,0,0,0,9,5,3,6,0,0,18,0,0,3,3,6,7,0,0,0,20,4,72,79,249,134,151,130,103,31,955,52,154,161,462,174,167,140,91,45,1451,2089,4119,3988,9431,4132,3812,3017,1573,460,32626,0,0,0,4,0,0,0,0,0,9,1917,3498,3071,7105,3198,2814,1970,858,325,24753,0,0,4,9,12,0,0,0,0,26,0,0,0,8,6,16,11,4,0,43,0,0,3,12,8,0,0,0,0,17,0,0,0,6,0,0,0,0,0,11,0,3,6,22,12,12,4,0,0,55
SED28007,0,11,7,19,8,11,12,0,0,70,0,0,13,47,22,18,11,4,0,116,3,24,58,161,116,112,54,21,4,545,0,0,0,8,0,0,5,0,0,17,0,7,8,19,6,0,0,0,0,41,0,0,0,27,28,20,18,8,0,104,0,10,13,17,17,3,3,0,0,68,12,23,46,283,221,245,102,22,5,947,0,0,0,0,4,4,3,3,3,15,0,0,0,7,9,7,0,0,0,26,3,65,135,525,401,468,330,133,28,2080,74,196,188,421,174,157,98,54,11,1370,2411,5804,5979,10926,5747,4557,2786,1185,285,39675,0,11,12,32,13,9,5,0,0,75,2170,4792,4426,6274,3324,1830,628,286,142,23872,0,0,0,29,4,7,4,0,0,53,0,0,3,51,40,54,32,20,8,209,0,0,3,9,7,3,0,0,0,23,0,0,0,6,0,9,8,4,0,27,0,0,8,13,7,3,0,0,0,26
SED28107,6,48,44,76,45,27,7,0,0,259,0,10,26,58,31,21,15,0,0,155,5,29,99,434,134,82,35,11,6,844,0,0,4,31,4,0,0,0,0,48,0,28,76,77,8,10,3,0,0,198,0,0,0,21,15,10,5,3,0,58,7,41,23,26,9,10,5,0,0,120,3,17,36,263,99,93,43,13,0,567,0,3,0,3,4,3,5,0,0,17,0,3,11,39,15,3,0,0,0,67,30,301,486,1531,746,441,192,95,21,3853,351,655,494,1519,324,205,140,56,13,3768,6729,11402,8696,26992,6692,4427,2729,1075,209,68954,0,7,13,52,13,9,5,0,0,95,5632,7986,3506,5006,2157,1793,1055,432,116,27673,5,73,52,584,78,26,17,0,0,835,0,0,0,25,20,15,8,4,0,75,0,0,5,25,0,5,0,0,0,34,0,0,0,29,16,10,4,3,0,57,7,6,4,22,5,10,0,0,0,51
SED28203,3,13,7,24,8,8,6,0,0,70,0,0,6,8,9,9,0,0,0,41,0,21,72,321,106,61,54,13,0,653,0,0,0,19,3,4,0,0,0,31,0,0,9,28,6,0,0,0,0,47,0,3,8,77,74,68,51,25,8,315,0,4,8,22,4,6,0,0,0,47,6,28,48,328,275,283,141,37,9,1160,0,0,0,0,0,5,3,0,0,6,0,7,7,23,7,6,0,0,0,50,15,150,172,709,304,266,209,95,40,1957,100,241,248,688,277,180,152,127,46,2068,3255,5691,4878,13779,4572,3533,3002,1984,687,41379,0,8,9,52,16,10,5,0,0,113,2766,4210,2769,5117,1780,1173,707,325,103,18960,0,7,0,61,9,0,0,0,0,74,0,0,0,33,25,17,9,5,7,96,0,0,4,28,0,4,5,0,0,43,0,0,6,32,14,33,17,0,0,109,0,0,0,9,4,0,4,0,0,23
SED28301,0,26,26,42,36,39,31,11,3,214,0,23,44,70,57,58,34,13,0,300,0,7,13,47,39,21,33,12,4,179,0,12,16,64,23,15,17,10,0,147,0,8,7,7,4,0,3,0,0,27,0,6,0,3,6,5,3,4,0,30,5,27,21,21,14,13,4,4,0,109,0,5,8,35,46,54,28,7,6,200,0,0,0,4,0,7,0,4,0,21,0,0,0,12,10,9,6,0,0,36,7,85,40,168,95,126,114,88,41,766,31,94,95,170,140,87,98,99,53,849,1391,4399,4271,6559,4405,4025,3064,1983,744,30841,0,0,0,5,0,4,0,0,0,13,1275,3216,2978,3210,2669,2340,1610,1186,461,18943,0,4,0,9,4,3,0,0,0,26,0,0,0,0,9,0,0,0,0,10,0,0,3,6,0,11,0,0,0,21,0,0,0,3,3,3,4,3,3,27,0,0,4,18,10,7,6,6,0,57
SED28408,0,5,0,8,3,4,0,0,0,23,4,3,8,22,9,13,10,0,0,71,0,0,3,54,11,3,8,0,0,87,0,0,4,3,4,0,0,0,0,12,0,4,4,7,6,0,0,0,0,26,0,0,0,3,0,0,3,0,0,9,0,15,7,23,14,12,9,0,0,81,0,9,5,17,8,6,3,0,0,38,0,0,0,5,5,4,9,0,0,22,0,5,0,9,4,0,3,0,0,22,0,15,33,92,37,49,36,29,13,301,70,203,177,367,199,186,183,109,54,1547,1749,4055,3843,7686,3670,3532,3123,1772,621,30052,0,0,0,0,0,0,0,0,0,3,1659,3416,3448,6504,3403,3400,2934,1734,925,27427,0,0,5,17,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,6,0,0,0,12,0,0,0,0,0,20,0,0,4,0,0,0,0,0,0,12,0,5,7,23,6,12,6,0,0,51
SED28507,6,20,25,33,31,8,3,0,0,122,0,25,29,49,24,21,12,10,0,157,4,28,39,231,53,30,18,4,0,413,0,0,0,18,0,0,0,0,0,24,4,165,300,152,13,6,3,0,0,638,0,0,0,5,5,6,4,3,0,26,0,15,14,31,16,12,9,3,0,102,3,12,30,100,42,29,26,5,0,248,0,0,4,8,10,5,4,3,0,26,0,0,3,26,7,0,3,0,0,40,19,165,259,748,321,248,128,86,21,1998,215,405,314,887,271,214,156,105,61,2624,3840,6709,5583,15276,4922,4066,2904,1322,373,45000,0,0,0,12,3,0,6,0,0,26,3219,4703,3320,6484,2820,2448,1623,755,331,25692,0,23,22,229,30,12,3,0,0,330,0,0,0,36,13,17,10,4,0,81,0,6,3,22,3,4,0,0,0,33,0,0,0,14,4,5,0,0,0,26,0,0,3,20,7,4,5,0,0,42
SED28607,0,14,0,26,17,5,3,0,0,74,0,7,10,90,47,17,8,5,0,185,0,0,7,43,12,8,3,0,0,82,0,0,0,15,0,0,0,0,0,19,0,3,13,26,3,3,0,0,0,52,0,3,0,26,7,9,3,0,0,40,9,16,17,91,33,21,9,8,0,199,0,20,13,114,122,143,115,34,14,573,0,0,7,14,9,4,3,0,0,36,0,0,0,15,7,4,0,0,0,24,7,40,48,435,178,158,148,103,53,1171,81,142,130,484,192,157,119,73,33,1420,2601,4820,3662,11275,5329,4107,2587,1403,646,36433,0,0,0,0,0,0,0,0,0,6,2222,4260,2882,7789,3928,2748,1367,627,416,26241,0,0,0,28,3,0,0,0,0,31,0,0,0,22,10,15,8,7,3,55,0,0,6,51,11,0,0,5,0,69,0,0,0,7,7,10,0,0,0,27,3,0,6,62,23,7,10,0,0,117
SED28704,0,19,23,35,19,11,3,0,0,112,0,19,40,81,68,26,10,6,0,259,0,23,46,290,98,25,20,12,0,521,0,4,0,16,6,3,0,0,0,24,0,11,8,36,0,0,0,0,0,62,0,0,6,23,29,22,0,0,0,84,3,11,8,37,25,14,12,0,0,116,0,14,14,32,10,11,3,0,0,84,0,0,5,9,6,6,8,0,0,46,0,6,22,57,49,17,5,0,0,152,3,86,90,367,188,152,92,71,13,1058,116,267,221,515,211,180,141,90,28,1760,4316,8388,6392,15268,6468,4689,3243,1496,321,50577,0,0,0,7,0,0,0,0,0,7,3777,7091,4950,10722,4911,3568,2357,942,320,38637,0,0,0,37,3,3,0,0,0,47,0,0,0,7,0,3,5,0,0,16,0,0,3,19,0,0,0,0,0,30,0,0,0,8,5,0,0,0,0,13,0,4,3,21,13,8,4,0,0,51
SED28803,0,13,22,46,21,26,4,4,0,136,0,4,4,29,14,15,6,5,0,81,9,79,161,609,261,264,80,19,7,1487,0,0,3,7,0,0,0,0,0,10,0,4,8,66,9,5,0,0,0,86,3,45,69,482,407,365,110,60,6,1554,0,30,14,26,10,7,8,0,0,91,0,3,9,60,48,33,12,3,3,175,0,0,0,3,4,0,0,3,0,9,6,0,21,38,23,0,0,0,0,87,31,308,352,1090,501,482,276,100,27,3158,233,453,378,1021,334,212,126,49,17,2822,6111,10935,8832,22275,7227,5778,3209,1204,261,65825,0,12,36,81,26,13,0,0,0,161,5223,7837,5358,8285,3059,2183,1034,374,126,33485,0,6,10,78,22,8,4,0,0,135,0,0,4,35,9,26,7,4,0,77,0,0,0,13,3,0,0,0,0,16,0,0,0,9,8,0,0,0,0,21,0,10,12,28,5,10,0,0,0,61
SED29494,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,17,0,0,0,7,0,3,0,0,0,16,0,0,0,5,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,6,0,0,0,8,3,3,0,0,0,12,3,6,4,11,4,0,0,0,0,25,0,0,0,3,4,7,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,7,7,47,21,6,14,0,0,116,82,152,196,811,414,269,123,20,10,2079,222,370,575,1944,912,644,392,90,15,5170,0,0,0,0,0,0,0,0,0,3,115,187,298,689,232,260,124,26,10,1934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,14
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,7,0,0,0,24,0,0,0,17,3,10,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
