SED_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_NS,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arrival_NS,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1951,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_10,China_exc_SARs_Taiwan_11_15,China_exc_SARs_Taiwan_2016,China_exc_SARs_Taiwan_2017,China_exc_SARs_Taiwan_2018,China_exc_SARs_Taiwan_2019,China_exc_SARs_Taiwan_2020,China_exc_SARs_Taiwan_2021,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1951,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2010,Hng_Kng_SAR_China_2011_2015,Hong_Kong_SAR_China_2016,Hong_Kong_SAR_China_2017,Hong_Kong_SAR_China_2018,Hong_Kong_SAR_China_2019,Hong_Kong_SAR_China_2020,Hong_Kong_SAR_China_2021,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
SED28007,0,0,0,0,4,35,46,34,0,17,0,8,0,0,4,147,0,0,0,5,5,28,35,3,5,0,5,3,0,0,3,98,0,0,6,9,9,9,16,0,4,5,3,3,0,0,0,50,0,0,0,6,62,80,246,95,28,20,17,21,9,0,10,591,0,25,454,171,82,98,38,4,0,0,0,0,0,0,18,890,0,33,53,48,117,141,175,149,18,14,21,4,9,0,17,799,0,0,0,17,85,71,78,18,0,10,5,5,0,0,4,301,37,43,35,15,20,24,35,7,0,0,4,0,0,0,3,215,4,66,251,87,28,14,17,28,5,0,0,3,0,0,17,505,0,0,5,14,35,49,25,17,0,0,3,0,0,0,3,149,0,0,74,113,266,457,2091,834,192,167,258,278,103,31,56,4931,0,0,0,0,25,50,52,24,3,0,7,4,0,0,11,176,0,0,0,9,15,4,22,95
SED28107,0,0,0,0,18,60,74,44,8,15,3,0,8,0,10,238,0,0,0,0,17,98,843,416,64,72,70,39,25,13,18,1662,0,0,0,5,9,17,23,18,3,3,8,6,0,0,0,98,0,0,0,0,82,179,1059,567,103,116,86,106,44,9,44,2404,0,11,79,36,10,35,11,0,0,0,0,0,0,0,7,193,0,10,12,6,25,14,89,35,4,0,3,3,0,0,16,220,0,0,3,10,95,104,222,128,27,10,29,25,16,0,6,678,32,42,26,14,17,13,35,8,0,0,0,3,0,0,0,190,0,28,87,31,11,9,15,15,7,0,0,0,0,0,5,219,0,0,0,6,31,94,76,27,12,4,10,4,6,0,3,281,0,0,23,34,109,635,11099,6867,1785,1998,2749,3344,981,203,481,30301,0,0,0,0,40,172,324,97,14,19,7,18,18,4,8,730,0,0,0,0,9,12,51,137
SED28203,0,0,0,0,9,68,64,53,0,3,12,0,7,0,7,235,0,0,0,0,0,5,81,54,4,3,0,7,9,0,0,169,0,0,4,3,7,0,9,3,0,5,0,3,0,0,0,39,0,0,7,6,99,182,468,264,52,43,47,36,6,3,17,1229,0,13,122,35,16,46,23,5,0,0,0,0,0,0,8,272,4,37,64,27,40,35,64,39,3,4,5,0,0,4,14,326,0,0,0,6,58,63,118,51,10,19,10,19,5,0,9,371,19,20,19,11,4,14,17,12,0,7,4,3,0,0,3,134,29,343,1138,245,81,54,26,140,11,20,0,7,0,0,48,2129,0,0,4,4,26,23,16,14,3,4,4,0,0,0,0,105,0,0,11,25,70,217,3103,1587,494,487,728,874,264,33,140,8034,0,0,0,12,27,35,64,32,6,15,0,0,7,0,0,195,0,0,0,0,4,41,168,515
SED28301,0,0,0,0,9,3,7,0,0,0,0,0,0,0,0,24,0,0,0,0,7,3,12,12,0,0,0,0,0,0,0,41,0,3,9,14,14,15,28,16,0,0,0,9,0,0,0,105,3,23,35,63,527,710,1909,1203,236,276,249,337,138,21,83,5822,0,30,60,16,3,5,5,0,0,0,0,0,0,0,0,123,8,23,33,30,36,32,52,46,3,24,29,21,0,10,10,348,3,0,6,16,41,11,16,4,0,0,0,0,0,0,0,92,45,97,31,16,35,24,27,11,0,0,6,0,0,0,11,304,7,188,419,84,23,17,7,26,6,0,0,0,0,0,25,799,0,3,27,127,513,560,240,152,36,59,72,40,59,25,24,1955,3,0,41,47,71,119,336,194,34,46,74,81,25,10,21,1098,0,3,9,9,29,73,69,23,3,4,10,0,0,3,5,243,0,0,7,12,109,69,216,457
SED28408,0,0,0,0,0,3,5,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,19,21,0,5,0,4,3,0,0,50,0,0,12,10,11,14,18,9,5,5,6,0,0,0,0,83,0,0,7,5,7,16,168,90,20,23,22,27,10,0,8,401,0,21,35,11,0,0,0,0,0,0,0,0,0,0,4,77,4,3,7,0,0,0,10,0,0,0,0,0,0,0,0,29,3,0,0,0,11,0,10,6,0,0,5,6,0,0,0,44,35,52,17,9,8,6,17,5,0,0,0,0,4,0,3,167,0,18,11,3,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,12,11,5,13,6,3,3,0,3,6,0,0,59,3,0,9,10,8,23,358,211,69,61,76,113,46,10,16,1016,0,3,0,0,3,3,16,14,0,0,0,5,0,0,0,48,0,0,0,0,5,0,6,14
SED28507,0,0,0,0,5,14,17,12,0,0,0,0,0,0,4,50,0,0,0,0,0,23,322,177,42,29,25,25,11,0,0,656,0,0,4,9,7,17,18,11,3,4,6,4,0,3,0,80,0,4,0,5,32,71,291,195,56,50,42,41,11,3,12,812,0,12,56,29,8,33,10,5,5,0,0,0,0,0,3,158,0,6,18,7,16,3,52,20,0,5,0,9,0,0,5,149,0,0,0,8,23,39,93,60,13,7,9,14,7,8,6,295,53,64,25,16,27,8,18,10,6,3,0,0,0,0,5,238,17,65,59,34,11,3,6,20,4,0,0,0,0,0,3,223,0,0,4,4,18,21,31,31,9,3,10,10,8,0,3,146,4,0,23,43,46,199,3056,2766,912,866,857,972,247,85,129,10201,0,3,0,6,10,57,106,39,15,7,5,9,5,0,11,271,0,0,0,0,3,3,26,110
SED28607,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,14,0,0,0,0,0,7,17,25,0,6,5,4,0,0,0,62,0,4,11,14,25,27,44,34,3,7,12,7,4,0,5,200,0,5,4,11,72,85,130,78,11,14,17,32,10,0,10,475,4,42,165,52,10,28,12,0,0,0,0,0,0,0,16,328,0,12,30,12,7,6,12,4,3,4,0,0,0,0,0,90,0,4,0,3,19,11,8,9,0,0,8,0,0,0,0,72,49,48,19,13,26,28,67,46,6,12,3,4,6,0,14,340,9,223,639,108,16,14,12,14,0,4,5,9,0,0,37,1081,0,0,3,3,32,24,31,24,0,0,0,0,0,0,4,136,0,0,20,44,57,49,236,148,62,42,72,94,22,7,20,886,0,0,0,8,17,42,64,39,16,7,13,12,0,0,6,230,0,0,0,7,10,9,18,46
SED28704,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,10,0,0,0,0,3,5,51,25,0,3,0,0,0,0,0,95,0,0,3,11,16,18,25,13,0,3,8,0,0,0,0,101,0,0,0,0,22,46,176,98,16,26,22,20,7,0,6,449,0,8,70,21,11,25,5,0,0,0,0,0,0,0,4,144,3,15,29,6,20,18,69,88,6,6,11,0,3,0,0,277,0,0,4,9,40,27,53,25,0,0,8,4,4,0,9,185,40,64,25,11,24,18,52,7,0,6,0,0,0,0,3,253,0,48,154,54,27,20,9,40,0,4,0,0,5,0,9,378,0,3,4,3,18,22,28,16,10,5,4,3,0,3,0,116,3,0,21,21,49,108,2199,1288,301,309,313,343,117,29,67,5156,0,0,0,3,5,25,37,25,3,9,5,3,0,0,8,116,0,0,0,0,26,34,117,303
SED28803,0,0,0,0,5,25,143,109,7,13,6,18,4,6,4,341,0,0,0,3,11,35,115,52,17,17,3,5,4,0,0,268,0,0,5,11,9,9,27,23,3,11,0,3,0,0,0,101,0,0,7,0,38,49,156,91,21,29,9,21,7,0,4,429,0,11,140,64,17,33,11,3,4,0,0,0,0,0,0,288,6,34,69,41,58,59,106,109,16,17,21,10,3,0,4,548,0,0,0,23,138,143,274,103,16,34,17,22,11,0,14,793,29,24,15,9,18,26,38,11,7,0,0,4,0,0,4,180,0,44,156,67,36,23,23,35,6,0,0,0,0,0,11,411,0,0,0,3,18,19,31,8,3,3,0,4,4,0,0,101,0,0,32,59,140,420,5972,3213,744,717,935,1159,343,77,199,14007,0,0,5,3,17,26,62,37,11,9,3,7,3,0,0,175,0,0,6,18,58,25,133,222
SED29494,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,6,0,0,0,21,0,0,0,0,4,5,13,6,0,4,7,8,0,4,5,57,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,10,0,0,3,0,0,0,0,0,9,0,0,6,33,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,6,20,12,0,11,6,4,4,24,3,90,0,0,0,0,0,0,3,0,0,0,4,6,0,0,0,15,0,0,0,0,0,0,0,12
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
