SED_CODE_2021,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Brazil_0_4,M_Brazil_5_14,M_Brazil_15_24,M_Brazil_25_44,M_Brazil_45_54,M_Brazil_55_64,M_Brazil_65_74,M_Brazil_75_84,M_Brazil_85ov,M_Brazil_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_SAR_Ch_0_4,M_Hong_Kong_SAR_Ch_5_14,M_Hong_Kong_SAR_Ch_15_24,M_Hong_Kong_SAR_Ch_25_44,M_Hong_Kong_SAR_Ch_45_54,M_Hong_Kong_SAR_Ch_55_64,M_Hong_Kong_SAR_Ch_65_74,M_Hong_Kong_SAR_Ch_75_84,M_Hong_Kong_SAR_Ch_85ov,M_Hong_Kong_SAR_Ch_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot
SED27907,0,0,0,5,0,0,0,0,0,3,2014,3662,3358,7077,3021,2470,1700,711,190,24208,0,0,12,12,6,0,0,0,0,33,0,0,0,22,7,12,11,4,0,52,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,4,3,12,6,9,7,0,0,33,0,0,0,6,3,7,4,0,0,31,0,0,10,43,19,19,16,11,3,129,0,0,0,13,15,23,32,33,7,120,0,9,4,12,5,16,47,29,15,129,0,20,29,154,115,202,179,119,34,846,0,0,3,21,22,23,6,0,0,87,0,0,0,0,3,3,0,0,0,16,0,0,0,10,9,20,44,21,12,118,0,4,0,10,12,27,42,50,21,165,0,0,0,15,4,7,9,0,0,25,0,40,55,441,91,65,47,37,9,796,0,0,6,15,5,0,0,0,3,28,0,0,0,29,8,16,13,3,3,67
SED28007,0,0,8,43,10,6,0,0,0,75,2291,5066,4707,6261,3066,1734,611,215,65,24020,0,0,0,17,11,5,4,0,0,47,0,0,0,63,39,50,25,22,4,201,0,0,0,9,7,3,0,0,0,23,0,0,0,0,7,9,0,0,0,16,0,3,0,9,6,3,0,0,0,20,0,3,0,33,42,33,23,15,0,159,0,13,12,95,33,49,29,10,3,246,0,0,5,30,75,127,95,84,15,430,3,27,35,111,44,75,65,29,6,397,0,28,34,90,75,102,59,41,14,439,0,0,4,45,38,27,17,4,0,143,0,0,6,6,3,6,0,0,0,19,3,0,3,15,19,10,26,14,4,94,0,3,14,17,31,81,56,57,5,267,0,0,3,28,11,16,7,4,0,71,4,94,283,1279,446,240,140,47,10,2541,0,0,6,26,17,8,4,6,0,63,0,8,10,43,19,0,3,0,0,97
SED28107,0,8,9,84,15,12,8,0,3,136,5991,8281,3790,5360,2194,1738,943,369,63,28730,4,48,63,495,169,34,19,3,0,830,0,0,0,28,16,20,13,9,0,75,0,0,6,23,6,0,0,0,0,35,0,0,4,9,10,6,4,0,0,40,3,6,4,14,4,8,0,0,0,44,0,0,3,19,28,31,24,10,5,126,0,32,95,540,135,148,103,11,3,1061,0,0,0,15,16,25,20,22,0,95,0,12,36,30,9,17,8,10,0,117,6,45,40,122,104,173,114,83,20,716,0,6,20,138,68,37,28,3,0,305,0,7,0,6,0,0,0,0,0,20,0,0,5,12,15,10,26,19,0,93,0,0,3,15,14,32,32,22,3,114,5,5,10,78,17,26,15,0,0,154,170,912,2127,11662,1092,288,312,69,8,16642,0,10,29,195,64,11,19,3,0,342,4,11,11,83,15,10,5,0,0,136
SED28203,0,3,10,69,17,19,8,0,0,121,3072,4555,2950,5302,1913,1071,519,239,66,19681,0,3,3,61,14,5,0,0,0,91,0,0,0,37,15,33,12,4,0,102,0,3,0,18,8,8,0,0,0,38,0,0,4,19,16,25,15,0,0,78,0,0,0,5,3,3,0,0,0,15,0,0,0,8,0,3,4,4,0,27,0,18,27,235,66,102,51,23,12,530,0,0,0,18,14,19,28,36,3,122,0,0,8,31,18,21,31,29,3,152,0,22,26,46,27,36,43,33,3,237,0,3,16,88,32,23,10,3,0,173,0,0,0,10,3,8,4,0,0,21,0,3,3,12,9,9,9,12,6,66,0,6,36,53,57,144,231,319,124,971,0,0,3,29,4,13,3,0,0,53,22,206,609,2977,317,113,94,20,5,4366,0,0,7,38,9,4,10,6,0,78,0,46,70,251,62,16,3,3,0,456
SED28301,0,0,0,5,3,6,0,0,0,15,1293,3453,3255,3222,2575,2285,1320,927,312,18633,0,4,0,6,0,5,5,0,0,18,0,0,0,5,4,3,0,3,0,11,5,0,5,6,0,3,0,0,0,18,0,0,0,5,4,3,6,0,0,13,3,3,3,8,14,14,0,0,0,52,0,0,3,3,0,4,7,0,0,17,14,205,235,1035,335,332,296,83,69,2600,0,0,0,4,4,17,13,15,4,55,3,22,15,40,19,21,21,19,6,171,3,36,55,101,136,198,135,119,47,827,0,0,0,5,11,5,7,3,3,39,0,0,0,7,9,4,7,0,3,28,0,3,4,17,16,16,44,41,15,153,0,6,4,14,20,59,99,133,46,376,9,100,56,276,156,169,163,37,8,967,3,55,37,276,71,41,47,17,4,558,0,8,11,38,24,8,9,5,4,101,4,61,70,239,139,54,38,25,4,631
SED28408,0,0,0,9,0,0,0,0,0,6,1658,3638,3368,6137,3037,2970,2487,1349,473,25123,0,0,3,18,4,0,0,0,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,12,3,11,4,0,0,37,0,0,0,3,3,0,0,0,0,8,0,22,9,76,19,25,14,8,0,163,0,0,0,3,3,3,15,19,4,42,0,0,6,4,3,0,0,4,0,20,0,35,23,105,73,108,139,104,28,616,0,0,0,8,3,3,4,0,0,22,0,3,0,9,0,0,5,0,0,17,0,0,3,6,8,8,35,17,9,78,0,0,0,0,0,6,9,5,5,22,0,5,3,10,8,3,4,0,0,34,4,21,94,340,66,14,7,8,0,547,0,3,0,6,0,0,0,4,0,14,0,0,0,12,0,0,0,0,0,17
SED28507,0,0,0,19,5,0,3,0,0,25,3457,5005,3454,6290,2640,2342,1499,592,133,25413,0,18,15,219,51,9,5,0,0,330,0,0,0,19,13,12,11,10,0,53,0,0,4,24,8,0,0,0,0,34,0,0,0,5,5,0,0,0,0,9,6,0,3,13,5,0,3,5,0,38,0,0,0,7,6,8,12,0,0,43,0,19,29,153,54,44,38,6,0,347,0,0,0,16,11,22,12,7,0,72,3,11,25,17,3,3,10,10,0,80,0,29,47,164,150,215,220,113,35,971,0,7,3,58,32,19,14,7,0,133,0,0,0,9,0,4,4,3,0,26,0,0,3,18,11,15,38,20,5,109,0,0,3,4,14,14,32,17,15,109,0,8,8,34,9,9,6,0,0,69,78,429,366,3815,350,130,118,30,7,5326,0,4,12,57,16,11,0,3,0,115,0,3,9,52,13,10,6,0,0,86
SED28607,0,0,0,4,7,0,0,0,0,7,2467,4343,3100,7441,3590,2634,1369,510,211,25669,0,0,0,22,4,0,0,0,0,29,0,0,0,18,8,9,9,9,0,49,0,0,6,31,5,0,0,0,0,46,0,0,6,3,5,9,3,0,0,31,0,3,0,43,20,11,0,0,0,84,0,0,0,18,19,9,6,0,0,55,0,11,11,79,25,33,18,10,7,186,0,0,0,20,11,28,36,38,19,151,0,0,4,7,3,10,11,8,5,45,7,76,68,481,335,246,130,56,22,1425,0,0,0,9,3,4,3,0,0,24,0,0,3,39,15,7,8,0,0,74,0,4,9,41,30,15,25,17,0,147,0,3,6,5,23,68,101,169,86,464,3,3,0,29,6,7,3,0,0,55,4,23,50,345,34,17,25,16,0,511,0,9,12,66,13,3,0,0,0,106,0,0,7,35,14,3,4,0,0,64
SED28704,0,0,0,5,0,0,0,0,0,4,4133,7425,5199,9922,4628,3187,2022,867,166,37552,0,3,4,34,6,3,0,0,0,53,0,0,0,9,4,3,0,0,0,22,0,0,0,16,0,0,3,0,0,19,0,0,0,3,4,0,0,0,0,11,0,5,3,16,8,10,5,0,0,48,0,0,0,3,10,3,4,0,0,28,0,8,15,74,29,23,20,0,3,169,0,0,0,6,12,15,17,12,0,63,0,7,14,49,22,16,17,7,0,137,7,80,126,225,239,301,184,119,37,1313,0,3,8,40,15,21,7,0,0,91,0,0,0,3,4,6,3,0,0,22,0,0,11,19,15,14,41,21,9,127,0,7,7,21,16,55,50,31,5,202,0,8,0,26,8,9,0,0,0,53,16,129,224,1976,189,86,65,12,8,2702,0,6,4,24,7,0,0,0,0,34,0,25,24,173,55,11,12,0,3,306
SED28803,0,12,31,100,19,21,4,0,0,182,5697,8302,5285,7839,2735,2138,942,305,58,33310,0,7,8,77,18,10,8,3,0,134,0,0,0,24,11,18,4,3,3,68,0,0,0,8,0,0,0,0,0,11,0,0,5,13,0,0,0,0,0,23,0,10,3,15,3,3,0,0,0,40,0,0,0,3,13,13,4,5,0,46,0,8,15,73,27,29,13,12,0,172,0,0,0,9,19,40,34,42,4,149,0,17,16,90,29,43,48,16,3,269,5,48,42,85,73,110,83,40,10,486,0,10,37,150,73,54,43,3,0,373,0,0,0,15,0,3,0,0,0,23,0,5,5,20,14,7,16,15,3,88,0,5,17,34,18,48,55,25,4,205,0,6,5,16,9,7,0,0,0,42,41,378,763,5127,588,245,224,47,9,7425,0,4,12,29,20,6,3,0,0,65,0,20,42,149,27,32,13,6,0,284
SED29494,0,0,3,5,0,0,0,0,0,7,138,183,312,806,389,274,199,43,5,2348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,5,0,0,14,0,0,6,4,0,0,0,0,0,7,0,0,3,3,3,3,6,0,0,22,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,9,30,9,29,13,11,0,97,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,9,4,0,0,16,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,5,0,0,3,0,4,8,47,5,0,0,0,0,60,0,0,0,3,0,0,0,0,0,4,0,3,0,4,0,0,0,0,0,13
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
