SED_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
SED24808,0,0,0,0,2868,2881,67,0,0,0,2851,2927,2576,130,140,4,4422,7269,4701,316,398,12,2003,7426,3230,335,691,28,1246,5536,2716,258,692,107,541,4320,2462,202,531,222,218,3627,1060,61,210,196,66,1591,186,3,28,129,11,360,17006,1304,2686,700,14236,35934,3,0,0,0,2840,2844,169,18,0,0,2644,2832,3672,274,190,17,3895,8042,4512,467,564,61,1933,7537,3055,451,929,116,1102,5657,2626,318,1003,303,447,4702,2256,189,782,684,117,4033,684,55,242,715,36,1735,108,8,60,472,18,661,17080,1782,3765,2371,13038,38042,8,0,3,6,5713,5727,234,24,0,0,5499,5756,6243,400,328,22,8320,15318,9217,784,964,70,3928,14965,6280,789,1623,150,2352,11193,5347,576,1694,413,995,9022,4721,389,1306,907,336,7657,1742,121,451,908,99,3321,293,5,84,598,30,1020,34086,3092,6455,3072,27276,73975
SED24904,0,0,0,0,1951,1951,43,5,0,0,1840,1890,1310,56,68,10,3002,4441,2152,192,220,8,1307,3876,2268,243,461,36,1009,4029,2630,268,739,97,701,4437,2418,185,594,170,360,3719,1344,61,233,233,110,1974,366,11,32,242,35,675,12526,1021,2334,794,10314,26999,3,0,0,0,1801,1803,97,8,0,0,1594,1705,1588,126,91,19,2627,4446,2224,253,270,22,1246,4023,2366,319,640,85,777,4183,2645,254,854,258,460,4471,2236,136,605,551,150,3680,962,33,205,891,52,2139,188,8,49,891,20,1151,12304,1132,2712,2713,8742,27601,3,0,0,0,3756,3753,142,13,0,0,3429,3592,2890,179,157,27,5632,8886,4379,446,490,28,2553,7895,4632,570,1104,119,1787,8212,5277,522,1593,356,1167,8908,4651,320,1199,721,510,7397,2308,92,433,1120,168,4111,554,15,77,1133,53,1833,24836,2156,5049,3507,19055,54597
SED25003,3,0,0,0,2366,2371,38,0,0,0,2471,2509,1664,57,71,5,3435,5226,3571,170,224,6,1219,5186,3258,209,414,28,657,4563,3082,218,469,72,307,4144,2084,115,274,122,112,2703,879,29,88,147,42,1178,211,0,14,144,18,387,14786,798,1557,518,10625,28277,0,0,0,0,2121,2128,122,8,6,0,2126,2260,2340,120,104,0,2669,5235,3661,245,341,20,1002,5264,3375,295,689,70,603,5030,2972,221,840,238,279,4546,1718,128,441,477,101,2865,584,24,133,616,30,1383,117,5,19,586,9,739,14879,1050,2580,2021,8932,29450,4,0,4,0,4485,4497,158,8,6,0,4595,4770,4004,174,172,5,6109,10462,7231,409,559,30,2221,10458,6634,499,1101,100,1260,9600,6050,435,1309,309,582,8690,3797,243,715,598,217,5574,1459,53,221,766,68,2568,330,11,37,727,20,1128,29659,1844,4136,2536,19558,57732
SED25102,0,5,0,0,1888,1895,9,0,0,0,1594,1607,874,26,35,3,2163,3094,2316,94,182,7,1151,3751,2756,196,389,17,905,4257,2625,139,536,61,508,3870,2230,107,391,128,228,3075,1015,33,155,127,56,1392,194,9,27,110,14,352,12019,606,1723,451,8501,23300,0,3,0,0,1737,1737,20,0,0,0,1478,1499,1162,44,51,0,1876,3140,2612,156,251,19,1065,4099,2794,219,562,45,765,4389,2660,202,681,159,371,4074,1997,106,575,329,161,3176,677,35,235,450,34,1431,116,9,44,377,10,554,12039,761,2402,1379,7503,24085,3,8,0,0,3631,3634,27,0,0,0,3074,3103,2033,69,87,6,4036,6231,4923,245,433,26,2217,7852,5548,415,948,65,1671,8643,5281,342,1222,217,883,7942,4229,218,965,455,385,6255,1698,69,395,576,92,2821,315,10,69,485,20,900,24052,1370,4125,1837,16004,47384
SED25205,0,0,0,0,1974,1977,9,0,0,0,1648,1659,831,19,33,5,2524,3406,2945,120,206,8,1281,4560,3192,197,444,16,974,4826,2543,174,527,71,601,3921,1919,98,370,121,228,2737,1088,33,193,173,90,1576,355,5,55,195,25,634,12887,651,1831,583,9347,25300,0,0,0,0,1963,1963,21,0,0,0,1608,1635,1221,67,56,4,2379,3714,3184,185,330,26,1284,5003,3289,299,675,65,980,5317,2494,207,854,176,530,4255,1737,130,675,418,238,3197,857,51,312,754,102,2080,178,3,71,812,32,1104,12983,941,2967,2250,9119,28262,0,0,0,0,3936,3939,28,3,3,0,3252,3288,2049,83,80,7,4898,7118,6127,302,534,30,2569,9567,6479,496,1124,81,1960,10143,5038,380,1380,252,1129,8183,3658,229,1044,535,467,5936,1949,85,500,925,194,3655,539,16,128,1004,59,1736,25872,1591,4799,2832,18468,53566
SED25302,0,0,0,0,2185,2185,4,0,0,0,1444,1452,524,28,24,4,1524,2100,2251,97,124,10,804,3283,3195,185,414,22,708,4522,2819,153,550,44,406,3973,2884,102,449,136,197,3774,2122,53,260,273,63,2768,657,8,54,276,20,1009,14453,619,1880,767,7357,25071,0,0,0,0,2068,2069,3,0,0,0,1381,1390,734,37,44,5,1306,2133,2609,144,248,19,861,3873,3395,270,683,58,755,5164,2767,189,849,155,395,4349,2912,127,890,547,211,4685,1726,63,444,1042,94,3370,318,0,92,1046,38,1497,14470,827,3257,2873,7100,28525,0,0,0,0,4249,4252,16,0,0,0,2824,2840,1262,59,72,9,2830,4230,4859,237,380,25,1665,7160,6588,456,1098,84,1466,9688,5584,343,1392,201,801,8324,5792,226,1344,681,407,8456,3849,115,704,1321,152,6138,971,11,145,1323,62,2509,28918,1448,5132,3643,14455,53599
SED25402,0,0,0,0,1976,1973,26,0,0,0,1878,1907,1028,79,54,0,3043,4205,1984,199,241,14,1415,3849,2040,277,510,31,1123,3984,2601,235,807,88,735,4458,2566,193,651,193,337,3942,1390,66,217,275,91,2033,343,8,39,229,28,643,11986,1054,2519,826,10616,27000,0,0,0,0,1916,1919,63,19,0,0,1853,1936,1392,130,107,16,2854,4501,2122,249,349,40,1358,4116,2204,307,760,88,872,4239,2788,271,1034,295,505,4894,2342,183,719,651,154,4046,1041,39,238,911,38,2277,153,10,33,822,32,1049,12111,1203,3240,2820,9588,28965,3,0,0,0,3891,3898,88,18,3,5,3727,3845,2419,211,161,14,5896,8706,4107,449,588,52,2774,7961,4246,586,1272,122,1999,8216,5388,505,1840,382,1239,9346,4915,377,1368,843,494,7990,2432,102,453,1189,133,4307,497,15,70,1049,60,1690,24098,2255,5756,3649,20203,55962
SED25501,4,0,0,0,2226,2232,34,0,0,0,2472,2506,1186,22,56,0,2879,4137,3271,84,152,6,726,4241,3326,135,224,27,489,4194,2913,105,260,33,387,3699,2199,54,204,77,169,2702,1571,32,112,175,55,1949,630,18,32,278,15,969,15141,452,1035,592,9413,26632,0,0,0,0,2051,2055,51,0,5,0,2024,2086,1544,38,65,0,1991,3641,3912,131,247,12,526,4822,3550,178,414,49,402,4590,2867,116,489,130,302,3909,2123,63,378,371,152,3083,1344,37,192,881,62,2512,316,6,55,858,32,1264,15702,567,1846,2298,7542,27959,0,0,0,0,4280,4287,87,0,5,3,4498,4596,2728,58,120,7,4867,7779,7185,214,393,17,1250,9066,6875,309,639,76,890,8785,5780,224,754,164,687,7606,4317,117,588,445,319,5784,2917,69,302,1056,117,4457,951,27,86,1133,44,2230,30843,1021,2878,2895,16958,54589
SED25605,7,0,0,0,1770,1777,41,4,0,0,2102,2146,1520,55,67,7,3016,4673,2874,117,198,11,1064,4269,2631,147,379,20,762,3946,2356,161,403,45,417,3384,2347,111,312,116,185,3072,1819,49,152,272,73,2372,551,14,30,252,26,873,14151,658,1547,730,9422,26504,0,0,0,0,1586,1587,117,6,4,0,1667,1798,1946,69,112,14,1948,4093,3020,159,302,27,775,4283,2761,174,503,77,530,4049,2391,136,584,200,301,3612,2374,124,468,556,131,3648,1348,37,199,892,53,2529,275,9,57,993,28,1368,14234,724,2219,2758,7018,26960,4,0,0,0,3355,3366,161,10,0,0,3768,3943,3466,128,189,18,4965,8765,5892,281,499,30,1843,8550,5393,324,880,98,1288,7990,4747,299,985,243,717,6995,4720,231,771,678,316,6714,3171,86,352,1166,125,4903,829,17,86,1245,57,2241,28384,1382,3767,3492,16443,53464
SED25704,0,0,0,0,1888,1890,39,6,0,0,1587,1629,941,48,34,0,2331,3355,1886,147,184,3,1025,3249,2188,223,455,31,905,3803,2855,241,731,81,715,4624,2814,208,637,211,369,4239,1711,70,260,321,131,2498,465,9,45,325,32,877,12896,959,2344,985,8990,26167,0,0,0,0,1687,1692,63,5,0,0,1510,1584,1221,102,58,8,2150,3532,2029,236,264,25,966,3515,2397,272,575,61,729,4039,2934,230,804,268,463,4694,2597,168,649,597,173,4180,1349,49,267,973,58,2698,245,10,42,1003,24,1328,12839,1068,2659,2932,7767,27267,4,0,0,0,3576,3582,105,6,0,0,3102,3216,2161,154,87,6,4479,6890,3919,379,445,28,1992,6759,4579,497,1037,95,1633,7841,5783,468,1538,351,1179,9321,5404,380,1286,806,543,8420,3067,119,527,1292,191,5196,707,20,89,1326,60,2206,25733,2025,5000,3908,16756,53432
SED25802,0,0,0,4,2207,2211,43,5,0,3,1941,1994,1407,82,65,5,2910,4465,2436,158,246,10,1399,4249,2583,262,552,41,1082,4526,3096,242,796,89,757,4976,3157,202,698,219,351,4633,1858,88,235,275,107,2562,381,11,44,266,25,726,14965,1048,2639,909,10776,30332,0,0,0,0,2157,2155,72,10,0,0,1841,1928,1795,132,108,12,2879,4919,2540,240,362,36,1281,4461,2851,342,741,90,909,4934,3241,265,1047,296,554,5402,2954,184,828,632,253,4852,1350,36,317,932,51,2690,195,10,61,781,22,1065,15006,1215,3468,2777,9947,32415,0,0,0,4,4361,4371,117,9,0,3,3783,3920,3211,216,169,13,5786,9381,4976,395,608,41,2675,8708,5441,598,1297,131,1991,9458,6337,499,1847,385,1313,10382,6106,392,1526,853,603,9485,3204,123,557,1205,161,5246,572,27,102,1051,46,1795,29968,2262,6100,3687,20720,62742
SED25905,0,3,0,3,2210,2220,58,0,0,0,2465,2528,1613,70,73,4,3134,4893,2931,143,253,11,1079,4413,2932,172,367,21,670,4151,3190,204,474,63,385,4328,2242,126,313,119,124,2924,968,34,125,183,26,1339,263,4,9,161,3,450,14200,755,1616,573,10098,27239,5,6,0,0,1985,1990,138,7,6,0,2106,2255,2123,117,106,9,2474,4827,3059,214,336,33,847,4487,3104,213,607,76,584,4583,3018,234,750,249,308,4559,1849,128,463,460,92,2993,669,30,175,605,21,1504,143,14,39,614,20,822,14109,952,2487,2038,8434,28023,8,6,3,3,4196,4213,198,5,6,0,4573,4782,3732,187,179,13,5610,9721,5982,357,591,42,1924,8897,6031,383,971,100,1248,8735,6211,441,1224,312,693,8885,4089,252,777,579,215,5917,1642,60,302,788,46,2843,406,19,54,773,21,1273,28303,1710,4110,2604,18533,55261
SED26005,4,0,0,5,3516,3520,74,0,0,7,3274,3358,1975,76,92,5,3427,5582,4753,187,277,17,1162,6392,4679,230,483,37,711,6136,3472,173,532,68,332,4577,1918,95,269,112,88,2489,797,32,86,119,23,1055,150,5,10,55,6,226,17816,807,1752,419,12544,33337,0,0,0,5,3227,3232,209,12,9,0,2825,3052,2858,135,142,9,2582,5729,4963,274,444,50,939,6679,4508,328,759,132,617,6333,3009,220,730,262,287,4517,1549,96,420,475,75,2618,517,19,120,475,22,1153,68,3,23,270,6,367,17692,1084,2642,1679,10585,33680,5,0,0,3,6741,6754,279,14,9,12,6096,6407,4838,210,233,9,6011,11304,9718,464,720,67,2111,13074,9184,553,1240,170,1324,12469,6482,398,1268,326,615,9090,3470,192,691,587,159,5100,1316,52,205,595,45,2210,216,6,31,322,14,596,35505,1888,4402,2096,23124,67011
SED26102,0,0,0,0,1562,1564,5,0,0,0,1287,1297,610,31,23,7,1988,2653,1564,117,176,9,1175,3042,2085,283,556,28,1128,4083,2876,247,799,62,731,4720,3950,232,841,217,380,5621,2521,116,383,387,109,3523,702,38,80,368,26,1211,14322,1069,2855,1079,8381,27700,0,0,0,0,1487,1487,21,0,3,0,1233,1260,821,61,51,6,1895,2832,1841,182,241,23,1084,3376,2207,290,753,65,1026,4343,3193,249,1129,218,624,5418,3807,191,1027,618,282,5920,1990,73,499,1077,123,3757,378,16,75,997,45,1509,14272,1068,3782,2997,7791,29910,0,0,0,0,3051,3049,29,0,0,0,2520,2556,1429,88,77,5,3878,5487,3411,296,421,32,2262,6421,4294,575,1310,90,2154,8423,6071,499,1930,283,1349,10134,7763,421,1861,833,661,11544,4512,191,883,1460,230,7279,1085,50,155,1364,69,2714,28588,2133,6639,4070,16176,57610
SED26207,0,0,0,0,1786,1786,12,0,0,0,1802,1816,902,25,48,6,2544,3517,2619,114,173,8,1094,4003,2736,200,403,16,834,4191,2375,156,444,48,441,3468,2157,83,279,102,188,2809,1720,57,100,225,64,2168,566,15,23,251,21,880,13084,644,1467,659,8779,24645,0,0,0,0,1715,1715,26,0,0,0,1526,1551,1256,52,56,3,2151,3517,2810,155,259,19,968,4211,2817,259,583,57,704,4416,2412,196,646,158,436,3847,2243,125,421,529,181,3503,1353,38,195,1041,58,2675,220,7,57,954,26,1253,13135,835,2212,2756,7750,26694,0,0,0,0,3499,3499,34,0,0,0,3327,3367,2159,73,97,7,4694,7034,5427,271,430,29,2056,8215,5559,460,986,76,1536,8613,4789,348,1094,208,878,7317,4399,207,701,633,367,6307,3070,91,297,1266,120,4851,785,24,79,1205,44,2133,26225,1481,3684,3416,16529,51337
SED26303,0,0,0,0,1526,1526,9,3,0,0,1752,1770,834,34,43,3,5217,6136,2401,143,283,8,2668,5494,2578,169,382,31,1586,4736,1762,141,458,55,944,3356,1198,79,310,84,427,2088,785,43,160,143,122,1254,296,13,24,173,39,556,9862,619,1663,493,14272,26907,8,0,0,0,1538,1542,20,0,0,0,1869,1895,1164,60,90,4,5836,7158,2569,175,352,16,2786,5901,2575,226,543,37,1721,5106,1755,179,618,104,1049,3705,1150,80,476,300,454,2459,590,30,190,686,106,1605,140,11,61,645,27,888,9977,759,2336,1800,15383,30258,8,0,0,0,3058,3064,31,6,0,0,3618,3658,2000,93,136,6,11050,13292,4970,314,637,23,5448,11395,5152,390,926,67,3306,9848,3519,314,1079,159,1989,7065,2346,157,789,381,881,4553,1378,69,350,832,221,2858,436,21,86,823,69,1441,19845,1376,3995,2298,29654,57167
SED26406,0,0,0,0,1859,1860,47,0,0,0,3875,3923,1891,58,81,4,5585,7621,3428,114,257,15,1514,5324,2704,162,402,22,976,4270,2128,149,433,40,644,3391,1485,95,335,90,352,2357,1021,48,141,167,109,1493,406,8,40,233,34,723,13116,634,1691,568,14955,30962,0,0,0,0,1920,1920,111,6,6,0,3552,3680,2450,65,122,5,4490,7128,3330,161,324,18,1366,5200,2687,194,625,62,887,4451,2102,169,642,148,571,3638,1439,105,490,384,280,2701,841,35,243,743,120,1981,182,10,66,777,61,1099,13139,750,2527,2132,13251,31793,0,0,0,0,3776,3778,157,6,6,0,7430,7604,4344,123,202,3,10078,14750,6759,270,583,33,2885,10525,5390,357,1031,81,1868,8717,4228,318,1079,181,1217,7033,2922,209,828,475,631,5061,1868,85,382,905,231,3470,593,17,110,1004,97,1820,26252,1385,4215,2700,28206,62761
SED26504,0,0,0,0,1704,1708,23,0,0,4,1237,1262,776,51,43,0,2039,2904,1675,126,176,3,1089,3073,2041,186,395,21,965,3607,2516,225,684,94,652,4165,2815,165,644,196,337,4160,1742,69,254,299,114,2475,462,15,42,251,38,798,12045,830,2244,871,8166,24153,4,0,0,0,1567,1568,49,5,0,0,1185,1248,1029,69,60,4,1855,3022,1873,174,253,11,1001,3315,2196,265,612,73,795,3940,2675,229,786,227,465,4383,2689,157,665,542,194,4243,1292,52,277,980,88,2682,249,7,44,842,27,1176,12059,944,2699,2688,7180,25577,3,0,0,0,3273,3280,77,3,0,4,2424,2510,1805,119,107,0,3889,5921,3548,299,430,18,2089,6389,4238,443,1006,97,1758,7548,5190,452,1471,320,1115,8547,5505,317,1310,740,531,8402,3034,116,530,1278,199,5161,705,18,92,1099,60,1980,24100,1774,4937,3562,15348,49730
SED26603,0,0,0,0,1829,1833,108,6,0,0,2660,2778,2277,74,107,5,5122,7585,3945,152,293,6,2201,6593,2889,222,482,20,1229,4845,2134,195,514,47,772,3666,1412,96,329,96,354,2289,1030,36,138,179,119,1500,542,19,25,332,40,959,14342,804,1900,685,14324,32050,4,0,4,0,1713,1714,266,15,10,0,2226,2514,2868,106,143,7,4529,7652,3935,237,428,22,2021,6640,2782,290,681,69,1256,5080,2052,221,712,180,756,3916,1331,105,480,440,330,2684,827,44,194,971,82,2113,254,9,73,1245,35,1626,14318,1028,2722,2924,12945,33937,0,0,4,0,3538,3545,376,23,9,0,4886,5291,5148,178,255,8,9650,15241,7877,387,723,28,4219,13229,5676,511,1162,94,2487,9924,4189,420,1231,228,1525,7585,2744,205,810,536,679,4975,1852,82,333,1144,201,3618,797,26,104,1577,78,2584,28656,1828,4624,3612,27263,65988
SED26708,0,0,0,0,1987,1990,25,0,0,0,1547,1576,938,38,34,3,2497,3508,2050,122,190,13,1182,3554,2458,209,432,31,1039,4169,2886,247,658,90,844,4728,2917,170,651,180,426,4341,1566,48,225,262,123,2215,353,9,22,221,40,638,13187,839,2209,796,9692,26727,0,0,0,0,1758,1762,32,3,0,0,1261,1296,1193,75,63,9,2097,3431,2299,166,235,14,1096,3811,2528,232,567,64,827,4226,2954,250,824,225,585,4839,2733,124,591,495,281,4227,1144,44,220,810,86,2306,173,11,46,810,31,1067,13063,899,2546,2432,8026,26968,5,0,0,0,3750,3751,54,3,0,3,2809,2872,2127,113,98,14,4593,6942,4350,289,425,24,2276,7364,4985,441,998,94,1868,8393,5845,497,1481,316,1430,9568,5647,294,1246,670,707,8571,2710,88,440,1076,216,4524,524,19,70,1026,67,1709,26250,1743,4754,3230,17714,53692
SED26806,0,0,0,0,926,926,27,0,0,0,2454,2482,1379,59,107,5,9485,11032,2311,167,374,13,3701,6568,1484,193,490,14,1797,3983,1407,162,543,46,1076,3240,1234,113,478,83,486,2390,932,45,242,125,186,1527,274,11,58,139,69,553,9050,752,2293,431,20183,32704,0,0,0,0,987,989,51,3,0,0,3177,3229,1770,99,200,8,9907,11983,2212,183,405,16,3328,6144,1524,208,640,37,1517,3925,1395,160,769,117,804,3244,1220,109,737,334,416,2818,707,37,291,605,162,1795,138,3,92,612,60,898,9017,809,3117,1729,20358,35032,0,0,0,0,1918,1916,78,3,3,0,5628,5712,3149,158,305,12,19390,23016,4521,352,780,26,7035,12710,3010,399,1128,53,3317,7908,2805,321,1312,164,1881,6487,2459,220,1204,417,903,5208,1636,80,530,731,342,3325,410,17,144,756,128,1452,18069,1559,5411,2161,40539,67737
SED26903,0,0,0,0,1413,1419,40,5,0,0,2195,2239,1623,74,73,4,4973,6746,2867,145,279,10,2302,5603,2296,225,463,25,1455,4464,1697,189,533,48,915,3389,1272,156,401,126,402,2352,979,62,138,239,117,1538,464,17,41,263,32,817,11246,875,1936,717,13799,28566,7,0,0,0,1375,1380,137,8,3,0,1946,2094,2113,85,143,3,4394,6738,2803,223,376,26,2294,5726,2226,222,606,74,1406,4524,1632,218,747,194,827,3610,1230,136,519,533,258,2663,789,43,223,899,98,2063,198,6,44,1005,34,1286,11132,939,2663,2724,12629,30087,5,0,0,0,2789,2797,183,14,9,0,4133,4338,3730,157,219,7,9370,13486,5670,373,659,36,4595,11328,4525,452,1069,91,2862,8996,3328,406,1281,237,1739,6997,2499,285,921,654,658,5016,1773,106,366,1139,217,3596,665,24,84,1268,67,2099,22378,1814,4601,3441,26424,58653
SED27003,0,0,0,0,908,910,26,4,4,0,2362,2397,1099,60,92,7,10191,11450,2247,176,366,10,4065,6864,1757,210,502,39,1819,4323,1604,170,587,48,1138,3551,1194,100,451,80,475,2305,625,37,163,109,184,1116,199,3,25,94,47,376,8750,756,2192,397,21186,33282,0,0,0,0,1139,1139,46,3,0,0,2885,2937,1435,129,178,8,10296,12047,2272,190,423,30,3316,6235,1786,216,639,67,1490,4200,1430,171,804,156,816,3377,1081,108,660,348,438,2640,465,36,303,453,168,1416,87,8,59,425,52,636,8597,865,3075,1483,20596,34617,0,0,0,0,2046,2047,74,13,6,5,5250,5337,2537,184,271,20,20483,23498,4516,366,788,41,7382,13098,3540,418,1147,105,3306,8524,3034,349,1395,202,1951,6923,2274,207,1113,430,917,4941,1087,68,467,563,352,2533,289,13,83,521,97,1005,17349,1622,5263,1878,41781,67900
SED27101,0,0,0,0,1861,1861,36,4,0,0,1878,1923,1595,36,59,5,3006,4698,3494,114,217,3,1239,5065,2765,178,439,14,967,4363,2124,159,448,41,561,3330,1722,86,363,115,232,2519,1117,47,159,147,71,1536,347,4,31,178,17,580,13206,634,1711,498,9830,25879,0,0,0,0,1596,1601,84,3,0,0,1733,1815,2078,61,91,9,2631,4868,3751,178,322,25,1155,5429,2695,227,626,70,862,4484,2095,159,727,159,531,3670,1595,95,664,384,234,2974,940,34,304,677,78,2028,175,5,73,646,18,914,13417,756,2805,1967,8853,27794,3,0,0,0,3459,3467,117,6,0,0,3617,3739,3672,95,149,13,5638,9565,7247,290,538,29,2388,10496,5458,408,1062,85,1832,8846,4223,321,1177,200,1088,7005,3321,182,1029,497,471,5492,2055,81,456,819,152,3567,523,11,102,825,32,1496,26619,1389,4513,2467,18682,53672
SED27208,0,0,0,0,1799,1794,44,4,0,0,1524,1577,975,60,40,0,2498,3571,1802,181,178,3,1383,3541,2214,270,522,42,1385,4424,2804,308,866,104,1037,5124,3052,279,883,261,588,5074,1722,112,330,366,203,2732,398,16,41,314,40,823,13025,1227,2860,1090,10448,28651,0,0,0,0,1695,1697,51,13,0,0,1365,1428,1157,88,79,12,2185,3517,1920,185,248,28,1116,3495,2315,271,710,83,937,4320,2859,271,999,279,642,5052,2779,183,830,716,302,4815,1278,56,257,1008,107,2705,212,9,56,892,40,1209,12568,1080,3177,3023,8394,28240,0,0,0,0,3493,3497,98,17,0,0,2884,3004,2134,152,113,12,4680,7083,3722,361,422,34,2497,7038,4532,538,1232,120,2321,8740,5662,577,1871,385,1680,10176,5832,469,1716,971,895,9886,2996,161,584,1377,316,5433,613,30,102,1212,85,2034,25592,2301,6038,4110,18845,56887
SED27305,0,0,0,0,1945,1949,7,0,0,0,2061,2072,816,17,27,0,2269,3125,2448,105,142,7,731,3430,2923,124,291,20,553,3919,3254,121,328,50,271,4022,2002,58,205,87,88,2434,1002,24,81,129,21,1262,218,11,15,90,4,335,12687,456,1091,383,7941,22554,0,0,0,0,1848,1847,20,0,0,5,1760,1795,1137,41,75,0,1829,3072,2741,147,203,11,568,3665,3236,199,506,63,438,4447,3085,141,580,149,206,4155,1705,78,330,373,85,2578,751,24,147,525,22,1462,100,8,25,321,6,455,12778,627,1863,1437,6755,23469,4,0,0,0,3793,3795,33,0,0,5,3824,3866,1947,56,97,0,4089,6196,5190,247,341,19,1295,7096,6159,325,803,82,994,8367,6341,258,907,194,475,8179,3710,130,539,458,176,5012,1755,46,228,659,42,2726,320,18,44,405,8,786,25463,1083,2954,1822,14697,46026
