LGA_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
LGA26980,1633,4726,3858,25522,256,35997,33,38,24,421,6,517,42320,421,920,558,217,44440,491,78,34,188,9,798,941,337,196,688,8,2173,8035,4117,2895,25658,288,40997,1567,42,173,40,4,1826,382,86,75,259,0,807,1333,445,282,2579,37,4678,3632,473,256,1600,21,5989,391,70,49,154,3,670,7605,173,130,86,15,8009,1738,1065,729,10552,68,14152,3329,830,400,2982,38,7575,1421,10,64,11,0,1514,227,55,39,74,0,402,242,46,14,100,0,403,307,114,47,322,3,803,155,41,33,11,0,244,411,195,131,83,4,827,751,119,96,260,6,1228,386,45,34,79,3,553,61,20,12,0,0,92,1939,1134,785,8765,50,12679,339,31,23,55,3,456,475,102,88,46,7,707,407,41,31,73,4,548,1558,113,74,86,3,1836,2575,72,126,58,5,2828,234,101,83,368,3,794,16054,1300,1299,1822,105,20582,868,50,26,315,5475,6730,90395,9465,7414,55661,6408,169346
LGA27070,5136,5325,3431,30935,370,45207,62,144,62,1923,30,2221,9262,115,256,229,38,9907,1283,215,87,403,8,1990,593,221,138,543,9,1498,8312,3552,2635,25449,360,40319,3891,98,296,86,12,4389,323,41,39,205,4,610,990,343,245,2193,17,3787,7236,1241,624,3037,75,12211,216,51,42,124,0,431,17577,214,122,81,35,18025,1514,795,526,8288,64,11183,13793,3005,1375,9558,142,27879,368,14,29,5,0,422,3303,816,346,672,14,5151,9919,1166,711,2076,109,13979,1898,495,261,1392,20,4073,560,118,85,54,0,823,478,179,109,78,0,844,555,135,81,318,0,1093,286,41,41,61,3,424,1279,131,48,21,15,1486,1416,749,558,6440,40,9196,1074,140,70,140,7,1426,345,76,29,21,0,463,762,86,56,214,7,1122,2046,83,44,63,9,2243,4706,87,137,78,14,5026,196,66,37,259,0,563,44097,2192,1510,2239,263,50301,2574,170,122,652,8931,12452,129364,13824,8641,67205,10356,229396
LGA27170,214,1351,988,15505,140,18194,3,48,25,1323,13,1409,224,13,15,95,0,348,186,29,23,72,3,304,309,136,79,348,0,874,1512,1200,909,13545,145,17321,308,13,68,15,0,398,50,17,6,100,0,175,530,224,153,2089,27,3016,48,14,9,78,3,152,75,18,7,38,0,140,456,18,3,17,0,495,302,271,158,4256,29,5010,235,157,63,881,9,1342,33,0,0,0,0,33,24,0,5,39,0,69,13,0,0,9,0,27,40,30,17,88,0,175,75,17,22,18,0,134,75,54,57,52,0,236,138,29,15,121,0,304,30,3,6,28,0,66,11,3,5,3,0,24,461,286,240,3504,20,4514,82,11,7,33,0,140,56,17,7,9,0,90,42,3,4,41,0,96,48,3,3,9,0,61,180,5,12,3,0,200,77,23,12,127,0,233,1839,250,199,589,31,2906,100,28,10,369,1949,2455,6408,2425,1759,30351,2301,43253
LGA27260,6920,6210,4770,29996,412,48310,118,207,137,1909,30,2392,17533,150,368,253,100,18405,1124,215,120,418,14,1886,888,293,205,658,5,2053,15683,4447,3530,24876,498,49027,9707,157,636,112,15,10628,453,52,45,225,6,786,1741,511,309,2544,48,5153,1716,467,220,1150,21,3577,358,71,31,129,5,587,50250,291,146,92,88,50880,2595,967,643,7880,98,12179,4960,1421,646,4403,74,11504,1112,16,26,0,3,1158,1739,578,238,287,12,2844,1355,206,133,398,10,2101,2688,740,418,1987,44,5876,3562,250,204,111,32,4159,1571,311,204,118,10,2209,1138,202,179,432,14,1965,629,29,44,88,3,801,3271,175,88,50,35,3617,2977,1062,847,6672,55,11609,1228,151,90,167,9,1645,944,71,84,48,0,1148,1232,80,78,119,0,1514,1861,59,34,43,6,1996,3117,86,159,74,5,3442,326,74,71,266,0,736,74082,2302,1879,1993,423,80681,3895,148,94,480,15424,20047,192493,12992,9660,59729,17130,292011
LGA27350,812,3395,2777,15205,134,22315,18,47,17,428,7,519,4657,219,298,298,30,5504,361,78,61,180,4,688,599,279,159,594,11,1635,6696,3351,2569,17746,174,30539,605,7,130,25,0,768,569,106,87,248,0,1010,1060,401,284,2043,11,3804,2037,341,179,865,23,3448,169,54,42,118,5,389,1155,107,74,60,7,1405,2501,1098,803,9760,48,14221,2321,768,401,2392,30,5912,233,0,13,17,0,271,199,43,30,86,4,356,254,49,30,93,0,430,176,118,73,213,0,582,285,35,29,14,0,365,623,140,104,57,0,924,497,142,120,414,7,1185,268,44,46,104,4,466,45,16,4,0,0,58,2155,965,770,6845,42,10772,258,34,26,45,9,376,265,52,35,17,0,364,441,44,34,83,0,597,278,58,53,53,0,440,2869,32,87,31,43,3063,264,94,62,335,3,761,8456,1108,1104,1580,117,12360,528,34,47,269,4423,5305,33540,7435,5917,38240,4983,90114
LGA27450,1097,7623,5628,46582,423,61354,14,112,69,1439,18,1654,2095,85,200,315,12,2708,339,92,42,212,3,693,3023,976,595,2442,41,7072,12961,7155,5335,41698,451,67602,668,27,154,43,0,892,418,113,66,393,3,995,2247,788,540,4265,52,7891,568,217,78,617,14,1499,386,110,53,192,5,745,1333,142,92,69,5,1638,2615,1457,928,12617,108,17727,2434,969,440,3543,48,7427,129,0,27,0,0,154,142,36,28,78,0,289,101,18,10,98,0,220,303,164,81,358,3,906,218,48,51,57,8,383,469,309,235,141,7,1159,769,173,116,421,13,1490,274,38,38,103,0,456,56,15,14,3,0,94,2832,1604,1203,11760,91,17490,156,39,17,40,5,258,525,109,126,51,5,813,217,46,35,125,3,432,316,112,80,102,3,618,210,7,26,19,0,262,432,133,121,461,5,1150,7572,1481,1093,2234,74,12457,425,83,52,803,5158,6523,36519,13770,9898,89632,6247,156068
LGA27630,20,111,95,2614,39,2878,0,3,0,93,0,104,13,0,4,14,0,25,7,0,0,7,0,17,21,10,8,12,0,51,186,120,95,2139,48,2580,30,0,3,0,0,34,7,0,0,13,0,18,42,22,12,525,13,610,10,3,0,7,0,21,3,0,0,0,0,9,47,0,3,8,0,60,38,29,15,599,7,689,26,7,0,42,0,82,0,0,0,0,0,0,4,4,0,3,0,10,0,0,0,3,0,3,9,10,0,9,0,26,7,0,0,0,0,6,12,0,0,7,0,22,15,4,0,13,0,32,4,0,0,0,0,7,0,0,0,0,0,0,51,37,15,618,5,728,0,0,0,0,0,7,0,0,0,0,0,3,0,5,0,0,0,7,3,4,0,0,0,6,3,0,0,0,0,3,4,4,3,14,0,25,119,16,23,60,0,219,4,0,3,69,455,532,573,220,179,5034,557,6556
LGA29399,9,35,32,196,0,266,0,0,0,6,0,6,39,0,0,0,0,39,0,0,0,0,0,4,4,6,0,7,0,18,45,20,32,213,5,316,8,0,0,0,0,4,4,0,0,0,0,6,5,0,8,25,0,41,6,0,0,0,0,6,5,0,0,0,0,11,0,0,0,0,0,0,11,3,9,64,0,94,17,0,5,11,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,7,5,0,0,0,0,5,0,0,0,0,0,0,14,3,9,37,0,63,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,42,3,4,4,0,57,0,0,0,6,248,257,181,50,59,414,252,955
LGA29499,61,230,123,1415,47,1874,7,9,6,208,5,242,179,7,4,13,0,206,18,0,0,0,0,24,53,31,5,42,0,126,370,173,124,1249,35,1952,54,0,8,0,0,55,25,5,0,14,0,47,74,23,13,136,4,250,34,18,4,18,0,77,11,0,0,6,0,21,95,0,4,3,0,99,106,48,23,445,7,626,72,22,20,106,3,222,4,0,0,0,0,7,27,6,0,8,0,38,10,0,0,8,0,19,12,8,6,27,0,53,44,0,9,5,0,58,43,12,5,0,3,65,23,6,3,19,0,52,18,0,0,0,0,18,23,0,0,0,0,23,103,60,48,350,7,572,22,0,0,0,0,23,14,0,0,0,0,21,20,3,0,3,0,29,19,5,0,0,0,26,48,0,3,0,0,48,14,5,5,15,4,37,595,69,42,93,19,810,32,9,4,45,3572,3671,1800,426,258,2909,3693,9089
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,3,0,0,7,28,38
