UCL_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
UCL221064,0,0,0,0,0,0,0,0,0,14,3,0,4,13,5,4,0,3,0,38,22,3,73,16,13,0,4,5,4,146,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,33,90,43,26,8,5,15,3,260
UCL221065,0,4,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,3,7,0,21,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,38,60,30,8,19,9,0,9,0,170
UCL221066,0,6,0,0,0,4,0,0,0,16,6,0,0,8,0,3,0,0,0,22,4,0,53,14,13,4,7,7,3,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,15,37,57,26,23,13,13,19,5,202
UCL221067,0,0,0,0,0,0,0,0,0,3,4,4,0,12,4,5,0,0,0,22,6,0,21,9,7,11,7,19,0,75,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,11,15,17,23,25,11,21,11,24,0,144
UCL221068,5,3,0,4,0,0,0,0,0,17,7,6,0,4,5,0,0,0,0,18,9,0,22,8,4,3,3,5,0,63,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,36,30,26,15,12,3,4,3,156
UCL221069,3,6,0,0,0,0,0,7,0,19,5,6,5,5,0,3,0,4,0,27,13,4,55,20,8,4,3,5,5,110,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,96,64,44,26,19,3,21,3,325
UCL221070,0,6,0,0,5,0,0,5,0,12,0,3,8,7,10,0,4,3,0,28,8,5,45,19,11,5,19,21,0,140,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,16,23,49,53,37,33,12,20,40,5,269
UCL221071,3,3,0,0,0,0,0,0,0,5,0,4,0,16,0,0,0,3,0,21,11,6,44,10,9,0,17,16,3,108,0,0,4,0,4,0,0,0,0,11,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,25,30,47,25,16,8,19,31,8,217
UCL221072,0,0,0,0,0,0,0,0,0,8,0,7,0,4,5,0,0,0,0,19,10,0,42,9,12,3,11,6,0,94,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,31,54,23,18,8,10,11,0,158
UCL221073,0,6,0,0,3,0,0,0,0,13,0,6,6,4,6,0,0,0,0,21,7,0,43,13,11,4,5,10,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,57,52,30,26,4,4,11,0,192
UCL221074,5,5,3,3,5,0,0,4,0,26,0,7,4,8,3,0,0,0,0,27,12,7,15,3,0,0,3,10,0,53,0,0,0,0,5,0,0,0,0,5,0,6,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,51,92,34,26,22,8,8,15,7,264
UCL221075,0,6,0,5,3,0,0,0,0,11,3,6,0,8,7,8,0,3,0,33,9,5,24,10,3,5,3,0,5,70,0,0,0,0,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,49,67,39,29,28,20,0,15,7,247
UCL221076,0,0,7,0,0,0,0,0,0,14,3,8,0,7,0,5,0,4,0,23,12,8,32,11,7,5,4,3,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,43,79,41,29,19,13,6,13,0,244
UCL221077,6,0,0,0,0,0,0,0,0,9,0,7,0,3,0,0,0,0,0,11,7,7,18,17,7,8,5,8,5,81,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,19,37,25,24,17,6,8,12,3,158
UCL221078,5,0,0,0,0,0,0,0,0,3,4,3,3,7,3,0,0,0,4,24,8,0,42,7,13,4,12,10,0,92,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,28,45,15,21,10,11,15,7,177
UCL221079,0,3,0,3,0,0,0,0,0,10,0,3,0,8,0,0,0,0,0,11,5,4,12,4,3,4,3,6,0,45,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,18,12,25,9,6,4,11,0,108
UCL221080,0,8,3,0,3,0,0,0,0,19,0,4,8,5,4,0,0,0,0,24,6,6,27,4,3,5,6,4,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,18,40,35,11,23,6,11,9,3,163
UCL221081,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,0,0,4,0,10,11,0,15,4,5,3,9,7,0,56,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,21,26,24,10,9,7,11,15,0,123
UCL221082,4,0,0,0,5,0,0,0,0,14,6,13,0,16,10,3,6,4,0,50,13,9,25,12,14,3,13,9,0,97,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,9,53,113,46,37,48,21,20,18,11,361
UCL221083,9,6,3,0,0,0,0,0,0,20,4,0,0,10,9,3,0,0,0,33,17,0,33,10,11,4,3,8,0,91,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,11,66,159,46,35,38,19,13,20,3,393
UCL221084,0,3,0,0,5,0,0,3,0,14,0,4,9,10,3,0,0,0,0,30,10,0,47,21,16,8,13,9,0,131,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,30,62,61,42,30,11,12,17,3,271
UCL222001,0,0,0,4,0,0,0,0,0,5,6,0,0,5,0,0,0,0,0,11,9,3,14,3,6,4,0,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,15,32,21,12,10,4,0,4,7,107
UCL222002,0,3,0,0,3,0,0,0,0,6,5,4,0,3,0,0,0,0,0,15,8,0,25,3,4,4,0,3,3,52,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,57,26,13,19,9,3,3,3,172
UCL222003,0,0,5,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,17,7,0,24,6,8,5,4,5,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,23,20,16,7,4,9,0,113
UCL222004,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,13
UCL222005,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,3,0,5,8,5,5,0,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,13,10,8,5,9,5,0,66
UCL222006,0,5,0,0,0,0,0,0,0,7,0,7,0,3,0,0,0,0,0,16,4,0,19,8,3,0,9,5,0,50,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,38,27,15,9,11,9,5,0,125
UCL222007,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,4,3,12,0,5,0,5,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,15,0,15,0,3,0,0,65
UCL222008,0,0,3,0,0,0,0,0,0,3,4,0,3,5,0,0,0,0,0,13,7,0,17,8,0,3,0,4,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,44,26,15,11,3,4,9,0,139
UCL222009,6,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,15,6,0,11,8,9,4,6,8,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,20,10,10,16,3,3,10,0,98
UCL222010,0,0,0,0,5,0,0,0,0,5,3,0,0,0,4,4,0,0,0,12,3,0,29,4,6,0,8,4,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,30,3,16,7,13,3,0,112
UCL222011,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,8,6,21,3,4,3,3,4,3,56,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,45,23,17,8,6,3,4,3,129
UCL222012,4,0,0,0,5,0,0,0,0,11,0,5,4,3,5,0,0,0,0,16,13,0,21,0,7,0,6,9,0,60,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,23,26,11,19,9,6,13,3,135
UCL222013,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,4,0,11,7,7,16,3,0,0,5,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,12,9,5,3,3,5,0,75
UCL222014,0,0,0,0,0,3,0,0,0,11,0,0,0,3,3,0,0,0,0,21,3,3,33,4,5,0,9,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,13,29,36,14,14,15,6,4,6,138
UCL222015,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,8,6,0,25,8,7,0,10,10,4,72,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29,28,22,16,3,10,11,4,127
UCL222016,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,3,5,0,13,3,0,0,4,8,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,13,7,7,3,8,6,0,50
UCL222017,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,8,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,8,12,9,0,0,0,0,0,34
UCL222018,4,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,4,5,3,0,3,3,0,17,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,15,3,4,6,4,3,11,0,59
UCL222019,0,6,0,3,0,0,0,0,0,11,0,3,4,4,6,0,0,0,0,13,5,0,25,10,5,8,9,4,0,64,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,22,34,25,9,5,9,5,3,135
UCL222020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,11,0,4,4,5,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,12,22,12,6,8,4,3,9,0,74
UCL222021,7,3,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,4,3,18,5,0,0,3,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,17,18,22,9,9,6,3,6,0,87
UCL222022,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,6,0,0,15,7,3,0,4,0,6,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,17,9,9,0,6,4,6,78
UCL222023,0,5,3,0,0,0,0,0,0,9,3,6,3,8,4,0,0,0,0,22,3,0,30,14,6,11,8,11,0,86,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,36,39,29,22,13,11,17,5,171
UCL222024,4,0,0,4,0,0,0,0,0,11,4,4,0,0,0,0,0,3,0,14,10,0,20,5,3,0,3,3,3,44,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,11,20,15,3,4,10,24,9,139
UCL222025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,8,0,0,0,0,7,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,5,12,4,3,3,10,0,62
UCL222026,0,0,0,5,0,0,0,0,0,10,5,5,5,10,3,0,0,0,0,24,3,3,8,9,10,4,3,6,0,39,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,43,13,20,14,7,9,6,3,128
UCL222027,0,0,3,4,0,0,0,0,0,8,3,0,0,0,4,0,0,3,0,14,0,5,21,10,9,0,6,5,0,52,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,20,29,14,14,5,7,10,0,114
UCL222028,0,0,0,0,0,0,0,0,0,0,0,5,0,4,6,0,0,0,0,9,7,0,22,6,3,0,6,3,0,48,0,0,0,0,0,5,0,0,0,3,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,23,16,10,5,7,6,0,100
UCL222029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,7,0,0,0,3,0,36
UCL222030,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,5,0,5,3,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,26,7,8,7,5,0,0,0,71
UCL222031,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,0,9,8,3,3,0,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,12,5,8,3,0,6,0,52
UCL222032,7,3,0,6,0,0,0,0,0,10,3,0,5,4,0,0,0,0,0,16,9,0,7,10,3,0,3,8,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,32,15,17,9,0,4,14,0,117
UCL222033,0,3,0,0,0,0,0,0,0,15,3,0,0,0,3,4,0,0,0,12,3,0,22,10,4,0,0,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,31,27,18,7,6,8,10,5,138
UCL222034,0,0,0,0,0,0,0,0,0,3,3,0,0,7,3,0,0,0,0,10,0,4,20,3,0,0,5,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,25,12,4,0,3,8,3,80
UCL222035,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,3,0,0,7,0,3,6,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,8,9,0,3,4,5,0,49
UCL222036,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,11,0,0,8,0,0,3,4,5,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,6,8,12,4,3,5,12,3,54
UCL222037,3,0,0,0,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,8,0,0,9,8,7,0,3,5,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,14,4,11,3,8,6,3,74
UCL222038,0,0,0,0,0,0,0,0,0,7,4,0,0,4,0,0,0,0,0,7,9,3,19,0,3,0,0,0,0,36,0,0,0,0,3,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,16,11,11,0,0,4,0,79
UCL222039,4,0,0,0,0,0,0,0,0,6,3,0,0,7,0,0,0,0,0,11,9,4,19,5,6,0,6,9,0,53,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,27,24,14,12,3,9,6,0,121
UCL222040,5,5,0,0,0,0,0,0,0,5,4,0,0,5,4,0,0,0,0,12,9,0,13,8,0,0,0,4,0,39,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,39,17,13,11,5,5,6,3,127
UCL222041,0,4,0,0,0,0,0,0,0,6,4,3,0,0,4,0,0,0,0,12,3,0,15,6,3,3,3,4,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,30,17,6,6,3,3,3,0,89
UCL222042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,4,4,0,0,0,0,32
UCL222043,3,0,0,0,3,0,0,0,0,7,0,6,0,0,3,0,0,0,0,19,5,5,14,0,5,0,4,4,0,35,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,13,6,18,0,4,7,0,98
UCL222044,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,7,0,0,14,3,0,3,3,0,0,24,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,12,10,10,9,0,9,0,8,6,56
UCL222045,0,0,0,0,0,0,0,0,0,3,3,3,0,5,0,0,0,0,0,14,3,0,15,4,3,0,5,7,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,23,12,3,8,5,7,3,86
UCL222046,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,8,8,0,5,9,4,4,4,4,6,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,10,17,4,5,6,12,5,77
UCL222047,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,10,6,4,4,3,4,0,42
UCL222048,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,6,4,4,5,0,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,8,20,7,9,4,4,5,4,6,55
UCL222049,0,0,0,0,5,0,0,0,0,6,6,3,0,3,0,0,0,0,0,13,16,0,3,4,0,3,0,7,0,34,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,24,6,6,12,12,0,17,0,95
UCL222050,3,0,5,3,3,0,0,0,0,10,4,5,5,10,3,0,0,0,0,20,3,4,13,6,4,0,6,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,34,58,17,25,9,0,7,3,0,166
UCL222051,3,3,0,4,0,0,0,0,0,13,0,0,6,5,0,4,0,0,0,17,0,3,11,4,3,3,0,9,0,40,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,24,15,15,6,0,20,0,129
UCL222052,0,0,0,0,0,0,0,0,0,7,4,0,0,3,3,0,0,5,0,14,7,0,20,3,3,0,5,10,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,20,22,15,11,0,11,19,0,122
UCL222053,0,3,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,18,3,0,10,4,3,6,6,11,0,42,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,8,12,17,14,10,13,5,19,0,97
UCL222054,4,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,7,7,3,16,6,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,26,21,10,9,5,5,0,0,89
UCL222055,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,13,3,4,4,4,3,4,5,0,0,24,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,4,17,6,5,5,5,0,74
