UCL_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL215044,..,0,0,0,0,0,0,0,0,10,..,0,6,0,13,22,27,22,11,100,0,0,0,0,0,3,0,0,0,9,174,86,108,96,97,110,94,57,20,844,..,0,78,110,116,138,119,56,9,622,..,21,63,39,26,21,15,0,0,181,..,0,12,20,20,4,3,5,6,80,353,..,..,..,..,..,..,..,..,353,..,71,..,..,..,..,..,..,..,71,..,53,17,0,5,4,0,0,0,79,..,7,0,0,0,4,12,4,0,30,..,5,5,0,0,0,0,0,0,4,..,5,5,3,0,0,3,0,0,12,..,4,12,8,25,36,39,31,13,165,0,3,3,0,0,7,0,0,0,14,353,164,192,184,192,209,187,102,30,1604
UCL215045,..,0,5,4,5,9,3,0,0,28,..,7,24,18,21,70,94,64,43,333,11,4,4,0,4,9,3,0,0,37,299,161,219,192,235,269,256,146,65,1844,..,0,108,163,229,238,283,152,49,1221,..,51,133,62,45,48,26,7,5,371,..,8,33,46,57,36,7,7,5,195,631,..,..,..,..,..,..,..,..,631,..,130,..,..,..,..,..,..,..,130,..,114,60,27,13,7,0,0,0,226,..,14,10,9,4,19,12,8,0,76,..,10,9,9,5,6,0,0,0,30,..,12,28,8,10,10,13,0,4,83,..,8,34,25,55,115,140,93,48,533,15,7,7,6,4,11,9,0,0,64,645,367,425,345,418,482,491,271,110,3552
UCL215046,..,0,0,0,0,3,3,0,0,12,..,0,6,7,9,15,28,19,7,83,0,0,0,0,0,3,5,0,0,9,190,77,121,98,100,123,98,37,10,867,..,0,67,105,91,121,126,39,6,549,..,29,93,46,38,17,10,0,0,231,..,0,12,17,21,28,10,7,0,86,332,..,..,..,..,..,..,..,..,332,..,63,..,..,..,..,..,..,..,63,..,59,28,14,7,0,0,0,0,108,..,6,3,0,5,7,6,3,0,36,..,8,0,0,0,0,0,0,0,11,..,0,0,3,4,9,4,0,0,20,..,0,15,13,16,30,44,27,11,155,3,0,3,4,0,4,4,0,0,22,339,164,211,206,185,223,198,79,17,1618
UCL215047,..,0,4,0,0,0,6,0,0,10,..,3,0,7,4,14,14,15,10,65,6,9,6,0,0,3,0,5,0,26,234,125,207,115,124,89,73,46,18,1029,..,0,150,135,117,118,100,35,5,668,..,51,176,59,53,17,7,5,3,374,..,0,14,20,14,6,4,8,4,78,455,..,..,..,..,..,..,..,..,455,..,88,..,..,..,..,..,..,..,88,..,76,26,3,5,8,0,0,0,119,..,5,8,0,6,3,0,3,0,32,..,0,0,4,3,3,4,0,0,12,..,0,9,3,8,3,4,0,0,23,..,0,14,17,22,30,30,24,9,142,3,12,8,0,0,3,3,4,0,42,459,227,411,238,225,192,160,81,30,2027
UCL215048,..,0,3,0,0,9,0,0,0,13,..,4,9,6,7,28,24,14,5,97,8,5,0,0,0,0,5,0,0,18,226,84,172,121,77,104,80,44,10,915,..,3,110,100,73,82,82,49,8,510,..,30,106,51,21,17,10,0,0,242,..,0,29,31,22,13,5,3,0,110,421,..,..,..,..,..,..,..,..,421,..,57,..,..,..,..,..,..,..,57,..,60,33,16,6,0,0,0,0,110,..,8,6,3,9,11,9,8,0,53,..,4,5,3,5,0,0,0,0,14,..,0,7,5,0,16,0,0,0,29,..,9,17,26,26,50,33,21,9,188,9,8,5,4,0,0,5,3,0,29,433,180,327,233,162,196,142,85,21,1775
UCL215049,..,3,11,3,0,3,3,0,0,20,..,3,11,7,5,21,23,17,8,89,0,0,3,3,0,3,9,0,0,20,44,33,66,42,49,91,102,48,17,493,..,0,15,41,50,90,123,51,11,387,..,3,29,18,8,12,26,5,0,92,..,0,0,4,6,12,5,4,3,36,101,..,..,..,..,..,..,..,..,101,..,44,..,..,..,..,..,..,..,44,..,13,15,0,3,9,0,0,0,46,..,5,0,0,0,5,0,0,0,17,..,0,15,0,0,0,0,0,0,19,..,11,31,9,0,7,3,0,0,58,..,7,18,9,15,39,43,23,12,167,0,5,8,3,5,4,13,7,0,43,101,88,138,91,96,180,210,91,28,1013
UCL215050,..,0,0,0,0,3,8,0,0,14,..,0,3,4,9,18,38,18,3,91,0,5,0,0,5,3,0,0,0,17,253,108,70,192,210,188,201,75,10,1311,..,0,39,261,271,277,267,105,7,1229,..,7,47,64,75,39,24,11,0,255,..,0,4,16,19,17,9,8,0,69,575,..,..,..,..,..,..,..,..,575,..,169,..,..,..,..,..,..,..,169,..,58,38,9,12,0,0,0,0,118,..,9,4,4,0,3,10,0,3,33,..,0,0,0,5,0,0,0,0,13,..,0,3,0,4,10,13,9,0,39,..,0,9,3,30,45,58,33,9,182,0,9,6,0,5,9,6,3,0,36,581,253,147,357,425,396,381,164,23,2720
UCL215051,..,10,14,7,4,7,3,0,0,41,..,8,19,18,24,71,79,77,45,341,8,9,8,6,3,3,5,8,0,42,379,228,240,262,216,285,284,202,63,2166,..,9,151,265,197,294,332,190,47,1486,..,72,143,60,57,46,35,8,0,411,..,7,35,67,53,20,22,12,11,226,793,..,..,..,..,..,..,..,..,793,..,150,..,..,..,..,..,..,..,150,..,125,51,20,16,12,0,0,0,223,..,23,4,4,6,8,4,6,3,61,..,12,6,0,3,5,0,0,0,17,..,11,23,12,11,16,10,4,0,76,..,14,51,43,55,126,138,115,56,606,12,10,18,9,10,6,15,9,0,87,809,432,474,486,402,531,560,346,112,4154
UCL215052,..,0,0,0,0,6,4,0,0,12,..,0,0,3,17,44,46,30,6,158,0,0,0,5,6,6,5,0,0,14,60,38,40,56,84,140,153,68,19,665,..,0,29,35,52,106,146,70,15,457,..,4,28,18,43,46,31,7,0,184,..,0,4,10,13,8,5,4,4,51,121,..,..,..,..,..,..,..,..,121,..,32,..,..,..,..,..,..,..,32,..,28,11,5,9,0,0,0,0,63,..,4,8,0,7,3,7,0,0,29,..,0,3,0,0,0,0,0,0,5,..,0,0,0,0,5,17,3,0,36,..,0,4,11,34,72,88,60,10,278,0,4,0,5,4,5,4,0,0,22,121,78,79,94,163,257,304,148,39,1287
UCL215053,..,8,15,0,0,7,0,0,0,29,..,4,17,15,36,67,72,83,41,340,8,8,10,6,0,8,9,8,0,47,358,112,212,235,203,291,238,183,57,1888,..,0,99,238,207,277,277,161,23,1276,..,27,153,95,60,47,25,12,0,410,..,5,15,41,45,27,16,15,9,170,684,..,..,..,..,..,..,..,..,684,..,89,..,..,..,..,..,..,..,89,..,76,30,11,10,13,0,0,0,147,..,8,9,0,5,8,16,6,5,52,..,3,17,0,9,0,0,0,0,28,..,17,36,4,0,10,7,4,0,84,..,12,37,30,62,117,109,114,57,537,15,12,17,9,3,12,14,10,0,93,698,246,405,439,395,511,460,320,90,3576
UCL215054,..,3,0,0,5,8,0,0,0,20,..,4,6,8,8,35,35,30,20,136,4,0,5,0,3,4,0,0,0,21,179,89,119,100,100,142,103,65,31,923,..,5,68,73,89,138,118,62,15,574,..,23,69,39,19,17,10,3,0,187,..,6,29,26,29,14,4,3,3,119,344,..,..,..,..,..,..,..,..,344,..,53,..,..,..,..,..,..,..,53,..,57,30,8,4,4,0,0,0,100,..,8,11,0,8,4,8,5,0,44,..,5,0,0,6,7,0,0,0,13,..,7,7,0,9,11,7,3,0,45,..,7,19,19,35,67,58,48,26,281,7,12,9,0,3,3,5,0,0,48,349,175,238,170,209,268,218,124,41,1809
UCL215055,..,0,0,0,0,0,6,0,0,10,..,0,5,5,13,19,16,20,4,79,0,0,0,5,0,4,4,0,0,15,92,38,38,71,89,168,164,69,5,728,..,0,22,61,79,186,243,111,7,711,..,5,23,22,21,52,45,14,0,173,..,0,8,7,14,8,0,4,0,45,176,..,..,..,..,..,..,..,..,176,..,36,..,..,..,..,..,..,..,36,..,26,13,5,5,4,0,0,0,51,..,0,6,0,4,3,0,0,0,21,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,4,9,0,0,16,..,3,12,9,25,37,61,28,4,176,5,0,4,4,3,8,7,5,0,33,177,68,85,114,154,304,363,165,18,1445
UCL215056,..,0,0,0,6,3,7,6,0,21,..,0,12,6,9,26,27,19,3,105,0,0,4,3,0,9,0,0,0,21,122,63,92,99,81,114,75,36,16,710,..,0,63,77,64,66,58,17,3,360,..,14,69,31,26,22,11,0,0,166,..,0,10,23,31,27,12,5,8,117,250,..,..,..,..,..,..,..,..,250,..,61,..,..,..,..,..,..,..,61,..,45,31,11,8,9,3,0,0,106,..,3,3,4,3,10,10,4,6,34,..,0,3,0,6,0,0,0,0,17,..,3,3,3,8,8,8,6,0,39,..,0,20,23,30,62,48,24,9,221,4,5,13,7,4,8,0,0,0,40,252,137,209,186,180,218,153,55,25,1414
UCL215057,..,0,0,0,0,0,3,0,0,8,..,0,5,7,13,44,29,17,16,129,4,3,0,0,0,5,8,0,0,16,151,64,75,97,112,128,111,51,25,804,..,0,46,97,119,122,112,66,12,580,..,12,40,33,39,26,28,3,0,178,..,0,14,22,18,4,6,0,0,70,308,..,..,..,..,..,..,..,..,308,..,85,..,..,..,..,..,..,..,85,..,33,17,9,6,3,0,0,0,66,..,3,4,3,3,0,4,0,0,19,..,3,0,0,0,0,0,0,0,8,..,0,0,0,0,0,5,0,0,11,..,0,13,24,23,64,47,32,21,225,11,10,0,0,0,3,5,3,0,35,317,153,136,184,215,233,203,110,36,1587
UCL215058,..,0,0,0,0,5,0,0,0,13,..,0,6,7,5,30,24,25,15,114,0,0,0,0,0,0,3,0,0,10,78,47,58,45,60,101,82,56,21,552,..,0,28,45,58,72,86,66,5,366,..,13,30,10,15,18,12,0,0,90,..,0,13,12,21,5,5,4,6,59,171,..,..,..,..,..,..,..,..,171,..,39,..,..,..,..,..,..,..,39,..,20,17,0,4,5,0,0,0,42,..,3,3,5,3,3,3,0,0,17,..,0,0,0,0,0,0,0,0,7,..,7,3,0,0,12,4,0,0,21,..,0,10,8,18,50,48,37,21,192,3,3,0,0,0,0,8,0,0,20,179,89,96,91,127,162,159,106,34,1041
UCL215059,..,3,3,0,0,10,0,0,0,20,..,0,0,6,8,43,56,31,19,162,0,3,4,11,0,0,3,0,0,20,149,72,85,121,121,159,180,80,33,1001,..,0,57,134,126,141,217,86,19,779,..,11,66,46,51,32,26,10,0,241,..,0,3,17,21,10,7,4,4,70,313,..,..,..,..,..,..,..,..,313,..,85,..,..,..,..,..,..,..,85,..,27,16,3,6,4,3,0,0,63,..,6,3,0,0,4,6,5,0,27,..,9,6,0,4,0,0,0,0,14,..,12,20,3,4,15,5,0,0,52,..,3,21,26,28,73,98,56,27,327,8,3,4,7,3,3,6,4,0,41,317,156,190,236,237,291,363,161,53,2010
UCL215060,..,4,5,0,0,3,5,0,4,16,..,0,13,9,18,39,57,59,34,230,0,6,4,0,0,0,5,0,0,17,208,121,137,145,160,204,180,133,52,1337,..,0,77,138,160,233,208,122,44,989,..,32,94,61,52,26,5,8,0,284,..,6,16,31,36,17,3,8,6,127,437,..,..,..,..,..,..,..,..,437,..,98,..,..,..,..,..,..,..,98,..,69,34,10,5,4,0,0,0,130,..,3,4,4,10,14,12,4,0,38,..,5,3,0,0,5,0,3,0,16,..,9,12,4,6,12,7,0,4,54,..,9,25,26,41,75,97,78,42,393,0,5,4,3,0,8,6,0,5,37,438,247,272,283,305,392,344,231,96,2610
UCL215061,..,0,3,0,0,3,7,0,0,16,..,3,11,12,10,23,40,42,24,176,0,0,0,4,0,3,5,0,0,15,145,69,100,106,99,141,158,90,41,942,..,0,59,103,84,149,176,91,17,681,..,20,54,40,33,35,21,7,0,206,..,9,18,14,17,11,10,4,3,81,290,..,..,..,..,..,..,..,..,290,..,49,..,..,..,..,..,..,..,49,..,52,18,13,7,6,0,0,0,93,..,7,0,0,3,3,8,0,5,32,..,6,3,3,0,0,0,0,0,15,..,7,8,6,7,13,4,3,0,46,..,3,30,25,16,54,97,56,36,326,7,5,0,6,0,8,9,0,0,40,294,141,195,201,176,284,324,166,64,1850
UCL215062,..,6,4,0,0,6,5,0,0,15,..,8,7,0,7,30,35,37,16,136,0,0,0,0,0,0,9,0,0,8,93,89,71,70,71,112,104,67,30,701,..,6,35,76,63,99,100,48,20,448,..,18,45,24,24,9,10,6,0,134,..,0,11,17,24,10,8,9,9,82,223,..,..,..,..,..,..,..,..,223,..,71,..,..,..,..,..,..,..,71,..,58,22,7,10,6,3,0,0,104,..,10,3,0,4,8,4,5,0,29,..,0,0,0,0,0,0,0,0,9,..,6,10,4,0,10,11,0,0,32,..,9,16,13,22,63,66,57,26,265,0,0,0,0,0,0,6,0,0,15,223,174,136,145,150,208,203,122,52,1415
UCL215063,..,0,0,0,0,3,0,4,0,3,..,0,4,5,4,7,15,14,7,49,0,5,0,0,0,0,4,0,0,11,88,50,63,53,50,60,72,39,16,498,..,0,46,65,72,83,110,56,11,434,..,10,42,20,7,13,12,0,0,95,..,0,4,9,4,4,3,0,0,33,194,..,..,..,..,..,..,..,..,194,..,50,..,..,..,..,..,..,..,50,..,33,14,4,0,0,0,0,0,59,..,6,4,0,0,0,5,0,5,15,..,4,0,0,0,0,0,0,0,9,..,0,0,0,0,4,0,9,0,14,..,0,5,4,6,25,32,19,7,104,3,5,5,0,0,3,3,0,0,15,192,106,119,102,97,125,156,87,26,1013
UCL215064,..,6,9,0,0,5,4,4,0,29,..,8,17,3,11,28,18,44,21,161,5,3,0,0,0,0,0,0,0,8,138,83,133,78,105,110,88,110,40,885,..,0,88,92,121,121,125,107,28,687,..,17,55,22,22,16,4,0,0,138,..,0,13,13,16,12,4,6,0,69,268,..,..,..,..,..,..,..,..,268,..,58,..,..,..,..,..,..,..,58,..,46,34,10,11,4,0,0,0,95,..,14,17,4,0,3,8,3,5,59,..,0,4,0,0,0,0,0,0,8,..,24,20,3,4,5,6,9,0,69,..,14,32,16,25,54,35,59,31,274,5,8,3,0,0,5,0,0,0,22,274,189,262,161,200,224,185,185,72,1751
UCL215065,..,4,8,6,4,12,10,4,0,38,..,7,9,11,25,62,72,80,49,323,5,5,4,0,3,0,0,0,0,18,261,167,178,162,204,249,259,196,80,1742,..,3,104,120,191,237,299,188,53,1200,..,49,89,62,32,36,23,11,8,307,..,12,28,47,55,32,11,16,6,204,520,..,..,..,..,..,..,..,..,520,..,129,..,..,..,..,..,..,..,129,..,95,47,20,23,7,5,0,0,198,..,14,6,6,9,15,12,4,6,69,..,9,12,5,5,3,0,0,0,30,..,7,24,3,10,20,11,12,0,87,..,13,40,35,59,113,134,117,71,584,6,5,6,0,8,5,3,0,3,36,526,328,356,302,386,476,492,350,145,3363
UCL215066,..,9,3,0,0,7,5,3,0,25,..,0,7,4,12,37,57,50,19,176,4,0,0,0,0,0,5,0,4,17,139,62,86,80,100,139,142,107,32,893,..,0,45,63,79,151,136,99,12,579,..,19,48,28,29,32,13,7,0,170,..,4,17,27,20,7,6,7,6,92,272,..,..,..,..,..,..,..,..,272,..,48,..,..,..,..,..,..,..,48,..,42,15,10,8,8,0,0,0,89,..,3,3,0,4,4,8,4,0,39,..,0,0,0,0,0,0,0,0,3,..,9,10,6,9,16,14,5,0,59,..,6,16,21,37,82,117,76,34,376,8,6,3,3,4,0,5,0,3,37,284,135,148,147,193,301,300,202,57,1760
UCL215067,..,3,4,0,0,0,4,0,0,7,..,0,5,0,7,9,18,17,19,73,0,0,0,0,0,0,7,0,0,4,71,26,46,38,43,56,77,40,25,421,..,0,38,43,54,70,81,48,5,334,..,4,32,16,10,16,8,0,0,84,..,4,8,8,11,0,0,0,5,32,125,..,..,..,..,..,..,..,..,125,..,30,..,..,..,..,..,..,..,30,..,20,9,7,0,3,0,0,0,43,..,0,0,0,0,4,8,0,0,9,..,3,3,0,0,0,0,0,0,8,..,3,10,3,0,0,9,0,0,22,..,8,19,10,17,23,40,29,29,172,4,0,0,3,0,0,5,3,0,20,125,72,109,82,96,113,157,78,41,876
UCL215068,..,0,3,6,9,14,13,0,0,46,..,5,6,8,13,61,89,92,45,326,3,5,0,0,0,6,5,4,6,33,172,99,93,105,179,303,407,252,86,1705,..,0,42,97,145,316,493,318,68,1484,..,29,59,25,68,65,76,21,6,338,..,0,10,24,36,17,9,4,5,118,296,..,..,..,..,..,..,..,..,296,..,58,..,..,..,..,..,..,..,58,..,76,40,15,12,12,0,0,0,150,..,13,4,0,3,9,10,9,10,50,..,4,0,6,0,0,0,0,0,11,..,4,3,4,8,23,15,13,4,78,..,12,12,27,34,96,186,142,54,561,5,5,6,0,0,14,14,10,3,52,304,195,185,187,317,549,803,515,146,3194
UCL215069,..,6,6,0,3,3,0,0,0,26,..,0,7,12,22,52,79,72,33,272,3,8,7,9,0,0,5,4,0,29,276,106,125,191,179,238,302,161,52,1628,..,0,64,223,192,256,385,168,27,1316,..,11,67,65,40,31,26,5,0,249,..,0,12,31,26,23,4,11,6,109,551,..,..,..,..,..,..,..,..,551,..,116,..,..,..,..,..,..,..,116,..,61,26,9,10,4,0,0,0,114,..,7,9,0,0,11,5,6,7,47,..,3,0,3,0,0,0,0,0,9,..,6,20,0,8,10,3,0,0,52,..,5,18,20,44,78,106,99,51,414,8,9,11,11,10,9,7,10,6,72,559,213,219,371,332,416,545,295,95,3046
UCL215070,..,0,3,5,5,3,3,5,0,26,..,4,6,0,17,44,43,30,31,193,3,8,0,3,5,3,4,3,0,34,247,164,172,160,163,168,161,89,47,1372,..,3,111,150,142,173,161,93,16,842,..,39,93,59,40,24,19,4,0,272,..,9,34,43,42,22,16,5,7,169,515,..,..,..,..,..,..,..,..,515,..,92,..,..,..,..,..,..,..,92,..,113,30,13,14,10,5,0,0,192,..,12,17,3,5,14,14,4,0,63,..,15,11,11,5,3,0,0,0,49,..,3,17,13,13,12,4,8,0,70,..,10,22,26,48,95,80,60,48,384,13,12,6,4,4,4,4,3,0,61,533,309,339,318,315,345,303,176,73,2712
UCL215071,..,0,3,0,3,0,9,0,0,13,..,0,7,12,18,22,42,27,11,134,0,3,7,0,0,0,3,4,0,21,359,207,170,216,302,240,185,87,15,1783,..,0,103,296,361,365,223,116,9,1473,..,15,101,55,60,49,16,0,0,297,..,0,9,23,58,21,8,9,3,128,684,..,..,..,..,..,..,..,..,684,..,234,..,..,..,..,..,..,..,234,..,129,59,13,15,6,0,0,0,216,..,7,3,0,5,7,11,0,0,42,..,9,4,0,0,3,4,0,0,22,..,8,10,4,3,6,6,0,0,40,..,0,18,23,27,41,55,38,9,209,4,12,9,0,4,0,9,3,0,46,694,425,324,413,520,504,327,164,31,3399
UCL215072,..,7,29,20,11,14,0,0,0,83,..,0,5,10,13,18,24,19,10,94,12,3,12,3,3,3,4,4,3,43,204,79,174,163,102,128,103,38,18,1013,..,11,91,139,85,98,109,37,4,573,..,14,49,31,19,18,5,5,0,144,..,3,21,11,13,16,10,7,6,85,364,..,..,..,..,..,..,..,..,364,..,53,..,..,..,..,..,..,..,53,..,46,18,12,13,6,0,0,0,101,..,11,31,24,10,15,13,3,0,100,..,17,46,39,16,17,7,3,0,153,..,22,84,76,34,28,12,0,0,265,..,8,6,22,21,37,42,23,14,177,14,5,17,11,8,3,7,4,3,76,381,189,379,369,225,242,202,80,26,2088
UCL215073,..,0,3,0,0,3,9,3,0,32,..,3,3,3,24,43,52,57,44,236,3,0,7,0,4,6,0,5,0,27,186,125,100,105,158,205,192,157,75,1305,..,0,32,92,163,228,228,157,50,948,..,29,85,44,28,33,19,3,0,243,..,0,15,24,37,18,8,5,10,114,359,..,..,..,..,..,..,..,..,359,..,82,..,..,..,..,..,..,..,82,..,85,35,16,8,6,0,0,0,154,..,14,3,0,7,7,10,5,4,55,..,3,8,4,4,0,0,0,0,22,..,3,10,8,8,13,14,15,0,70,..,13,15,15,47,90,89,101,51,427,3,3,9,6,4,12,4,8,5,46,364,240,209,206,307,407,373,290,123,2522
UCL215074,..,3,9,0,4,8,4,0,0,32,..,0,15,7,20,28,51,40,9,171,10,9,9,4,6,0,5,0,0,39,507,238,371,312,332,265,232,103,22,2372,..,0,282,371,385,364,291,123,12,1829,..,37,259,126,117,46,15,5,0,606,..,3,29,40,53,24,13,10,4,174,999,..,..,..,..,..,..,..,..,999,..,252,..,..,..,..,..,..,..,252,..,196,77,28,21,5,0,0,0,326,..,9,6,3,8,16,20,6,4,70,..,7,14,7,5,3,0,0,0,28,..,11,10,5,12,14,4,0,0,54,..,4,36,21,50,59,70,56,13,314,16,9,16,11,11,3,11,5,0,75,1020,522,724,605,654,535,435,208,40,4738
UCL215075,..,0,0,0,0,5,0,0,0,11,..,4,4,7,11,16,20,16,3,79,0,0,5,0,0,8,6,0,0,16,86,52,73,59,77,91,84,40,13,563,..,0,43,48,54,91,80,44,4,378,..,18,50,28,23,21,12,3,0,149,..,0,10,9,20,7,13,3,0,60,192,..,..,..,..,..,..,..,..,192,..,36,..,..,..,..,..,..,..,36,..,47,14,7,11,4,0,0,0,81,..,5,6,3,0,3,0,3,0,25,..,7,0,0,0,0,0,0,0,7,..,5,5,5,3,10,6,3,0,29,..,3,10,17,13,29,42,24,7,154,0,0,3,0,0,7,6,0,0,23,191,118,150,122,122,171,152,85,15,1127
UCL215076,..,3,0,0,0,4,4,0,0,18,..,7,7,3,18,35,47,28,15,163,0,17,4,5,3,0,7,0,0,27,180,121,121,121,128,156,179,81,30,1111,..,0,86,103,121,169,208,93,18,800,..,15,69,47,46,24,15,3,3,221,..,0,15,29,37,8,7,7,3,108,373,..,..,..,..,..,..,..,..,373,..,79,..,..,..,..,..,..,..,79,..,67,29,11,7,3,0,0,0,111,..,3,5,4,3,7,8,7,0,42,..,4,5,3,0,0,0,0,0,14,..,3,0,0,8,7,14,4,0,40,..,9,15,18,35,65,85,52,26,302,4,16,4,5,6,8,5,7,0,43,376,204,222,221,254,300,334,170,54,2133
UCL215077,..,3,0,0,0,5,0,0,0,10,..,0,3,12,13,28,32,23,10,121,0,0,0,0,0,3,5,0,0,8,110,49,54,92,84,143,132,68,12,746,..,0,44,104,90,172,185,71,11,680,..,7,43,18,24,9,3,3,0,113,..,0,0,9,19,9,5,0,3,48,230,..,..,..,..,..,..,..,..,230,..,48,..,..,..,..,..,..,..,48,..,31,15,11,3,8,0,0,0,65,..,0,0,0,0,0,0,4,0,19,..,6,0,0,0,0,0,0,0,9,..,5,3,0,0,4,6,0,4,24,..,5,11,20,23,49,55,30,15,204,3,0,3,4,0,6,6,0,0,22,232,96,120,176,155,258,258,123,36,1460
UCL215078,..,4,0,0,0,5,0,0,0,13,..,0,4,0,6,19,11,8,0,54,6,3,0,0,0,0,0,3,0,19,202,98,142,130,117,122,74,31,6,927,..,0,98,165,162,155,89,46,0,720,..,14,110,44,22,12,12,5,0,216,..,0,6,17,18,17,6,3,0,71,431,..,..,..,..,..,..,..,..,431,..,86,..,..,..,..,..,..,..,86,..,83,37,13,7,0,0,0,0,136,..,6,3,0,5,6,5,3,5,40,..,4,0,0,0,3,0,0,0,14,..,9,0,0,0,6,6,0,0,23,..,0,3,13,16,27,18,15,3,97,12,10,9,3,0,0,0,3,0,31,439,204,275,252,233,232,136,69,14,1858
UCL215079,..,7,0,0,8,3,5,0,0,23,..,8,20,13,21,37,60,53,32,238,8,3,4,0,0,0,3,5,0,20,133,94,99,75,122,155,158,117,44,1004,..,0,47,66,89,156,156,115,18,654,..,24,62,25,31,13,11,7,0,169,..,0,12,15,32,12,7,17,0,97,264,..,..,..,..,..,..,..,..,264,..,56,..,..,..,..,..,..,..,56,..,61,25,8,20,6,0,0,0,122,..,8,0,0,5,7,6,0,3,35,..,5,4,4,4,0,0,0,0,16,..,6,4,0,13,6,9,4,0,49,..,15,33,26,44,75,116,76,45,427,10,7,6,6,0,3,4,5,0,34,272,186,205,152,236,286,303,219,73,1932
