UCL_CODE_2021,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
UCL215060,3,54,0,31,5,4,0,8,0,105,3,25,0,11,0,5,0,0,0,48,10,10,4,8,30,9,0,0,4,82,5,7,4,33,4,7,0,10,0,64,0,4,0,0,0,4,0,0,0,7,4,0,14,12,9,5,0,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,3,0,0,3,0,16,37,104,25,111,62,34,0,30,0,410,0,3,0,0,4,0,0,0,0,10,0,0,0,3,3,0,0,5,0,13,11,12,60,3,3,7,18,13,9,138,12,3,22,4,0,0,4,5,0,56,3,4,13,0,0,0,3,4,0,38,3,74,0,33,5,3,0,12,0,135,12,34,0,16,0,5,3,5,0,65,19,16,4,8,39,15,4,7,4,110,5,9,3,34,4,5,3,14,0,81,0,6,0,5,0,4,0,0,0,12
UCL215061,0,22,5,20,8,0,0,3,0,63,3,31,0,3,0,0,0,7,0,47,3,8,0,3,21,3,0,3,0,51,3,9,0,16,3,0,0,3,0,33,0,0,0,0,0,0,0,0,0,9,0,0,3,7,0,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,4,0,10,20,68,16,61,45,13,0,29,5,254,0,4,0,4,0,0,0,0,0,15,0,0,0,0,0,0,0,6,0,9,12,7,38,5,0,4,16,7,0,85,10,3,25,0,0,0,0,10,7,43,9,3,3,0,0,0,0,8,0,29,4,25,5,28,6,0,0,3,0,71,7,34,0,4,0,0,0,3,0,54,13,10,4,3,27,0,0,9,0,75,8,9,0,24,3,0,0,3,0,40,0,0,0,4,0,0,0,0,0,13
UCL215062,0,24,0,16,6,0,0,0,0,51,5,18,0,3,0,0,0,0,0,32,5,3,0,0,12,4,0,0,0,29,6,8,0,25,3,0,0,3,0,42,0,0,0,0,0,0,0,0,0,5,0,0,0,4,4,7,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,5,0,10,19,67,10,54,28,14,0,15,3,204,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,34,0,0,0,11,5,6,65,3,0,15,0,0,0,4,4,0,27,7,6,0,0,0,0,0,9,0,23,0,30,0,16,6,0,0,0,0,58,6,30,0,3,0,0,0,0,0,45,20,4,0,0,12,4,0,3,0,48,10,6,0,24,3,3,0,6,0,54,0,0,0,0,0,0,0,0,0,5
UCL215063,0,9,0,8,3,6,0,0,0,31,0,19,0,9,0,0,0,0,0,29,3,8,0,5,15,0,0,3,0,34,0,11,0,16,0,0,0,4,0,32,0,3,0,0,0,0,0,0,0,5,0,0,3,10,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,48,10,38,25,6,6,7,0,159,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,14,3,19,4,0,0,6,3,0,50,0,0,18,0,0,0,4,4,0,30,6,0,5,0,0,0,0,0,0,9,7,15,0,8,3,3,0,0,0,40,0,26,0,6,0,0,0,0,0,39,9,15,5,5,12,6,0,3,0,44,6,9,5,20,0,3,0,7,0,47,0,3,0,0,0,4,0,0,0,6
UCL215064,0,46,0,15,9,3,0,0,0,76,0,16,0,9,4,0,0,0,0,31,3,9,0,4,20,11,0,4,0,44,6,6,0,26,4,3,0,0,0,53,0,4,0,0,3,0,0,4,0,9,6,0,10,5,0,3,0,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,13,17,82,14,66,43,17,5,25,3,273,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,10,12,4,34,0,4,0,12,21,3,80,5,0,12,0,0,0,3,6,6,31,23,3,5,0,4,0,6,3,0,45,0,55,5,17,5,3,0,3,0,88,3,26,0,9,4,0,0,0,0,47,10,11,5,8,22,8,0,12,0,70,6,12,0,32,4,3,0,5,0,68,0,6,0,0,3,0,0,5,0,16
UCL215065,0,66,4,27,5,4,0,7,0,111,5,34,0,18,4,0,0,4,0,65,23,8,0,0,39,6,0,8,4,95,4,16,0,45,13,3,0,8,0,93,0,7,0,0,0,0,0,0,0,12,0,0,17,13,8,7,0,7,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,19,45,135,29,109,77,25,4,45,8,475,0,0,0,0,0,0,0,6,0,3,0,5,0,3,0,0,5,0,0,10,19,6,69,0,7,9,13,14,8,136,9,0,34,0,0,4,7,12,4,64,15,4,10,3,0,0,3,8,0,42,3,79,4,31,5,4,0,9,0,140,11,45,0,18,4,0,0,4,0,86,37,28,6,5,43,7,4,15,0,142,9,22,0,58,14,7,0,12,4,126,3,7,0,4,0,0,0,4,0,17
UCL215066,0,22,0,13,4,4,0,0,0,45,0,14,0,6,5,0,0,0,0,23,4,0,0,3,8,5,0,0,0,24,0,7,0,22,0,5,0,3,0,39,0,0,0,0,0,0,0,0,0,6,0,0,5,5,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,13,49,8,60,28,12,0,13,3,180,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,4,0,14,0,0,3,9,9,0,39,4,3,10,0,0,0,0,5,0,27,3,7,0,3,0,0,0,13,0,25,0,31,0,11,4,4,0,3,0,57,0,18,0,7,5,0,0,0,0,29,9,7,5,3,12,5,0,5,0,44,0,9,3,32,3,5,0,3,0,55,0,4,0,0,0,0,0,0,0,7
UCL215067,4,21,0,6,0,0,0,0,0,34,4,24,0,0,6,0,0,0,0,30,0,0,0,4,0,0,0,0,0,10,0,0,0,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,45,3,24,13,3,0,6,0,115,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,6,5,20,0,0,0,13,4,0,56,7,0,5,0,0,0,3,0,0,18,15,0,3,3,0,0,3,3,0,30,8,22,0,12,4,0,0,0,0,41,5,23,0,0,6,0,0,0,0,36,4,0,0,4,9,0,0,0,0,20,0,4,0,12,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
UCL215068,5,42,3,31,4,6,0,0,5,98,9,36,0,15,6,3,0,0,0,72,17,12,0,5,26,12,0,3,4,80,4,21,0,28,4,0,0,5,0,65,0,3,0,4,5,0,0,0,0,14,3,0,9,8,3,7,0,4,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,3,0,0,0,3,11,43,128,20,102,69,31,6,15,7,416,3,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,11,12,13,46,0,3,6,11,0,0,97,8,7,30,0,0,0,8,4,0,58,6,4,5,6,5,0,0,6,0,28,9,61,7,38,4,4,0,0,5,124,10,41,0,15,4,3,0,0,0,83,32,20,3,4,33,17,0,7,5,123,10,23,0,34,8,5,0,5,0,90,3,6,0,4,5,0,0,0,0,25
UCL215069,18,75,0,19,6,3,0,4,0,134,8,67,0,7,9,0,0,0,0,94,22,19,0,9,25,11,0,0,0,82,12,32,0,31,12,0,0,10,7,108,5,12,0,4,8,5,0,0,0,32,3,0,9,17,3,4,0,3,0,40,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,4,0,0,3,3,0,0,0,16,88,226,21,84,72,25,0,23,5,552,7,16,0,3,4,0,0,3,0,32,3,5,0,0,0,0,0,0,0,14,14,27,29,4,6,3,14,9,0,103,25,12,46,0,4,0,4,3,5,97,17,3,9,0,4,0,0,4,0,48,25,99,3,29,6,3,0,7,0,176,19,89,6,10,6,0,0,0,0,129,47,41,4,12,29,16,0,4,5,148,24,44,3,40,12,0,3,10,3,149,5,15,0,3,8,5,0,0,0,39
UCL215070,7,26,0,17,3,6,0,0,0,53,0,35,0,15,0,0,0,0,0,50,10,12,4,9,30,10,0,4,0,75,0,7,0,39,10,8,0,3,0,74,0,3,0,3,6,0,0,0,0,10,0,0,9,5,5,3,0,6,0,27,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,7,3,4,0,3,4,19,22,75,21,90,59,25,8,30,11,339,3,5,3,0,0,0,0,0,0,17,0,3,0,0,0,0,5,0,0,7,10,3,55,0,5,0,15,14,5,105,10,6,32,0,0,5,6,12,0,63,9,0,8,0,0,5,8,9,0,42,3,23,4,16,3,5,0,4,0,62,5,37,3,16,0,0,0,0,0,56,14,13,8,4,35,9,7,16,0,105,4,19,6,48,13,16,0,7,4,110,0,3,0,3,5,0,4,6,0,15
UCL215071,4,63,5,23,5,3,0,4,0,110,13,59,5,26,10,0,0,0,0,112,29,41,0,9,52,7,0,0,0,148,14,32,3,37,22,6,0,6,0,117,3,3,0,8,5,3,0,0,0,30,0,0,11,3,15,3,0,0,0,39,0,0,0,0,0,0,0,0,0,0,3,9,0,0,3,0,0,0,0,15,0,4,0,0,7,0,0,0,10,23,76,241,39,113,124,40,9,8,13,666,7,11,8,3,0,0,0,0,0,36,4,22,0,0,0,0,0,0,0,27,41,34,120,7,15,12,29,7,4,272,21,15,74,4,0,5,5,13,5,137,11,6,8,8,5,4,0,0,0,46,5,72,5,33,8,3,0,3,0,131,13,73,0,29,14,4,0,0,0,143,59,63,7,10,67,13,11,6,0,227,21,47,10,54,20,8,0,9,3,169,6,11,6,10,5,3,6,0,0,42
UCL215072,7,13,0,0,5,0,0,3,0,30,0,18,0,0,4,0,0,6,0,30,15,3,0,5,10,0,0,12,5,46,3,7,3,13,6,0,0,5,0,29,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,0,0,7,0,15,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,9,6,16,25,47,9,23,20,6,4,48,7,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,15,0,0,0,10,14,0,60,0,0,3,0,0,0,0,0,0,7,9,3,4,0,0,0,0,4,0,17,6,13,0,0,5,0,0,3,0,33,4,25,0,0,4,0,0,6,0,36,22,5,4,5,9,9,4,18,0,76,4,8,4,18,6,0,0,9,0,48,0,0,3,0,0,0,0,0,0,9
UCL215073,0,42,4,18,6,0,0,0,0,74,6,20,0,5,5,0,0,0,0,40,7,4,3,10,16,9,0,9,0,42,7,10,0,43,5,5,0,3,0,71,0,5,0,0,0,0,0,0,0,3,0,0,7,12,4,6,0,7,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,16,27,87,18,90,35,17,7,23,3,309,0,6,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,17,3,42,0,3,0,11,15,0,101,6,0,20,0,0,0,7,6,0,40,4,3,9,0,0,0,10,3,0,28,0,51,4,18,6,0,0,0,0,85,5,38,0,6,5,0,0,4,0,58,16,14,6,10,13,9,3,4,0,70,7,14,0,41,5,5,4,13,0,91,0,5,6,0,0,0,0,0,0,8
UCL215074,7,71,12,30,15,3,0,0,0,130,14,97,3,30,7,3,0,0,3,171,33,28,6,4,79,19,0,4,4,176,15,36,4,60,31,12,0,12,0,157,4,6,6,5,0,5,0,6,0,24,4,3,16,10,13,10,0,10,3,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,4,3,0,0,0,0,18,83,252,59,151,169,49,9,32,17,815,7,14,6,8,6,3,0,0,0,41,7,8,4,0,0,0,0,0,0,26,36,34,185,0,11,13,36,21,8,348,12,6,103,0,4,3,11,19,3,169,8,3,27,0,3,0,4,5,0,49,8,79,14,40,15,7,0,3,0,160,24,120,10,37,7,6,4,3,3,215,55,43,7,10,103,27,10,12,3,280,22,49,6,76,34,14,0,11,0,199,0,12,7,4,4,4,0,5,0,37
UCL215075,0,17,4,7,0,3,0,0,0,29,0,12,0,14,0,0,0,0,0,27,0,3,0,0,11,3,0,0,0,24,0,7,0,20,0,0,0,3,0,35,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,4,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,8,6,44,15,47,17,11,0,16,6,155,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,4,8,0,37,0,0,4,8,10,0,64,0,0,17,0,0,0,0,0,0,25,0,0,4,0,0,5,0,0,0,16,0,19,8,7,0,3,0,0,0,31,3,14,0,14,0,0,0,0,0,33,5,8,0,0,13,4,0,4,0,39,3,3,0,30,0,0,0,3,0,48,0,0,0,0,0,0,0,6,0,3
UCL215076,3,32,3,15,3,3,0,4,0,63,7,28,0,13,3,0,0,0,0,54,13,11,0,6,32,6,0,0,0,71,6,15,0,23,10,3,0,0,0,61,5,0,0,4,0,0,0,0,0,10,4,0,10,12,3,0,0,5,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,3,0,0,5,3,4,10,37,104,25,65,64,18,12,22,6,360,6,12,4,0,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,9,17,11,43,4,10,3,16,16,4,111,11,4,17,0,0,0,7,7,0,53,12,10,6,0,3,0,7,9,0,49,3,39,3,13,6,9,0,4,0,74,6,33,0,15,3,0,0,0,0,65,26,21,3,8,27,6,6,10,0,117,10,20,0,33,10,8,0,3,0,80,5,6,0,4,0,0,0,3,0,13
UCL215077,3,28,0,10,4,0,0,0,3,52,0,29,0,5,4,0,0,0,0,38,13,8,0,9,24,0,0,0,0,64,0,10,0,13,11,0,0,0,0,35,0,6,0,0,0,0,0,0,0,14,4,5,6,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,90,18,42,46,7,0,5,0,248,0,0,0,3,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,7,16,11,21,6,11,0,8,8,0,83,16,3,22,0,4,0,3,0,0,56,4,5,3,0,0,0,5,0,0,14,5,36,0,18,4,0,0,0,3,73,5,39,0,5,6,0,0,0,4,55,26,18,0,13,24,3,4,3,0,100,0,12,0,19,11,0,4,0,0,49,0,4,0,0,0,3,0,0,0,13
UCL215078,3,20,9,20,7,3,0,0,0,59,7,37,3,13,0,0,0,0,0,62,9,7,0,4,30,8,0,0,0,53,5,9,0,30,8,8,0,0,0,60,0,3,0,0,3,0,0,5,0,15,7,0,15,4,8,6,0,5,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,9,37,83,32,70,65,24,0,13,9,325,0,0,0,0,3,0,0,0,0,11,4,4,0,0,0,0,0,0,0,15,21,13,68,0,12,0,13,5,0,134,9,5,65,0,0,0,3,7,0,92,4,0,13,0,0,0,0,5,0,32,3,27,5,20,7,3,0,0,0,67,8,39,3,12,0,0,0,0,0,73,16,15,4,9,30,6,3,5,0,84,8,13,5,31,13,8,0,0,0,75,6,6,0,6,5,0,0,5,0,21
UCL215079,7,37,0,16,7,0,0,5,0,70,7,21,0,11,0,0,0,0,0,41,5,3,0,0,18,3,0,7,0,34,4,5,0,32,4,3,0,0,0,48,0,0,0,0,4,0,0,0,0,6,7,0,8,7,3,3,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,3,0,6,0,12,28,69,13,78,33,14,0,20,0,259,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,6,15,7,26,0,0,3,10,4,0,66,5,0,5,0,0,0,0,11,0,29,26,7,5,5,0,0,3,11,0,54,6,39,0,20,7,0,0,5,0,78,9,28,0,15,0,0,0,0,0,49,11,8,4,0,27,3,0,4,0,57,0,5,0,40,6,3,0,0,0,56,0,0,0,0,4,6,0,0,0,10
UCL215080,0,32,0,22,0,0,0,3,0,63,0,35,7,11,0,0,0,0,0,56,10,8,0,5,29,4,0,0,0,58,9,15,0,47,10,0,0,9,0,85,0,0,0,0,0,0,0,0,0,3,6,0,13,6,5,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,3,0,0,0,5,13,23,92,31,101,60,12,3,15,4,349,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,8,5,16,69,3,0,4,17,15,0,134,6,0,20,0,0,0,8,18,6,54,4,8,9,0,7,0,3,4,0,34,4,34,3,24,0,0,0,5,0,73,8,35,3,18,0,0,0,0,0,68,17,14,4,6,29,8,3,0,0,83,12,13,0,58,6,0,5,3,0,107,0,0,0,0,0,0,0,0,0,9
UCL215081,14,70,6,41,17,6,0,4,0,145,5,64,0,22,4,3,0,0,0,101,18,29,6,4,47,6,0,6,0,127,9,26,0,58,13,8,0,8,0,124,0,8,0,0,3,0,0,0,0,14,5,0,7,18,6,6,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,16,69,216,33,142,99,31,6,35,3,634,10,13,5,0,6,0,0,4,0,36,4,9,5,0,0,0,0,0,0,15,30,26,89,3,9,9,25,19,3,209,8,0,41,0,4,0,3,12,0,69,19,9,17,0,4,0,0,7,0,69,14,76,6,46,17,6,5,5,0,171,7,88,3,26,4,3,0,5,0,131,40,39,14,14,57,13,9,18,5,192,16,34,0,71,13,8,6,8,4,162,4,7,4,0,3,0,0,5,0,32
UCL215082,0,47,3,14,3,0,0,5,0,78,0,43,0,18,3,0,0,0,0,65,7,14,0,12,26,3,0,4,4,71,9,18,5,35,10,6,0,5,0,74,0,4,4,0,3,0,0,0,0,14,0,0,7,11,4,4,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,10,22,133,31,95,67,16,9,13,4,386,3,0,5,0,3,0,0,0,0,18,5,6,0,0,0,0,0,4,0,13,8,14,69,8,8,0,16,8,0,140,11,6,64,8,4,0,7,12,5,107,12,4,8,0,6,3,3,7,0,36,3,57,3,14,3,0,0,7,0,89,0,53,0,17,3,0,0,0,0,80,18,23,4,10,33,9,3,3,6,116,4,21,5,40,10,3,3,8,0,95,3,4,3,5,3,0,0,0,0,24
UCL215083,0,32,0,15,0,4,0,0,0,60,0,16,0,9,0,0,0,0,0,34,10,4,0,4,24,6,0,9,0,51,5,0,0,39,4,3,4,4,0,52,0,0,0,5,3,0,0,0,0,6,0,0,8,9,0,3,0,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,13,21,63,14,88,36,21,3,21,0,272,0,0,4,3,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,3,8,5,36,6,3,0,10,12,0,83,4,0,14,0,0,0,4,4,0,32,11,5,5,6,0,0,5,7,0,44,0,34,0,19,0,9,0,0,0,68,0,27,0,9,3,0,0,0,0,41,11,10,7,10,25,8,0,7,5,85,3,3,0,45,3,3,4,4,0,71,0,3,0,5,3,0,0,3,0,18
UCL215084,0,20,0,4,0,0,0,0,0,29,0,11,0,6,3,0,0,0,0,17,4,0,0,0,9,6,0,0,0,22,3,7,0,18,3,5,3,4,0,43,0,0,0,0,0,0,0,0,0,7,0,0,4,6,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,7,12,40,8,44,21,18,3,17,0,160,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,4,0,29,6,3,4,7,13,4,70,3,0,10,0,0,3,4,0,0,17,0,3,0,0,4,0,4,3,0,14,0,26,0,9,0,0,0,0,0,38,0,8,0,6,3,0,0,0,0,26,8,3,0,0,5,6,0,6,0,33,0,12,3,22,3,5,7,4,0,58,0,0,0,0,0,0,0,0,0,3
UCL215085,0,7,6,9,4,3,0,0,0,37,0,22,0,5,0,0,0,0,0,36,4,3,0,4,9,9,0,3,0,33,0,5,0,12,10,0,0,0,0,32,0,3,0,0,3,0,0,0,0,10,0,0,3,0,8,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,7,9,51,13,43,39,14,0,11,5,177,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,14,6,39,0,0,0,15,4,0,80,10,0,36,0,5,0,0,7,0,60,0,0,0,0,0,0,0,0,0,9,6,9,8,9,4,3,0,0,0,42,4,25,0,7,3,0,0,0,0,41,7,9,5,3,9,9,0,5,0,54,0,5,0,20,11,0,0,0,0,42,0,5,4,0,3,0,0,0,0,13
