UCL_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
UCL222002,75,0,0,0,0,75,60,0,0,0,0,60,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,148,0,0,0,0,148
UCL222003,42,0,0,0,0,42,68,0,0,0,0,68,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,115
UCL222004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL222005,43,0,0,0,0,42,38,0,0,0,0,41,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,12,0,0,0,0,12,6,0,0,0,0,6,3,0,0,0,0,3,97,4,0,0,0,104
UCL222006,60,0,0,0,0,63,66,0,0,0,0,62,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,144,5,0,0,0,152
UCL222007,31,0,0,0,0,31,42,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,81
UCL222008,60,0,0,0,0,59,82,0,0,0,0,82,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,164
UCL222009,58,0,0,5,0,63,50,0,0,4,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,3,0,0,0,0,3,4,0,0,0,0,4,134,0,0,8,0,136
UCL222010,43,0,0,0,0,48,71,0,0,0,0,71,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,126
UCL222011,44,0,0,0,0,44,57,0,0,0,0,57,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,115
UCL222012,73,0,0,0,0,73,53,0,0,0,0,53,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,5,0,0,0,0,5,0,0,0,0,0,0,157,0,0,0,0,157
UCL222013,52,0,0,0,0,52,38,0,0,0,0,38,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,103
UCL222014,26,0,0,0,0,26,103,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,139,0,0,0,0,139
UCL222015,37,7,0,0,0,44,57,11,0,0,0,72,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,112,25,0,0,0,131
UCL222016,53,0,0,0,0,60,37,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,3,0,0,0,0,3,106,0,0,0,0,112
UCL222017,54,0,0,0,0,61,26,0,0,0,0,26,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,19,4,0,0,0,0,4,3,0,0,0,0,3,99,0,0,0,0,103
UCL222018,9,0,0,0,0,9,9,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,8,32,3,0,0,0,37
UCL222019,41,0,0,0,0,41,74,0,0,0,0,74,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,131,0,0,0,0,131
UCL222020,44,0,0,0,0,44,45,0,0,0,0,45,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,107
UCL222021,49,0,0,0,0,49,57,0,0,0,0,57,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,115,0,0,0,0,119
UCL222022,47,0,0,0,0,49,50,0,0,0,0,48,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,118
UCL222023,44,0,0,0,0,44,104,0,0,0,0,104,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,159
UCL222024,4,3,4,0,0,12,0,0,4,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,0,0,13,0,0,5,0,0,5,0,0,0,0,0,4,5,4,21,0,0,31
UCL222025,43,0,0,0,0,43,25,0,0,0,0,25,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,5,87,0,0,0,0,87
UCL222026,50,0,0,0,0,50,63,0,0,0,0,63,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,117
UCL222027,62,0,0,0,0,62,53,0,0,0,0,53,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,5,0,0,0,0,0,0,18,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,134
UCL222028,39,0,0,0,0,39,64,0,0,0,0,68,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,4,0,0,0,0,4,118,0,0,0,0,120
UCL222029,54,0,0,0,0,54,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,16,0,0,0,0,16,7,0,0,0,0,7,4,0,0,0,0,4,99,0,0,0,0,99
UCL222030,37,0,0,0,0,37,39,0,0,0,0,39,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,91
UCL222031,64,0,0,0,0,65,37,0,0,0,0,34,7,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,15,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,23,7,0,0,0,25,0,0,0,0,0,0,3,0,0,0,0,5,120,7,0,0,4,126
UCL222032,56,0,0,0,0,56,23,0,0,0,0,23,21,0,0,0,0,25,3,0,0,0,0,3,5,0,0,0,0,5,18,0,0,0,0,18,5,0,0,0,0,7,0,0,0,0,0,0,45,8,0,0,0,56,3,0,0,0,0,3,0,0,0,0,0,0,127,8,0,0,0,137
UCL222033,41,0,0,0,0,44,39,0,0,0,0,43,9,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,15,0,6,0,0,17,4,0,0,0,0,7,0,0,0,0,0,0,28,0,8,0,0,35,7,0,0,0,0,7,0,0,0,0,0,0,113,4,8,0,0,121
UCL222034,53,0,0,0,0,53,69,0,0,0,0,69,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,137,0,0,0,0,137
UCL222035,90,0,0,0,0,91,27,0,0,0,0,31,5,0,0,0,0,5,3,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,20,4,0,0,0,0,4,3,0,0,0,0,3,146,0,0,0,0,151
UCL222036,39,0,0,0,0,44,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,3,78,0,0,7,0,89
UCL222037,30,0,0,0,0,30,60,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,95
UCL222038,29,0,0,0,0,29,43,0,0,0,0,43,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,73
UCL222039,31,0,0,0,0,31,52,0,0,0,0,52,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,0,0,7,5,0,0,0,0,5,102,0,0,0,0,102
UCL222040,89,0,0,0,0,89,65,0,0,0,0,65,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,178
UCL222041,37,0,0,5,0,41,53,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,10,0,109
UCL222042,70,0,0,0,0,70,15,0,0,0,0,15,4,8,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,3,108,8,0,0,0,114
UCL222043,83,0,0,0,0,83,68,0,0,0,0,66,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,26,4,0,0,0,0,4,6,0,0,0,0,6,186,0,0,0,0,187
UCL222044,67,0,0,0,0,67,57,0,0,0,0,57,3,0,0,0,0,3,0,5,0,0,0,9,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,22,4,0,0,0,0,8,5,0,0,0,0,5,145,5,0,3,0,161
UCL222045,35,0,0,0,0,35,39,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,94
UCL222046,74,5,0,0,0,74,47,0,0,0,0,47,10,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,10,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,152,7,0,0,0,159
UCL222047,56,0,0,0,0,56,32,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,97
UCL222048,49,0,0,0,0,51,23,0,0,0,0,23,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,87
UCL222049,71,0,0,0,0,75,28,0,0,0,0,27,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,12,4,0,0,0,16,0,0,0,0,0,4,0,0,0,0,0,0,109,7,0,0,0,122
UCL222050,113,0,0,3,0,114,52,0,0,0,0,52,15,7,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,35,7,0,0,0,32,0,0,0,0,0,0,3,0,0,0,0,3,200,7,0,3,0,205
UCL222051,110,0,0,0,0,111,43,0,0,0,0,43,20,0,0,0,0,24,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,41,0,0,0,0,41,0,0,0,0,0,4,3,0,0,0,0,5,200,0,0,0,4,208
UCL222052,42,4,0,0,0,49,79,0,0,0,0,81,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,24,3,0,0,0,0,3,0,0,0,0,0,0,155,3,0,5,0,161
UCL222053,77,0,0,0,0,78,66,0,0,0,0,66,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11,3,0,0,10,0,11,0,0,0,0,0,0,22,0,0,12,0,34,0,0,0,0,0,0,4,0,0,0,0,4,170,0,0,13,0,189
UCL222054,48,0,0,4,0,56,34,0,0,0,0,35,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,3,0,8,3,0,0,0,0,3,0,0,0,0,0,0,96,0,0,6,0,105
UCL222055,104,0,0,0,0,107,43,0,0,0,0,43,8,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,23,0,0,0,0,0,0,8,0,0,0,0,8,178,3,0,5,0,182
UCL222056,3,0,11,0,0,18,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,5,0,3,0,0,11,0,0,0,0,0,0,9,0,9,0,0,21,0,0,0,0,0,0,0,0,0,0,0,5,17,0,25,0,4,41
UCL222057,33,0,0,0,0,33,80,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,120
UCL222058,0,0,9,0,3,10,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,4,0,0,12,0,0,0,0,0,0,3,0,9,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,36
UCL222059,25,0,0,0,0,25,36,0,0,0,0,37,4,0,0,0,0,4,0,0,6,0,0,6,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,11,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,72,0,6,0,0,82
UCL222060,57,0,0,0,0,57,14,0,0,0,0,19,3,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,12,7,0,0,0,0,7,5,0,0,0,0,5,93,4,0,0,0,96
UCL222061,23,0,0,0,0,23,42,0,0,0,0,42,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,72
UCL222062,98,0,0,0,0,98,45,0,0,0,0,48,8,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,25,0,4,0,0,26,4,0,0,0,0,4,5,0,0,0,0,5,178,0,4,0,0,181
UCL222063,87,0,8,0,0,102,48,0,5,0,0,47,12,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,26,0,0,0,0,0,0,3,0,0,0,0,6,162,3,14,0,0,188
UCL222064,37,0,0,0,0,37,31,0,0,0,0,31,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,80
UCL222065,35,0,0,0,0,35,32,0,0,0,0,32,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,84
UCL222066,58,0,0,3,0,63,34,0,0,0,0,38,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,4,107,0,0,4,0,112
UCL222067,42,0,0,0,0,42,33,0,0,0,0,33,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,14,3,0,0,0,0,3,7,0,0,0,0,3,93,0,0,4,0,96
UCL222068,21,0,0,0,0,21,45,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,68
UCL222069,109,0,0,0,0,108,51,0,0,0,0,52,10,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,5,0,27,0,0,0,0,0,0,6,0,0,0,0,6,192,0,0,4,0,201
UCL222070,49,0,0,0,0,51,21,0,0,0,0,21,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,9,0,0,0,0,9,3,0,0,0,0,3,98,0,0,0,0,100
UCL222071,70,0,0,0,0,68,62,0,0,0,0,61,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,3,143,0,0,6,0,147
UCL222072,76,0,4,0,0,75,41,0,0,0,0,45,14,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,24,0,0,0,0,0,4,3,0,0,0,0,3,138,4,3,0,0,147
UCL222073,30,0,0,0,0,36,16,0,0,0,0,22,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,16,5,0,0,0,0,3,0,0,0,0,0,0,21,0,0,4,0,27,4,0,0,0,0,4,3,0,0,0,0,5,81,3,0,0,0,86
UCL222074,25,0,0,0,0,25,35,0,0,0,0,35,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,4,75,0,0,0,0,75
UCL222075,49,0,0,0,0,49,100,0,0,0,0,100,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,7,0,0,0,0,7,166,0,0,0,0,167
UCL222076,97,0,0,0,0,96,38,0,0,0,0,38,10,0,0,0,0,11,7,0,0,0,0,7,0,0,0,0,0,0,17,0,0,0,0,19,6,0,0,0,0,5,0,0,0,0,0,0,44,7,0,0,0,46,3,0,0,0,0,3,9,0,0,0,0,9,191,7,0,0,0,194
UCL222077,128,0,0,0,0,129,56,0,0,0,0,56,3,9,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,19,9,0,0,0,30,9,0,0,0,0,10,0,0,0,0,0,0,209,9,0,6,0,222
UCL222078,53,0,0,7,0,61,45,0,0,0,0,45,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,23,0,0,0,0,0,0,3,0,0,0,0,6,114,0,0,10,0,129
UCL222079,81,0,0,0,0,81,62,0,0,0,0,62,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26,6,0,0,0,0,6,0,0,0,0,0,0,173,0,0,0,0,173
UCL222080,92,0,0,0,0,96,31,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,17,5,0,0,0,0,5,8,0,0,0,0,8,148,0,0,3,0,146
UCL222081,72,0,0,0,0,72,33,0,0,0,0,33,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,112
UCL222082,31,0,0,0,0,32,33,0,0,0,0,39,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,4,0,0,0,0,4,90,0,0,0,0,94
UCL222083,31,0,0,0,0,31,34,0,0,0,0,34,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,81
UCL222084,97,0,0,0,0,97,69,0,0,0,0,66,9,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,26,7,0,0,0,0,7,7,0,0,0,0,7,206,0,0,0,0,205
UCL222085,61,0,0,0,0,61,34,0,0,0,0,34,17,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,23,6,0,0,0,0,4,0,0,0,0,0,0,128,0,3,0,0,132
