UCL_CODE_2021,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
UCL215064,4,0,0,0,0,0,4,0,0,3,0,0,0,3,0,7,0,5,0,0,16,6,6,0,0,6,0,24,8,20,8,0,0,0,34,6,15,0,4,0,0,31,4,13,3,0,0,0,19,3,6,4,0,0,0,15,5,3,0,0,0,0,9,4,0,3,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,52,73,32,10,11,4,175
UCL215065,8,0,4,0,0,0,7,0,3,0,0,0,0,4,0,0,0,0,4,0,7,3,4,0,3,0,0,10,10,12,5,9,3,0,29,22,15,4,6,5,0,56,18,13,5,11,4,0,58,8,14,7,8,4,0,39,10,15,3,5,0,0,32,9,7,0,0,0,0,21,0,9,0,0,0,0,12,7,5,0,3,0,0,18,0,0,0,0,0,0,5,0,5,0,0,0,0,4,0,0,0,0,0,0,10,5,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,5,3,0,23,108,113,45,48,29,0,349
UCL215066,4,3,0,0,0,0,0,5,4,0,0,0,0,5,0,3,0,0,0,0,7,0,7,0,0,0,0,10,6,5,0,0,0,0,12,9,14,0,3,5,0,23,6,7,3,0,0,0,26,5,6,0,0,0,0,11,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,15,43,60,14,16,11,0,140
UCL215067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,11,4,3,6,0,0,0,10,8,5,3,0,0,0,12,3,3,0,0,4,0,13,4,7,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3,30,27,11,0,10,0,80
UCL215068,11,0,5,0,0,0,11,3,0,0,0,0,0,6,7,0,0,0,0,0,9,6,5,0,0,0,0,9,10,3,0,4,5,0,21,6,3,5,0,0,0,17,14,4,3,0,0,0,28,12,12,5,7,5,0,40,5,14,6,0,0,0,26,4,7,5,0,0,0,20,3,4,4,0,0,0,10,7,0,0,0,0,0,7,0,0,0,0,0,0,3,0,6,0,0,0,0,8,3,0,3,0,0,0,4,4,8,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,12,102,68,34,12,19,0,241
UCL215069,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4,5,0,4,0,15,0,0,0,0,0,0,6,6,4,0,3,0,0,17,4,7,0,3,0,0,11,6,3,5,0,0,0,14,4,12,0,0,5,0,21,12,20,4,0,3,0,36,4,24,0,0,0,0,29,5,13,3,0,0,0,17,5,22,9,0,0,0,33,0,5,0,0,0,0,9,5,8,0,0,0,0,7,7,13,0,0,0,0,20,5,9,0,0,0,0,17,0,6,0,0,0,0,7,9,4,3,0,0,0,17,9,4,0,0,0,0,15,95,148,27,14,11,3,302
UCL215070,0,6,3,0,0,0,3,3,0,3,0,0,0,4,3,0,0,0,0,0,4,6,6,4,0,3,0,20,15,13,4,3,5,0,37,12,16,6,0,0,0,43,15,20,9,4,3,0,53,9,16,10,0,3,0,33,4,9,0,0,0,0,20,9,11,4,0,0,0,16,0,3,0,0,0,0,8,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,0,0,0,16,86,117,40,13,18,3,281
UCL215071,6,0,6,0,5,0,13,0,0,4,0,0,0,5,7,0,0,0,0,0,15,0,5,6,0,3,0,10,10,4,3,0,3,0,19,3,8,8,0,0,0,18,7,10,4,0,0,0,26,5,16,6,0,7,0,31,7,12,8,4,4,0,32,7,19,11,0,5,0,43,5,29,9,5,0,0,43,15,47,13,4,0,0,77,10,20,6,0,0,0,35,5,16,0,4,4,0,27,15,26,4,0,0,0,43,12,39,18,6,5,0,72,8,13,0,0,0,0,21,4,8,0,0,0,0,11,10,5,8,0,4,0,30,128,265,113,36,30,0,579
UCL215072,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,13,4,0,5,0,19,0,7,4,3,0,0,10,5,6,0,3,0,0,12,0,6,0,0,0,0,6,3,5,4,0,0,0,9,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,27,55,11,11,4,5,113
UCL215073,10,0,0,0,0,0,12,0,0,0,0,0,0,5,6,0,0,0,0,0,7,6,0,0,3,0,0,8,0,10,4,0,5,0,18,13,17,3,0,4,0,34,10,14,5,4,4,0,41,8,18,0,3,0,0,33,11,5,4,0,0,0,20,5,8,0,0,0,0,16,3,4,0,0,0,0,12,0,8,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,5,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,8,3,0,0,0,14,87,93,29,22,21,6,245
UCL215074,7,0,5,0,0,0,14,0,3,0,0,0,0,7,3,0,4,0,0,0,9,5,5,4,0,0,0,13,8,3,0,0,0,0,11,10,11,0,4,0,0,30,5,13,14,3,0,0,43,8,31,13,3,0,0,63,19,22,14,5,0,0,57,24,51,24,4,6,0,112,26,36,10,4,5,0,84,35,75,18,7,3,0,136,17,34,4,0,3,0,59,21,16,0,0,0,0,43,23,32,11,4,5,0,70,23,21,3,8,0,0,64,9,10,5,0,0,0,23,4,3,0,0,0,0,10,6,17,5,3,0,0,31,262,387,129,50,39,5,869
UCL215075,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,8,0,0,0,0,0,14,8,8,0,3,0,0,18,11,9,0,6,0,0,24,5,8,6,4,0,0,21,11,5,0,0,0,0,16,4,14,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,13,61,55,17,13,8,0,154
UCL215076,6,0,4,0,0,0,6,6,0,0,0,0,0,8,0,6,5,0,0,0,4,6,0,0,0,0,0,9,7,0,4,0,3,0,8,7,10,5,5,3,0,26,16,15,0,8,3,0,39,9,22,3,0,4,0,35,4,9,6,0,0,0,24,16,8,0,0,0,0,27,3,14,0,0,0,0,12,0,5,3,0,0,0,16,5,4,0,0,0,0,5,4,0,0,0,0,0,4,0,0,4,0,0,0,0,3,8,5,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,4,10,5,3,0,0,0,14,85,106,33,14,16,4,270
UCL215077,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,6,0,0,3,0,0,0,3,3,3,0,0,6,0,6,8,7,0,0,0,0,18,0,0,0,0,0,0,4,0,4,0,0,0,0,13,0,8,0,0,0,0,17,5,7,0,0,0,0,18,0,4,4,0,0,0,3,3,5,0,0,0,0,8,0,9,0,0,0,0,8,4,13,6,0,0,0,12,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,4,4,0,3,0,13,45,67,23,5,3,0,147
UCL215078,5,3,0,0,0,0,10,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,3,0,0,0,9,4,3,4,0,0,0,14,3,3,4,0,0,0,14,6,4,3,0,0,0,20,8,12,4,0,0,0,24,10,5,5,0,4,0,23,10,20,3,0,3,0,37,4,21,0,0,0,0,27,11,23,6,0,0,0,40,9,11,0,0,0,0,19,0,8,0,0,0,0,9,13,23,5,3,0,0,37,10,14,6,0,0,0,28,0,7,0,0,0,0,4,0,0,0,0,0,0,0,6,17,5,4,0,0,29,100,165,53,17,21,0,358
UCL215079,0,0,0,0,4,0,4,3,0,0,0,0,0,8,0,4,0,0,0,0,8,0,0,5,0,5,0,10,7,9,3,5,6,0,29,13,10,8,6,3,0,32,11,9,4,0,6,0,19,6,13,3,0,0,0,18,3,4,0,0,0,0,13,3,11,5,0,0,0,14,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,5,0,0,0,0,9,53,71,31,16,11,0,184
UCL215080,3,4,3,0,0,0,14,0,0,0,0,0,0,4,4,0,5,0,0,0,7,0,4,0,0,0,0,5,7,9,0,0,0,0,16,9,12,3,5,4,0,32,9,20,7,0,0,0,41,24,20,8,4,4,0,60,12,18,3,3,3,0,42,7,19,0,0,0,0,32,0,5,0,0,0,0,10,10,4,0,0,0,0,12,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,5,0,0,26,105,129,31,26,11,0,314
UCL215081,4,4,0,0,0,0,13,0,0,0,0,0,0,5,3,4,0,0,0,0,10,6,0,4,0,0,0,6,8,3,3,10,5,0,29,15,15,5,5,0,0,49,14,27,3,4,4,3,53,23,32,12,4,4,0,74,11,27,4,0,0,0,41,14,34,11,0,0,0,61,8,12,0,0,0,0,26,9,13,3,0,0,0,26,0,9,3,0,0,0,11,3,0,0,0,0,0,3,3,3,0,0,0,0,7,3,5,4,0,0,0,8,3,0,0,0,0,0,3,0,0,0,0,0,0,0,8,9,6,0,0,0,29,137,202,57,27,21,7,456
UCL215082,0,6,0,0,0,0,5,5,0,4,0,3,0,8,6,5,5,0,0,0,13,6,0,4,3,0,0,9,5,0,0,0,0,0,5,0,3,0,5,0,0,7,8,11,4,0,4,0,19,4,13,5,4,0,0,25,9,12,5,7,0,0,34,3,28,13,0,3,0,46,12,21,10,0,0,0,38,12,28,9,0,0,0,46,8,28,3,0,0,0,34,3,11,0,0,0,0,18,10,22,5,0,0,0,49,12,21,4,0,0,0,35,3,5,5,0,0,0,4,0,0,0,0,0,0,5,7,8,8,3,0,0,23,101,215,72,20,12,5,420
UCL215083,0,0,0,0,0,0,8,0,0,0,0,6,0,4,4,0,0,0,0,0,4,3,0,0,0,0,0,3,0,10,3,0,4,0,22,13,15,3,0,4,0,34,9,14,0,4,0,0,27,3,17,0,3,0,0,25,3,8,3,0,0,0,16,4,3,0,0,0,0,8,0,4,0,0,0,0,4,5,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,8,0,16,56,85,22,14,14,3,193
UCL215084,0,0,5,0,0,0,0,0,0,0,3,0,0,4,5,0,0,3,0,0,7,3,0,0,0,0,0,4,7,6,5,3,0,0,22,3,6,0,0,4,0,16,10,11,0,3,0,0,24,0,8,4,0,0,0,18,5,3,0,0,0,0,7,0,0,0,0,0,0,3,3,0,0,0,0,0,4,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,42,47,19,17,13,3,135
UCL215085,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,3,0,0,0,3,3,4,0,4,0,0,7,0,6,4,0,0,0,8,5,3,4,0,0,0,11,0,8,9,0,0,0,11,5,8,0,7,3,0,19,4,13,0,0,0,0,16,0,5,4,0,0,0,13,5,13,5,0,0,0,15,5,20,0,0,0,0,27,4,14,0,0,0,0,24,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,0,0,0,11,41,100,42,12,3,0,202
UCL215086,3,0,3,0,0,0,11,4,0,0,0,0,0,6,7,0,6,3,0,0,15,8,0,0,0,0,0,15,7,7,0,4,4,0,21,3,8,8,5,3,0,24,12,20,4,6,0,0,46,17,29,4,11,3,0,66,21,19,8,6,3,0,59,16,27,3,3,0,0,55,3,19,5,0,0,0,29,11,24,4,0,0,0,40,5,8,0,0,0,0,8,3,0,0,0,0,0,9,0,12,0,0,0,0,9,4,13,3,5,0,0,22,0,4,4,0,0,0,11,0,0,0,0,0,0,0,9,16,4,0,4,0,27,130,200,56,35,27,0,457
UCL215087,6,0,0,0,0,0,9,0,0,0,0,0,0,3,4,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,4,0,0,0,9,0,3,3,0,0,0,10,0,4,5,0,3,0,15,0,13,3,0,0,0,18,11,12,9,0,0,0,28,7,13,4,0,0,0,17,8,14,0,0,0,0,18,8,20,8,0,0,3,35,0,4,3,0,0,0,12,0,11,0,0,0,0,15,8,16,3,0,0,0,26,3,17,4,0,0,0,18,0,0,0,0,0,0,5,0,3,0,0,0,0,4,6,10,0,3,0,0,22,70,133,40,10,10,4,265
UCL215088,3,0,0,0,0,0,6,0,0,0,0,0,0,7,4,0,0,0,3,0,4,0,0,0,0,0,0,8,4,0,0,0,0,0,8,5,0,0,0,3,0,14,7,5,3,8,3,0,25,6,10,0,7,8,0,29,11,13,4,6,0,0,22,7,7,5,0,0,0,21,7,8,0,0,0,0,17,11,6,0,0,0,0,18,0,3,0,0,0,0,5,0,0,0,0,0,0,0,7,9,0,0,0,0,14,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,11,87,63,31,27,24,0,230
UCL215089,4,0,0,0,0,0,5,3,5,0,0,3,0,9,8,3,0,0,0,0,14,10,5,3,0,3,0,19,12,13,0,12,5,0,52,10,10,3,0,3,0,33,6,9,0,0,3,0,17,7,6,0,0,0,0,8,0,5,4,0,0,0,3,0,5,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,64,69,10,12,17,3,180
UCL215090,3,0,0,0,0,0,5,5,0,0,0,0,0,5,4,0,0,0,0,0,6,0,6,0,0,0,0,4,3,0,3,0,0,0,6,4,5,0,4,0,0,20,0,5,3,0,0,0,17,7,11,0,5,0,0,28,15,16,3,0,0,0,37,10,24,8,0,0,0,50,0,6,0,0,4,0,12,20,15,3,0,0,0,39,3,7,0,0,0,0,14,0,0,0,0,0,0,9,6,3,0,0,0,0,7,3,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,14,103,124,29,17,14,0,287
UCL215091,4,3,10,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,7,0,3,0,0,0,0,0,0,4,6,0,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,12,4,0,0,0,0,0,4,0,3,4,0,0,0,11,5,12,3,0,0,0,18,0,0,0,0,0,0,4,0,0,7,0,0,0,8,3,4,3,0,0,0,13,6,32,3,0,0,6,48,5,15,6,0,0,0,23,0,17,8,0,0,0,25,0,7,4,4,0,0,14,39,105,66,7,3,5,220
UCL215092,5,7,5,0,3,0,23,3,0,0,0,0,0,7,0,0,5,0,0,0,10,3,3,0,0,0,0,7,6,3,4,0,0,0,20,6,9,0,0,0,0,18,0,13,0,4,5,0,33,9,19,6,4,3,0,46,7,9,5,6,11,0,40,8,29,4,4,3,0,54,3,26,3,4,0,0,33,19,40,7,7,4,0,76,9,23,5,0,0,0,40,3,22,4,0,0,0,29,19,27,8,4,0,0,51,8,30,3,0,0,0,39,3,13,0,0,0,0,17,6,13,3,0,0,0,21,9,22,8,4,0,0,34,134,309,69,39,39,0,592
UCL215093,8,0,0,0,0,0,6,7,0,6,0,3,0,9,4,0,0,5,0,0,6,3,0,3,0,0,0,13,5,4,3,0,3,0,24,5,10,5,4,11,0,35,9,15,6,5,4,0,37,15,31,7,9,7,0,70,14,39,5,11,5,0,66,11,56,10,7,5,0,89,24,50,9,9,3,0,90,46,46,4,5,0,0,102,18,20,3,4,0,0,45,10,14,3,0,0,0,27,14,20,4,3,0,0,40,7,14,3,3,0,0,29,0,0,4,0,0,0,8,0,0,0,0,0,0,0,12,21,4,3,7,0,45,196,344,88,60,51,6,744
UCL215094,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0,0,0,0,0,4,3,0,0,0,0,0,3,7,0,0,0,3,0,7,3,0,3,0,0,0,7,4,4,5,0,0,0,10,0,0,3,0,0,0,8,4,0,0,0,0,0,7,0,0,0,0,0,0,8,0,16,8,0,0,0,17,0,6,0,0,0,0,11,0,3,0,0,0,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11,0,0,0,0,20,38,61,23,4,3,0,135
UCL215095,3,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,3,0,0,0,10,11,0,0,5,0,0,17,0,9,0,5,4,0,19,9,9,4,5,0,0,29,6,15,0,4,0,0,29,0,5,0,0,0,0,10,6,4,0,0,0,0,9,0,5,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,45,59,22,16,8,0,141
UCL215096,9,0,3,0,5,0,11,0,0,0,0,0,0,0,5,3,0,5,0,0,13,4,4,0,4,0,0,11,0,0,0,0,3,0,4,0,6,0,0,0,0,8,10,0,8,5,0,0,17,6,13,3,5,0,0,25,4,7,12,0,0,0,13,7,17,4,0,5,0,31,6,14,3,0,5,0,31,3,30,3,8,4,0,47,10,23,5,0,0,0,33,4,13,0,0,0,0,18,11,22,4,0,0,0,37,6,20,3,0,0,0,32,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,10,4,0,0,0,22,84,187,52,20,29,5,374
UCL215097,6,0,3,0,7,0,10,4,0,0,0,0,0,5,9,0,3,0,0,0,11,6,0,3,0,0,0,10,3,3,0,0,0,0,18,4,11,8,0,0,0,24,12,13,3,4,0,0,38,9,6,3,3,4,0,20,8,16,0,3,3,0,32,13,29,10,3,4,0,54,7,20,5,6,4,0,43,11,31,4,3,7,0,59,9,23,5,0,0,0,32,3,12,3,0,0,0,16,10,19,4,3,0,0,32,10,13,5,0,0,0,29,0,3,0,0,0,0,8,9,0,4,0,0,0,7,3,6,4,0,4,0,25,136,200,67,30,35,3,474
UCL215098,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,3,0,0,0,0,12,8,3,3,0,4,0,16,4,10,0,0,0,0,16,10,10,0,0,5,0,22,9,15,3,0,0,0,36,11,13,0,8,0,0,33,3,10,0,0,0,0,25,4,3,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,6,63,83,17,18,8,0,195
UCL215099,5,0,3,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,4,4,0,0,0,0,0,8,4,9,0,0,0,0,12,4,0,0,0,0,0,9,7,7,4,0,0,0,18,4,4,5,0,3,0,17,0,4,0,0,0,0,15,0,5,0,0,0,0,6,0,0,0,0,0,0,3,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,42,42,18,8,9,0,112
UCL215100,3,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,3,7,0,11,0,0,0,0,5,0,12,0,10,0,0,0,0,14,0,5,0,0,0,0,9,11,0,0,0,0,0,12,0,9,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,40,12,11,10,0,99
UCL221001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,8,9,4,5,0,0,16,0,6,3,4,0,0,16,3,7,0,0,0,0,5,0,5,3,0,0,0,15,5,3,0,0,0,0,7,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,9,32,55,18,13,0,0,110
UCL221002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,3,0,0,0,0,8,4,0,9,0,0,0,10,0,6,3,0,0,0,13,5,6,0,0,0,0,13,4,5,0,0,0,0,13,0,0,0,0,0,0,10,0,0,5,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,36,34,18,4,6,0,111
UCL221003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,3,4,0,0,0,9,6,7,0,0,0,0,17,6,11,4,0,4,0,20,0,8,0,0,0,0,5,5,10,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,43,11,4,6,0,89
UCL221004,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,4,0,0,0,6,3,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,3,0,0,0,7,0,10,3,0,0,0,13,0,0,0,0,0,0,0,6,13,3,0,0,0,22,0,8,0,0,0,0,10,0,0,0,0,0,0,6,3,9,0,0,0,0,15,4,16,4,0,0,0,23,0,11,0,0,0,0,13,3,6,0,0,0,0,16,9,6,4,4,0,0,20,36,89,38,7,3,0,175
UCL221005,0,0,0,0,0,0,3,4,0,0,0,0,0,6,0,0,5,0,0,0,10,6,0,6,0,0,0,10,0,0,0,0,0,0,10,0,6,4,0,0,0,9,0,5,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,25,13,0,0,0,63
