UCL_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
UCL221068,191,215,409,60,39,103,32,56,84,12,17,39,8,0,7,111,122,232,73,88,156,4.4,2.5,3.4,58.2,55.6,56.9,55.7,54.2,54.9,3,6,10,5,9,12,12,19,30,15,33,53,61,38,98,3,3,5,0,3,4,68,42,106,206,196,403,36,52,90,102,101,208,114,139,257
UCL221069,404,393,797,145,66,211,79,108,182,24,22,47,13,8,21,254,210,466,125,152,273,3.9,5.2,4.5,62.7,54.1,58.5,60.3,51.3,55.9,17,16,37,10,31,35,56,72,129,36,44,78,116,56,166,4,3,5,10,6,17,125,64,192,393,351,738,71,75,146,250,225,474,197,185,373
UCL221070,418,435,856,148,72,217,51,80,129,10,23,38,14,8,28,229,189,411,159,211,368,7,4.3,5.8,54.3,42.8,48.4,50.5,41,45.6,3,3,10,5,18,21,27,42,69,26,44,68,125,78,199,3,4,13,3,9,12,138,92,226,382,410,790,79,57,136,262,265,526,170,173,343
UCL221071,339,359,703,120,49,165,50,108,161,15,13,30,6,4,5,189,171,364,119,160,277,2.1,2.9,2.5,56.4,48.2,52.2,55.3,46.8,50.9,3,3,5,0,9,9,23,33,53,17,42,61,94,35,127,9,6,14,3,10,11,99,51,151,333,333,664,40,45,82,234,250,483,123,121,240
UCL221072,200,195,398,93,48,137,12,54,68,13,9,23,3,3,7,120,111,230,68,70,134,3.4,1.8,2.6,58.9,57.1,58,56.9,56.1,56.5,0,7,8,0,8,8,5,27,25,11,21,31,87,37,123,0,4,4,3,0,4,90,47,137,207,210,415,24,18,41,155,153,311,63,64,127
UCL221073,191,211,404,98,41,140,36,81,118,11,10,17,3,3,5,150,134,284,42,69,107,3.3,2.2,2.8,78.2,65.4,71.6,75.6,63.9,69.6,0,12,10,3,13,15,21,33,59,18,28,47,75,28,100,0,0,5,3,0,7,74,31,110,214,221,435,19,22,39,180,174,358,48,55,104
UCL221074,337,389,727,109,73,174,41,85,129,12,17,28,0,8,3,167,179,345,141,160,302,0.6,3.3,2,48.7,46.6,47.6,48.4,45.1,46.6,27,32,62,14,19,24,65,79,142,43,50,99,69,34,104,0,6,10,5,7,14,73,44,119,302,329,630,64,70,134,185,218,407,164,166,334
UCL221075,348,372,725,91,54,143,47,101,149,20,23,49,3,4,10,169,180,345,159,172,331,3,1.7,2.3,47.9,48.4,48.1,46.4,47.6,47,18,18,35,7,17,27,50,75,124,39,54,91,93,34,127,4,10,12,5,5,13,103,50,150,329,355,684,48,51,96,192,214,398,172,179,356
UCL221076,432,381,810,90,52,142,72,79,153,10,15,27,13,6,17,179,161,335,217,195,408,6.2,4.4,5.3,41.3,41.5,41.4,38.7,39.7,39.2,15,21,39,12,17,28,56,64,127,33,39,73,113,47,161,0,6,4,8,4,12,121,60,182,373,326,702,65,63,128,217,171,391,211,198,406
UCL221077,295,336,628,69,50,117,34,72,110,12,7,17,14,10,19,122,145,265,134,144,282,9,8.2,8.6,41.2,43.8,42.6,37.5,40.2,39,4,5,11,3,8,16,14,39,52,21,43,60,67,65,129,4,10,7,12,5,15,80,73,156,265,295,565,33,42,75,174,182,360,112,133,248
UCL221078,239,214,458,111,63,174,35,70,104,9,11,16,7,7,9,157,149,306,79,59,136,3.2,5.3,4.3,64.2,68.8,66.4,62.1,65.1,63.5,3,4,6,0,3,3,11,29,42,14,26,41,82,36,121,4,9,10,0,3,3,91,55,144,241,213,455,37,28,65,160,150,306,100,84,185
UCL221079,280,289,571,62,35,98,27,49,77,11,8,20,6,8,21,110,108,217,140,143,281,9.2,8.3,8.8,39.1,37.4,38.2,35.5,34.3,34.9,6,4,3,3,5,9,15,24,34,16,25,45,58,34,93,0,0,3,6,9,15,66,42,103,257,254,507,27,40,62,194,178,365,83,105,189
UCL221080,252,246,504,97,41,143,37,57,91,12,11,25,7,6,15,151,121,270,94,119,206,4.8,6.6,5.6,58.1,49,53.6,55.3,45.7,50.6,4,16,15,4,5,8,18,28,46,31,36,62,67,24,91,0,0,0,4,5,6,67,33,102,241,246,487,30,29,55,179,190,361,81,79,164
UCL221081,242,249,486,79,36,112,25,47,72,11,11,18,6,5,12,116,98,211,99,115,217,6,7.2,6.5,49,39.3,44,46,36.4,41.2,0,5,5,5,9,13,15,23,35,6,21,25,52,33,88,6,0,4,7,4,3,60,35,97,224,223,446,29,17,41,165,169,333,80,74,149
UCL221082,375,423,797,193,130,328,32,102,132,25,25,47,11,16,28,261,276,533,70,90,162,3.5,5.8,4.7,69,65.5,67.1,66.6,61.7,64,28,30,53,3,4,9,64,71,130,30,53,83,82,44,130,3,8,10,0,5,4,88,58,143,298,298,600,105,126,232,77,62,141,306,336,639
UCL221083,417,493,914,149,100,248,66,136,202,19,20,35,8,8,15,245,255,494,152,219,374,3.3,2,2.6,57.8,51.3,54.3,55.8,50.3,52.8,27,41,68,16,29,41,75,115,191,47,58,101,84,45,131,4,3,7,6,7,18,100,60,160,427,489,915,70,67,133,269,317,588,190,220,415
UCL221084,322,334,656,157,82,242,31,85,118,13,27,40,10,5,18,209,205,416,92,113,203,4.7,4.4,4.6,65.4,61.6,63.5,62.3,58.9,60.6,9,9,17,4,11,20,17,52,70,21,33,60,120,57,174,4,4,10,3,0,3,123,63,187,321,317,640,60,64,124,214,198,409,151,161,315
UCL222001,118,119,235,66,37,106,9,32,41,4,3,13,0,0,3,83,76,160,31,42,73,2.4,1.4,1.9,71.6,61.7,66.5,69.8,60.8,65.3,3,4,5,3,8,11,20,21,45,15,13,31,36,8,52,0,0,3,0,0,0,42,14,55,127,129,254,15,12,25,105,107,215,30,23,53
UCL222002,178,162,337,76,30,105,27,60,86,16,10,31,0,0,0,118,102,219,56,59,114,0.8,1,0.9,66.9,60.7,63.9,66.3,60.1,63.3,10,10,20,6,16,23,28,52,83,14,16,30,49,17,65,0,3,3,4,0,3,53,23,76,179,183,360,16,17,29,125,130,256,59,59,122
UCL222003,138,122,256,60,27,88,27,35,55,5,11,18,4,0,3,92,72,165,36,33,72,2.2,1.3,1.8,66.7,62.8,64.8,65.2,62,63.7,0,8,6,0,3,3,16,18,36,10,11,22,47,21,62,3,0,3,0,0,3,49,23,71,146,128,276,22,20,36,103,84,187,51,50,99
UCL222004,10,12,22,8,4,7,3,9,9,5,0,5,0,0,0,11,9,16,0,0,0,0,12.5,5.3,78.6,66.7,73.1,78.6,58.3,69.2,0,0,0,0,0,0,3,3,3,0,0,4,4,0,4,0,0,0,0,0,0,4,0,4,5,6,16,0,3,8,3,0,4,8,8,13
UCL222005,95,83,186,47,18,64,7,29,34,6,0,8,0,0,0,59,49,108,28,32,63,0,2,0.9,59.2,56.3,57.8,59.2,55.2,57.3,0,4,5,0,4,4,5,6,11,6,4,8,28,18,47,3,0,0,0,0,0,28,21,48,93,88,180,13,9,25,69,61,130,38,36,66
UCL222006,158,164,327,62,33,99,18,48,68,3,7,12,5,0,4,91,87,176,65,67,133,4.4,3.4,3.9,55.9,53.9,54.9,53.4,52.1,52.8,3,5,6,5,0,0,15,32,45,19,23,41,58,26,84,0,8,8,3,6,4,60,34,95,174,172,347,16,14,33,126,112,235,52,61,120
UCL222007,88,89,180,36,19,58,11,19,30,0,5,4,0,3,0,48,43,97,32,39,75,2,4.5,3.2,57.5,49.4,53.4,56.3,47.2,51.7,5,3,8,0,0,5,7,9,15,9,13,29,28,17,45,0,0,0,0,5,8,32,23,54,91,90,181,7,7,13,60,59,123,29,33,62
UCL222008,156,156,318,58,27,94,33,50,83,7,9,13,4,8,13,98,97,195,47,51,99,5,5.2,5.1,63.3,60.8,62,60.1,57.6,58.9,14,12,20,6,6,14,30,31,64,11,15,27,36,26,63,0,0,0,5,0,3,41,28,67,162,146,308,24,21,41,115,95,209,58,65,118
UCL222009,142,146,293,51,29,81,19,28,41,6,9,22,5,3,8,79,71,152,54,66,117,3.8,7,5.3,55.6,48.6,52.1,53.5,45.2,49.3,3,3,4,0,4,8,8,16,20,11,23,31,47,21,64,0,0,4,4,4,3,52,27,75,143,137,277,10,11,29,98,90,189,46,57,106
UCL222010,159,153,309,70,37,110,23,51,78,0,5,8,0,8,9,102,107,203,43,38,84,3,6.7,4.9,62.5,69.8,66,60.6,65.1,62.8,0,3,5,0,8,8,7,17,26,9,20,27,59,18,79,3,0,3,0,3,4,62,18,83,147,154,302,15,12,27,132,134,261,32,31,64
UCL222011,143,137,279,75,37,107,23,54,75,6,3,14,0,0,0,104,98,204,31,40,65,1,0,0.5,74.5,71,72.8,73.8,71,72.4,8,8,9,0,8,8,23,24,47,6,11,15,47,16,65,0,6,6,0,0,0,45,23,67,155,158,310,17,11,27,127,129,253,37,36,67
UCL222012,170,173,344,72,32,105,13,48,63,12,12,20,0,0,3,96,96,196,64,69,132,3.1,2.1,2.6,56.7,54.9,55.8,55,53.7,54.3,0,7,14,0,4,8,5,27,30,13,27,38,70,19,89,0,3,3,0,5,5,75,29,101,163,154,319,26,31,59,102,101,201,84,84,163
UCL222013,115,111,225,39,12,53,5,30,34,5,9,13,5,0,8,54,51,104,41,50,92,3.7,3.9,3.8,48.2,45.5,46.9,46.4,43.8,45.1,0,3,7,0,0,0,9,20,25,6,18,20,36,23,64,0,0,0,4,0,4,45,19,67,93,100,195,11,14,20,65,72,131,36,43,78
UCL222014,167,148,314,82,47,134,18,36,61,12,9,23,5,3,3,121,98,215,31,46,79,1.7,3.1,2.3,71.9,67.1,69.6,70.7,65.1,68.1,9,8,15,0,4,4,5,24,28,17,27,42,52,26,83,0,0,0,0,3,3,52,26,82,182,171,356,10,12,18,140,130,274,43,40,81
UCL222015,152,150,308,77,31,110,14,50,64,8,6,13,4,4,15,109,95,204,35,54,91,6.5,5.2,5.9,69.5,62.7,66.1,64.9,59.5,62.2,0,9,9,0,3,7,7,17,29,8,13,23,60,28,87,0,3,3,4,4,6,62,34,99,175,169,341,9,8,25,111,123,243,59,48,110
UCL222016,115,101,220,43,25,64,10,22,35,6,0,15,4,0,4,69,53,114,38,48,89,4.6,0,2.6,56,50.5,53.5,53.4,50.5,52.1,0,4,4,0,0,0,3,0,0,5,9,14,32,21,51,0,0,0,0,0,0,32,19,52,107,100,210,11,10,19,86,73,158,32,30,59
UCL222017,81,90,171,21,11,30,8,17,25,0,0,0,0,0,4,29,28,65,38,50,88,3.1,3.4,3.3,37.6,32.6,35.1,36.5,31.5,33.9,4,0,3,0,3,3,5,4,13,3,7,10,16,15,27,0,0,0,0,0,0,16,11,28,80,73,148,7,16,25,54,52,108,26,31,62
UCL222018,65,52,115,28,17,46,15,19,31,9,0,7,4,0,3,46,45,92,9,6,10,4.3,2.3,3.3,74.6,84.3,78.9,71.4,82.4,76.3,3,7,8,6,4,9,11,10,18,9,8,12,12,7,18,0,5,5,0,0,0,12,5,25,31,29,54,27,24,47,21,19,39,38,36,71
UCL222019,163,156,322,74,31,104,22,41,64,11,10,22,0,8,7,109,89,201,45,66,108,3.6,5.6,4.5,68.1,56.6,62.4,65.6,53.5,59.6,0,0,8,0,4,4,13,23,36,10,21,33,53,24,77,0,5,3,0,10,9,57,34,89,172,162,335,6,8,20,137,129,268,32,42,72
UCL222020,98,108,208,49,28,79,6,25,33,5,0,3,0,3,4,61,56,117,31,46,76,1.7,5.4,3.4,59.4,52.3,55.8,58.4,49.5,53.8,0,3,5,0,3,3,3,12,13,3,21,24,37,19,55,0,3,3,0,0,0,36,23,62,107,121,225,3,7,11,75,96,169,33,28,61
UCL222021,125,130,256,43,28,75,22,22,46,7,10,17,0,0,6,73,68,141,36,48,90,1.4,4.5,2.9,57.9,51.5,54.7,57.1,49.2,53.1,5,5,6,0,3,3,12,18,29,8,25,28,34,16,51,3,0,4,0,3,5,41,19,58,123,124,252,8,10,19,75,80,157,49,56,106
UCL222022,122,120,239,34,28,59,16,20,36,7,8,10,8,4,5,63,50,109,53,54,106,6.7,3.8,5.4,50,44.4,47.3,46.7,42.7,44.7,7,6,8,0,9,11,5,20,23,7,11,21,49,17,62,0,0,0,3,0,6,51,19,65,120,119,241,11,3,11,85,76,164,35,37,75
UCL222023,176,184,361,87,44,133,22,51,77,9,13,27,10,6,12,131,115,243,34,61,97,5.5,4.3,4.9,73.1,61.8,67.3,69.1,59.1,64,4,0,5,5,6,13,8,22,31,15,33,51,62,34,95,0,4,6,3,3,12,75,43,113,199,203,402,23,15,38,135,140,273,69,73,141
UCL222024,154,138,290,46,40,90,42,46,94,8,6,16,0,0,5,108,98,204,11,8,21,0.9,2,1.5,68.8,71.5,70.1,68.2,70.1,69.1,3,3,8,0,5,7,19,33,52,8,15,29,43,10,52,0,5,8,0,0,0,45,15,55,73,68,141,55,56,115,50,38,84,78,92,168
UCL222025,87,90,170,25,14,41,12,29,43,4,3,6,0,0,0,42,48,87,30,36,66,2.3,2.3,2.3,51.2,50,50.6,50,48.9,49.4,3,3,8,0,9,14,7,11,20,0,10,14,18,11,30,0,3,5,3,3,9,25,16,41,70,85,155,13,9,21,63,69,128,19,28,50
UCL222026,126,133,256,63,46,107,15,35,56,0,3,8,5,0,7,83,93,178,39,37,82,3.6,1.1,2.3,66.4,69.7,68.1,64,68.9,66.5,9,10,12,8,3,9,16,28,40,20,24,40,36,17,59,0,0,7,0,4,3,37,23,66,154,135,287,18,16,32,97,100,198,60,45,108
UCL222027,132,149,284,53,33,87,23,42,62,3,10,13,0,3,3,80,80,168,42,57,97,2.4,2.4,2.4,61.5,55.4,58.3,60,54.1,56.9,0,0,0,3,11,13,6,15,21,9,20,29,46,24,65,0,0,4,0,0,5,49,27,74,129,147,278,17,26,39,94,107,206,49,47,99
UCL222028,120,128,251,58,25,77,14,42,53,9,5,11,4,0,8,79,76,156,34,44,76,6.2,1.4,3.9,66.4,56.5,61.3,62.3,55.7,58.9,0,0,0,0,4,8,0,16,20,3,16,22,45,20,72,0,6,7,4,4,6,55,34,89,137,144,280,4,10,12,86,83,165,47,56,105
UCL222029,82,81,169,33,18,45,9,10,16,3,6,11,9,0,4,41,39,78,37,48,83,11.4,5.7,8.9,53,41.7,47.3,47,39.3,43.1,0,0,0,0,3,3,7,4,12,0,5,8,26,3,27,0,0,3,0,0,0,27,11,32,90,90,171,9,11,15,61,62,116,28,31,52
UCL222030,82,95,179,18,12,28,14,34,51,7,3,9,3,0,3,38,49,92,32,43,71,4.9,0,2.2,50.6,51.5,51.1,48.1,51.5,50,7,4,7,0,7,7,12,22,34,11,17,22,13,13,30,0,0,0,5,3,9,16,21,35,86,102,184,9,12,20,59,69,129,32,33,70
UCL222031,127,119,247,53,18,71,5,32,38,6,12,11,3,0,3,66,61,120,51,48,101,6.2,0,3.2,50.4,49.6,50,47.3,49.6,48.4,0,0,0,0,0,0,3,11,20,10,3,9,22,20,42,0,0,0,5,0,4,22,20,49,122,113,233,20,18,43,93,79,171,46,43,92
UCL222032,171,144,308,46,30,73,35,40,76,10,16,22,0,0,6,95,83,175,52,46,95,4.3,3.6,4,55.4,58.5,56.8,53,56.3,54.5,5,9,14,8,3,9,25,28,54,18,23,41,40,16,58,0,0,0,0,0,0,36,18,58,127,115,234,37,33,76,76,62,139,78,76,157
UCL222033,152,134,284,60,30,85,28,45,69,8,10,17,0,0,0,97,79,176,32,37,60,2,0,1.1,64.5,59.4,62.1,63.2,59.4,61.4,9,10,14,5,3,10,22,28,48,15,14,32,41,21,62,0,6,6,3,0,3,45,21,72,125,114,240,26,33,59,74,77,151,64,66,134
UCL222034,147,137,287,48,22,63,20,32,55,10,7,16,9,4,13,83,62,152,51,57,108,7.2,9.1,8.1,56.1,47.8,52.1,52,43.5,47.9,0,5,3,0,0,6,10,9,17,10,16,27,42,13,53,0,0,4,0,3,9,46,21,61,147,122,269,16,19,32,100,79,176,53,56,106
UCL222035,154,133,287,29,15,41,15,25,35,4,3,7,12,0,18,57,47,100,80,76,157,23.6,6.7,16,35.9,33.6,34.8,27.5,31.3,29.3,0,0,0,0,0,0,7,5,16,12,10,20,32,21,51,3,0,4,0,3,9,37,28,63,130,132,262,30,17,46,95,85,177,63,53,114
UCL222036,111,95,203,40,9,52,11,29,34,6,0,5,9,0,10,59,40,103,31,43,71,13.6,7,10.8,55.1,45.3,50.5,47.7,42.1,45,0,3,3,0,0,4,5,9,14,0,16,16,24,14,38,0,0,0,0,0,0,24,14,38,84,90,165,21,16,36,72,68,139,27,32,59
UCL222037,98,108,206,48,27,79,8,25,35,0,7,11,0,0,4,65,67,125,29,38,71,1.6,1.5,1.6,61.6,62.3,62,60.6,61.3,61,4,3,10,0,6,6,3,13,20,8,12,19,29,13,46,0,0,0,3,0,3,34,16,48,102,115,223,5,17,18,74,86,154,35,40,69
UCL222038,88,83,173,38,30,69,9,25,35,5,8,14,5,0,5,62,53,117,22,25,49,4.8,0,2.5,70,66.3,68.2,66.7,66.3,66.5,0,4,5,0,9,6,3,9,16,7,5,14,35,12,50,0,5,5,4,0,6,39,19,61,111,89,207,5,10,18,90,77,164,20,19,33
UCL222039,117,131,250,58,40,98,16,40,58,0,4,8,0,0,4,79,90,165,24,35,62,2.6,2.3,2.4,66.7,67.2,66.9,65,65.6,65.3,4,8,9,6,6,9,7,27,36,15,13,23,42,24,67,0,3,3,0,0,0,43,26,73,123,137,257,17,14,30,95,112,202,32,39,66
UCL222040,196,192,387,62,33,90,29,52,83,7,6,20,9,0,10,107,95,199,76,88,165,6.7,3.1,5,53.8,49.7,51.8,50.3,48.2,49.2,5,3,13,8,7,15,24,43,67,19,21,44,46,15,61,0,0,4,3,0,8,50,22,72,186,177,363,27,26,56,122,112,236,79,85,162
UCL222041,112,111,228,52,31,89,15,32,47,3,7,12,5,0,3,76,71,143,34,39,75,5.3,1.4,3.4,66.4,62.3,64.3,62.8,61.4,62.1,0,4,10,0,5,4,13,13,23,10,12,19,29,20,49,0,4,4,0,0,0,29,22,53,112,112,223,21,16,34,85,76,154,40,45,92
UCL222042,107,98,210,32,21,51,8,25,32,5,6,10,4,0,4,53,49,97,46,44,91,7.8,2.1,5.1,46.8,47,46.9,43.1,46,44.5,0,0,0,0,0,0,3,3,3,0,6,4,23,10,37,0,0,0,0,0,0,23,15,37,111,103,212,8,9,13,87,74,162,22,39,59
UCL222043,165,177,344,55,35,93,10,40,54,6,7,18,3,7,8,76,95,173,75,78,152,3.9,6.5,5.3,46.4,52,49.3,44.6,48.6,46.6,5,5,5,4,3,8,5,22,31,16,23,40,43,22,70,5,4,9,0,0,3,43,27,75,164,170,337,24,31,55,107,120,230,66,73,142
UCL222044,142,137,278,37,13,56,21,36,57,0,0,3,3,6,9,67,61,126,63,60,126,7.6,9.8,8.7,45.2,45.2,45.2,41.8,40.7,41.3,0,4,6,0,0,0,0,16,19,3,13,24,25,13,39,0,4,7,0,0,0,28,18,46,121,118,241,18,19,36,76,75,153,57,58,114
UCL222045,119,109,233,52,24,73,13,28,37,0,10,14,3,0,3,73,61,131,37,45,81,4.3,0,2.3,57.5,53.6,55.6,55,53.6,54.3,4,0,4,0,0,0,5,7,22,8,17,24,37,16,56,0,0,0,6,0,4,41,21,68,124,113,235,13,9,26,90,85,178,40,29,70
UCL222046,160,169,335,42,20,63,21,38,60,5,12,14,5,6,9,73,72,148,78,77,156,9.5,8,8.7,45.4,44.4,44.9,41.1,40.8,41,0,0,0,0,0,0,5,19,20,6,13,21,44,18,63,0,3,0,5,0,5,49,22,71,148,159,307,16,18,37,115,114,229,47,59,106
UCL222047,81,94,180,15,15,27,13,23,33,3,0,3,4,4,6,35,38,74,51,51,100,6.1,7.9,7,39.8,40.4,40.1,37.3,37.2,37.3,0,0,5,0,5,7,4,0,8,3,15,22,15,19,39,0,0,4,0,0,0,23,19,39,93,92,181,6,9,18,63,75,136,28,30,61
UCL222048,88,94,173,29,30,58,11,16,23,8,3,5,3,0,3,45,45,95,37,46,80,4.2,0,2.2,57.1,48.4,52.6,54.8,48.4,51.4,0,0,0,0,0,3,4,16,15,0,6,8,18,13,32,0,0,0,6,0,0,15,18,34,82,83,170,3,11,19,61,56,117,23,39,63
UCL222049,121,124,245,36,25,57,27,30,53,0,9,7,0,5,8,67,63,132,48,54,102,1.5,6.3,3.9,55,50,52.4,54.2,46.8,50.4,3,10,10,0,7,5,20,31,54,13,23,37,32,11,39,3,0,3,0,3,6,32,15,48,103,118,215,24,20,44,60,68,133,59,67,122
UCL222050,221,210,430,60,52,112,32,49,79,16,13,31,6,0,11,120,116,236,86,76,161,6.8,0.9,3.8,53.6,55.2,54.4,50,54.8,52.3,7,4,11,5,12,14,25,45,74,20,27,49,54,18,76,0,4,4,8,3,14,66,30,93,197,200,391,27,24,49,141,127,270,67,85,154
UCL222051,218,196,409,50,24,69,35,41,80,12,12,25,5,6,12,101,82,184,99,98,198,6.9,4.9,6,47.4,42.3,45,44.2,40.2,42.3,12,8,18,6,11,17,31,31,60,22,21,43,53,33,84,4,7,6,7,0,6,61,41,99,196,169,366,26,23,50,125,98,224,94,89,187
UCL222052,170,171,335,71,38,111,18,39,54,5,15,19,14,4,11,105,91,194,56,78,130,10.5,3.4,7.2,63.3,52.4,57.7,56.6,50.6,53.6,4,7,10,3,0,8,12,16,28,13,18,33,54,31,85,0,4,7,0,7,6,55,41,98,164,161,323,34,27,59,104,104,210,80,81,163
UCL222053,210,191,394,63,38,104,19,36,52,4,6,16,14,11,21,105,82,188,87,88,176,10.7,10.6,10.6,49.8,45.2,47.6,44.4,40.4,42.5,0,3,0,0,0,4,3,5,10,11,18,28,54,15,70,10,9,10,4,11,17,65,30,91,185,168,349,32,24,55,130,131,260,78,61,143
UCL222054,102,117,218,39,23,60,17,33,48,3,11,15,0,0,0,64,65,128,31,47,76,1.5,0,0.8,65,54.3,59.3,64,54.3,58.8,6,3,9,0,11,10,9,24,34,8,14,25,29,13,46,0,0,4,4,0,3,40,14,56,106,115,217,18,23,43,72,88,159,42,42,84
UCL222055,184,190,377,42,27,65,14,35,46,4,3,11,6,0,9,63,69,136,97,108,210,6.2,5.7,5.9,35.1,36.3,35.7,33,34.2,33.6,0,4,4,0,11,9,7,11,22,10,20,32,33,21,51,0,4,4,3,0,6,40,28,68,166,179,345,19,9,27,136,119,256,42,54,98
UCL222056,156,152,313,52,30,78,37,35,72,10,6,12,0,0,0,93,72,166,9,10,17,0,0,0,61,44.9,52.9,61,44.9,52.9,0,7,7,3,0,3,18,31,47,6,9,17,24,3,28,0,0,0,0,0,6,25,4,26,59,38,93,54,55,112,32,23,62,76,69,146
UCL222057,144,107,251,63,30,95,21,31,49,3,5,13,4,6,3,90,72,160,33,33,69,3.3,5.6,4.3,64.1,64,64,62,60.4,61.3,10,5,15,0,4,6,12,17,27,14,22,36,36,14,51,0,3,3,0,0,0,36,18,58,141,126,270,8,10,14,88,78,168,59,49,111
UCL222058,71,54,119,27,14,46,13,17,33,5,0,12,0,0,0,54,36,90,3,7,13,0,0,0,77.1,70,74.2,77.1,70,74.2,7,3,5,0,3,3,13,9,19,5,3,8,22,8,31,0,0,0,0,0,0,19,11,33,32,23,51,28,23,51,16,14,27,45,32,72
UCL222059,81,87,171,32,26,55,9,21,26,0,0,3,0,4,5,48,53,96,36,32,65,8.9,3.9,6.3,54.9,58,56.5,50,55.7,52.9,0,0,0,0,0,0,3,8,18,8,13,16,29,21,47,0,0,0,0,3,3,29,25,54,83,82,166,7,17,24,56,50,108,35,35,69
UCL222060,99,84,181,40,10,48,14,22,35,3,0,11,0,0,0,57,44,95,30,32,61,5.3,0,3.1,57.6,49.4,53.9,54.5,49.4,52.2,0,0,0,0,0,0,4,11,13,3,7,14,24,6,29,0,0,0,0,0,0,24,11,35,94,81,170,13,12,21,64,60,126,34,25,58
UCL222061,82,98,181,49,28,74,9,27,41,0,5,5,3,0,5,61,64,132,17,28,47,4.7,1.5,3.1,74.4,65.7,69.7,70.9,64.6,67.6,0,3,6,0,0,4,3,13,22,9,15,22,32,14,41,0,4,4,0,4,4,32,16,52,101,103,204,3,3,8,74,73,150,22,31,54
UCL222062,176,208,379,61,48,104,25,56,81,7,10,17,8,4,14,102,118,222,53,86,139,7.8,3.4,5.5,59.9,55.5,57.5,55.2,53.6,54.3,11,12,23,8,11,25,25,32,54,5,19,22,36,20,51,0,4,4,4,0,6,40,23,64,147,183,326,22,22,43,116,137,247,43,48,93
UCL222063,193,203,402,60,31,90,30,49,82,7,14,23,0,0,4,102,96,191,82,102,189,2,2.1,2.1,50.8,45.6,48.1,49.7,44.7,47.1,6,6,11,0,15,12,31,34,66,16,30,44,68,15,85,0,7,9,6,8,9,71,30,96,168,183,353,31,31,69,123,129,259,67,86,155
UCL222064,97,111,215,45,22,69,9,36,46,4,3,6,4,5,7,58,67,125,29,38,67,10.2,3,6.3,60.8,58.8,59.7,54.6,57,55.9,0,3,4,0,0,0,3,19,23,5,11,14,41,13,52,0,6,6,0,4,3,40,25,64,102,131,232,8,7,12,85,101,183,27,33,58
UCL222065,89,82,168,40,10,55,11,28,34,3,10,9,0,0,0,55,44,102,28,30,48,0,2.2,1,61.5,59,60.4,61.5,57.7,59.8,0,0,3,6,3,10,4,11,15,5,8,14,20,4,31,0,0,4,0,0,0,25,11,28,88,81,174,11,4,18,63,58,124,29,26,53
