UCL_CODE_2021,P_Mng_0,P_Mng_1_19,P_Mng_20_29,P_Mng_30_34,P_Mng_35_39,P_Mng_40_44,P_Mng_45_49,P_Mng_50_over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_19,P_Pro_20_29,P_Pro_30_34,P_Pro_35_39,P_Pro_40_44,P_Pro_45_49,P_Pro_50_over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_19,P_TTW_20_29,P_TTW_30_34,P_TTW_35_39,P_TTW_40_44,P_TTW_45_49,P_TTW_50_over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_19,P_CPS_20_29,P_CPS_30_34,P_CPS_35_39,P_CPS_40_44,P_CPS_45_49,P_CPS_50_over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_19,P_CA_20_29,P_CA_30_34,P_CA_35_39,P_CA_40_44,P_CA_45_49,P_CA_50_over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_19,P_Sal_20_29,P_Sal_30_34,P_Sal_35_39,P_Sal_40_44,P_Sal_45_49,P_Sal_50_over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_19,P_MOD_20_29,P_MOD_30_34,P_MOD_35_39,P_MOD_40_44,P_MOD_45_49,P_MOD_50_over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_19,P_Lab_20_29,P_Lab_30_34,P_Lab_35_39,P_Lab_40_44,P_Lab_45_49,P_Lab_50_over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_24,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
UCL221025,3,0,6,4,0,5,6,12,0,35,3,3,0,0,8,14,0,3,0,40,0,4,5,0,4,13,0,4,0,26,3,7,6,5,6,6,0,0,0,36,0,8,10,5,4,0,0,0,0,27,0,3,0,0,3,5,0,0,0,12,0,0,0,0,0,12,0,10,0,26,0,6,6,5,5,12,4,0,3,42,5,0,0,4,0,3,0,0,3,20,14,27,30,22,26,73,16,32,7,257
UCL221026,0,3,0,3,10,6,3,4,0,31,0,0,9,4,3,0,0,0,0,22,5,3,3,0,16,10,4,0,0,46,9,12,7,9,0,5,0,3,0,44,4,7,4,0,5,6,0,0,0,20,4,6,5,3,3,5,0,0,0,29,0,0,4,0,0,4,0,7,0,16,8,10,0,3,4,0,0,0,0,39,0,3,0,0,0,0,0,0,0,7,29,51,35,22,54,35,7,23,7,257
UCL221027,0,3,7,3,5,4,0,10,0,39,0,8,0,4,6,4,3,0,0,31,6,3,3,5,3,8,0,3,3,38,0,6,3,3,5,0,0,5,0,31,0,4,3,0,8,8,0,0,0,24,0,3,3,0,4,9,0,3,0,20,0,0,0,0,4,3,0,18,0,31,4,6,9,0,4,3,3,3,0,32,0,0,0,0,0,0,0,0,5,4,15,35,24,22,44,42,9,42,9,243
UCL221028,7,14,11,10,7,18,5,17,0,83,9,22,20,8,10,19,7,13,0,98,0,0,3,3,5,6,5,4,3,30,3,5,3,0,0,0,0,5,0,23,0,12,3,7,0,3,0,0,0,22,3,15,7,0,0,0,0,0,0,29,0,0,0,0,3,0,0,0,0,7,0,8,4,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,6,24,72,55,29,20,48,17,36,6,316
UCL221029,8,0,0,0,6,13,3,8,0,33,5,9,4,12,12,12,4,0,0,49,5,5,0,5,11,18,8,12,3,69,6,12,11,5,8,3,0,3,0,48,0,8,8,4,9,8,0,3,0,36,3,11,3,5,0,0,0,0,0,28,0,0,0,0,3,13,8,12,0,45,5,4,6,5,9,11,3,3,4,47,0,5,0,0,0,0,0,0,4,8,20,54,41,27,62,75,28,43,12,364
UCL221030,0,0,0,0,5,9,0,0,0,22,0,3,9,0,3,5,5,0,0,28,0,0,7,0,9,4,0,5,0,15,3,4,0,5,0,5,0,0,0,19,0,4,3,0,7,0,0,0,0,14,0,3,6,5,0,3,0,3,0,24,0,0,0,0,3,0,0,0,0,12,0,0,3,0,4,3,0,0,0,19,0,0,0,0,0,0,0,0,8,6,6,17,28,16,26,33,10,10,9,151
UCL221031,0,8,3,3,6,14,4,7,0,47,7,3,7,12,8,11,0,0,0,52,6,7,4,5,17,15,3,9,0,62,3,4,0,3,0,7,3,6,4,31,0,4,3,3,7,6,0,3,0,34,0,7,0,0,0,0,0,0,0,18,0,3,0,0,6,9,0,4,0,24,0,9,0,0,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,7,24,45,33,26,52,65,21,32,7,296
UCL221032,0,3,3,0,6,3,6,3,0,25,0,9,7,7,7,7,4,4,3,51,3,0,5,8,5,13,0,0,0,34,0,8,4,6,10,4,0,0,0,33,0,6,0,0,3,3,0,0,0,24,0,4,8,4,0,0,0,0,0,17,0,0,0,0,6,0,0,9,5,20,0,10,3,0,0,8,4,0,0,29,0,0,0,0,0,0,0,0,0,3,7,44,32,25,39,49,15,19,8,238
UCL221033,3,0,4,6,6,10,4,10,0,33,3,6,4,0,4,7,0,3,0,32,0,5,3,6,4,5,4,0,0,19,0,0,12,6,4,3,0,0,0,25,0,0,3,4,0,4,0,0,0,14,0,0,0,0,0,4,0,0,0,12,3,0,0,6,0,9,0,11,0,23,4,10,8,0,5,10,4,0,0,34,0,0,0,0,0,0,0,0,0,3,17,27,31,26,19,45,12,23,6,197
UCL221034,0,0,0,6,0,11,3,16,3,43,5,14,6,3,5,9,0,9,0,55,4,6,3,0,23,23,10,10,0,76,6,15,7,0,9,8,0,0,3,55,4,11,16,13,16,12,4,7,0,82,4,14,12,4,0,8,4,6,0,47,0,3,4,7,14,18,4,12,0,56,4,10,0,0,6,5,0,0,3,32,0,0,0,0,4,0,0,0,0,12,29,73,49,36,77,93,28,66,13,465
UCL221035,0,0,0,0,4,4,0,8,0,18,0,3,7,3,0,0,0,3,0,19,0,6,5,7,8,7,0,0,0,33,0,5,12,6,7,0,0,0,0,33,3,4,0,3,10,6,3,0,0,27,3,4,0,3,4,3,0,0,0,20,0,0,0,0,3,7,3,7,0,27,3,9,6,3,10,12,3,8,0,52,0,0,0,0,0,0,0,0,3,3,12,35,33,28,34,42,12,34,4,229
UCL221036,3,6,0,0,5,20,5,11,0,57,8,5,9,14,14,20,8,6,0,88,3,0,0,3,11,22,5,4,3,64,5,12,10,0,3,3,0,0,0,37,3,8,4,5,4,7,0,5,0,44,3,18,3,3,0,3,0,0,0,36,0,0,0,0,3,5,4,4,0,20,4,14,14,6,9,3,0,0,0,46,0,0,0,0,0,0,0,0,7,7,30,65,43,31,62,87,24,38,11,384
UCL221037,5,5,4,6,4,8,0,27,0,65,6,7,4,7,3,16,0,7,0,48,0,0,0,4,15,10,0,5,0,27,8,7,9,0,6,5,6,0,0,36,0,7,7,4,3,4,0,4,0,33,0,4,7,0,5,9,0,3,0,28,0,4,3,0,3,10,5,9,0,26,0,12,0,6,7,11,5,6,0,34,0,0,0,0,0,0,0,0,0,3,18,45,26,20,41,73,10,59,8,300
UCL221038,0,4,0,4,16,11,3,6,0,43,3,10,8,4,3,13,5,11,0,57,3,5,4,6,22,34,7,23,3,109,7,11,3,0,10,9,4,6,0,60,3,15,8,4,11,11,5,0,0,59,0,12,5,0,0,3,4,3,0,29,0,0,0,0,4,8,4,0,0,27,4,13,6,4,7,6,0,4,0,43,0,0,0,0,4,0,0,0,0,5,28,61,38,26,79,101,29,62,8,430
UCL221039,0,0,0,10,11,16,7,9,0,61,4,3,7,8,10,9,0,8,0,56,0,4,4,4,14,15,0,7,4,51,3,10,11,10,8,7,0,4,0,57,0,14,7,3,11,3,0,0,0,37,0,6,6,0,6,7,0,0,0,25,0,4,4,0,3,4,0,8,0,24,0,8,6,3,6,5,3,0,4,40,0,0,0,0,0,0,0,0,4,4,19,59,38,42,70,57,17,45,9,358
UCL221040,4,0,0,0,5,9,3,13,0,41,0,12,8,0,8,6,0,8,0,44,0,10,10,3,9,14,8,4,0,52,0,10,8,8,9,9,0,4,0,44,0,4,3,0,8,3,0,0,0,27,4,11,0,4,5,4,0,0,0,26,0,7,0,0,0,0,0,3,0,11,0,8,4,0,0,12,0,0,3,33,0,0,0,3,0,0,0,0,4,12,16,58,34,22,48,60,10,40,8,291
UCL221041,0,0,4,0,6,10,0,6,0,26,12,4,12,10,8,4,0,4,0,44,3,9,6,7,17,25,8,16,0,75,0,3,17,10,3,5,0,3,0,47,5,0,0,3,10,3,0,0,0,34,0,11,8,3,0,0,0,0,0,23,0,0,0,3,11,7,3,3,0,36,0,9,3,0,5,12,0,3,0,35,0,0,0,0,0,0,0,0,0,7,26,40,47,30,64,67,9,37,5,323
UCL221042,0,0,3,3,7,5,0,5,0,29,6,3,3,0,5,11,5,0,0,35,0,3,0,3,10,14,4,8,0,45,0,0,4,7,0,5,0,0,0,21,0,3,5,5,3,3,0,0,0,21,0,7,7,3,0,3,0,0,0,18,5,0,0,3,7,4,0,10,0,25,11,4,13,4,24,9,3,0,0,60,0,3,0,0,0,0,0,0,0,9,17,28,38,28,61,51,12,20,5,255
UCL221043,3,6,0,0,0,8,4,7,0,35,0,12,4,0,5,3,0,5,0,25,3,7,6,4,7,9,0,4,3,42,5,17,5,0,0,3,7,3,0,43,0,9,0,3,5,3,0,0,0,23,0,3,8,3,3,0,0,0,0,22,3,0,7,0,4,0,0,3,0,15,3,11,7,5,3,0,0,0,0,23,0,0,0,0,6,0,0,0,0,0,18,61,34,23,28,34,9,29,4,231
UCL221044,6,3,11,4,6,12,6,20,4,81,12,8,12,7,9,8,4,8,0,66,3,14,3,7,9,14,7,6,0,66,3,17,5,3,3,7,0,0,0,50,3,9,12,4,3,8,0,3,0,42,0,9,8,3,0,7,0,0,0,26,3,5,0,0,0,0,0,0,0,12,4,29,22,3,10,5,0,0,3,82,0,0,0,0,0,0,0,0,0,3,37,104,75,33,44,67,23,44,8,424
UCL221045,4,3,4,3,8,10,0,6,0,49,3,28,15,17,20,22,7,11,3,120,4,9,4,0,7,14,6,4,0,46,8,6,6,10,9,3,0,0,0,39,0,4,8,5,5,4,0,3,0,31,0,6,0,4,7,7,0,4,0,24,0,8,0,0,6,0,0,3,0,18,0,13,3,7,5,6,0,3,0,31,0,0,0,0,0,0,0,0,0,4,18,77,38,44,61,74,17,35,5,367
UCL221046,5,5,3,3,23,16,5,19,6,78,6,6,10,8,31,26,11,9,0,111,9,4,11,0,25,39,19,14,0,130,8,14,21,9,26,22,0,7,3,115,5,7,32,12,23,16,4,8,0,104,8,25,14,4,18,15,4,0,0,79,4,0,0,0,19,10,3,14,0,55,5,25,3,6,25,24,6,9,0,100,0,0,0,0,0,0,0,3,4,6,44,87,97,48,176,163,58,88,20,780
UCL221047,0,0,4,0,10,10,8,16,0,44,9,8,6,10,9,9,3,7,0,60,3,10,4,4,18,30,6,7,3,88,3,7,8,12,3,6,0,0,0,46,0,13,12,3,10,9,6,0,0,48,3,4,7,3,3,3,0,0,0,28,0,0,0,0,3,5,5,3,0,20,5,11,4,0,0,10,0,5,0,33,0,0,0,0,0,0,0,0,0,4,27,56,48,31,57,81,24,36,3,367
UCL221048,3,6,0,0,0,7,3,6,0,33,4,5,4,6,0,3,3,6,0,31,0,0,0,6,11,14,4,7,5,43,3,4,6,0,0,5,0,0,0,25,0,11,4,3,6,5,0,0,0,24,0,3,6,0,0,9,0,0,0,16,0,0,0,0,0,6,5,6,0,18,4,13,7,7,6,4,4,4,0,43,4,0,0,0,0,0,0,0,0,3,22,48,28,24,30,52,13,30,8,241
UCL221049,0,5,3,3,9,14,3,15,0,60,5,12,12,11,15,17,10,3,0,93,3,3,8,4,10,20,0,17,0,74,8,12,8,9,6,8,0,3,0,45,0,8,9,0,14,10,0,3,0,45,5,13,6,6,7,0,0,0,0,35,0,0,0,0,0,7,0,0,0,10,0,15,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,25,61,49,38,65,77,20,43,6,389
UCL221050,0,0,3,0,11,12,0,8,0,35,0,6,5,4,16,7,0,3,0,44,0,5,5,6,9,17,0,9,0,46,6,5,11,3,10,8,5,0,4,48,3,3,6,3,6,9,0,0,0,29,0,11,9,0,4,5,0,0,0,22,0,0,4,0,3,8,3,0,0,22,5,7,7,3,4,5,0,0,0,33,0,0,0,0,0,0,0,0,0,9,18,42,47,19,65,70,9,24,4,297
UCL221051,0,3,0,3,4,13,0,11,0,41,3,10,4,7,10,12,3,0,0,47,0,0,4,0,5,12,0,5,0,29,5,11,3,10,8,0,0,0,0,37,0,6,7,6,4,0,0,0,0,35,0,5,3,0,4,3,0,0,0,21,0,0,0,0,9,12,4,11,0,38,0,15,3,0,6,12,0,0,0,47,0,0,0,0,0,0,0,0,4,4,6,55,29,28,56,65,12,32,8,290
UCL221052,0,4,4,0,3,10,4,9,0,36,0,0,5,6,6,3,0,3,0,28,0,5,3,0,16,19,4,10,0,54,0,9,4,3,7,0,0,0,0,28,0,4,8,3,10,4,0,5,0,36,0,9,5,0,4,4,6,4,0,28,0,0,3,0,0,4,0,9,0,29,0,13,3,0,0,8,5,0,0,29,0,0,0,0,0,0,0,0,3,10,7,42,45,23,55,53,18,31,8,274
UCL221053,0,0,0,3,5,3,6,5,0,22,4,8,4,0,9,8,0,3,4,44,0,0,4,5,12,12,4,0,0,38,0,10,3,0,8,6,0,3,0,34,0,8,0,4,8,3,0,0,0,23,5,3,0,4,4,0,0,0,0,19,0,0,4,0,3,0,0,0,0,13,0,4,8,6,3,4,0,6,0,34,0,0,0,0,0,0,0,0,0,6,11,39,24,24,54,29,13,21,5,233
UCL221054,5,4,7,7,0,10,5,9,0,40,6,7,10,7,10,10,0,7,0,60,0,7,5,0,7,14,0,8,0,42,0,8,10,9,9,7,0,0,3,33,0,9,10,3,6,4,0,0,0,22,0,3,4,3,9,3,0,0,0,27,0,0,4,0,0,4,4,10,4,20,3,11,3,4,5,3,3,0,0,35,0,0,0,0,0,0,0,0,0,5,14,47,42,38,35,49,12,33,6,278
UCL221055,3,0,4,0,8,17,10,25,0,62,8,6,4,10,23,8,9,10,3,87,0,0,0,0,11,11,6,10,7,52,4,3,4,0,8,5,0,0,0,29,0,3,7,8,15,5,4,0,4,50,3,10,4,0,3,8,0,4,0,30,0,0,0,0,0,6,0,8,0,9,0,8,0,0,3,6,0,4,0,24,0,0,0,0,0,0,0,0,0,4,25,35,31,24,61,65,29,61,16,351
UCL221056,0,0,0,0,4,7,0,3,0,17,0,0,4,4,4,0,0,0,0,13,5,0,0,0,9,9,0,3,5,21,0,3,6,0,6,0,0,0,0,18,0,0,0,0,3,0,0,0,0,8,0,6,3,0,0,0,0,0,0,19,0,0,5,0,0,5,0,5,0,19,0,7,5,4,9,7,6,4,4,40,0,0,0,0,0,0,0,0,6,3,7,26,15,14,30,26,6,18,11,153
UCL221057,3,3,0,0,13,9,0,14,0,38,0,0,0,3,9,6,5,4,0,31,9,5,5,5,11,28,3,14,5,80,7,13,5,11,9,0,0,0,0,43,0,4,0,8,13,8,4,4,0,39,4,3,10,3,8,8,0,0,0,33,4,0,7,0,4,5,0,10,3,33,4,12,0,5,15,8,0,4,4,47,0,0,3,0,0,4,0,0,3,15,31,38,36,32,79,70,18,51,18,365
UCL221058,0,6,0,0,7,5,4,9,0,30,3,4,13,5,15,6,7,8,0,56,0,0,0,3,10,15,8,8,0,47,6,7,5,3,3,4,3,3,0,33,0,3,4,3,3,0,5,0,0,21,0,10,5,0,4,0,0,0,0,12,0,0,0,4,0,0,0,8,0,6,10,10,3,3,5,0,0,3,0,31,6,0,0,0,0,0,0,0,0,6,13,37,31,24,54,33,25,32,3,248
UCL221059,3,5,9,5,9,8,8,24,0,71,3,8,8,14,15,10,0,7,0,60,7,9,3,9,9,16,4,5,3,61,11,7,9,3,3,9,3,5,0,50,4,5,6,11,10,7,0,0,0,48,3,12,9,6,9,3,0,0,0,41,4,0,0,0,0,0,4,8,0,21,3,23,7,3,0,9,3,4,0,54,0,0,0,0,0,0,0,0,3,0,28,64,53,48,56,66,19,52,8,405
UCL221060,0,0,7,0,0,0,0,6,0,16,9,5,4,3,3,8,0,0,0,33,0,6,0,0,4,7,0,0,0,24,0,8,10,3,3,0,0,0,0,32,4,0,6,8,6,0,0,0,0,25,0,5,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,4,0,5,5,4,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,3,14,34,30,17,21,28,3,19,0,161
UCL221061,4,3,3,7,8,16,6,9,0,59,0,14,6,3,9,6,0,4,0,44,10,11,7,0,9,12,0,5,4,54,0,10,4,3,3,9,0,0,0,30,4,7,3,9,7,7,0,0,0,33,3,4,10,8,5,5,0,0,0,41,0,0,0,0,6,0,0,0,0,3,4,9,3,4,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,27,54,33,34,42,55,8,17,4,287
UCL221062,0,3,5,0,12,4,4,11,3,41,0,6,10,0,10,6,0,3,0,33,0,3,0,3,10,6,0,4,0,33,6,6,10,8,5,0,0,0,4,38,5,11,8,0,9,4,0,3,0,31,0,12,6,4,3,0,0,0,0,25,0,0,5,3,0,9,0,12,4,28,6,9,3,6,6,15,0,3,0,66,3,0,0,0,0,0,0,5,4,10,12,54,42,27,52,52,5,38,12,301
UCL221063,0,0,3,3,3,13,5,17,0,38,0,0,0,3,6,8,0,7,0,32,0,4,0,0,11,0,0,4,0,28,0,8,0,4,0,0,0,0,0,17,0,3,3,0,5,0,0,0,0,25,0,9,0,3,3,0,0,0,0,18,0,0,0,0,3,7,0,4,0,21,0,11,5,7,6,5,0,0,0,35,0,0,0,0,0,0,0,0,6,4,9,31,21,17,28,40,11,39,7,209
UCL221064,0,0,4,0,7,10,0,12,0,47,0,4,5,4,12,6,0,4,0,37,3,5,9,7,26,36,7,12,3,103,7,12,11,9,9,11,0,0,0,57,3,5,6,3,9,4,0,0,0,39,4,7,3,7,0,7,0,0,0,23,3,5,0,0,6,5,0,3,0,25,3,12,5,0,4,11,4,5,0,34,0,0,0,0,3,0,0,0,0,3,21,47,45,26,70,93,23,33,5,372
UCL221065,0,7,8,3,7,10,7,7,0,50,8,15,14,6,3,12,5,5,0,66,0,5,12,5,10,15,0,5,0,41,0,3,0,0,0,3,0,0,0,8,0,6,3,0,5,0,0,0,0,21,5,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,14,46,38,19,21,40,12,22,4,206
UCL221066,0,0,0,0,9,9,9,4,0,26,7,5,5,10,7,8,0,0,0,37,0,8,10,0,20,26,6,9,0,72,0,10,4,3,9,0,0,0,0,40,0,7,13,0,16,3,3,5,0,38,4,8,11,4,7,0,0,0,0,28,0,0,4,0,8,5,7,7,0,26,0,5,4,3,7,3,0,0,5,36,0,0,0,0,0,0,0,0,0,3,10,37,44,20,82,52,19,34,6,320
UCL221067,0,0,0,0,5,9,0,0,0,21,0,0,0,5,5,3,0,0,0,10,0,3,4,3,5,11,5,7,0,35,3,10,5,13,0,3,0,4,0,33,0,5,6,0,3,0,0,0,0,18,3,7,9,3,3,3,3,0,0,29,5,0,0,0,6,14,8,5,0,27,3,14,3,3,3,20,6,9,0,72,0,0,0,0,0,3,0,0,0,3,20,41,29,22,35,58,22,23,6,255
UCL221068,0,0,0,0,9,11,0,6,3,27,0,3,5,4,6,11,0,0,0,36,4,0,6,3,6,12,0,7,0,36,6,8,7,5,5,3,0,0,0,35,3,6,0,0,6,0,0,0,0,20,3,8,0,0,4,0,4,0,0,22,0,4,0,0,0,4,0,4,0,11,3,9,5,3,0,3,0,0,0,31,0,0,0,0,3,0,0,0,5,11,24,38,26,23,42,43,9,12,15,220
UCL221069,3,0,9,8,10,9,3,9,0,46,3,9,16,13,14,21,10,20,0,106,3,6,9,3,14,26,3,8,4,89,15,18,7,7,0,11,0,4,0,64,0,15,4,4,3,3,0,0,0,41,0,9,8,4,6,0,0,3,0,34,0,0,0,0,0,8,0,0,0,11,12,15,8,8,3,5,0,0,0,50,0,3,0,0,0,6,0,0,0,8,50,78,60,43,62,85,21,48,3,447
UCL221070,0,5,5,0,8,10,4,5,0,39,5,5,3,0,8,9,6,4,0,48,4,6,4,6,10,16,3,9,0,66,3,10,7,6,4,7,0,0,0,47,6,9,7,7,13,5,0,0,0,44,4,7,5,5,4,4,0,0,0,28,8,0,8,0,7,13,5,7,0,45,3,12,3,3,20,12,3,0,0,64,0,0,0,0,0,0,0,0,4,13,32,55,36,38,81,85,23,29,9,389
UCL221071,0,4,6,7,4,8,0,12,0,39,0,4,9,6,6,3,7,0,0,38,9,4,5,3,6,15,4,12,0,61,0,15,7,3,7,0,4,0,0,31,5,7,0,7,6,3,0,0,0,31,0,11,0,0,9,7,0,0,3,35,0,5,7,9,0,8,0,3,0,44,0,24,9,0,8,10,7,7,0,70,0,0,0,0,0,0,0,0,0,8,20,78,46,33,41,60,22,48,7,354
UCL221072,5,0,4,0,3,5,0,0,3,14,4,5,9,0,11,3,5,3,0,32,0,4,0,0,12,17,7,8,6,56,5,0,5,3,9,6,0,0,0,22,5,10,5,0,5,3,0,4,0,27,0,8,5,3,0,3,0,0,0,26,0,0,0,0,0,4,3,6,0,21,3,4,0,0,9,5,0,5,0,27,0,0,0,0,0,0,0,0,0,0,14,27,21,15,50,45,19,25,9,224
UCL221073,0,0,0,4,3,3,0,9,0,22,0,7,9,10,12,13,3,3,0,59,5,10,8,10,5,21,7,8,0,62,6,13,9,9,0,9,0,4,0,45,0,5,6,0,9,3,0,0,0,37,0,13,0,0,3,0,0,0,0,22,0,6,0,0,4,4,0,0,0,20,0,6,0,0,5,6,0,0,0,22,0,0,0,0,0,0,0,0,0,0,14,65,29,32,43,55,20,22,3,277
UCL221074,4,12,3,9,3,18,5,13,0,59,8,14,12,12,14,17,6,16,0,105,5,5,5,0,6,13,3,9,0,38,3,8,0,3,6,4,0,4,0,34,0,5,5,11,10,3,0,0,0,37,0,3,0,0,3,0,0,0,0,18,0,0,0,0,0,3,4,0,0,13,0,9,7,0,9,3,0,0,0,28,5,0,0,0,0,0,0,0,0,8,25,57,43,35,63,58,12,44,5,337
UCL221075,5,5,8,4,13,12,5,17,0,63,8,20,13,10,8,12,0,5,0,74,7,10,4,0,7,15,0,8,3,54,8,12,7,6,0,0,0,0,3,39,5,6,8,6,4,5,0,0,0,36,5,12,7,0,6,0,0,0,0,32,3,0,0,0,0,0,0,0,0,5,0,10,3,3,5,3,0,0,0,24,0,0,0,0,0,0,0,6,0,6,33,73,48,26,49,54,8,29,8,341
UCL221076,3,4,0,5,4,12,7,8,0,46,0,16,12,8,10,16,9,18,0,85,3,13,3,12,7,16,4,0,0,61,4,16,8,0,3,0,0,3,0,46,8,5,5,4,4,9,0,0,0,28,0,9,0,4,6,3,0,0,0,26,0,5,0,0,0,0,0,0,0,8,3,17,4,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,20,81,41,27,40,47,20,33,4,317
UCL221077,0,6,0,5,8,7,0,9,0,36,0,9,3,10,12,3,0,8,0,36,3,3,7,4,4,6,0,0,3,34,0,16,3,4,7,4,0,0,0,34,3,8,5,3,8,5,0,5,0,26,0,3,6,0,0,0,0,0,0,19,0,6,4,0,0,5,0,5,0,20,0,4,4,4,5,7,0,0,0,34,0,0,0,0,0,0,0,0,0,7,10,53,25,27,41,43,6,28,6,246
UCL221078,0,4,0,0,5,14,0,10,0,36,0,9,5,0,8,9,0,0,0,31,0,3,5,0,12,14,5,14,0,59,6,9,8,4,7,0,0,0,0,33,0,5,5,7,16,6,0,0,0,38,0,3,0,7,9,0,0,0,0,25,0,3,5,6,8,11,0,0,0,33,0,3,6,5,11,4,4,4,0,38,0,0,0,0,0,0,0,0,3,9,12,36,38,25,70,60,13,35,4,293
UCL221079,0,0,3,0,0,4,0,11,0,27,0,3,0,3,5,4,0,6,0,26,0,0,3,5,3,4,0,6,0,20,5,9,3,3,3,0,0,3,0,28,0,10,3,0,10,6,0,3,0,30,0,7,0,0,6,0,3,0,0,21,0,3,0,0,3,4,0,4,0,20,0,3,0,3,4,3,0,3,0,30,0,0,0,0,0,0,0,0,5,5,18,54,12,14,27,32,8,28,9,198
UCL221080,3,4,3,0,10,8,0,10,0,32,3,0,6,7,11,8,5,9,0,46,3,3,0,4,11,5,3,5,0,46,5,4,6,0,0,0,0,0,0,20,0,8,3,5,16,4,0,6,0,43,0,7,0,0,0,0,0,0,0,16,0,0,3,0,3,3,8,4,0,29,0,6,8,5,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,20,40,28,25,52,37,25,34,0,253
UCL221081,0,0,3,0,4,5,0,19,0,40,4,9,0,5,5,5,4,6,0,34,0,6,6,3,0,4,0,3,0,26,0,4,4,0,0,0,0,0,0,19,0,6,3,3,3,4,0,0,0,27,0,0,0,0,3,3,0,0,0,13,0,0,3,0,0,3,0,5,0,15,4,9,3,3,5,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,11,28,28,17,25,31,9,44,3,199
UCL221082,0,0,8,6,25,14,6,19,0,74,7,10,18,12,35,20,3,6,4,118,4,6,0,5,14,7,9,6,0,56,3,17,3,7,9,14,0,3,0,55,4,10,16,3,19,14,0,8,6,78,0,7,0,4,5,10,0,4,0,38,0,0,4,0,11,13,0,0,5,36,0,3,8,0,7,6,0,5,0,41,0,0,0,0,5,0,0,3,9,16,26,47,54,32,138,110,22,60,22,510
UCL221083,4,6,9,5,15,20,3,27,0,80,3,25,24,26,28,25,11,14,0,166,3,6,9,10,6,17,6,5,0,55,10,12,3,4,9,7,0,3,0,45,5,6,6,4,7,11,4,0,0,48,4,11,11,0,3,4,0,0,0,31,0,5,6,0,0,5,5,0,0,18,0,14,4,0,0,9,0,0,0,36,0,0,0,0,0,0,0,0,0,3,35,87,69,45,68,94,31,61,4,482
UCL221084,0,0,0,4,10,16,3,9,0,37,4,5,7,9,23,8,0,6,0,61,9,6,0,0,17,19,4,18,0,73,14,12,12,8,5,11,3,0,0,65,4,7,8,4,17,8,5,4,0,49,3,4,0,4,3,4,0,0,0,23,0,0,0,0,10,13,3,12,0,35,0,13,4,3,0,10,4,0,0,44,0,0,0,0,0,0,0,0,0,6,35,47,38,28,92,81,15,56,4,399
UCL222001,0,0,0,4,4,5,0,9,0,25,0,4,5,5,14,7,6,9,0,36,0,0,0,0,3,7,0,8,0,27,0,0,0,4,0,7,0,3,0,13,0,3,4,4,0,4,0,0,0,14,3,5,3,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,8,0,0,0,0,0,5,0,0,0,8,10,17,13,11,29,33,11,31,0,153
UCL222002,3,0,3,0,4,11,0,12,0,39,6,4,15,4,5,5,7,10,3,60,3,0,7,4,4,6,4,5,0,35,3,8,8,3,0,0,0,0,0,17,0,9,8,3,4,0,0,3,0,25,0,7,3,0,3,4,0,0,0,13,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,3,0,0,0,11,6,0,0,0,0,0,0,0,0,4,27,30,40,12,20,40,20,28,6,218
UCL222003,0,4,0,4,0,0,3,7,0,16,6,0,0,0,11,7,0,0,0,29,0,6,0,3,4,5,4,7,0,28,5,5,0,0,7,3,0,0,0,28,0,0,0,5,4,3,0,0,0,14,5,0,0,0,0,0,0,7,0,16,0,0,0,0,4,5,0,0,0,17,0,0,3,3,3,0,0,0,0,16,0,0,4,0,0,0,0,0,0,5,16,17,18,17,26,33,14,20,4,163
