UCL_CODE_2021,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
UCL215020,0,0,0,0,10,3,11,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,3,0,3,0,0,0,0,12,0,12,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,3,0,5,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,3,12,0,4,6,0,0,0,10,0,0,13,4,3,0,22,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,3,0,6,3,4,20,14,76,4,125,0,0,0,0,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,3,5,5,0,14,0,0,0,3
UCL215021,0,0,0,3,5,0,8,0,0,0,0,0,0,0,0,0,0,0,20,0,18,0,0,0,0,0,0,0,0,0,0,4,19,0,20,0,0,0,3,10,0,10,0,0,0,0,3,0,9,0,0,0,0,4,0,6,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,5,0,5,0,0,3,6,8,0,19,0,0,0,0,0,0,10,0,3,3,6,4,0,14,0,0,0,0,0,0,5,0,0,0,0,7,0,7,0,0,0,0,10,0,12,5,4,13,20,113,6,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,10,0,18,0,0,0,0
UCL215022,0,0,0,0,3,0,5,0,0,0,0,12,0,15,0,0,6,10,34,0,57,0,0,7,6,34,0,44,0,0,4,9,86,4,99,0,0,0,0,13,0,15,3,0,9,10,25,0,42,0,0,0,5,18,0,15,0,0,0,0,11,0,19,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,0,8,4,5,0,21,0,0,0,0,9,0,5,0,5,0,6,14,0,33,12,4,21,3,10,0,52,3,0,5,12,19,6,46,0,0,0,0,0,0,3,0,0,0,4,30,0,33,0,0,0,0,20,0,24,29,13,76,75,349,10,553,0,0,0,4,6,0,8,0,0,0,0,0,0,4,0,0,0,3,8,0,8,0,0,0,0,6,0,9,0,0,0,5,5,0,14,0,0,0,0,5,0,5,0,0,7,10,28,0,41,0,0,6,4
UCL215023,0,0,0,0,21,0,23,0,0,0,0,0,0,0,0,0,6,4,37,0,47,0,0,0,0,0,0,0,0,0,0,4,29,4,35,0,0,0,0,7,0,5,0,0,0,0,6,0,6,0,0,0,0,3,0,3,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,0,0,0,6,0,4,0,0,4,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,4,0,3,0,8,0,4,13,13,140,8,171,0,0,0,3,4,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0
UCL215024,0,0,5,0,15,0,19,0,0,0,0,6,0,6,0,0,5,3,14,0,25,0,0,0,0,12,0,17,0,0,4,0,32,3,41,0,0,0,0,3,0,4,0,0,0,0,13,3,18,0,0,0,0,4,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,3,6,6,3,21,0,0,0,0,0,0,4,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,10,3,11,6,8,21,17,123,13,195,0,0,6,3,3,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,0,0,5,0,0,0,0,3,0,3,0,0,0,3,12,3,18,0,0,0,0
UCL215025,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,0,0,6,12,0,17,0,0,0,0,6,0,5,0,0,0,3,31,0,38,0,0,0,0,0,0,3,0,0,6,3,8,4,16,0,0,0,0,5,0,4,0,0,0,0,4,0,5,0,0,0,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,6,0,7,0,0,0,3,3,0,4,0,0,0,0,0,0,4,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,3,3,7,0,0,11,22,98,8,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,7,0,6,0,0,0,0,7,0,14,0,0,3,0
UCL215026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,30,5,38,0,0,0,0,3,0,7,0,0,0,4,0,0,10,0,0,0,0,4,0,4,0,0,0,4,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,8,0,0,4,7,3,0,12,0,3,0,0,0,3,8,0,0,0,0,3,0,3,0,0,0,0,10,0,10,0,0,0,0,10,0,10,4,4,6,11,93,8,137,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,3,0,0,4,4,7,0,15,0,0,0,0
UCL215027,0,0,4,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,16,0,16,0,0,0,0,14,0,18,0,0,0,0,3,0,4,0,0,0,4,3,0,11,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,8,0,4,11,0,0,0,16,0,0,10,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,17,0,21,0,0,0,0,4,0,4,7,9,26,26,87,7,154,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,3
UCL215028,0,0,0,4,17,0,20,0,0,0,0,4,0,3,0,0,9,5,23,0,41,0,0,0,0,4,0,3,0,0,0,11,60,0,75,0,0,0,0,3,0,3,0,0,0,9,13,0,17,0,0,0,8,7,0,20,0,0,0,4,7,0,16,0,0,4,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,10,4,3,0,22,0,0,0,0,3,0,7,3,0,7,0,5,0,24,6,9,5,0,8,0,22,8,3,11,0,6,0,26,0,0,4,0,3,0,14,0,0,0,0,26,0,34,0,0,0,0,19,0,15,27,15,46,52,218,7,369,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,3,0,4,0,0,7,8,13,0,34,0,0,0,4
UCL215029,0,0,8,3,0,0,9,0,0,0,0,0,0,5,0,0,5,0,13,3,26,0,0,0,0,0,0,0,4,0,3,10,54,0,70,0,0,0,4,4,0,11,0,0,6,5,9,0,25,9,0,30,25,34,4,105,0,0,11,0,12,0,22,5,0,3,0,0,0,9,0,0,3,3,0,0,11,0,0,0,3,0,0,6,13,8,29,9,4,0,59,0,0,10,5,7,0,22,8,3,18,5,7,0,42,12,0,7,9,0,0,29,11,6,20,12,7,3,57,0,0,3,4,4,0,15,3,0,4,0,16,0,24,0,0,6,5,5,7,22,74,21,164,105,193,15,572,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,9,0,5,0,14,0,0,0,0,0,0,4,0,0,0,3,0,0,10,0,0,4,0,0,0,11,0,0,13,13,17,3,47,7,0,34,27
UCL215030,0,0,0,4,11,0,13,0,0,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,6,0,6,0,0,0,0,20,0,26,0,0,0,0,8,0,8,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,0,0,4,12,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,16,0,0,6,0,0,0,14,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,18,16,96,6,141,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,4
UCL215031,0,0,3,5,22,11,31,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,18,0,20,0,0,0,6,3,0,7,0,0,0,0,4,0,10,5,0,0,0,0,3,12,0,0,0,0,15,0,15,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,8,0,3,0,16,0,0,3,0,4,0,10,0,0,0,0,0,0,0,0,0,0,5,3,0,10,0,0,0,0,4,0,5,8,4,19,17,101,14,154,0,0,0,8,5,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,6,0,0,4,0,4,3,10,0,0,0,0
UCL215032,0,0,9,3,24,4,43,0,0,0,0,0,0,0,0,0,0,0,12,0,14,0,0,0,0,4,0,4,0,0,0,3,54,5,65,0,0,0,0,9,0,6,0,0,3,0,9,0,13,0,0,4,0,11,0,12,0,0,0,3,16,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,10,0,0,31,0,0,0,0,8,0,8,4,0,3,10,9,0,27,8,0,12,0,8,0,30,0,0,10,3,4,0,19,0,0,3,3,7,0,19,0,0,3,0,20,0,20,0,0,0,3,7,0,10,22,9,57,47,196,17,351,0,0,0,3,11,6,14,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,3,0,0,0,3,4,0,11,0,0,0,0,3,0,8,0,0,0,6,13,0,23,0,0,6,6
UCL215033,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,7,34,0,58,0,0,5,0,10,0,18,0,0,3,14,101,0,123,0,0,4,5,9,0,22,0,3,5,8,22,0,34,0,0,0,0,4,0,4,0,0,3,9,41,0,51,3,0,0,7,6,0,12,0,0,6,0,5,0,14,0,0,4,0,0,0,9,8,0,14,4,8,0,39,0,0,0,0,10,0,16,8,0,9,17,26,0,59,9,3,22,0,5,0,42,0,0,0,4,0,0,10,0,0,0,3,0,0,6,0,0,0,0,9,0,16,0,0,4,5,16,0,24,34,11,94,89,303,10,541,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,7,0,15,0,0,0,0,0,0,3,0,0,5,9,11,0,20,0,0,4,6,0,0,10,0,0,4,11,14,0,32,0,0,5,0
UCL215034,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,13,0,0,0,0,3,0,3,0,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,4,0,6,0,9,0,0,0,3,4,0,12,0,0,0,0,3,4,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,3,0,6,0,0,0,0,3,0,4,0,0,3,0,0,0,5,0,4,0,3,9,0,14,0,0,0,0,0,0,8,0,0,0,0,7,0,8,0,0,0,0,0,0,0,10,4,20,14,80,4,127,0,0,3,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,7,0,10,0,0,0,0
UCL215035,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,7,16,0,23,0,0,5,0,4,0,3,0,0,3,8,82,0,90,0,0,0,0,9,0,5,3,0,0,0,13,0,20,0,0,0,0,4,0,6,0,0,0,0,14,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,14,4,0,0,19,0,0,0,0,3,0,3,0,0,0,3,9,0,13,3,0,6,0,0,0,13,0,0,3,0,3,0,8,0,0,3,3,0,0,10,0,0,0,0,18,0,26,0,0,3,0,17,3,17,14,0,33,32,201,0,283,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,4,0,5,10,0,20,0,0,0,0,0,0,4,0,0,0,3,7,0,17,0,0,0,0
UCL215036,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,21,0,0,0,0,0,0,3,0,0,0,0,48,0,57,0,0,0,0,12,0,9,0,0,0,0,3,0,6,0,0,0,0,0,0,6,0,0,4,0,5,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,5,0,3,0,11,0,0,3,0,3,0,9,0,0,6,3,0,0,3,0,0,6,0,0,0,9,0,0,3,0,0,4,3,0,0,0,0,4,0,5,0,0,0,0,17,0,14,0,0,0,0,9,0,13,8,3,35,17,129,7,200,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,9,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0
UCL215037,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,23,0,19,0,0,0,0,5,0,4,0,0,0,4,39,0,41,0,0,0,0,9,0,9,0,0,0,4,10,0,10,0,0,0,0,3,0,4,0,0,0,0,13,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,0,0,0,0,3,0,4,0,0,0,0,5,0,3,5,0,0,0,4,0,10,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,3,0,7,0,14,3,5,17,20,133,3,185,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,3,0,5,0,0,0,5,7,0,16,0,0,5,5
UCL215038,0,0,0,0,8,0,15,3,0,3,0,9,0,15,0,0,0,6,14,3,19,0,0,0,0,3,0,3,0,0,0,0,29,0,33,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,7,0,13,0,0,0,0,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,4,0,0,0,0,4,0,5,0,0,0,3,3,0,16,0,0,0,5,0,0,3,0,0,3,0,4,0,15,0,0,0,0,0,0,5,0,0,0,0,13,0,17,0,0,0,0,4,3,8,10,0,22,19,121,7,190,0,0,0,0,0,0,3,0,0,5,0,0,0,8,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,19,4,0,0,0
UCL215039,0,0,0,0,10,0,12,0,0,0,0,8,0,8,0,0,0,0,20,0,21,0,0,0,0,13,0,12,0,0,6,0,27,0,30,0,0,0,0,4,0,4,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,0,0,3,0,0,0,6,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,16,0,14,0,0,0,0,8,0,8,3,0,12,17,106,4,144,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,5,0,0,0,6,5,0,9,0,0,0,0
UCL215040,0,0,4,0,20,0,26,0,0,0,0,0,0,0,0,0,0,0,15,0,13,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,3,0,3,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,4,0,8,0,0,11,5,103,8,127,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,18,0,0,0,0
UCL215041,0,0,4,9,21,0,32,0,0,0,0,0,0,0,0,0,3,10,47,0,58,0,0,4,4,11,0,17,0,0,0,6,57,4,63,0,0,4,0,9,0,12,0,0,6,3,19,0,32,0,0,3,0,7,0,5,0,0,0,0,13,0,15,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,4,4,8,0,0,6,9,9,0,21,0,0,0,0,6,0,7,0,0,12,11,14,3,41,4,3,21,0,3,0,25,3,0,12,5,4,6,34,0,0,0,0,4,0,4,0,0,0,0,13,0,21,0,0,0,4,12,0,14,14,5,66,64,264,20,430,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,3,11,0,16,0,0,6,0,0,0,7,0,0,0,0,7,0,6,0,0,0,0,0,0,4,0,0,0,9,17,7,33,0,0,0,4
UCL215042,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,13,0,15,0,0,0,0,4,0,4,0,0,4,0,65,0,76,0,0,0,0,0,0,4,0,0,0,5,5,0,6,0,0,0,0,0,0,5,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,6,6,0,10,0,0,0,3,5,0,8,3,0,3,0,0,0,8,0,0,0,3,4,0,8,0,0,3,3,0,0,4,0,0,0,0,14,4,15,0,0,0,0,10,0,8,10,9,24,30,149,9,220,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,3,5,0,9,0,0,0,0
UCL215043,0,0,0,4,13,0,19,0,0,0,0,0,0,0,3,0,0,9,57,7,75,0,0,0,0,15,0,17,0,0,0,6,143,0,150,0,0,0,3,16,0,15,0,0,4,3,19,0,22,0,0,0,0,5,0,9,0,0,0,3,27,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,5,4,9,0,20,0,0,0,0,5,0,7,0,0,0,7,10,3,23,4,0,8,6,0,0,15,0,0,10,3,7,0,14,0,0,0,0,4,0,3,0,0,4,0,35,0,40,0,0,8,3,25,3,33,8,0,33,44,393,19,500,0,0,4,3,8,0,9,0,0,0,0,0,0,0,0,0,0,6,16,0,21,0,0,0,0,0,0,0,0,0,4,5,11,0,21,0,0,0,3,6,0,12,0,0,5,11,19,0,36,0,0,0,3
UCL215044,4,0,5,0,8,0,10,0,0,0,0,0,0,0,0,0,6,0,30,0,36,0,0,0,0,3,0,3,0,0,3,0,41,0,50,0,0,0,0,7,0,8,0,0,6,0,22,0,22,0,0,0,0,5,0,4,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,6,0,0,5,0,0,0,8,0,0,0,0,3,0,8,0,0,12,6,0,0,24,4,0,3,0,3,0,16,3,0,0,0,9,0,18,0,0,0,0,0,0,7,0,0,0,0,18,0,25,0,0,3,0,3,0,11,16,3,46,22,179,14,279,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,13,0,30,0,0,5,4
UCL215045,0,0,0,0,14,0,20,0,0,0,0,5,0,5,0,0,6,3,52,0,73,0,0,0,0,0,0,4,0,0,0,11,104,0,116,0,0,0,0,15,0,18,0,0,3,0,18,0,25,0,0,3,3,6,0,14,0,0,0,4,31,0,32,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,7,0,8,0,0,7,3,5,0,25,0,0,0,0,6,0,10,0,0,5,12,7,0,19,0,5,12,3,3,0,31,4,0,14,4,11,0,28,0,0,0,0,5,0,8,0,0,3,0,30,0,33,0,0,3,3,10,5,22,12,13,63,58,332,16,492,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,0,7,0,14,0,0,0,0,0,0,0,0,0,0,3,8,0,13,0,0,6,6,4,0,7,0,0,7,9,25,6,50,0,0,0,7
UCL215046,0,0,0,6,7,0,13,0,0,0,0,0,0,0,0,0,0,3,23,0,22,0,0,0,0,0,0,6,0,0,0,9,66,0,80,4,0,0,0,0,0,7,0,0,3,5,7,0,18,0,0,0,0,4,0,4,0,0,0,3,16,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,5,0,13,0,0,3,0,3,0,3,0,3,7,0,10,0,21,3,0,8,4,6,0,20,0,0,5,4,7,0,13,0,0,3,0,0,0,6,0,0,0,0,22,0,21,0,0,0,0,9,0,4,11,12,44,35,170,6,281,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,5,0,6,0,12,0,0,0,0,3,0,4,0,0,6,0,11,0,13,0,0,8,5
