UCL_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
UCL221014,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,3,9,0,0,0,10,18,4,6,0,22,8,12,3,0,22,23,6,5,0,31,4,6,4,0,14,8,3,3,0,17,20,8,0,0,36,7,16,0,0,16,0,5,0,0,11,4,8,0,0,13,18,5,0,0,18,6,17,5,0,29,0,0,0,0,0,142,94,28,0,264
UCL221015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,4,0,0,0,0,0,4,0,0,0,8,6,0,0,0,6,4,0,0,0,5,4,3,0,0,8,4,0,0,0,11,3,6,0,0,13,13,8,0,0,23,9,3,0,0,17,5,5,0,0,11,8,6,0,0,12,15,6,0,0,25,3,0,0,0,5,0,0,0,0,0,91,49,9,0,149
UCL221016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,7,0,8,0,12,0,0,3,0,10,9,4,4,0,17,7,9,6,0,17,5,8,5,0,13,6,3,6,0,15,15,32,0,0,43,11,24,0,0,36,0,19,0,0,18,0,8,0,0,13,0,24,0,0,25,3,21,0,0,18,0,0,0,0,0,63,154,32,0,254
UCL221017,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,7,6,0,5,0,7,16,3,5,0,25,14,3,3,0,24,16,7,0,0,26,10,9,8,0,25,7,9,0,0,13,7,13,0,0,17,9,23,4,0,39,3,11,0,0,18,5,6,0,0,18,0,3,0,0,5,0,5,0,0,9,5,8,0,0,13,5,0,0,0,9,107,101,32,3,246
UCL221018,0,0,3,0,3,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,10,0,0,0,9,0,0,4,0,8,28,0,0,0,32,26,5,3,0,29,14,3,3,0,25,14,5,4,3,24,8,4,0,0,14,5,8,0,0,10,13,10,0,0,25,8,6,0,0,18,7,3,0,0,11,6,3,0,0,7,4,10,0,0,14,12,9,5,0,25,0,0,3,0,3,150,59,36,9,259
UCL221019,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,3,0,8,0,0,3,0,9,21,3,6,0,28,18,4,8,0,35,11,4,14,0,23,16,8,3,0,30,0,4,4,0,15,8,8,0,0,18,9,12,3,0,22,8,4,0,0,21,3,0,0,0,8,0,0,0,0,4,7,3,0,0,11,9,3,0,0,12,3,0,0,0,6,129,65,52,10,256
UCL221020,0,0,0,0,4,4,0,0,0,4,0,0,0,0,5,0,0,0,0,0,3,0,4,0,0,8,0,0,0,7,27,0,3,0,31,11,4,8,0,25,7,4,4,0,8,8,8,4,0,21,3,6,4,0,16,7,7,0,0,13,8,9,9,0,19,4,0,3,0,12,7,6,0,0,5,0,7,0,0,7,6,6,0,0,9,3,8,3,0,18,5,0,0,0,12,108,53,46,4,217
UCL221021,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,3,0,3,3,0,10,10,0,10,0,17,6,0,4,0,15,6,5,3,0,16,17,5,3,0,27,7,8,4,0,21,4,8,3,0,16,14,13,0,0,28,5,9,0,0,15,7,0,0,0,8,0,0,0,0,0,0,4,0,0,6,3,4,5,0,9,0,4,0,0,6,91,72,35,0,196
UCL221022,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,7,0,3,0,8,6,5,0,0,14,7,0,0,0,11,8,6,0,0,8,3,0,3,0,10,3,0,0,0,4,12,0,0,0,16,6,9,0,0,15,0,8,0,0,9,4,6,0,0,5,0,9,0,0,11,7,0,0,0,11,4,0,0,0,4,67,53,17,0,138
UCL221023,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,0,0,3,0,3,5,0,7,0,12,3,0,4,0,3,19,0,3,0,28,11,0,7,0,26,9,3,3,0,19,3,8,4,0,17,0,4,0,0,9,0,0,6,0,4,5,7,3,0,16,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,16,9,0,0,0,7,81,38,46,5,168
UCL221024,8,0,0,0,4,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,8,38,0,0,0,39,19,6,7,0,31,20,0,15,0,37,21,5,0,0,24,14,6,0,0,22,15,8,0,0,22,19,9,0,0,34,14,7,0,0,18,11,3,0,0,16,9,3,0,0,5,3,8,0,0,16,0,6,3,0,12,5,0,0,0,8,204,62,41,3,310
UCL221025,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,20,0,3,0,21,10,0,3,0,18,5,0,7,0,10,8,3,0,0,14,8,5,6,0,15,3,0,3,0,10,8,9,0,0,20,4,9,0,0,9,0,0,0,0,0,0,0,0,0,5,12,5,0,0,9,0,8,4,0,9,0,0,0,0,8,90,44,22,5,164
UCL221026,3,0,0,0,3,4,0,0,0,4,0,0,0,0,3,0,0,0,0,0,5,0,4,0,7,7,0,0,0,7,19,0,4,0,19,8,0,4,0,11,13,6,3,0,22,8,4,3,0,16,3,3,0,0,9,6,4,3,0,8,5,3,5,0,18,7,4,0,0,9,4,0,0,0,0,3,3,0,0,10,3,0,0,0,3,3,6,4,0,11,0,0,4,0,5,93,32,34,5,163
UCL221027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,13,0,0,9,0,10,20,0,8,0,26,7,10,5,0,23,4,4,3,0,10,16,5,6,0,25,6,6,0,0,9,4,7,0,0,15,8,7,5,0,18,6,5,0,0,9,4,0,0,0,5,3,3,0,0,3,0,6,0,0,8,4,4,4,0,6,0,0,0,0,8,98,54,42,0,190
UCL221028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,3,6,0,0,0,9,11,0,0,0,13,4,0,0,0,3,8,0,4,0,14,9,0,0,0,14,16,0,0,0,18,13,5,0,0,22,7,6,0,0,23,10,6,0,0,17,0,6,0,0,9,37,16,0,0,57,9,3,0,0,11,0,0,0,0,0,149,52,19,0,221
UCL221029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,0,0,4,12,0,0,0,7,6,3,6,0,13,6,4,0,0,8,11,0,0,0,12,5,0,0,0,12,5,4,3,0,6,13,15,4,0,23,8,20,0,0,25,3,15,0,0,17,3,9,0,0,11,4,24,0,0,25,4,13,4,0,15,0,0,0,0,4,76,104,19,0,204
UCL221030,3,0,0,0,3,3,0,0,0,3,4,0,0,0,4,3,0,0,0,7,11,0,3,0,7,3,0,0,0,4,15,0,0,0,22,14,0,3,0,17,10,0,0,0,9,13,0,0,0,17,4,0,0,0,5,6,0,4,0,7,10,3,0,0,10,0,3,0,0,4,0,0,0,0,0,3,0,0,0,6,3,3,0,0,9,0,0,0,0,6,8,0,0,0,8,105,19,12,6,141
UCL221031,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,4,6,0,3,0,6,0,3,4,0,7,10,4,0,0,11,3,5,0,0,10,5,4,0,0,8,7,17,0,0,30,12,13,0,0,26,0,12,0,0,12,5,5,0,0,16,7,14,0,0,18,0,3,0,0,3,3,0,0,0,5,67,77,21,0,172
UCL221032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,12,9,0,4,0,18,15,3,5,0,21,0,5,0,0,8,11,7,4,0,18,4,7,0,0,9,5,14,0,0,16,4,6,0,0,14,4,10,0,0,13,0,3,0,0,4,0,5,0,0,5,7,7,3,0,7,0,0,0,0,0,66,60,31,0,163
UCL221033,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,5,0,6,0,4,0,0,6,8,3,0,0,12,15,5,0,0,21,12,0,0,0,12,9,8,0,3,22,7,4,0,0,11,7,3,0,0,7,5,6,0,0,13,5,0,0,0,16,7,0,0,0,7,0,0,0,0,0,0,0,0,0,3,5,0,0,0,4,0,0,0,0,0,90,28,12,5,139
UCL221034,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,5,6,3,0,0,8,9,4,0,0,12,4,8,0,0,18,0,10,0,0,18,10,12,0,0,20,10,23,0,0,34,3,22,0,0,23,7,18,0,0,29,3,11,0,0,18,11,40,0,0,44,3,9,0,0,14,3,0,0,0,0,70,167,10,5,253
UCL221035,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,9,27,0,7,0,36,7,0,7,0,14,11,6,6,0,19,10,10,0,0,18,3,14,0,0,13,0,7,0,0,6,10,14,0,0,20,0,11,0,0,7,0,5,0,0,9,0,0,0,0,0,0,0,0,0,6,3,4,3,0,11,6,0,0,0,8,91,58,32,3,185
UCL221036,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,0,0,0,10,0,0,4,0,4,4,0,0,0,4,4,0,0,0,12,4,4,6,0,9,5,6,3,0,11,7,6,0,0,12,8,10,0,0,19,7,17,0,0,21,9,15,0,0,25,3,10,0,0,17,6,17,0,0,20,7,16,0,0,20,0,4,4,0,11,4,0,0,0,3,82,113,22,0,216
UCL221037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,3,0,11,4,0,3,0,8,13,0,0,0,13,12,3,3,0,25,13,5,0,0,19,13,0,3,0,17,6,13,0,0,16,3,0,0,0,13,14,3,3,0,22,8,14,0,0,20,7,3,0,0,9,0,3,0,0,5,0,3,0,0,4,3,5,0,0,7,3,0,0,0,0,99,51,28,6,186
UCL221038,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,10,0,0,0,8,0,3,0,0,4,8,6,4,0,15,6,0,3,0,14,6,12,0,0,13,9,7,5,0,16,7,14,5,0,29,3,19,5,0,29,9,17,0,0,27,0,11,0,0,16,10,16,0,0,26,3,17,4,0,26,9,0,0,0,5,88,130,29,0,251
UCL221039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,11,9,0,3,6,17,7,9,0,0,11,14,4,3,3,18,5,0,3,0,16,7,4,0,0,15,12,20,0,0,29,6,15,0,0,24,0,11,0,0,14,4,5,0,0,5,0,6,0,0,8,9,8,4,0,15,3,0,0,0,3,90,74,27,4,193
UCL221040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,4,0,3,0,12,23,0,9,0,30,7,0,5,0,14,5,4,5,0,8,12,3,3,0,16,0,6,5,0,10,5,4,0,0,9,16,11,5,0,31,7,4,5,0,9,3,4,0,0,11,0,0,0,0,4,4,5,0,0,11,9,8,0,0,10,0,0,0,0,3,98,56,29,0,190
UCL221041,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,17,8,4,0,0,13,4,5,3,0,12,3,9,4,0,18,3,3,0,0,8,6,9,6,0,17,9,20,0,0,29,11,12,0,0,23,5,13,0,0,12,0,3,0,0,4,4,8,0,0,5,6,0,5,0,7,0,0,0,0,0,73,90,20,0,188
UCL221042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,12,0,0,0,15,13,0,6,0,20,6,0,5,0,4,8,8,0,0,15,6,4,0,0,6,5,0,0,0,6,16,11,0,0,19,8,3,0,0,11,0,0,0,0,3,0,4,0,0,4,0,3,0,0,5,6,3,0,0,15,0,0,0,0,0,86,44,14,0,149
UCL221043,10,0,0,0,10,7,0,0,0,7,7,0,0,0,5,4,0,0,0,9,12,0,3,0,16,8,0,9,0,15,53,0,5,0,61,13,6,8,0,26,18,0,8,0,28,23,9,0,0,24,9,0,0,0,11,3,0,0,0,5,11,8,0,0,19,4,3,0,0,9,5,0,0,0,4,0,0,0,0,0,3,3,0,0,11,8,0,5,4,15,3,0,0,0,4,199,29,38,3,264
UCL221044,3,0,0,0,3,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,5,0,7,23,0,4,0,32,27,3,4,0,31,29,7,0,0,42,21,3,0,0,24,12,12,0,0,28,6,4,0,0,15,10,13,6,0,25,11,12,0,0,20,4,4,0,0,7,4,0,0,0,8,7,11,0,0,20,4,7,9,0,19,0,0,0,0,0,179,81,30,0,291
UCL221045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,4,16,0,3,0,16,5,0,0,0,8,6,0,8,0,11,8,9,0,0,23,11,11,5,0,27,12,10,0,0,24,7,14,0,0,22,15,16,0,0,26,9,9,0,0,14,0,3,0,0,4,9,4,0,0,14,3,3,0,0,8,0,0,0,0,4,106,85,17,0,206
UCL221046,6,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,20,0,4,0,23,12,3,5,0,9,8,4,5,0,10,11,16,6,0,33,8,24,0,0,31,9,19,3,0,33,25,49,5,0,78,13,35,0,0,53,20,33,0,0,55,10,9,0,0,21,0,22,0,0,25,0,16,4,0,20,0,0,0,0,0,135,243,33,5,420
UCL221047,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,4,0,0,0,4,7,0,0,0,7,3,0,4,0,4,7,0,0,0,10,4,7,4,0,13,3,10,0,0,10,14,10,3,0,26,4,19,0,0,24,10,13,3,0,22,0,10,0,0,10,3,20,0,0,23,10,3,0,0,12,0,0,0,0,0,67,99,15,0,175
UCL221048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,5,0,3,10,0,0,0,12,0,0,0,0,6,13,3,0,4,25,8,6,4,0,13,5,0,3,0,13,8,7,0,0,15,15,6,3,0,23,0,4,0,0,4,3,3,0,0,9,4,0,0,0,3,0,3,0,0,8,0,3,0,0,6,0,0,0,0,4,71,43,24,3,144
UCL221049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,0,0,9,6,0,0,0,6,4,0,0,0,9,11,5,0,0,15,4,4,0,0,7,6,0,0,0,12,9,19,0,0,29,6,12,0,0,25,3,19,0,0,20,0,12,0,0,12,4,32,0,0,34,0,7,0,0,12,3,0,0,0,3,73,117,9,0,201
UCL221050,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,5,0,0,9,0,7,24,5,0,0,24,6,6,0,0,14,12,3,6,0,16,5,11,3,0,22,0,3,0,0,9,4,3,0,0,12,19,10,0,0,25,9,6,0,0,16,3,0,0,0,11,0,0,0,0,5,0,3,0,0,5,3,6,0,0,9,0,0,0,0,7,102,69,27,0,200
UCL221051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,4,0,3,0,11,28,0,6,0,39,6,0,8,0,17,3,4,6,0,10,4,0,5,0,16,4,3,0,0,13,4,4,0,0,9,11,16,0,0,28,9,6,0,0,17,0,4,0,0,6,0,0,0,0,5,5,0,0,0,0,7,10,5,0,16,7,0,0,0,8,96,73,42,5,206
UCL221052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,6,8,0,0,0,7,3,0,0,0,3,8,0,4,0,12,0,0,6,0,7,0,3,0,0,5,0,3,0,0,8,5,11,3,0,16,3,7,5,3,17,0,11,0,0,15,7,8,0,0,11,4,3,0,0,10,0,6,0,0,8,0,0,0,0,0,51,61,24,3,140
UCL221053,5,0,0,0,4,4,0,0,0,4,0,0,0,0,0,3,0,0,0,3,5,0,0,0,5,10,0,4,0,13,32,0,5,0,37,18,3,3,0,27,22,0,0,0,24,23,7,0,0,30,8,0,0,0,11,8,6,0,0,23,12,12,0,0,19,6,5,0,0,12,0,5,0,0,5,3,0,0,0,4,0,7,0,0,6,9,10,0,0,14,9,0,0,0,7,171,59,21,0,248
UCL221054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,18,0,3,0,22,4,5,3,0,11,8,5,3,0,16,7,5,4,0,13,3,9,0,0,9,6,6,3,0,8,10,20,0,0,27,4,8,0,0,13,7,8,0,0,15,0,0,0,0,0,0,6,0,0,6,0,4,6,0,6,4,0,0,0,0,76,67,32,3,175
UCL221055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,7,0,0,0,7,0,0,0,0,5,0,0,0,0,0,3,4,0,0,6,0,3,0,0,6,5,3,0,0,11,4,13,3,0,21,7,18,0,0,24,4,21,0,0,27,0,15,0,0,15,8,29,0,0,39,0,8,0,0,16,0,5,0,0,5,52,118,9,0,178
UCL221056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,4,0,7,0,9,9,0,0,0,18,3,0,7,0,7,3,5,5,0,13,14,3,0,0,16,0,3,0,0,7,0,4,0,0,12,4,4,0,0,7,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,5,3,0,8,0,0,0,0,3,53,31,27,3,118
UCL221057,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,0,0,0,10,5,3,7,0,19,0,5,5,0,12,6,3,9,0,14,4,5,0,0,12,8,11,3,0,19,9,23,0,0,31,9,13,0,0,17,5,12,0,0,17,0,11,0,0,5,0,7,0,0,10,4,16,0,0,22,0,6,0,0,4,71,113,28,4,212
UCL221058,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,7,0,0,0,0,4,3,0,0,0,3,7,3,0,0,11,3,0,5,0,8,5,0,0,0,3,13,15,4,0,29,5,10,0,0,15,0,9,0,0,17,0,6,0,0,6,3,9,0,0,14,0,5,0,0,5,0,0,0,0,5,63,67,13,0,142
UCL221059,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,10,0,0,0,12,11,0,6,0,11,10,0,3,0,14,10,8,3,0,23,8,3,0,0,13,10,11,0,0,23,20,20,0,0,42,10,15,0,0,21,0,3,0,0,3,0,3,0,0,7,5,9,0,0,14,4,4,5,0,8,0,0,0,0,0,104,90,20,4,211
UCL221060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,5,0,4,0,10,22,0,0,0,15,30,0,6,0,29,18,0,3,0,24,20,3,3,0,21,11,0,0,0,10,8,0,0,0,8,6,3,0,0,14,5,3,0,0,9,0,0,0,0,8,0,0,0,0,5,3,5,0,0,7,3,0,0,0,7,4,0,0,0,4,141,26,11,4,184
UCL221061,4,0,0,0,4,4,0,0,0,4,0,0,0,0,3,0,0,0,0,3,9,0,0,0,6,6,0,0,0,0,16,0,0,0,18,12,0,0,0,16,16,3,0,0,22,18,4,0,0,19,6,3,0,0,13,11,3,0,0,16,12,4,6,0,19,4,9,0,0,12,4,10,0,0,9,4,0,0,0,8,13,8,4,0,24,9,7,3,0,15,10,0,0,0,10,147,50,15,0,215
UCL221062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,3,0,11,4,0,4,0,13,39,5,6,0,44,12,0,14,0,23,13,7,3,4,32,11,9,4,0,23,4,5,0,0,12,4,5,0,0,7,12,12,0,0,18,3,5,0,0,7,0,0,0,0,9,0,5,0,0,8,0,3,0,0,3,6,8,7,0,19,8,5,0,0,6,128,62,42,3,237
UCL221063,6,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,0,5,0,0,3,0,5,0,7,16,0,5,0,26,10,4,3,0,17,7,0,3,0,12,4,0,3,0,10,4,6,0,0,9,0,0,0,0,6,5,7,0,0,14,6,4,0,0,5,4,4,0,0,11,0,5,0,0,5,5,4,0,0,8,0,4,4,0,7,0,0,0,0,9,79,41,28,3,143
UCL221064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,3,5,0,0,0,4,5,0,0,0,5,5,0,5,0,10,6,6,5,0,20,3,9,0,0,11,3,14,4,0,15,10,27,3,0,40,16,16,0,0,33,9,12,0,0,18,0,9,0,0,9,0,3,0,0,4,7,6,0,0,11,0,0,0,0,0,64,98,20,0,193
UCL221065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,4,0,0,0,0,3,12,0,0,0,12,7,3,0,0,16,3,5,0,0,10,14,3,0,0,14,8,0,0,0,12,13,4,0,0,16,9,4,0,0,12,0,3,0,0,3,12,16,0,0,28,6,3,0,0,11,6,0,0,0,6,96,43,9,0,146
UCL221066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,3,5,0,0,9,6,0,0,0,6,5,5,10,0,13,4,7,0,3,17,9,4,4,0,22,6,4,0,0,13,8,10,3,0,22,12,23,0,0,35,4,8,0,0,15,0,5,0,0,9,4,5,0,0,7,4,4,0,0,7,7,12,4,0,17,0,0,0,0,0,79,98,25,4,207
UCL221067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,14,0,0,0,14,0,0,4,6,12,4,4,4,0,14,8,7,7,0,15,5,0,0,0,12,5,7,0,0,12,8,12,0,0,24,7,7,0,0,17,0,7,0,0,6,0,3,0,0,3,0,6,0,0,0,0,3,0,0,9,0,0,0,0,4,54,68,24,4,150
UCL221068,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,4,0,5,0,0,4,0,3,8,3,5,0,18,3,5,3,0,9,0,0,7,0,8,3,5,3,0,13,0,3,3,0,5,0,3,0,0,3,5,10,0,0,17,4,9,0,0,9,3,10,0,0,6,4,0,0,0,4,0,4,0,0,4,0,4,0,0,6,0,0,0,0,4,41,57,35,4,128
UCL221069,3,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,7,0,0,3,0,3,7,0,6,0,14,3,3,10,0,16,13,4,5,5,28,9,5,9,0,30,3,7,0,0,14,10,5,0,0,15,11,16,4,0,34,9,16,0,0,25,8,8,0,0,14,5,7,0,0,5,11,6,0,0,20,5,13,7,0,20,0,0,0,0,0,112,94,55,4,256
UCL221070,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,8,0,9,0,9,18,5,4,0,26,17,0,0,0,20,17,7,5,0,27,12,11,6,0,21,3,5,5,0,16,10,5,0,0,12,18,14,0,0,37,9,12,0,0,19,6,8,0,0,9,4,4,0,0,4,0,0,0,0,4,3,6,5,0,15,10,0,0,0,9,136,82,40,4,262
UCL221071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,5,0,6,15,0,13,0,25,12,0,3,0,15,14,5,3,0,25,14,13,0,0,24,9,5,0,0,21,5,9,0,0,14,10,9,4,0,26,9,3,4,0,13,4,11,0,0,12,0,0,0,0,0,0,3,0,0,8,5,4,6,0,14,5,0,0,0,5,110,73,37,4,221
UCL221072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,6,5,0,4,0,6,7,6,4,0,15,5,3,4,0,11,6,7,5,0,18,6,5,0,0,12,8,10,4,0,25,11,6,0,0,14,9,0,0,0,10,0,3,0,0,3,3,5,0,0,11,3,4,4,0,8,0,0,0,0,0,64,57,21,0,141
