UCL_CODE_2021,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
UCL215034,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,19,0,0,0,9,9,0,38,5,0,6,0,0,0,0,0,0,10,5,0,0,0,0,0,0,3,0,8,0,10,0,6,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,13,5,3,0,0,0,5,0,0,0,12,0,6,0,0,0,0,0,6,0,11,0,0,3,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,24,26,25,10,4,8,8,17,0,127,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL215035,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,6,12,11,64,0,4,0,12,4,3,111,3,0,45,0,0,0,7,5,0,60,0,3,4,0,0,0,5,0,0,10,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,10,8,0,0,8,0,4,0,0,25,4,6,0,4,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,12,6,0,3,0,0,0,4,0,0,18,41,31,122,8,14,4,28,25,5,283,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9
UCL215036,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,10,7,45,0,8,6,9,4,0,80,9,0,21,0,0,0,0,12,0,43,0,0,0,0,0,0,0,0,0,4,0,3,0,5,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,9,5,5,0,4,0,4,0,0,0,16,3,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,27,26,85,9,13,11,15,20,9,200,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3
UCL215037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,28,0,0,3,11,12,0,70,4,5,19,0,0,0,5,4,0,35,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,6,5,4,4,0,0,0,0,4,0,22,0,0,0,7,0,0,0,0,0,12,3,5,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,6,0,0,10,25,23,68,11,6,8,24,16,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6
UCL215038,9,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,32,4,6,3,12,9,0,67,5,0,12,0,0,0,7,0,0,28,3,0,4,5,3,0,0,3,0,17,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,10,4,0,0,0,0,0,0,0,18,3,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,4,12,33,23,61,13,9,8,21,19,7,190,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3
UCL215039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,35,0,0,0,8,5,4,65,0,0,8,0,0,0,3,0,0,15,5,0,0,0,0,0,3,0,0,9,0,4,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,8,8,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,18,52,0,7,0,18,21,7,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
UCL215040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,0,0,0,16,4,0,42,3,0,7,0,0,0,0,4,0,17,3,0,0,0,0,0,4,3,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,4,0,0,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,5,0,6,0,0,0,0,0,4,16,23,9,32,7,0,5,33,14,8,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL215041,0,0,0,0,0,0,0,0,0,4,0,5,3,0,0,0,0,0,0,11,20,11,68,5,0,3,22,9,4,146,9,5,26,0,0,3,4,5,4,54,18,0,7,0,0,3,3,8,0,43,0,7,0,3,5,0,0,0,0,18,0,20,0,3,0,4,0,0,0,26,14,14,4,3,4,7,4,0,0,52,0,6,0,7,0,0,0,0,0,26,0,4,0,0,0,0,0,0,0,7,0,0,6,0,0,3,3,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10,3,3,3,0,0,3,3,4,0,23,71,79,129,26,13,28,36,34,6,430,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5
UCL215042,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,8,7,44,7,0,0,5,7,5,87,5,0,23,0,0,0,0,5,0,35,0,5,7,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,6,8,0,0,0,0,0,0,0,19,0,0,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,6,39,30,88,10,4,0,15,21,8,220,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,0,0,0,9
UCL215043,0,0,0,0,0,0,3,0,0,4,3,7,0,0,0,0,3,0,0,11,13,4,111,0,11,3,34,24,3,202,8,0,71,0,3,0,11,13,3,117,13,0,8,0,0,0,0,0,0,27,0,0,0,3,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,16,12,9,3,4,4,5,4,6,0,37,0,0,4,13,0,4,3,0,0,27,0,0,0,0,0,0,0,7,0,6,0,0,10,0,0,0,0,6,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,3,0,0,3,4,4,21,48,27,214,30,18,15,65,60,18,500,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,3,0,0,0,10
UCL215044,3,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,4,10,8,39,5,0,0,9,15,0,77,8,4,22,3,0,0,5,6,0,52,6,3,7,0,3,4,3,0,0,27,0,3,0,6,0,0,0,0,0,12,4,9,3,0,0,0,0,0,0,23,3,7,4,0,0,4,0,0,0,23,0,3,0,9,0,0,0,5,0,15,5,4,0,3,0,0,4,0,0,12,0,0,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,15,34,45,88,31,12,14,24,27,0,279,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
UCL215045,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,3,0,0,9,19,11,75,0,3,5,24,26,0,165,18,3,44,0,0,0,10,17,0,90,4,0,6,0,0,0,3,9,0,29,0,12,6,5,0,0,0,0,0,27,4,15,0,0,0,0,0,0,0,21,21,12,6,0,5,0,4,4,0,53,3,4,0,13,0,0,4,0,0,21,0,3,4,0,0,0,0,6,0,8,0,0,13,0,0,3,3,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,10,0,0,10,0,0,0,8,3,0,23,74,62,166,29,13,15,63,64,8,492,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,6,0,11
UCL215046,4,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,13,47,0,6,4,11,7,0,95,6,0,35,0,0,0,3,3,0,52,4,4,3,0,0,0,3,0,0,14,0,5,0,4,0,0,3,0,0,14,0,12,0,0,0,0,0,0,0,10,14,7,0,0,4,4,0,0,0,33,4,5,0,8,0,0,0,0,0,18,0,0,0,3,0,0,0,3,0,11,3,0,3,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,12,47,48,94,19,18,10,22,24,9,281,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
UCL215047,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,8,8,78,0,3,4,23,9,0,133,6,0,57,0,0,0,10,12,10,94,3,0,4,0,0,3,0,0,0,20,0,11,0,0,0,0,0,0,0,13,0,0,0,5,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,17,3,0,8,5,0,0,0,3,0,22,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,5,0,0,11,0,0,5,6,0,3,23,34,24,163,14,6,7,48,34,16,357,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,5,0,6,0,0,0,0,16
UCL215048,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,4,10,3,49,0,5,0,14,7,0,92,5,0,40,0,0,0,0,14,0,62,0,0,4,0,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,7,6,3,0,0,0,0,3,0,0,20,0,0,0,11,6,0,0,0,0,17,4,0,0,0,3,0,0,0,0,6,0,0,9,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,12,23,24,108,13,15,6,27,37,8,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,4,0,9
UCL215049,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,9,4,5,0,0,0,3,4,0,27,8,0,16,0,0,0,0,5,0,33,0,0,0,0,0,0,0,0,0,5,4,7,0,0,0,0,0,5,0,20,0,8,0,0,0,6,0,0,0,14,23,10,7,0,0,8,0,0,4,49,5,7,0,0,3,0,0,4,0,21,0,3,4,0,0,0,0,0,0,11,3,0,17,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,12,63,46,62,11,9,13,9,16,4,228,0,0,0,5,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6
UCL215050,13,3,0,0,0,0,0,0,0,21,3,13,3,0,0,0,0,0,0,21,39,42,46,7,5,6,9,6,0,147,10,12,33,0,0,0,0,4,4,63,10,6,12,0,0,0,0,0,0,29,0,20,0,9,0,0,0,0,0,30,9,26,0,5,0,0,0,0,0,34,54,30,5,3,9,10,4,3,0,115,14,31,0,11,0,0,0,0,0,57,4,12,0,0,4,4,0,0,0,23,6,0,4,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,10,158,182,111,39,17,27,15,22,4,576,0,10,0,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,4,0,0,0,11,4,0,0,0,0,0,0,0,0,9,0,0,5,0,0,3,0,0,0,10
UCL215051,0,5,0,0,0,0,0,0,0,11,0,4,5,3,3,0,0,0,0,14,17,17,125,0,3,5,47,15,0,227,10,0,58,3,0,0,20,18,0,114,7,0,10,4,0,0,13,5,0,36,6,17,0,15,0,0,0,0,0,36,4,16,0,0,0,0,0,0,0,24,3,13,6,7,0,4,6,9,0,44,5,10,0,14,0,0,5,0,0,39,0,8,6,0,0,0,3,0,0,10,0,0,11,0,0,4,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,6,0,0,5,0,0,3,5,11,6,26,74,82,228,41,11,18,90,57,6,601,3,9,0,7,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,9,5,0,0,0,0,6,0,20
UCL215052,4,3,0,0,0,0,0,3,0,8,0,0,5,0,0,0,0,0,0,6,12,9,22,0,0,0,0,6,0,54,7,3,10,0,0,0,3,0,0,27,0,4,4,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,12,0,4,6,0,0,0,0,0,0,12,6,7,0,4,4,6,0,0,0,21,5,6,0,3,3,0,0,0,0,23,0,6,0,7,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,6,40,50,51,14,8,11,13,16,0,199,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,5
UCL215053,3,0,3,0,0,0,0,0,0,14,6,3,0,4,0,0,0,0,0,10,17,15,70,5,5,6,26,19,5,165,26,0,88,0,4,4,5,9,0,142,15,4,13,5,0,3,0,3,0,45,0,11,0,14,0,0,0,0,0,30,3,21,0,5,0,0,0,0,0,27,24,8,6,5,6,11,0,6,0,65,10,8,5,17,0,3,0,0,0,38,3,8,7,0,0,0,0,0,0,27,9,3,26,3,0,3,0,5,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,3,0,4,20,114,87,235,57,19,32,39,44,11,636,0,4,0,0,0,4,0,0,0,11,0,0,0,0,4,0,0,0,0,7,3,0,0,0,0,4,0,0,0,10,0,3,0,0,0,0,0,0,0,5,0,9,7,0,6,3,0,0,0,20
UCL215054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,35,0,4,0,10,9,0,71,0,0,18,0,0,0,0,4,0,27,4,0,9,0,0,0,3,8,0,20,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,5,3,0,4,0,0,0,3,0,0,16,0,0,0,9,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,3,0,3,0,0,0,3,20,29,22,75,13,11,7,31,32,5,212,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7
UCL215055,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,11,24,0,5,0,5,5,0,58,13,5,18,0,0,0,5,4,0,37,3,3,0,0,0,0,5,4,0,13,0,9,0,3,0,0,0,0,0,16,0,5,0,3,0,0,0,0,0,5,6,9,4,0,6,0,3,0,0,37,4,3,3,6,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,8,3,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,5,16,44,47,59,18,14,3,15,22,5,219,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
UCL215056,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,8,0,0,46,0,0,0,15,6,0,71,4,0,18,0,0,0,4,4,0,30,4,3,6,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,7,5,0,0,0,0,5,6,0,0,16,0,0,0,3,0,4,0,0,0,12,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,3,6,16,12,88,10,4,7,32,17,3,189,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9
UCL215057,3,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,9,3,52,0,0,5,10,4,0,85,11,0,18,0,0,0,3,4,0,40,4,7,3,0,0,0,5,7,0,19,0,8,0,3,4,0,0,0,0,10,3,13,0,0,0,0,0,0,0,13,6,3,0,0,3,4,0,0,0,26,4,13,0,7,0,0,0,3,0,21,4,4,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,7,39,52,83,10,11,11,25,24,4,253,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6
UCL215058,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,0,23,0,0,0,4,9,0,41,6,0,9,0,0,0,3,0,0,17,4,0,0,0,0,0,4,8,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,14,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,18,9,43,3,8,4,13,16,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
UCL215059,0,0,3,0,0,0,0,0,0,7,3,3,4,0,0,0,0,0,0,11,18,17,44,0,4,0,9,0,0,106,11,0,31,0,0,0,0,3,0,52,0,3,7,0,0,3,3,3,0,21,5,10,0,7,0,0,0,0,0,23,7,22,4,9,0,0,0,4,0,38,3,8,3,6,0,8,3,3,0,35,4,3,0,8,0,0,4,0,0,22,0,0,3,0,0,0,0,0,0,10,4,0,13,0,0,0,5,8,0,29,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,8,72,79,115,34,12,16,17,26,7,372,5,0,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,11,0,6,0,0,0,0,0,0,0,5
