UCL_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
UCL222015,..,0,5,13,24,10,14,5,0,68,..,0,11,6,7,4,0,0,0,26,..,0,0,0,0,0,0,0,0,3,44,..,..,..,..,..,..,..,..,44,..,8,..,..,..,..,..,..,..,8,..,12,3,0,0,0,0,0,0,19,..,4,0,0,4,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,..,3,0,0,0,0,4,0,0,14,0,0,0,0,0,0,0,3,0,5,44,17,28,19,34,18,23,10,0,189,..,0,10,15,25,13,8,4,0,66,..,0,7,4,6,6,0,0,0,26,..,0,4,0,3,0,0,0,0,14,40,..,..,..,..,..,..,..,..,40,..,14,..,..,..,..,..,..,..,14,..,8,3,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3
UCL222016,..,0,0,4,4,7,17,8,0,39,..,3,7,6,0,8,0,5,0,22,..,0,0,0,0,0,0,0,0,0,14,..,..,..,..,..,..,..,..,14,..,0,..,..,..,..,..,..,..,0,..,5,3,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,0,..,0,3,4,0,13,4,0,0,28,0,0,0,0,4,0,0,0,0,4,14,7,13,16,10,29,21,10,0,128,..,0,5,6,6,14,14,0,0,46,..,3,5,5,0,3,4,0,0,22,..,0,0,4,0,0,0,0,0,4,10,..,..,..,..,..,..,..,..,10,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL222017,..,0,0,0,0,15,3,8,0,30,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,0,0,4,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,7,9,4,0,28,0,0,0,0,0,0,0,0,0,4,10,4,3,6,9,25,19,17,0,84,..,0,0,0,8,11,8,5,0,33,..,0,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,6,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
UCL222018,..,0,0,0,6,0,0,0,0,12,..,0,0,0,3,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,0,4,0,0,0,0,7,..,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,5,0,6,10,4,18,0,7,0,0,44,..,0,0,0,6,0,4,0,0,10,..,0,0,6,0,4,0,0,0,7,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,0
UCL222019,..,0,8,7,17,20,14,8,0,76,..,0,3,0,3,4,4,0,0,21,..,0,0,0,0,0,0,0,0,5,33,..,..,..,..,..,..,..,..,33,..,10,..,..,..,..,..,..,..,10,..,13,7,0,0,0,0,0,0,24,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,..,0,0,4,0,4,0,0,0,6,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,33,32,17,18,23,33,19,8,0,181,..,0,5,9,17,28,13,6,0,71,..,3,6,4,5,0,4,0,0,18,..,0,3,4,0,0,0,0,0,15,25,..,..,..,..,..,..,..,..,25,..,9,..,..,..,..,..,..,..,9,..,8,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,5
UCL222020,..,0,0,3,7,17,11,6,0,51,..,0,3,0,4,0,0,0,0,12,..,0,0,0,4,0,0,0,0,4,18,..,..,..,..,..,..,..,..,18,..,5,..,..,..,..,..,..,..,5,..,8,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,3,5,4,0,0,15,0,0,0,0,0,0,0,0,0,0,18,10,9,9,16,22,17,5,0,113,..,0,5,5,12,17,7,6,0,54,..,0,3,0,0,0,0,0,0,6,..,0,6,5,5,0,0,0,0,15,32,..,..,..,..,..,..,..,..,32,..,6,..,..,..,..,..,..,..,6,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL222021,..,0,5,11,8,14,12,10,0,49,..,0,7,4,3,3,0,0,0,16,..,0,0,0,4,0,0,0,0,6,31,..,..,..,..,..,..,..,..,31,..,6,..,..,..,..,..,..,..,6,..,4,0,0,3,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,9,6,0,0,16,0,0,0,0,0,0,0,0,0,3,32,10,17,17,19,23,18,9,0,148,..,0,5,5,4,17,14,4,0,46,..,0,6,4,5,0,0,0,0,25,..,0,0,0,0,0,3,0,0,10,16,..,..,..,..,..,..,..,..,16,..,0,..,..,..,..,..,..,..,0,..,0,7,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3
UCL222022,..,0,0,7,8,9,13,8,0,54,..,0,0,0,0,3,0,3,0,13,..,0,0,0,0,0,0,0,0,3,20,..,..,..,..,..,..,..,..,20,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,..,0,0,4,4,5,9,4,0,23,0,0,0,0,0,0,0,0,0,6,20,9,7,11,19,22,20,12,3,130,..,0,6,10,14,3,15,6,0,55,..,0,0,0,5,3,0,0,0,12,..,0,0,3,0,0,0,0,0,0,16,..,..,..,..,..,..,..,..,16,..,6,..,..,..,..,..,..,..,6,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL222023,..,0,16,15,28,14,6,12,0,84,..,0,6,3,7,0,0,0,0,25,..,0,0,0,0,0,0,0,0,0,60,..,..,..,..,..,..,..,..,60,..,5,..,..,..,..,..,..,..,5,..,7,0,3,4,0,0,0,0,20,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,3,0,0,0,3,..,0,0,4,4,6,0,0,0,15,0,0,0,0,0,0,0,0,0,7,60,17,27,29,44,23,10,10,0,220,..,0,19,24,16,24,4,4,0,92,..,0,7,3,7,3,0,0,0,19,..,0,0,3,3,3,0,0,0,17,56,..,..,..,..,..,..,..,..,56,..,6,..,..,..,..,..,..,..,6,..,4,0,0,0,0,0,0,0,9,..,0,0,0,0,3,4,0,0,7,..,0,0,0,0,0,0,0,0,0
UCL222024,..,0,0,4,4,0,0,0,0,6,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,5,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,4,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,5,8,8,7,3,3,0,0,31,..,0,0,5,0,3,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL222025,..,0,0,4,6,6,11,6,0,30,..,0,0,0,5,4,0,0,0,8,..,0,0,0,0,0,0,0,0,0,16,..,..,..,..,..,..,..,..,16,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,4,0,4,3,7,0,13,0,0,0,0,3,0,0,0,0,0,16,9,4,12,16,8,13,11,0,87,..,0,0,8,4,5,11,4,0,31,..,0,0,3,3,4,5,0,0,13,..,0,0,0,3,0,0,0,0,9,21,..,..,..,..,..,..,..,..,21,..,6,..,..,..,..,..,..,..,6,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0
UCL222026,..,0,5,12,12,20,14,9,0,71,..,0,3,8,0,3,0,0,0,19,..,0,0,0,0,0,0,0,0,0,44,..,..,..,..,..,..,..,..,44,..,0,..,..,..,..,..,..,..,0,..,3,7,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,48,11,13,21,16,25,23,11,0,163,..,0,4,19,18,18,15,5,0,73,..,0,6,4,0,3,5,0,0,17,..,0,3,0,4,0,0,0,0,11,20,..,..,..,..,..,..,..,..,20,..,5,..,..,..,..,..,..,..,5,..,7,5,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4
UCL222027,..,0,11,12,5,9,27,9,0,67,..,0,4,0,4,3,0,0,0,12,..,0,0,3,0,0,0,0,0,3,27,..,..,..,..,..,..,..,..,27,..,0,..,..,..,..,..,..,..,0,..,3,3,0,0,0,0,0,0,12,..,0,0,0,0,6,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,5,0,3,3,0,0,15,0,0,0,0,0,0,0,0,0,3,29,9,23,18,18,22,30,4,0,155,..,4,10,12,12,17,19,4,0,69,..,0,3,5,3,0,0,0,0,15,..,0,3,0,0,0,0,0,0,9,34,..,..,..,..,..,..,..,..,34,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL222028,..,0,8,13,10,11,12,0,0,54,..,0,5,4,3,0,0,0,0,19,..,0,0,0,0,0,0,0,0,3,33,..,..,..,..,..,..,..,..,33,..,3,..,..,..,..,..,..,..,3,..,14,0,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,3,3,3,3,6,4,0,20,0,0,0,0,0,0,0,0,0,5,35,17,15,16,20,20,21,9,0,144,..,0,13,13,3,11,14,0,0,61,..,0,4,7,0,0,0,0,0,20,..,0,0,8,0,0,0,0,0,10,33,..,..,..,..,..,..,..,..,33,..,10,..,..,..,..,..,..,..,10,..,8,0,0,0,0,0,0,0,8,..,0,0,0,0,3,0,0,6,5,..,0,0,0,0,0,0,0,0,0
UCL222029,..,0,0,8,3,11,11,3,3,29,..,0,0,3,0,3,0,0,0,8,..,0,0,0,0,3,0,0,0,3,23,..,..,..,..,..,..,..,..,23,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,7,0,6,3,8,3,0,22,0,0,0,0,0,0,0,0,0,0,23,7,9,12,11,18,15,9,3,99,..,0,3,4,3,9,3,9,0,33,..,0,5,3,0,3,0,0,0,6,..,0,3,0,0,0,0,0,0,7,15,..,..,..,..,..,..,..,..,15,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL222030,..,0,0,11,8,4,5,3,3,31,..,0,4,3,0,3,0,0,0,12,..,0,0,0,0,0,0,0,0,0,25,..,..,..,..,..,..,..,..,25,..,0,..,..,..,..,..,..,..,0,..,5,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,4,4,4,3,3,10,0,0,0,0,0,3,0,0,0,3,25,5,7,16,10,7,12,5,6,99,..,0,4,12,0,11,5,4,0,34,..,0,0,3,4,5,0,0,0,12,..,0,0,3,3,5,0,0,0,12,24,..,..,..,..,..,..,..,..,24,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL222031,..,0,0,7,11,10,14,8,0,49,..,0,0,7,3,0,5,0,0,18,..,0,0,0,0,0,0,0,0,0,29,..,..,..,..,..,..,..,..,29,..,5,..,..,..,..,..,..,..,5,..,8,0,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,5,0,0,0,0,0,3,..,4,0,0,0,6,11,0,0,21,0,0,0,0,0,0,0,0,0,5,29,20,7,17,16,18,26,6,5,144,..,0,5,11,12,14,14,0,0,54,..,0,3,3,5,0,0,0,0,16,..,0,0,0,5,0,0,0,0,10,28,..,..,..,..,..,..,..,..,28,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0
UCL222032,..,0,3,8,5,6,13,9,0,42,..,0,9,0,0,0,0,0,0,18,..,0,0,0,0,0,0,0,0,6,19,..,..,..,..,..,..,..,..,19,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,5,0,0,0,0,14,..,0,7,6,6,3,7,4,0,33,0,0,0,0,0,0,0,0,0,9,19,4,28,20,12,17,28,11,4,143,..,0,5,11,0,8,9,6,0,43,..,0,13,4,8,0,0,0,0,27,..,0,0,0,0,0,0,0,0,7,22,..,..,..,..,..,..,..,..,22,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL222033,..,0,3,7,7,11,12,4,0,36,..,0,7,10,10,3,0,0,0,27,..,0,0,0,4,0,0,0,0,7,29,..,..,..,..,..,..,..,..,29,..,3,..,..,..,..,..,..,..,3,..,8,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,5,0,0,0,0,0,0,6,..,0,0,0,3,11,6,0,0,18,0,0,0,0,0,3,0,0,0,0,29,10,16,15,23,23,12,5,0,145,..,0,6,4,9,11,6,3,0,38,..,0,8,10,10,0,0,0,0,34,..,0,5,0,0,0,0,0,0,8,29,..,..,..,..,..,..,..,..,29,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL222034,..,0,4,7,7,9,9,3,0,43,..,0,9,3,3,3,0,0,0,22,..,0,0,0,0,0,0,0,0,4,29,..,..,..,..,..,..,..,..,29,..,8,..,..,..,..,..,..,..,8,..,5,0,4,3,0,0,0,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,3,7,10,10,4,0,34,0,0,0,0,0,0,0,0,0,3,29,14,20,22,24,18,25,6,0,155,..,0,8,9,5,10,15,0,0,41,..,0,4,11,5,0,4,0,0,21,..,0,3,4,6,0,0,0,0,11,18,..,..,..,..,..,..,..,..,18,..,4,..,..,..,..,..,..,..,4,..,6,0,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
UCL222035,..,0,4,3,7,12,17,5,4,52,..,0,0,0,3,10,0,0,0,14,..,0,0,0,0,0,0,0,0,0,17,..,..,..,..,..,..,..,..,17,..,3,..,..,..,..,..,..,..,3,..,5,9,3,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,6,..,0,0,0,10,8,11,4,7,34,0,0,0,0,0,0,0,0,0,6,14,10,13,9,19,29,32,9,7,151,..,0,8,5,4,17,14,6,0,54,..,0,0,5,7,6,4,0,0,18,..,0,3,3,3,4,0,0,0,10,18,..,..,..,..,..,..,..,..,18,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL222036,..,0,3,8,10,5,4,8,5,38,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,6,16,..,..,..,..,..,..,..,..,16,..,5,..,..,..,..,..,..,..,5,..,7,3,0,3,0,0,0,0,10,..,0,0,0,0,0,0,0,0,5,..,0,0,3,0,0,0,0,0,4,..,0,3,0,0,0,0,0,0,10,..,0,6,0,3,5,4,0,0,18,0,0,0,0,0,0,0,0,0,0,16,7,11,11,13,9,10,10,7,105,..,0,5,8,6,8,8,8,0,40,..,0,0,0,0,0,0,0,0,7,..,0,0,3,3,3,0,3,0,11,16,..,..,..,..,..,..,..,..,16,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,5,3,0,3,..,0,0,0,0,0,0,0,0,0
UCL222037,..,0,8,4,9,12,0,6,4,36,..,0,3,5,9,3,0,0,0,21,..,0,0,3,0,0,0,0,0,4,19,..,..,..,..,..,..,..,..,19,..,9,..,..,..,..,..,..,..,9,..,4,3,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,6,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,19,14,14,7,21,13,9,4,4,110,..,0,8,10,5,9,3,4,0,38,..,3,4,0,9,6,0,0,0,25,..,0,6,0,8,0,4,0,0,16,33,..,..,..,..,..,..,..,..,33,..,4,..,..,..,..,..,..,..,4,..,5,4,0,0,0,0,0,0,12,..,0,0,0,0,0,0,3,0,3,..,0,0,0,0,0,0,0,0,0
UCL222038,..,0,0,13,13,8,8,4,0,52,..,0,6,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,33,..,..,..,..,..,..,..,..,33,..,3,..,..,..,..,..,..,..,3,..,8,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,33,15,8,17,17,15,9,3,0,117,..,0,4,11,13,9,13,0,0,51,..,4,4,0,0,5,0,0,0,9,..,0,0,4,0,0,0,0,0,0,20,..,..,..,..,..,..,..,..,20,..,4,..,..,..,..,..,..,..,4,..,7,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL222039,..,0,3,12,16,22,9,3,0,67,..,0,7,0,5,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,30,..,..,..,..,..,..,..,..,30,..,10,..,..,..,..,..,..,..,10,..,0,4,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,3,32,10,8,17,20,28,6,8,0,127,..,0,9,8,23,21,9,3,0,70,..,0,3,0,3,4,0,0,0,14,..,0,0,0,0,0,0,0,0,3,26,..,..,..,..,..,..,..,..,26,..,10,..,..,..,..,..,..,..,10,..,3,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL222040,..,0,0,14,21,31,22,15,6,102,..,0,0,6,9,0,0,0,0,18,..,0,0,0,0,0,0,0,0,5,32,..,..,..,..,..,..,..,..,32,..,12,..,..,..,..,..,..,..,12,..,3,0,3,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,..,0,0,5,7,4,5,3,0,28,0,0,0,4,0,0,0,0,0,10,37,15,7,21,36,34,36,19,3,207,..,0,5,8,25,31,23,5,4,101,..,0,4,0,3,3,0,0,0,17,..,0,0,0,0,0,6,0,3,8,24,..,..,..,..,..,..,..,..,24,..,6,..,..,..,..,..,..,..,6,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,5,5,..,0,0,0,0,0,0,0,0,0
UCL222041,..,0,3,8,13,6,15,3,0,47,..,0,9,4,5,4,5,0,0,23,..,0,0,0,0,0,0,0,0,4,23,..,..,..,..,..,..,..,..,23,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,4,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,4,..,0,0,3,3,5,4,4,0,15,0,0,0,0,0,0,0,0,0,0,23,10,13,14,19,19,20,6,4,126,..,0,7,9,11,5,10,5,0,49,..,3,6,3,5,4,0,0,0,20,..,0,3,4,0,0,0,0,0,5,24,..,..,..,..,..,..,..,..,24,..,9,..,..,..,..,..,..,..,9,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL222042,..,0,0,0,4,9,11,9,6,39,..,0,0,0,4,3,4,0,0,14,..,0,0,0,4,0,0,0,0,4,20,..,..,..,..,..,..,..,..,20,..,0,..,..,..,..,..,..,..,0,..,7,0,0,0,0,0,0,0,7,..,0,0,0,6,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,4,4,0,24,0,0,0,0,0,0,0,0,0,0,20,8,3,0,14,21,22,13,9,118,..,0,4,5,0,16,3,9,0,44,..,0,4,0,3,5,0,0,0,12,..,0,0,3,0,0,0,0,0,12,17,..,..,..,..,..,..,..,..,17,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
