UCL_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
UCL215027,157,92,59,14,72,58,12,36,103,15,81,487,14,925,3,0,0,0,0,4,0,0,0,0,0,7,0,19,3,3,3,0,0,5,0,3,3,0,3,11,0,21,4,3,0,3,0,4,0,0,0,0,0,10,3,22,0,0,0,0,4,4,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,16,0,23,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,4,3,11,14,0,3,6,3,3,69,3,121,8,0,0,0,4,4,0,4,5,0,0,8,113,137,185,105,69,18,84,75,15,35,114,20,83,565,135,1186,56,37,16,0
UCL215028,325,280,105,38,147,164,30,83,345,41,261,1157,62,2233,3,8,0,0,0,0,0,3,3,0,3,13,0,25,30,16,13,0,15,10,3,11,18,5,26,33,0,112,24,5,7,4,5,6,0,4,6,0,13,22,0,64,4,4,0,0,5,0,0,3,0,0,0,7,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,19,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10,4,0,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,7,63,31,27,3,29,27,4,17,24,10,43,122,8,285,12,6,3,0,5,5,4,9,6,3,10,20,225,276,396,323,137,47,183,192,36,108,379,58,313,1295,293,2794,65,116,28,0
UCL215029,333,305,130,63,130,171,43,90,368,35,296,1502,118,2803,9,6,0,0,7,3,0,0,8,0,5,32,0,46,33,23,22,0,10,23,5,10,25,3,21,107,9,214,13,4,3,0,4,11,3,3,6,0,7,48,0,88,16,4,3,0,9,12,0,3,10,0,6,47,5,95,0,0,0,0,0,0,0,0,0,0,0,7,0,12,6,4,0,0,5,0,0,0,4,0,0,26,0,39,0,3,0,0,0,0,0,0,0,0,0,23,0,33,3,0,0,0,0,3,0,0,3,0,3,54,6,77,0,3,4,0,4,8,0,0,3,0,0,31,0,48,8,4,0,0,4,4,0,3,3,0,0,16,0,28,90,44,34,9,40,57,12,18,66,9,54,388,23,684,0,0,3,0,4,7,5,4,7,0,6,17,204,247,420,357,164,75,174,232,52,113,442,51,356,1909,342,3732,106,175,42,0
UCL215030,203,131,59,17,111,83,19,36,154,30,122,549,46,1150,0,0,0,0,0,3,0,0,0,0,0,3,3,15,15,8,3,0,5,8,0,5,4,0,9,10,0,35,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,4,0,11,11,0,6,6,0,11,39,3,89,4,0,0,0,0,0,0,0,0,0,0,4,61,75,222,137,72,14,127,95,19,43,161,32,138,593,112,1315,60,49,11,0
UCL215031,196,136,60,31,95,105,24,44,130,13,108,556,33,1124,3,0,0,0,3,6,0,0,4,0,0,9,0,16,5,4,3,0,10,4,0,5,8,0,3,6,0,27,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,26,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,14,3,20,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,5,18,8,6,0,19,10,7,9,8,0,11,62,8,112,5,6,0,5,0,4,0,0,3,0,0,20,104,138,218,146,67,32,117,116,29,52,143,16,119,633,144,1375,48,51,18,0
UCL215032,422,275,158,46,171,230,59,92,353,47,228,1327,100,2589,4,5,0,0,6,4,0,0,3,0,6,11,0,25,24,8,12,9,18,12,0,7,13,0,11,34,0,89,9,0,5,0,7,3,0,0,3,0,0,16,0,35,0,0,0,0,0,0,0,0,0,0,4,5,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,3,0,0,4,0,0,0,0,0,3,23,3,38,0,0,0,0,0,0,0,0,0,0,0,13,0,18,0,0,0,0,0,0,0,0,0,0,0,17,0,18,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,8,0,7,44,19,11,12,32,23,3,4,18,7,24,131,7,248,20,6,3,0,11,13,0,7,13,4,11,23,215,280,486,302,175,61,216,264,62,108,386,57,260,1482,323,3116,86,103,30,0
UCL215033,116,245,42,0,74,36,5,18,222,8,157,1562,102,2321,6,7,0,0,0,4,0,0,6,0,5,44,5,61,23,10,6,0,16,5,0,8,20,0,15,64,6,132,6,0,0,0,0,0,0,0,0,0,0,19,0,23,5,7,0,0,3,4,0,0,7,0,3,38,3,63,0,0,0,0,0,0,0,0,0,0,0,7,0,9,3,12,0,0,4,0,0,0,3,0,6,46,3,67,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,26,0,31,0,0,3,0,0,0,0,0,5,0,3,23,0,32,4,3,0,0,4,0,0,0,0,0,5,31,0,38,45,44,11,0,35,14,0,6,43,4,42,287,16,460,0,0,0,0,0,0,0,0,0,0,0,0,43,43,162,286,55,0,109,53,8,23,259,14,197,1846,161,2826,79,166,31,0
UCL215034,230,125,65,13,69,101,14,35,139,26,116,389,51,988,3,3,7,0,0,0,0,0,4,0,5,6,0,16,17,10,4,0,12,19,0,0,8,4,16,26,0,76,8,3,3,0,4,5,0,0,3,0,4,7,4,28,0,0,5,0,0,0,0,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,25,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,6,0,0,6,37,19,17,0,17,28,5,9,10,3,29,76,7,185,9,0,4,7,3,6,3,0,0,0,0,9,102,136,282,149,89,17,89,135,18,41,156,38,144,481,167,1308,45,50,15,0
UCL215035,101,150,44,5,45,39,14,23,125,11,106,858,56,1376,0,0,0,0,0,0,0,0,0,0,0,11,0,17,14,3,3,0,8,11,6,3,4,0,6,18,3,53,4,5,4,0,6,6,0,0,7,0,3,10,0,32,0,0,0,0,0,0,0,0,3,0,0,7,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,16,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,8,0,15,18,3,4,18,0,7,78,11,157,10,6,6,0,0,5,0,0,4,0,8,11,82,111,133,160,56,11,66,64,18,29,150,16,116,947,143,1644,43,79,26,0
UCL215036,89,120,26,8,32,33,11,18,106,11,79,590,41,965,3,0,0,0,0,0,0,0,0,0,6,6,0,19,15,4,4,0,6,5,0,0,9,3,3,40,0,73,4,0,0,0,4,5,0,0,0,0,0,11,0,16,3,0,0,0,5,4,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,15,3,0,11,15,5,0,15,8,12,75,4,145,4,0,0,0,0,0,0,0,0,0,3,9,102,114,113,130,26,9,48,45,14,15,118,17,90,673,148,1226,50,64,11,0
UCL215037,127,136,34,9,67,62,14,50,172,16,104,523,37,1019,7,3,0,0,3,3,0,0,5,0,5,23,0,38,18,9,9,0,15,9,6,4,9,9,5,49,5,110,9,4,0,0,6,6,0,5,3,0,6,13,0,28,3,0,6,0,4,9,0,4,3,0,3,9,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,6,4,0,6,39,18,14,0,31,23,8,13,29,7,22,107,10,232,8,4,0,0,0,0,0,4,5,0,4,19,77,107,179,155,52,7,97,87,23,63,205,25,129,652,122,1357,35,63,7,0
UCL215038,334,189,81,26,130,126,32,79,208,19,175,640,52,1443,9,0,3,0,7,0,0,0,0,0,7,14,0,27,20,6,8,0,11,16,5,4,12,3,11,21,0,75,9,0,0,3,0,3,0,0,4,0,0,10,4,25,8,4,0,3,10,7,5,3,0,6,3,5,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,52,8,14,9,25,21,13,13,14,9,26,67,9,197,14,7,3,0,4,5,0,0,7,0,0,15,162,206,401,206,101,32,161,151,42,87,234,29,200,725,223,1844,90,68,13,0
UCL215039,163,135,43,16,92,116,28,60,170,35,124,646,38,1240,0,3,0,0,3,0,0,0,0,0,0,14,0,22,22,0,6,0,7,3,0,4,0,0,7,14,0,50,4,0,5,0,6,0,0,3,0,4,0,10,0,22,4,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,8,13,0,15,12,4,6,9,3,10,51,6,130,6,4,0,0,3,3,0,6,5,0,0,16,131,162,201,153,58,16,106,131,36,71,186,36,134,720,179,1529,33,56,14,0
UCL215040,174,111,40,21,92,70,14,41,134,16,103,548,34,1070,6,0,0,0,0,0,0,0,0,0,0,4,0,15,8,0,3,3,8,6,0,0,6,0,5,13,3,38,0,0,4,0,6,0,0,5,0,3,0,0,0,14,6,0,0,0,4,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,11,3,15,12,5,5,11,0,6,36,3,90,0,5,4,0,3,0,0,0,10,0,4,9,137,164,202,128,57,22,115,82,14,47,157,20,116,598,175,1328,49,46,11,0
UCL215041,528,418,149,61,229,234,45,100,376,65,264,1610,151,3195,4,0,0,0,0,3,0,0,0,0,4,11,0,19,18,8,9,0,11,0,3,0,5,8,11,16,7,65,6,0,0,0,0,4,0,0,0,0,0,5,3,15,8,0,3,0,3,5,0,4,0,0,0,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,0,0,0,0,0,0,0,5,3,20,0,31,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,3,0,0,0,0,0,0,23,0,27,3,3,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,9,0,0,27,0,30,45,15,14,0,25,14,3,7,16,5,19,114,15,214,16,7,0,0,13,5,5,8,6,0,5,48,207,284,585,447,167,64,266,249,55,111,401,71,292,1767,366,3696,128,147,34,0
UCL215042,85,92,34,0,43,29,8,16,124,13,94,641,36,1040,3,6,0,0,0,0,0,6,5,0,5,7,0,14,12,4,3,0,8,5,0,5,5,0,5,19,4,51,0,0,0,0,4,0,0,0,0,0,0,4,0,4,0,0,3,0,3,0,0,0,6,0,0,10,5,22,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,9,0,7,20,7,11,0,14,5,3,3,14,0,13,55,5,119,0,0,0,0,0,0,0,0,8,0,0,14,64,85,107,100,47,5,58,42,17,22,147,12,103,710,110,1247,39,58,20,0
UCL215043,235,381,82,28,116,86,23,48,317,30,239,1681,144,2847,3,12,0,0,9,0,0,6,6,3,3,25,4,49,27,14,11,0,13,5,5,7,14,4,10,44,8,116,5,6,8,0,0,0,0,0,4,0,9,19,0,35,14,6,3,7,8,7,0,5,3,7,0,23,0,53,0,0,0,0,4,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,43,3,43,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,21,6,26,0,0,0,0,0,0,0,0,0,0,0,9,0,8,3,0,0,0,0,0,0,0,4,0,4,0,0,10,55,33,20,8,38,18,6,20,27,14,33,191,15,369,0,3,5,0,3,3,0,0,0,0,0,14,95,125,291,412,109,37,164,107,29,68,343,44,274,1891,258,3336,100,213,39,4
UCL215044,132,190,50,4,60,67,15,28,154,6,119,878,42,1483,0,0,0,0,0,0,0,0,0,0,0,14,0,12,8,7,3,0,0,0,0,3,8,0,8,18,0,45,0,0,0,0,0,0,0,0,0,0,0,3,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,3,4,0,11,4,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,3,17,14,6,0,8,9,0,3,9,0,10,62,0,111,4,3,0,0,0,3,0,0,3,0,0,24,71,106,148,198,57,9,67,74,14,32,168,13,123,972,111,1705,47,95,22,0
UCL215045,417,367,111,36,189,189,38,102,436,48,290,1689,127,3179,4,6,0,0,6,0,0,3,4,5,9,14,4,38,45,21,18,4,18,18,3,17,22,4,29,55,0,149,19,7,4,3,9,8,0,0,9,5,8,11,0,56,24,3,4,7,25,15,0,3,5,3,5,24,4,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,3,27,0,42,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,4,0,0,9,0,0,0,0,0,4,12,3,29,3,0,0,0,0,0,0,0,8,0,0,13,0,19,4,4,0,0,0,0,0,0,0,0,0,9,0,15,95,49,32,15,66,45,10,26,49,21,57,187,18,438,14,6,4,5,9,10,0,0,11,0,3,49,163,246,528,420,142,51,258,243,44,129,490,69,350,1921,309,3869,131,166,30,0
UCL215046,121,163,40,3,52,44,6,22,139,9,117,861,45,1390,0,4,0,0,3,5,0,0,4,0,3,14,0,23,8,9,0,0,9,3,0,5,7,0,14,34,6,72,3,0,0,0,0,3,0,0,5,0,0,9,0,22,0,0,0,0,0,6,0,0,5,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,3,0,0,0,0,0,16,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,14,5,6,11,18,5,8,18,3,25,107,7,191,9,0,4,0,4,4,0,5,9,0,4,16,75,109,152,180,49,8,72,63,7,35,153,18,143,979,132,1691,49,97,10,0
UCL215047,160,228,37,9,80,57,17,34,210,13,138,1100,73,1797,4,5,0,0,0,3,0,0,0,0,0,16,0,25,20,12,0,0,12,0,4,5,14,3,7,46,0,92,0,0,0,0,5,4,0,4,0,0,0,12,0,18,8,3,7,3,7,7,7,7,3,3,5,17,0,32,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,10,26,28,7,3,29,12,5,15,27,8,12,117,7,209,0,6,0,0,7,0,0,0,6,0,7,24,109,147,190,257,50,13,113,76,24,51,238,20,161,1235,187,2153,68,137,17,0
UCL215048,159,201,37,7,70,55,13,50,217,16,140,891,59,1549,7,3,0,0,3,4,0,0,6,0,0,17,6,43,11,6,6,0,8,8,0,6,10,0,3,30,0,59,4,0,0,0,6,4,0,0,0,0,3,5,0,22,5,0,0,0,0,0,0,0,0,0,0,6,3,21,3,0,0,0,3,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,4,12,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,23,0,28,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,4,0,0,0,0,0,0,10,0,12,27,20,9,0,23,19,7,4,21,3,12,124,9,214,5,8,0,0,7,3,0,0,3,4,0,9,132,160,199,231,46,14,101,79,20,55,242,26,153,1021,200,1923,56,109,13,0
UCL215049,109,84,47,16,30,75,9,13,65,8,60,547,25,920,4,0,0,0,0,0,0,0,0,0,0,19,0,31,12,3,7,5,0,0,0,0,0,0,3,22,0,45,0,3,6,0,0,0,0,0,0,0,0,14,3,23,3,3,0,4,0,0,0,0,3,0,8,7,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,20,0,0,0,0,0,0,0,0,0,0,0,15,0,16,0,0,0,0,0,0,0,0,0,0,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,16,0,20,0,0,0,0,0,0,0,0,0,0,0,5,0,7,23,16,11,4,10,0,6,0,5,0,12,133,11,205,0,0,3,0,0,0,0,0,0,0,0,6,110,120,130,99,58,22,42,81,13,15,65,13,77,687,144,1248,40,43,23,0
UCL215050,170,168,67,7,73,88,14,29,168,12,177,1538,66,2301,0,5,0,4,0,0,0,0,3,0,4,42,0,62,35,19,12,0,11,13,0,8,6,0,10,87,6,171,0,3,0,0,6,5,0,0,6,0,0,39,0,60,5,0,7,0,4,0,0,0,5,0,4,22,3,43,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,5,14,0,19,6,0,0,0,0,0,0,4,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,8,0,7,4,0,0,0,0,0,0,0,3,0,3,18,0,31,0,3,0,0,0,0,0,0,0,0,3,20,0,30,49,35,19,3,27,26,5,11,21,0,34,265,12,437,8,10,6,0,3,0,6,4,0,0,3,25,148,189,232,204,89,11,101,118,19,45,195,14,217,1826,231,2926,90,99,32,0
