UCL_CODE_2021,F_AccomFoodS_Cert,F_AccomFoodS_ID_NS,F_AccomFoodS_ToT,F_TransPostWhse_PD,F_TransPostWhse_GD_GC,F_TransPostWhse_BD,F_TransPostWhse_AdD_D,F_TransPostWhse_Cert,F_TransPostWhse_ID_NS,F_TransPostWhse_ToT,F_InfoMedTelecom_PD,F_InfoMedTelecom_GD_GC,F_InfoMedTelecom_BD,F_InfoMedTelecom_AdD_D,F_InfoMedTelecom_Cert,F_InfoMedTelecom_ID_NS,F_InfoMedTelecom_ToT,F_FinInsurS_PD,F_FinInsurS_GD_GC,F_FinInsurS_BD,F_FinInsurS_AdD_D,F_FinInsurS_Cert,F_FinInsurS_ID_NS,F_FinInsurS_ToT,F_RentHirREserv_PD,F_RentHirREserv_GD_GC,F_RentHirREserv_BD,F_RentHirREserv_AdD_D,F_RentHirREserv_Cert,F_RentHirREserv_ID_NS,F_RentHirREserv_ToT,F_ProScieTechServ_PD,F_ProScieTechServ_GD_GC,F_ProScieTechServ_BD,F_ProScieTechServ_AdD_D,F_ProScieTechServ_Cert,F_ProScieTechServ_ID_NS,F_ProScieTechServ_ToT,F_AdminSupServ_PD,F_AdminSupServ_GD_GC,F_AdminSupServ_BD,F_AdminSupServ_AdD_D,F_AdminSupServ_Cert,F_AdminSupServ_ID_NS,F_AdminSupServ_ToT,F_PubAdmiSafety_PD,F_PubAdmiSafety_GD_GC,F_PubAdmiSafety_BD,F_PubAdmiSafety_AdD_D,F_PubAdmiSafety_Cert,F_PubAdmiSafety_ID_NS,F_PubAdmiSafety_ToT,F_EducTrain_PD,F_EducTrain_GD_GC,F_EducTrain_BD,F_EducTrain_AdD_D,F_EducTrain_Cert,F_EducTrain_ID_NS,F_EducTrain_ToT,F_HealthCareSocA_PD,F_HealthCareSocA_GD_GC,F_HealthCareSocA_BD,F_HealthCareSocA_AdD_D,F_HealthCareSocA_Cert,F_HealthCareSocA_ID_NS,F_HealthCareSocA_ToT,F_ArtRecServ_PD,F_ArtRecServ_GD_GC,F_ArtRecServ_BD,F_ArtRecServ_AdD_D,F_ArtRecServ_Cert,F_ArtRecServ_ID_NS,F_ArtRecServ_ToT,F_OthServ_PD,F_OthServ_GD_GC,F_OthServ_BD,F_OthServ_AdD_D,F_OthServ_Cert,F_OthServ_ID_NS,F_OthServ_ToT,F_ID_NS_PD,F_ID_NS_GD_GC,F_ID_NS_BD,F_ID_NS_AdD_D,F_ID_NS_Cert,F_ID_NS_ID_NS,F_ID_NS_ToT,F_ToT_PD,F_ToT_GD_GC,F_ToT_BD,F_ToT_AdD_D,F_ToT_Cert,F_ToT_ID_NS,F_ToT_ToT,P_AgriForestFish_PD,P_AgriForestFish_GD_GC,P_AgriForestFish_BD,P_AgriForestFish_AdD_D,P_AgriForestFish_Cert,P_AgriForestFish_ID_NS,P_AgriForestFish_ToT,P_Min_PD,P_Min_GD_GC,P_Min_BD,P_Min_AdD_D,P_Min_Cert,P_Min_ID_NS,P_Min_ToT,P_Mnfg_PD,P_Mnfg_GD_GC,P_Mnfg_BD,P_Mnfg_AdD_D,P_Mnfg_Cert,P_Mnfg_ID_NS,P_Mnfg_ToT,P_EGW_WS_PD,P_EGW_WS_GD_GC,P_EGW_WS_BD,P_EGW_WS_AdD_D,P_EGW_WS_Cert,P_EGW_WS_ID_NS,P_EGW_WS_ToT,P_Cnstn_PD,P_Cnstn_GD_GC,P_Cnstn_BD,P_Cnstn_AdD_D,P_Cnstn_Cert,P_Cnstn_ID_NS,P_Cnstn_ToT,P_WTrade_PD,P_WTrade_GD_GC,P_WTrade_BD,P_WTrade_AdD_D,P_WTrade_Cert,P_WTrade_ID_NS,P_WTrade_ToT,P_RTrade_PD,P_RTrade_GD_GC,P_RTrade_BD,P_RTrade_AdD_D,P_RTrade_Cert,P_RTrade_ID_NS,P_RTrade_ToT,P_AccomFoodS_PD,P_AccomFoodS_GD_GC,P_AccomFoodS_BD,P_AccomFoodS_AdD_D,P_AccomFoodS_Cert,P_AccomFoodS_ID_NS,P_AccomFoodS_ToT,P_TransPostWhse_PD,P_TransPostWhse_GD_GC,P_TransPostWhse_BD,P_TransPostWhse_AdD_D,P_TransPostWhse_Cert,P_TransPostWhse_ID_NS,P_TransPostWhse_ToT,P_InfoMedTelecom_PD,P_InfoMedTelecom_GD_GC,P_InfoMedTelecom_BD,P_InfoMedTelecom_AdD_D,P_InfoMedTelecom_Cert,P_InfoMedTelecom_ID_NS,P_InfoMedTelecom_ToT,P_FinInsurS_PD,P_FinInsurS_GD_GC,P_FinInsurS_BD,P_FinInsurS_AdD_D,P_FinInsurS_Cert,P_FinInsurS_ID_NS,P_FinInsurS_ToT,P_RentHirREserv_PD,P_RentHirREserv_GD_GC,P_RentHirREserv_BD,P_RentHirREserv_AdD_D,P_RentHirREserv_Cert,P_RentHirREserv_ID_NS,P_RentHirREserv_ToT,P_ProScieTechServ_PD,P_ProScieTechServ_GD_GC,P_ProScieTechServ_BD,P_ProScieTechServ_AdD_D,P_ProScieTechServ_Cert,P_ProScieTechServ_ID_NS,P_ProScieTechServ_ToT,P_AdminSupServ_PD,P_AdminSupServ_GD_GC,P_AdminSupServ_BD,P_AdminSupServ_AdD_D,P_AdminSupServ_Cert,P_AdminSupServ_ID_NS,P_AdminSupServ_ToT,P_PubAdmiSafety_PD,P_PubAdmiSafety_GD_GC,P_PubAdmiSafety_BD,P_PubAdmiSafety_AdD_D,P_PubAdmiSafety_Cert,P_PubAdmiSafety_ID_NS,P_PubAdmiSafety_ToT,P_EducTrain_PD
UCL215064,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,3,0,0,4,0,0,0,0,3,0,4,0,0,3,3,12,0,14,3,0,20,6,15,0,48,7,7,44,25,39,8,124,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,9,0,10,11,14,77,45,110,12,273,3,0,9,10,43,0,66,0,0,0,0,0,0,0,0,0,0,0,17,4,29,0,0,0,0,0,0,4,0,0,0,0,24,0,34,0,0,0,0,3,0,6,0,0,0,0,14,0,19,0,0,0,4,3,0,12,0,0,3,0,17,0,22,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,5,0,0,11,0,0,0,3,7,0,14,0,0,4,10,17,0,35,4
UCL215065,14,0,24,0,0,0,3,3,0,10,0,0,0,0,3,0,10,0,0,0,0,3,0,5,0,0,0,0,4,0,3,0,0,11,3,10,5,23,0,0,0,4,3,4,10,0,0,0,5,6,3,20,11,11,23,8,14,4,67,5,17,53,41,64,9,179,0,0,0,0,6,0,6,0,0,0,3,16,0,30,0,0,3,4,4,3,7,15,25,114,91,192,33,475,3,3,17,8,24,4,59,0,0,0,0,0,0,0,0,0,4,5,66,3,78,0,0,0,0,10,0,15,4,0,0,0,63,3,75,0,0,0,3,11,0,10,0,3,7,3,40,3,63,0,0,7,8,32,0,45,0,4,0,7,20,3,36,0,0,0,3,3,0,14,0,0,0,4,3,0,11,0,0,0,0,10,0,9,0,0,17,4,8,5,32,0,0,0,4,5,0,15,0,0,3,16,10,4,34,9
UCL215066,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,3,0,0,8,0,0,0,3,0,0,0,0,5,0,7,4,0,0,0,0,0,6,4,5,10,0,5,0,25,3,0,15,24,35,5,86,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,3,8,7,9,39,35,79,12,180,0,0,4,3,17,0,22,0,0,0,0,0,0,0,0,0,0,0,12,0,15,0,0,0,0,4,0,5,0,0,0,6,31,0,37,0,0,0,4,0,0,8,0,0,3,0,19,5,25,0,0,4,0,15,0,20,0,0,0,0,4,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,3,3,0,4,0,0,0,7,0,0,0,0,5,0,7,4,0,3,3,9,0,22,8
UCL215067,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,10,0,4,17,0,6,0,28,3,0,19,7,18,0,52,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,3,9,38,19,41,0,115,0,0,0,7,29,0,35,0,0,0,0,5,0,4,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,13,0,20,0,0,0,0,7,0,7,0,0,0,5,4,0,10,0,0,0,0,5,0,11,0,0,0,4,7,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,3,0,8,0,0,4,4,12,0,18,0
UCL215068,12,0,24,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,4,5,3,17,0,0,0,0,4,0,3,7,0,4,3,5,0,21,0,0,4,0,9,0,13,3,0,10,5,6,0,24,10,8,30,15,8,0,80,10,10,39,43,44,4,140,0,0,0,0,0,0,4,0,0,4,7,3,0,19,0,0,0,8,4,5,12,31,25,106,105,135,19,416,0,0,0,3,0,0,3,0,0,0,0,4,0,4,0,0,0,8,39,0,48,0,0,0,4,4,0,9,0,0,0,5,62,0,68,0,0,0,0,7,0,9,0,0,0,7,46,3,59,0,0,9,4,33,0,47,0,0,0,5,10,0,17,0,0,0,0,0,0,0,0,0,3,6,6,3,15,0,0,0,7,4,0,13,7,0,11,9,11,0,41,0,0,6,0,11,0,13,7,6,10,11,11,0,54,11
UCL215069,28,4,63,0,0,0,0,0,0,6,0,4,0,0,0,0,0,6,0,4,4,0,4,12,0,0,3,0,3,0,8,7,5,6,4,0,0,25,0,0,7,0,4,0,9,3,4,13,18,7,0,52,22,12,42,11,3,0,86,26,20,63,29,30,7,180,0,0,3,0,0,0,10,0,0,5,6,4,0,14,0,0,4,0,0,0,6,70,45,190,113,111,26,552,0,0,16,8,19,5,55,0,0,0,3,0,0,7,3,3,17,12,18,0,55,0,0,0,0,5,0,15,0,0,8,9,77,0,98,0,0,11,0,3,0,16,0,0,16,16,21,4,59,5,0,21,12,55,4,104,0,0,5,0,11,3,17,0,4,0,0,0,0,8,6,0,10,6,0,4,22,0,0,4,0,5,0,13,8,5,31,12,13,0,67,0,0,11,5,10,0,23,7,7,29,24,20,7,87,22
UCL215070,15,0,24,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7,0,0,0,0,4,0,4,0,0,5,0,0,0,0,0,0,4,12,10,0,25,0,0,5,4,8,0,11,3,9,25,8,3,0,49,3,3,18,26,43,0,90,0,0,0,0,0,0,4,0,0,0,0,13,0,11,0,0,0,0,7,8,12,10,16,69,68,156,22,339,4,0,6,13,40,10,71,0,0,0,0,3,0,3,0,0,4,3,54,0,66,0,0,0,0,9,0,8,0,0,0,7,64,0,69,0,0,5,0,9,0,17,4,0,0,12,49,4,63,0,0,0,0,21,0,26,0,0,0,3,16,0,24,0,0,0,0,0,0,0,0,0,4,0,4,0,8,0,0,0,0,0,0,0,0,0,5,9,8,0,17,0,0,4,11,17,3,39,0,3,8,6,18,0,30,3
UCL215071,9,0,13,0,0,4,8,9,0,21,0,0,0,0,0,0,7,0,0,9,11,6,0,29,0,0,3,4,5,0,13,10,6,23,8,16,0,61,0,0,9,6,5,0,16,15,5,25,18,16,3,72,22,20,48,22,18,5,131,15,17,58,33,45,0,170,0,0,6,5,3,0,11,0,0,0,7,14,0,19,0,0,0,0,8,6,17,57,51,211,140,176,21,666,0,0,4,3,0,0,12,0,0,0,0,0,0,0,0,0,5,16,56,4,84,0,0,9,4,11,0,24,0,4,14,9,167,5,201,0,0,6,13,14,5,36,0,0,16,14,33,0,65,0,0,0,6,15,0,22,0,4,12,29,33,6,83,0,3,0,0,10,0,12,0,3,21,13,8,0,43,0,0,3,4,6,0,12,21,12,47,12,17,0,112,0,0,10,8,13,0,34,18,7,46,39,32,5,143,30
UCL215072,4,0,9,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,8,0,12,0,0,0,0,3,0,4,5,6,14,0,5,0,27,4,0,13,0,15,0,35,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,3,8,0,7,17,14,9,70,32,56,27,197,5,0,15,26,31,24,102,0,0,0,0,0,0,0,0,0,9,4,5,9,26,0,0,0,0,6,0,4,0,0,0,0,10,0,20,0,0,4,4,8,0,15,0,0,0,3,10,0,20,0,0,6,5,5,0,14,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,4,0,18,0,0,0,6,3,0,15,5
UCL215073,3,0,8,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,3,0,0,3,3,5,0,11,0,0,0,0,9,0,13,3,0,5,4,3,0,11,0,6,21,7,12,0,46,3,8,27,29,56,6,132,0,0,0,0,0,0,4,0,0,0,4,11,0,14,0,0,0,0,3,3,10,13,16,68,66,134,15,309,0,0,8,3,28,0,41,0,0,0,0,6,0,7,0,0,7,4,39,0,53,0,0,0,0,9,0,10,0,0,0,3,43,0,52,0,0,0,3,9,0,11,0,0,4,6,31,0,38,0,0,4,5,13,0,24,0,0,0,5,19,4,25,0,0,0,0,0,0,4,0,0,3,0,3,0,4,0,0,0,0,3,0,5,0,4,5,8,5,4,22,0,0,0,0,10,0,19,3,0,5,0,9,0,19,4
UCL215074,5,0,22,0,3,6,5,17,4,37,0,0,3,0,0,0,9,0,0,15,8,11,0,32,0,0,0,3,3,0,13,4,6,15,9,12,0,45,0,0,6,8,11,0,24,3,3,29,19,24,0,79,19,33,64,17,21,0,158,12,24,61,45,58,0,200,0,0,8,0,6,0,9,0,0,10,10,21,0,44,0,0,0,3,6,6,23,55,71,245,174,261,12,815,0,0,0,4,13,0,21,0,0,0,0,0,0,5,0,0,11,20,77,0,121,0,0,5,0,15,0,18,6,3,11,25,253,0,299,0,0,4,5,16,0,29,6,0,15,15,50,0,87,0,0,8,9,19,6,38,3,4,19,31,62,3,117,0,0,8,0,3,0,15,4,0,19,6,10,0,43,0,0,6,5,10,0,18,12,5,28,11,26,0,89,0,0,6,15,28,5,54,6,3,39,43,51,0,148,25
UCL215075,3,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,5,0,0,0,0,3,0,3,0,0,5,0,4,4,13,3,7,4,5,9,0,22,3,3,16,4,19,3,52,0,0,0,0,5,0,5,0,0,0,0,9,0,14,0,0,0,0,5,0,3,7,16,24,30,76,9,155,0,0,0,4,15,0,17,0,0,0,0,0,0,0,0,0,0,6,25,0,31,0,0,0,0,5,0,5,0,0,0,0,33,0,31,0,0,0,0,3,0,3,0,0,5,4,17,0,19,0,0,0,0,5,0,10,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,3,0,0,5,0,4,0,8,0,0,0,0,9,0,9,0,0,10,5,19,4,37,0
UCL215076,18,0,29,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,9,0,5,3,5,0,20,0,0,0,0,6,0,9,0,3,4,10,5,0,24,3,10,23,7,5,0,53,9,5,22,23,33,0,92,3,0,0,0,0,0,0,0,0,0,4,4,0,11,0,0,0,0,5,0,11,24,22,102,83,122,13,360,0,0,7,8,24,0,37,0,0,0,0,0,0,3,5,0,41,21,59,6,135,0,0,0,0,3,0,3,0,3,4,7,44,5,61,0,0,0,0,9,0,11,0,0,8,9,21,3,43,0,0,3,5,27,0,48,0,0,4,0,20,0,26,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,6,12,0,11,7,9,0,37,0,0,0,3,7,6,12,4,3,8,16,15,0,35,10
UCL215077,14,0,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,3,0,0,5,4,5,0,18,0,0,0,0,0,0,6,6,0,3,4,3,0,20,4,4,26,3,3,0,44,8,0,21,23,17,0,68,0,0,4,0,4,0,4,0,0,5,5,8,0,15,0,0,0,0,0,0,6,21,16,83,60,67,4,248,0,0,0,0,4,0,6,0,0,0,4,5,0,9,0,0,7,3,7,0,19,0,0,0,3,8,0,15,0,0,4,7,44,0,66,0,3,0,0,7,0,13,0,0,7,4,5,0,19,0,0,12,8,22,0,42,0,0,4,0,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,5,0,6,3,0,16,11,8,0,38,0,0,3,3,3,0,14,3,0,12,9,10,0,29,6
UCL215078,5,0,7,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,5,0,0,9,6,8,0,22,0,0,3,0,3,0,9,0,0,4,0,4,0,11,12,5,25,14,9,0,68,0,6,18,37,28,0,98,0,0,0,0,3,0,6,0,0,3,3,13,0,24,0,0,4,0,0,3,8,17,14,79,87,124,15,325,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,11,10,31,0,56,0,0,0,0,12,0,11,0,0,3,13,116,0,129,0,0,0,5,11,8,23,0,0,4,4,22,0,36,0,0,0,4,8,0,9,0,0,5,0,13,0,17,0,0,0,3,0,0,3,0,0,3,0,5,0,12,0,0,0,0,9,0,3,0,0,13,15,16,0,45,0,0,3,0,13,0,15,0,0,4,3,12,0,24,15
UCL215079,12,0,15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,3,0,0,3,0,5,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,5,9,0,15,5,3,10,4,5,0,31,3,10,27,29,44,3,113,0,0,0,0,3,0,5,0,0,4,0,3,0,12,0,0,0,0,5,0,3,4,17,54,61,102,13,259,0,0,7,11,40,6,62,0,0,0,0,0,0,0,0,0,0,0,19,6,27,0,0,0,0,3,0,3,0,0,0,0,24,0,30,0,0,0,3,10,0,12,0,0,5,6,28,6,43,0,0,5,8,13,0,20,0,0,4,3,9,0,19,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,3,0,0,3,0,5,4,3,5,0,20,0,0,0,0,0,0,8,0,3,0,9,17,0,30,3
UCL215080,3,0,15,0,0,0,0,10,0,10,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,6,5,6,0,18,0,0,0,0,3,0,5,4,3,8,7,10,0,33,6,9,22,9,15,0,64,0,7,20,29,42,3,118,0,0,0,0,0,0,6,0,0,3,0,13,0,15,0,0,0,0,0,9,13,11,21,69,79,143,16,349,0,0,0,0,25,0,29,0,0,0,7,9,0,16,0,0,5,3,25,0,33,0,0,0,3,13,0,14,0,0,9,5,75,0,88,0,0,0,0,10,0,10,0,0,4,10,19,3,28,0,0,3,4,9,0,19,0,0,0,0,18,0,16,0,0,0,0,4,0,3,0,0,0,0,0,0,3,0,0,0,0,4,0,4,5,0,13,10,9,0,31,0,0,0,7,3,0,13,3,3,17,21,36,3,82,8
UCL215081,18,0,25,0,0,0,3,10,0,12,0,0,6,0,3,0,8,0,0,3,4,3,0,9,0,0,3,0,0,0,8,4,0,15,3,8,0,33,0,0,3,0,9,0,16,0,3,7,17,3,0,29,10,20,44,8,13,0,97,21,13,61,70,55,8,223,0,0,4,0,4,0,7,0,0,0,10,14,0,32,0,0,4,8,0,0,9,46,46,189,159,184,15,634,0,9,16,15,32,8,79,0,0,0,0,0,0,0,4,0,20,24,102,0,155,8,5,29,15,15,0,74,0,0,8,4,78,3,99,0,0,0,6,10,0,16,0,0,15,6,43,7,74,0,0,3,6,25,0,33,0,0,0,4,26,3,33,0,0,6,0,0,0,11,0,0,3,6,4,0,14,0,0,6,0,0,0,9,10,4,26,10,14,0,66,0,0,9,3,20,0,26,0,5,19,31,21,0,69,20
UCL215082,7,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,3,5,0,5,0,11,0,0,0,0,0,0,4,0,3,9,7,6,0,23,0,0,4,0,3,0,8,0,8,7,11,9,0,36,3,9,32,16,12,0,70,0,13,38,25,53,3,130,0,0,0,0,0,0,3,0,0,0,4,3,0,9,0,4,0,4,3,0,11,16,43,108,76,131,6,386,0,0,4,0,11,0,23,0,0,0,0,0,0,0,0,0,9,3,30,5,45,0,0,0,5,0,0,5,0,0,9,7,108,0,129,0,0,4,0,19,0,19,0,0,3,9,20,0,37,0,0,7,0,5,0,11,0,0,4,0,21,0,25,0,0,0,0,4,0,9,0,4,6,4,8,0,20,0,0,0,0,0,0,0,7,3,15,10,12,0,46,0,0,3,3,11,0,19,0,10,16,23,21,0,73,11
UCL215083,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,0,8,0,16,0,0,0,0,0,0,0,0,4,3,9,0,0,20,3,3,15,3,4,0,30,0,0,24,24,41,3,98,0,0,0,0,0,0,4,4,0,0,0,7,0,15,0,0,3,0,0,0,9,18,18,61,52,112,16,272,0,0,7,4,32,0,45,0,0,0,0,0,0,0,0,0,3,6,23,0,32,0,0,0,0,0,0,4,0,4,3,6,36,3,45,0,0,3,0,8,0,13,0,0,4,7,25,3,46,0,0,6,0,8,0,19,0,0,0,4,25,0,31,0,0,0,0,0,0,5,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,5,4,0,6,0,18,0,0,0,0,10,0,11,0,4,5,9,14,0,34,7
UCL215084,8,0,8,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,8,4,0,20,4,4,13,12,28,0,64,0,0,0,0,0,0,5,0,0,0,4,0,0,8,0,0,0,0,6,0,4,4,3,37,35,80,9,160,0,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,3,8,37,0,46,0,0,0,0,6,0,5,0,0,0,0,15,0,27,0,0,3,0,5,0,6,0,0,4,3,13,3,25,0,0,0,6,5,0,10,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,3,0,0,3,3,0,11,0,0,3,0,0,0,3,0,0,3,4,5,0,16,0
UCL215085,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0,4,0,3,0,0,0,4,3,0,8,0,0,0,0,3,0,0,0,0,9,8,7,0,17,4,3,23,9,9,0,35,0,0,7,10,19,0,41,0,0,0,4,0,0,3,0,0,0,0,8,0,13,0,0,0,0,4,0,4,3,8,48,37,83,5,177,0,0,3,0,5,0,5,0,0,0,0,5,0,5,0,0,0,4,32,3,38,0,0,0,0,6,0,9,0,0,0,9,67,0,82,0,0,6,0,18,0,25,0,0,3,4,17,0,20,0,0,0,0,0,0,6,0,0,0,0,12,0,12,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,4,0,3,0,0,4,5,9,0,13,0,0,0,0,3,0,8,0,0,9,10,4,0,25,4
UCL215086,16,0,15,0,0,0,3,3,0,7,0,0,3,0,8,0,6,0,0,0,0,0,0,6,0,0,0,0,4,0,8,3,8,12,7,5,0,30,0,0,0,7,5,0,9,3,6,20,7,29,4,63,14,13,43,14,21,0,106,11,12,64,41,55,5,183,0,0,0,0,0,0,4,0,0,3,4,10,0,18,0,0,0,5,0,0,7,34,42,150,111,201,13,555,0,5,4,3,18,4,29,0,0,0,0,4,0,4,0,0,7,12,56,4,77,0,0,14,6,29,0,51,0,0,4,10,111,0,129,0,0,3,5,18,0,31,3,0,4,7,30,3,49,0,0,4,3,24,0,28,0,0,0,0,19,3,22,0,0,0,0,13,0,13,0,0,0,9,6,5,13,0,0,0,0,8,0,11,9,10,24,13,10,4,61,0,0,0,7,9,0,14,8,6,18,18,39,0,98,25
UCL215087,4,0,8,0,0,0,4,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,0,3,3,0,0,16,3,0,3,0,0,0,12,0,0,4,5,9,0,21,8,4,12,9,17,0,47,4,5,7,17,24,3,65,0,0,0,0,0,0,4,0,0,3,5,11,0,16,0,0,0,0,0,5,11,17,14,58,70,100,12,261,0,0,4,0,0,0,5,0,0,3,0,0,0,0,0,0,9,5,33,3,48,0,0,0,0,0,0,9,0,0,3,5,85,4,104,0,0,0,0,12,3,16,0,0,7,3,17,0,33,0,0,0,0,4,3,12,0,0,5,5,32,3,42,0,0,0,0,7,0,4,0,0,0,3,0,0,10,0,0,0,0,0,0,5,4,0,3,6,3,0,24,3,0,3,7,3,0,16,5,0,11,4,20,0,39,6
UCL215088,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,0,0,0,0,3,0,0,0,0,0,0,3,0,12,0,0,0,3,5,0,10,0,4,0,5,0,0,11,17,12,14,14,5,0,61,6,9,25,21,29,0,84,0,0,0,4,0,0,5,0,0,0,0,7,0,8,0,0,0,6,0,0,16,37,24,63,65,77,7,273,0,0,3,0,4,0,17,0,0,0,0,0,0,3,4,0,11,3,16,3,34,0,0,4,0,3,0,6,0,4,3,4,35,0,45,0,0,0,0,10,0,13,5,0,3,9,13,0,23,0,0,3,4,10,0,21,0,0,0,3,10,0,13,0,0,0,0,0,0,5,4,0,3,0,3,0,12,0,0,0,0,6,0,7,8,0,12,8,7,0,36,0,0,0,3,4,0,12,3,3,8,10,4,0,21,22
UCL215089,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,4,0,0,4,0,0,0,3,0,0,6,0,0,0,7,0,0,3,0,4,0,18,0,3,15,9,11,0,44,3,9,25,29,53,3,127,0,0,0,0,0,0,0,0,0,3,0,4,0,7,0,0,0,0,0,0,4,10,19,70,57,104,11,270,0,0,5,5,32,0,38,0,0,0,0,0,0,0,0,0,6,0,26,0,32,0,0,0,0,8,0,7,0,0,0,0,27,0,34,0,0,3,5,13,0,22,4,0,8,5,21,3,41,0,0,0,6,12,0,19,0,0,0,0,12,3,16,0,0,0,0,4,0,3,0,0,0,0,6,0,6,0,0,0,0,0,4,5,5,0,0,0,9,0,17,0,0,6,0,4,0,9,3,0,4,9,11,0,37,0
UCL215090,9,3,18,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,4,0,6,9,5,4,0,25,0,0,0,0,8,0,3,0,0,6,5,0,0,21,7,12,16,13,9,0,52,0,5,34,18,39,5,111,0,0,0,0,0,0,4,0,0,0,4,4,0,4,0,0,5,4,5,0,13,14,27,78,67,118,12,312,0,0,6,3,18,0,26,0,0,0,0,3,0,8,0,0,9,5,23,0,38,0,0,0,0,5,0,8,0,0,3,12,64,3,83,0,0,0,4,10,0,21,0,0,6,0,23,0,35,5,0,0,7,11,3,24,0,0,0,4,13,0,14,0,0,0,0,6,0,10,0,0,4,0,6,0,6,0,0,3,0,8,0,9,4,6,11,8,13,0,35,0,0,0,0,9,4,15,0,5,9,8,17,0,36,11
