UCL_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
UCL221068,0,4,3,17,13,26,0,0,0,5,4,12,0,0,0,30,31,64,0,0,0,4,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,4,10,0,0,0,0,0,0,5,10,14,9,8,21,0,4,4,81,86,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,157,320,0,0,0,0,0,0,162,163,318,16,25,41,260,274,533
UCL221069,4,12,19,27,39,70,0,0,0,14,9,22,0,0,0,64,62,125,0,0,0,11,6,16,3,7,11,0,0,0,0,7,7,0,0,0,0,0,3,5,0,5,7,3,4,0,0,0,0,0,5,7,8,14,9,9,12,0,0,0,141,151,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7,7,300,240,538,4,0,9,3,0,3,302,245,552,58,54,110,513,468,981
UCL221070,3,3,9,74,100,171,0,0,0,7,5,14,0,0,0,67,74,141,0,0,0,0,0,0,11,14,25,0,0,0,5,4,7,0,0,0,6,0,3,0,0,0,14,17,31,0,0,0,0,0,0,19,39,54,5,3,9,0,0,0,211,253,465,3,3,6,8,0,8,0,0,0,0,0,0,0,0,0,5,0,7,5,0,7,221,200,416,0,0,3,0,0,0,220,204,423,52,54,98,500,520,1016
UCL221071,0,0,0,45,59,102,0,0,0,4,11,18,0,0,0,58,57,109,0,0,0,0,0,0,0,0,3,0,0,0,7,5,9,0,0,0,0,0,0,0,5,3,12,4,21,0,0,0,0,0,0,39,41,83,6,14,18,0,0,0,168,198,364,0,0,0,4,3,8,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,202,163,365,4,3,3,0,0,0,205,168,371,37,40,78,416,408,830
UCL221072,0,0,0,35,34,67,0,0,0,0,5,5,0,0,0,37,44,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,3,4,3,8,0,6,8,0,0,0,88,99,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,127,261,0,0,0,0,0,0,139,127,261,25,37,63,254,258,513
UCL221073,3,0,6,33,34,61,0,0,0,5,4,4,0,0,0,38,57,96,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,4,0,0,0,0,0,0,10,23,30,7,5,10,0,0,0,95,129,224,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,130,118,248,0,0,0,0,0,0,133,118,248,7,7,21,248,256,507
UCL221074,0,0,3,33,62,99,0,0,0,0,0,0,0,0,0,53,52,106,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,8,14,26,7,4,13,0,0,0,111,149,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,239,212,448,0,5,4,4,4,3,246,217,461,53,57,107,406,426,827
UCL221075,5,9,15,57,54,112,0,0,0,7,11,18,0,0,0,42,58,100,0,0,0,4,7,13,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,7,6,19,0,0,0,0,0,0,11,13,22,4,6,13,0,0,0,144,163,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,229,440,0,0,0,0,0,0,217,223,444,34,24,61,404,424,826
UCL221076,7,4,12,45,40,88,0,0,0,3,5,6,0,0,0,58,52,114,0,0,0,7,3,13,0,0,0,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,11,8,16,0,0,0,0,0,0,11,7,16,4,4,10,0,0,0,145,130,274,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,5,8,0,5,8,258,239,499,4,0,3,0,3,9,269,246,516,53,41,90,479,426,904
UCL221077,5,11,13,41,46,81,0,0,0,4,7,17,0,0,0,44,52,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,4,9,0,3,3,0,0,4,18,35,52,11,3,17,0,0,0,134,162,294,6,0,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,159,168,323,0,0,0,0,0,0,158,168,326,39,30,76,345,375,717
UCL221078,0,0,0,31,35,65,0,0,0,4,4,6,0,0,0,38,48,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,5,11,0,0,0,0,0,0,8,15,19,5,5,13,0,0,0,100,116,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,127,292,0,0,0,0,0,0,168,126,296,18,11,29,292,256,541
UCL221079,0,0,4,31,50,81,0,0,0,4,8,13,0,0,0,35,37,70,3,4,3,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,3,0,4,3,10,13,18,0,5,3,0,0,5,20,22,46,8,10,17,0,0,0,122,150,271,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,8,8,3,8,8,157,135,292,0,0,0,0,0,0,159,139,300,26,35,65,313,337,650
UCL221080,0,0,0,32,37,70,0,0,0,0,0,4,0,0,0,70,78,156,0,0,0,7,3,13,0,0,0,0,3,4,0,10,8,0,0,0,0,0,0,7,8,10,8,11,16,0,0,0,0,0,0,6,9,17,3,18,24,0,0,0,146,178,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,116,85,200,0,0,6,0,0,0,116,89,200,21,21,43,288,284,570
UCL221081,0,3,8,13,12,30,0,0,0,5,3,4,0,0,0,49,53,104,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,22,39,0,0,0,0,0,0,36,39,72,7,3,15,0,0,0,126,145,272,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,125,89,212,0,0,0,0,0,0,121,89,216,23,37,67,280,281,562
UCL221082,13,18,29,26,23,49,0,0,0,0,0,4,0,0,0,113,114,231,0,0,0,8,16,23,0,0,0,0,0,0,0,0,0,0,3,5,8,9,15,14,13,30,0,10,14,0,0,0,5,3,4,3,5,13,23,29,53,0,0,0,214,234,447,22,27,50,30,19,48,0,0,4,0,0,0,3,0,8,0,0,0,3,0,8,116,131,244,0,0,0,0,0,0,115,125,248,52,57,110,454,487,939
UCL221083,4,0,3,80,70,145,0,0,0,13,12,32,0,0,0,67,98,169,0,0,0,0,0,0,0,0,6,0,0,0,0,5,8,0,0,0,0,0,0,4,3,10,7,10,19,0,0,0,0,0,0,15,25,38,25,23,47,0,0,6,215,254,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,285,545,0,3,7,0,0,0,256,296,552,43,46,91,523,596,1113
UCL221084,0,0,0,44,43,81,0,0,0,0,3,3,0,0,0,65,71,139,0,0,0,0,0,0,0,0,5,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,15,19,34,6,10,19,0,0,0,129,149,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,227,468,3,3,6,0,6,6,244,235,478,35,26,56,411,411,826
UCL222001,0,0,0,13,19,31,0,0,0,4,3,6,0,0,0,35,30,70,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,4,4,6,0,0,0,0,0,0,10,9,22,0,9,5,0,0,0,73,74,145,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,59,124,0,0,0,0,0,0,64,59,124,7,5,7,138,139,284
UCL222002,0,0,0,33,29,64,0,0,0,0,0,3,0,0,0,20,18,42,0,0,0,7,9,20,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,3,8,9,0,0,0,76,68,149,0,0,0,0,0,0,5,5,8,0,0,0,0,0,0,0,0,0,0,0,0,111,112,222,3,0,3,0,6,7,113,113,233,16,13,25,211,206,414
UCL222003,0,0,0,24,20,37,0,0,0,0,0,0,0,0,0,45,37,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,5,3,0,4,0,0,0,79,70,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,82,173,0,0,0,0,0,0,96,81,177,21,7,25,188,161,348
UCL222004,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,14,0,0,0,0,0,0,10,6,13,10,3,8,20,13,30
UCL222005,0,0,0,9,13,23,0,0,0,3,0,0,0,0,0,12,24,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,5,4,0,0,0,10,9,24,3,4,4,0,0,0,48,50,94,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,37,90,0,4,4,0,0,0,54,40,98,9,14,22,108,108,217
UCL222006,4,0,8,39,32,65,0,0,0,0,0,0,0,0,0,34,40,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,17,0,0,0,0,0,0,7,13,22,0,0,0,0,0,0,94,100,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,89,180,0,0,0,0,0,0,92,87,176,11,13,21,191,203,393
UCL222007,0,0,0,9,12,16,0,0,0,0,4,4,0,0,0,13,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,0,0,0,0,0,0,0,4,9,6,6,7,0,0,0,29,34,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,59,55,115,0,4,4,0,0,0,59,60,120,3,5,12,104,97,198
UCL222008,3,4,11,17,13,24,0,0,0,0,0,0,0,0,0,19,20,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,0,0,0,7,8,10,8,6,13,0,0,0,45,55,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,109,239,3,3,8,0,0,6,128,113,245,13,14,25,196,184,381
UCL222009,0,0,0,18,26,47,0,0,0,4,0,3,0,0,0,30,23,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,15,0,0,0,0,0,0,11,14,23,0,0,0,0,0,0,72,77,146,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,72,151,0,0,0,0,0,0,82,72,151,20,16,34,166,166,341
UCL222010,3,4,4,9,5,11,0,0,0,0,3,3,0,0,0,74,77,146,0,0,0,10,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,3,4,11,0,0,0,99,102,198,0,5,4,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,51,101,0,3,5,0,3,8,54,55,107,18,18,36,181,184,354
UCL222011,0,0,0,24,24,53,0,0,0,3,5,6,0,0,0,30,32,64,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,8,0,0,0,0,0,0,3,13,18,0,0,7,0,0,0,79,81,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,84,178,0,0,0,0,0,0,92,84,178,9,7,19,177,177,347
UCL222012,0,0,0,28,33,64,0,0,0,0,0,0,0,0,0,43,49,89,0,0,0,7,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,4,9,0,0,0,0,0,0,11,19,25,0,0,0,0,0,0,93,110,202,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,74,177,0,0,0,0,0,0,98,74,177,18,11,30,204,201,405
UCL222013,0,4,4,19,23,47,0,0,0,0,0,3,0,0,0,12,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,3,3,10,0,5,3,0,0,0,42,45,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,120,0,0,0,0,0,6,64,59,122,14,9,27,121,125,243
UCL222014,0,0,0,13,22,34,0,0,0,0,0,0,0,0,0,36,36,70,0,0,0,0,0,4,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,4,0,7,7,3,5,9,0,0,0,57,79,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,102,223,0,0,0,0,0,0,122,105,227,24,7,34,203,195,403
UCL222015,4,3,3,25,35,52,0,0,0,8,6,11,0,0,0,18,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,3,7,6,11,0,0,0,0,0,0,10,6,17,4,3,7,0,0,0,62,83,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,116,103,216,0,0,0,0,0,0,118,103,221,15,6,19,197,193,386
UCL222016,0,0,0,16,9,23,0,0,0,0,0,0,0,0,0,16,13,28,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,3,0,0,0,0,0,6,8,15,0,0,0,0,3,3,5,7,9,0,0,0,0,0,4,54,49,91,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,0,3,71,57,128,0,0,0,0,0,0,71,57,128,13,11,19,134,113,244
UCL222017,0,0,0,12,20,25,0,0,0,0,0,6,0,0,0,12,10,25,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,0,0,0,0,0,0,6,8,14,3,0,7,0,0,0,39,52,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,36,74,0,0,0,0,0,0,40,36,79,14,12,25,97,99,192
UCL222018,0,0,0,9,8,15,0,0,0,0,4,5,0,0,0,11,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,28,65,0,0,0,0,0,0,34,28,68,9,3,15,67,57,127
UCL222019,0,0,0,11,12,24,0,0,0,3,0,3,0,0,0,29,19,48,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,5,7,4,7,11,5,11,16,0,0,0,65,65,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,105,223,4,0,4,0,0,0,123,112,231,13,11,26,194,188,386
UCL222020,0,0,0,5,17,18,0,0,0,0,0,0,0,0,0,15,21,38,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,18,17,42,0,0,6,0,0,0,44,59,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,68,131,3,0,3,0,0,0,66,68,133,7,8,19,124,139,260
UCL222021,0,3,3,6,8,12,0,0,0,4,0,4,0,0,0,4,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,13,0,0,0,5,3,9,3,0,8,7,4,11,0,0,0,33,41,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,83,186,0,0,0,0,0,0,108,83,192,14,17,31,158,143,307
UCL222022,0,0,0,13,18,33,0,0,0,0,0,0,0,0,0,28,27,54,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,3,4,12,3,3,8,0,0,0,57,60,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,52,119,0,0,0,0,0,0,71,53,122,19,18,36,144,132,273
UCL222023,3,6,6,12,23,35,0,0,0,4,5,4,0,0,0,23,36,63,6,0,4,5,0,5,4,0,4,0,0,0,3,4,13,0,0,0,0,0,0,5,3,4,5,8,16,0,0,0,0,0,0,5,8,15,9,9,16,0,0,0,77,93,177,0,0,0,8,0,8,0,0,0,3,0,3,0,0,0,5,0,3,3,0,3,127,122,247,0,0,0,0,0,0,127,123,250,17,23,42,234,248,483
UCL222024,0,4,3,3,7,14,0,0,0,0,0,0,0,0,0,20,20,43,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,11,0,0,0,0,0,0,31,43,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,79,169,0,3,3,0,0,0,88,81,168,48,24,75,171,149,321
UCL222025,0,0,5,3,4,9,0,0,0,0,0,0,0,0,0,18,14,27,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,13,17,0,4,4,0,0,0,33,40,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,57,101,0,0,0,0,0,0,50,57,101,21,14,31,99,107,207
UCL222026,0,4,9,23,27,50,0,0,0,0,0,0,0,0,0,30,24,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,7,6,12,4,6,13,0,0,0,70,73,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,69,162,0,0,0,0,0,0,86,69,162,13,8,21,169,158,330
UCL222027,0,0,0,19,17,35,0,0,0,0,0,0,0,0,0,39,46,87,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,6,4,3,0,6,0,0,3,0,0,0,7,4,11,3,0,8,0,0,0,75,87,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,77,143,0,0,0,0,0,0,69,77,143,18,21,42,169,188,355
UCL222028,0,3,3,21,22,45,0,0,0,0,0,0,0,0,0,27,36,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,7,4,6,0,0,0,59,68,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,8,79,78,156,0,0,0,0,0,0,79,78,156,14,14,34,157,166,326
UCL222029,0,0,0,11,10,22,0,0,0,0,0,0,0,0,0,13,17,31,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,14,23,33,0,0,0,0,0,0,48,57,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,79,0,0,0,0,0,0,42,41,81,16,9,18,108,98,208
UCL222030,0,0,3,9,8,17,0,0,0,0,0,0,0,0,0,3,10,12,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,5,4,7,0,0,0,0,0,0,24,41,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,4,6,5,63,70,134,0,0,0,0,0,0,63,70,134,14,21,34,110,132,240
UCL222031,0,0,0,26,18,46,0,0,0,0,0,0,0,0,0,30,23,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,8,15,28,0,0,0,0,0,0,69,66,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,69,140,0,0,0,0,0,0,70,69,140,17,13,29,155,151,303
UCL222032,0,5,3,20,15,29,0,0,0,4,0,4,0,0,0,14,23,36,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0,5,4,7,0,0,0,0,0,0,5,11,9,0,4,7,0,0,0,46,61,109,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,77,186,4,3,8,0,0,0,111,82,191,36,20,57,201,169,363
UCL222033,0,0,0,13,13,21,0,0,0,0,0,0,0,0,0,18,27,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,35,46,78,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,113,92,209,0,0,0,0,0,0,113,94,210,28,24,58,185,168,354
UCL222034,0,0,3,11,16,20,0,0,0,8,0,9,0,0,0,27,32,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,5,15,0,0,0,0,0,0,3,4,0,5,6,4,0,0,0,61,66,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,8,88,64,151,0,0,0,0,0,0,89,68,152,27,17,48,179,155,332
UCL222035,0,0,0,26,24,46,0,0,0,0,0,4,0,0,0,12,18,30,0,0,0,0,0,0,0,0,0,0,0,4,4,13,15,0,0,0,0,0,0,0,0,0,5,6,9,4,0,3,0,0,0,7,15,29,0,0,0,0,0,0,67,71,136,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,7,76,53,129,0,0,0,0,0,0,78,56,134,20,22,41,168,152,326
UCL222036,0,0,0,8,7,16,0,0,0,4,6,14,0,0,0,18,25,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,9,0,0,0,0,0,5,5,6,20,6,5,10,0,0,0,47,58,106,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,40,90,0,0,0,0,0,5,53,42,92,20,12,33,124,113,240
UCL222037,0,0,0,16,19,33,0,0,0,0,0,0,0,0,0,6,28,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,0,0,0,0,0,0,7,10,16,4,5,6,0,0,0,45,64,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,62,131,0,0,0,0,0,0,69,61,134,5,3,10,120,138,255
UCL222038,0,0,0,18,16,33,0,0,0,0,4,8,0,0,0,20,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,11,0,0,0,0,0,0,9,10,16,5,3,10,0,4,3,51,53,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,46,100,0,0,0,0,0,0,61,46,100,12,7,20,123,102,222
UCL222039,0,3,3,20,29,47,0,0,0,0,0,3,0,0,0,23,27,49,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,5,9,4,3,8,0,0,0,59,73,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,80,156,0,0,0,0,0,0,76,80,156,18,4,26,151,159,310
UCL222040,3,5,3,21,22,42,0,0,0,0,0,5,0,0,0,45,38,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,5,4,11,4,5,13,0,0,0,0,0,0,6,0,10,4,0,4,0,0,3,88,90,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,119,239,0,0,0,0,0,0,118,119,236,21,13,28,231,220,453
UCL222041,0,0,0,8,12,18,0,0,0,3,7,6,0,0,0,39,45,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,3,4,6,4,8,11,0,0,0,59,70,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,57,116,0,0,0,0,0,0,64,57,116,15,12,23,134,138,272
UCL222042,0,0,0,23,25,47,0,0,0,5,0,5,0,0,0,22,26,56,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,33,0,0,0,0,0,0,70,73,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,36,84,0,0,0,0,0,0,48,36,84,15,8,25,129,118,250
