UCL_CODE_2021,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
UCL215037,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,10,15,16,21,22,14,0,103,3,12,4,14,10,11,5,0,61,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,6,0,10,0,0,0,0,3,3,0,0,9,0,0,4,6,8,4,0,0,25,0,0,0,7,8,7,0,0,16,3,0,4,5,0,3,0,0,7,0,0,5,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,7,3,4,11,14,10,12,9,4,62,21,43,42,58,56,70,36,9,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,9,6,4,9,6,9,13,0,0,42,4,6,3,0,12,3,5,0,29,0,12
UCL215038,0,3,3,4,4,0,0,0,18,0,0,0,0,0,0,0,0,6,5,16,14,21,29,33,24,7,132,0,4,4,3,5,11,10,3,47,0,0,4,9,5,0,0,0,26,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,12,0,5,4,6,5,4,3,0,25,0,0,4,0,6,3,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,8,4,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,10,9,16,20,25,20,21,11,132,15,49,51,77,82,78,65,19,453,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,4,10,18,20,9,4,69,0,10,7,3,7,7,9,0,40,0,8
UCL215039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,19,19,8,21,10,4,106,0,6,0,0,3,8,0,0,29,0,5,0,3,6,5,4,0,22,0,0,0,0,0,0,0,0,9,0,3,0,0,8,0,0,0,14,0,5,3,7,7,0,0,0,22,0,0,0,0,0,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,13,8,14,14,26,17,7,113,31,54,43,45,51,76,41,9,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,9,15,10,13,5,0,57,0,5,8,3,8,9,4,0,24,0,10
UCL215040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,8,12,17,5,0,65,0,4,5,4,4,9,0,0,34,0,6,6,3,0,3,0,0,20,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,6,0,0,4,6,5,0,0,0,22,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,8,19,13,11,19,5,6,99,26,42,41,40,47,59,13,7,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,12,5,4,8,12,0,6,36,0,5,0,8,4,0,0,0,27,7,9
UCL215041,0,0,0,0,0,3,0,0,9,4,4,5,0,0,0,0,0,11,10,26,29,31,58,37,10,5,219,9,10,12,15,8,13,3,0,73,3,10,4,12,9,5,4,0,49,3,0,11,3,5,0,6,0,23,0,9,9,8,6,9,4,0,42,7,13,12,14,13,15,5,0,72,5,4,6,5,9,6,0,0,37,3,0,4,6,0,4,0,0,12,0,3,3,4,3,5,0,0,39,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,3,0,16,18,13,18,24,27,29,10,16,150,51,96,121,124,145,130,54,24,748,0,0,0,3,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,4,0,9,0,0,0,0,0,0,0,0,0,4,0,4,5,0,0,0,0,13,5,26,18,14,29,24,11,10,139,3,12,13,18,22,24,17,0,113,6,19
UCL215042,0,0,0,0,0,3,0,0,6,0,0,0,0,3,0,0,0,12,8,19,20,26,24,16,3,0,123,5,13,12,12,4,5,4,0,42,0,0,3,8,4,0,0,0,14,0,0,0,0,3,0,0,0,7,0,0,0,0,0,6,0,0,12,0,0,0,10,3,5,7,0,27,4,0,0,7,10,0,0,0,29,0,0,4,0,0,0,0,0,4,4,0,0,6,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,7,4,4,3,13,14,5,0,0,46,24,47,48,75,77,47,14,0,341,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,10,3,6,15,12,12,5,0,0,52,6,11,8,3,5,10,0,0,41,3,5
UCL215043,0,0,4,3,0,0,0,0,8,0,3,3,3,4,0,0,0,14,15,64,50,47,38,25,11,8,250,16,61,26,18,12,5,4,0,144,5,4,9,10,4,0,0,0,29,0,3,0,0,0,0,0,0,7,0,3,9,0,0,0,0,0,17,5,13,4,7,4,5,3,0,45,14,0,8,4,0,0,0,0,28,4,3,0,0,0,4,0,0,11,0,8,4,3,0,0,3,0,28,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,8,10,11,12,16,6,9,80,55,182,125,106,80,66,23,19,661,0,0,6,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,4,7,5,0,0,0,0,0,11,12,45,32,19,7,6,9,0,118,3,30,13,17,5,9,0,0,83,5,46
UCL215044,0,0,0,0,0,3,0,0,7,0,0,3,0,5,0,0,0,7,0,27,22,14,15,15,0,0,104,6,16,16,11,5,5,0,0,60,4,9,4,6,9,7,0,0,37,0,0,0,0,8,5,0,0,15,0,3,3,3,7,3,0,0,23,0,3,3,8,0,6,0,0,26,3,5,0,8,0,9,0,0,18,0,4,0,5,4,0,0,0,12,0,0,3,7,3,4,0,0,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,16,6,8,3,14,4,6,0,53,29,76,65,73,64,57,20,7,391,0,0,3,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,13,4,26,6,16,20,19,3,0,100,0,9,18,10,14,7,8,0,70,0,19
UCL215045,0,8,0,3,0,8,0,0,15,0,0,3,4,0,0,0,0,13,9,41,37,35,49,47,32,10,253,13,37,20,13,16,22,3,3,123,3,9,3,7,7,6,0,0,39,0,3,0,5,11,3,4,0,38,0,4,3,4,5,7,4,4,38,4,8,14,19,10,10,4,0,67,3,6,3,10,7,7,0,5,43,0,3,3,4,3,0,6,0,20,6,12,11,8,4,4,0,0,40,0,0,0,0,0,0,0,0,0,0,7,4,0,0,4,0,0,19,12,21,13,11,25,23,22,11,129,58,144,117,123,138,138,79,27,824,6,0,5,5,3,4,0,0,19,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,0,14,0,0,0,0,0,3,0,0,5,0,6,7,3,7,0,0,0,19,5,29,33,17,26,25,16,3,149,5,25,18,28,22,21,10,0,136,4,29
UCL215046,0,0,3,0,0,3,5,0,9,0,0,3,0,4,0,0,0,3,10,18,23,22,26,16,7,0,120,5,20,17,8,3,3,4,0,58,0,9,5,9,0,0,0,0,16,0,3,0,0,10,4,0,0,20,0,3,4,4,3,0,0,0,12,0,8,9,9,13,6,0,0,43,0,6,5,0,4,9,0,0,28,4,9,0,0,0,0,0,0,15,0,5,8,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,5,11,4,10,5,13,11,4,0,55,25,86,79,53,70,62,24,0,399,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,3,4,3,0,0,0,0,12,7,26,15,14,24,10,0,3,92,4,14,13,6,9,14,9,0,57,9,14
UCL215047,0,0,0,0,0,3,0,0,7,0,4,0,0,0,0,0,0,4,6,57,28,18,25,14,10,0,167,12,56,14,9,5,4,0,0,104,0,9,5,0,0,0,0,0,18,0,4,3,0,3,3,0,0,14,0,4,0,0,0,0,0,0,8,0,0,9,4,0,3,0,0,16,6,9,4,0,5,4,0,0,22,0,6,0,0,0,0,0,0,6,0,4,4,5,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,11,14,15,10,4,10,3,3,77,38,164,87,57,51,46,20,6,469,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,3,9,5,5,0,0,0,0,18,10,25,14,16,11,0,3,0,78,7,30,11,8,0,0,3,0,63,3,23
UCL215048,0,3,0,0,0,0,0,0,3,0,8,6,0,0,0,0,0,10,6,29,30,23,22,21,11,3,139,3,24,19,11,4,8,0,0,74,4,0,5,3,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,3,5,0,4,5,0,0,19,0,8,11,4,4,0,0,0,25,0,3,5,3,8,0,3,0,21,0,3,0,0,0,0,0,0,9,0,9,4,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,15,14,10,13,8,0,4,64,30,104,91,62,53,34,19,5,400,0,0,4,0,6,0,0,0,5,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,15,6,16,5,0,5,5,0,0,47,4,21,8,0,5,0,0,0,51,4,27
UCL215049,0,0,0,5,4,5,0,0,8,0,5,5,0,0,0,0,0,7,0,8,6,9,6,23,6,7,62,3,6,5,5,20,0,4,0,46,0,3,0,0,0,5,4,0,11,0,4,3,0,3,6,8,0,27,3,3,0,3,8,7,9,0,24,0,17,10,8,13,22,7,5,72,0,4,4,3,6,7,4,4,37,0,9,0,3,3,0,0,0,15,3,10,10,0,4,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,9,6,4,8,14,17,3,7,66,23,69,41,44,80,94,41,20,415,0,0,5,0,4,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,0,4,0,0,3,0,0,0,4,0,9,3,3,15,18,5,5,64,0,6,0,11,12,17,3,0,54,5,12
UCL215050,0,0,0,15,5,5,0,0,28,0,0,9,8,0,5,0,0,25,5,23,31,48,46,44,15,3,206,0,9,23,14,16,14,4,0,82,5,3,8,5,8,0,9,0,37,3,4,6,13,6,5,5,0,44,0,6,8,11,13,18,11,0,62,0,4,30,34,27,19,8,0,131,0,4,21,22,22,15,3,0,77,3,3,10,0,7,3,0,0,33,0,0,3,3,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,15,11,3,10,19,11,18,8,3,90,29,67,155,194,181,152,65,12,852,0,3,6,0,7,3,0,0,22,0,0,0,0,3,3,0,0,10,0,0,0,8,4,0,4,0,15,0,4,5,0,0,3,0,0,13,0,0,4,0,10,0,0,0,15,0,7,39,36,31,17,0,0,136,3,7,22,24,40,41,15,0,158,0,5
UCL215051,0,0,5,0,0,6,0,0,9,0,4,9,0,4,0,0,0,17,25,57,58,51,57,55,31,5,337,10,43,30,18,28,17,5,8,148,5,15,21,9,0,4,0,0,53,3,9,8,9,3,10,3,0,48,0,3,3,4,10,10,3,0,36,0,11,22,9,7,12,5,0,61,0,12,0,10,11,9,0,0,53,3,4,6,0,6,0,0,0,12,3,15,3,6,0,4,0,0,40,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,9,15,15,29,16,26,26,18,6,149,64,184,182,127,163,156,68,23,971,0,4,3,0,0,3,0,0,15,0,0,0,0,0,0,0,0,3,0,4,3,0,3,0,0,0,9,0,0,4,4,0,0,0,0,12,3,12,5,4,6,0,0,0,28,12,44,32,21,28,27,9,3,184,8,26,32,28,31,26,17,3,172,13,21
UCL215052,0,5,0,4,0,4,10,0,20,0,0,0,3,0,3,0,0,10,0,17,0,17,16,33,15,0,106,5,8,4,3,12,10,4,4,48,0,0,6,3,3,3,0,0,18,0,4,0,0,6,8,0,0,19,0,0,0,3,3,18,8,0,36,0,0,5,7,13,12,4,0,41,0,0,6,3,11,13,6,0,45,0,6,3,4,5,0,0,0,22,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,0,7,0,0,0,3,9,13,10,3,36,12,34,30,58,89,126,62,8,421,0,4,0,6,3,0,0,0,10,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,0,9,0,0,4,5,3,0,0,0,12,0,3,9,6,12,11,11,0,66,3,0,8,7,18,26,8,5,76,0,8
UCL215053,0,3,0,3,3,6,0,0,14,0,3,7,0,0,0,0,0,15,8,43,41,36,38,50,25,11,254,7,50,33,31,23,9,6,3,173,5,10,13,8,8,10,3,0,53,0,6,9,3,5,8,4,0,34,0,7,7,10,13,16,3,0,49,3,9,14,9,22,21,9,0,103,3,11,13,13,13,7,5,0,60,0,9,13,5,3,5,0,0,36,0,14,11,12,14,4,0,0,59,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,13,7,16,26,21,19,22,11,7,133,50,180,189,147,168,157,81,27,994,3,0,3,0,3,4,0,0,14,0,4,0,0,3,0,0,0,6,0,4,0,5,0,0,4,0,11,0,4,0,0,0,0,0,0,5,0,3,9,8,0,0,3,0,23,4,27,32,35,30,31,22,9,188,5,36,35,13,34,34,18,6,182,0,24
UCL215054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,21,11,13,17,18,7,0,110,5,13,8,8,4,4,0,0,39,0,13,8,8,0,7,4,0,33,0,0,0,3,3,4,0,0,9,0,0,0,0,3,0,0,0,12,0,3,4,0,0,0,0,0,20,0,8,5,6,5,0,0,0,20,0,0,0,0,0,0,0,0,0,3,11,3,8,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,8,15,12,19,16,16,21,13,3,122,31,85,58,67,68,57,35,8,404,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,11,0,11,6,10,11,13,6,5,62,4,12,10,3,4,7,0,0,37,5,16
UCL215055,0,0,0,0,0,8,3,0,15,0,0,0,0,0,5,0,0,6,0,12,10,8,31,46,24,5,142,0,5,10,11,14,15,5,0,58,0,0,3,3,3,5,3,0,19,0,0,4,0,7,0,0,0,14,0,0,0,0,9,9,0,0,22,5,0,5,10,22,21,11,0,72,0,3,0,4,7,19,0,0,35,0,3,0,0,0,0,3,0,16,0,0,0,5,6,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,7,6,3,10,10,10,18,3,3,69,13,35,48,53,114,155,66,12,484,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,4,0,10,11,11,27,12,4,0,78,0,4,8,8,13,23,3,0,60,0,3
UCL215056,0,4,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,9,3,28,14,23,20,8,3,0,106,5,10,13,6,8,4,4,0,44,0,3,7,3,3,6,0,0,23,0,0,5,0,0,3,0,0,7,0,0,0,0,3,0,0,0,6,0,7,0,3,0,0,0,0,21,0,4,6,4,0,6,0,0,17,0,4,5,0,0,0,0,0,14,0,0,0,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,19,16,16,13,13,6,3,101,26,85,73,66,60,43,12,8,372,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,6,5,9,5,10,8,9,4,0,52,3,12,16,6,3,10,0,0,43,0,14
UCL215057,0,0,0,0,6,0,0,0,11,0,0,0,6,6,0,0,0,8,10,12,17,24,33,22,16,3,133,6,15,14,7,11,4,0,4,53,0,4,0,10,3,4,0,0,20,0,0,3,8,0,5,4,0,17,0,4,6,3,5,9,0,0,27,0,5,10,8,6,5,4,0,31,0,5,4,7,5,5,5,0,31,0,0,5,0,0,3,0,0,13,0,3,7,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,7,7,10,9,14,9,4,4,54,15,53,71,84,83,70,35,8,422,0,0,3,0,5,4,0,0,9,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,4,7,16,10,12,20,12,12,6,96,0,8,18,18,12,9,8,0,80,4,6
UCL215058,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,7,6,9,9,15,12,11,4,0,59,0,6,4,7,9,3,0,5,31,0,4,3,5,0,3,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,7,0,4,0,3,6,7,0,0,16,0,0,0,4,3,3,0,0,5,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,8,9,16,11,3,57,7,33,31,40,44,46,20,9,230,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,4,11,6,4,12,7,7,0,49,0,4,3,0,6,8,0,0,29,0,3
UCL215059,4,0,0,5,9,5,4,0,25,0,0,9,0,0,0,0,0,16,4,23,22,29,29,51,23,6,185,3,10,14,15,14,5,3,0,63,0,6,9,3,3,8,0,0,32,0,6,7,9,8,8,0,0,31,0,10,12,6,5,14,8,0,57,3,8,4,14,17,11,8,5,64,3,3,5,3,10,4,0,0,39,0,6,3,6,0,0,3,0,16,0,13,10,12,6,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,0,14,9,5,8,11,14,18,6,4,79,26,82,109,112,115,134,56,16,652,0,0,0,9,4,9,0,0,24,0,0,0,0,0,0,0,0,4,0,3,6,4,0,0,0,0,12,0,0,4,0,0,0,0,0,10,0,0,5,3,3,0,0,0,14,0,15,19,16,21,25,13,5,108,0,11,23,24,19,33,14,4,133,4,10
UCL215060,0,0,3,0,0,0,0,0,8,0,0,4,0,3,0,0,0,12,7,22,34,28,36,31,11,5,178,0,16,13,9,14,10,4,6,75,4,7,9,5,3,6,3,0,40,0,7,4,7,9,5,0,0,32,0,5,3,6,3,7,5,0,27,3,7,5,12,8,4,5,4,43,0,0,4,5,8,3,0,0,23,0,4,4,0,4,0,0,0,13,7,12,7,13,11,0,5,0,37,0,0,0,0,0,0,0,0,0,0,3,5,4,7,5,0,5,18,10,7,10,3,16,14,15,14,102,33,97,109,91,113,92,52,29,615,0,0,5,4,0,3,0,0,8,0,0,0,0,6,0,0,0,9,0,3,5,0,4,4,5,0,16,0,0,0,0,0,0,0,0,6,0,0,0,8,5,4,0,0,20,8,33,37,25,22,13,7,3,145,4,15,15,10,13,14,8,4,75,3,22
UCL215061,0,0,4,0,0,0,0,0,9,0,3,4,0,0,0,0,0,8,0,15,21,16,20,35,15,4,131,6,17,12,3,13,9,5,0,63,0,7,7,4,6,3,0,0,20,0,3,0,0,0,0,0,0,8,0,0,0,0,3,3,3,0,15,0,4,9,3,12,12,4,0,38,0,0,0,7,3,6,0,0,20,0,0,0,0,0,0,0,0,3,7,8,7,0,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,6,10,9,8,22,16,24,10,112,27,71,81,50,81,88,49,18,465,0,0,3,0,0,0,0,0,8,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,7,0,0,0,12,7,21,19,14,9,13,3,4,94,3,19,19,7,7,10,11,0,74,4,17
UCL215062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,25,14,18,14,8,0,89,7,3,5,6,3,4,0,0,31,3,5,7,12,5,0,0,0,28,0,0,0,0,3,3,0,0,10,0,4,0,3,3,3,0,0,18,3,5,4,0,0,7,3,0,25,0,4,4,0,0,7,0,0,16,0,0,0,0,0,0,0,0,5,3,0,9,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,8,3,9,7,12,13,7,0,64,29,48,55,45,51,59,23,10,319,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,6,15,12,11,16,15,8,0,79,0,10,4,15,6,6,9,0,52,8,15
UCL215063,0,0,0,0,0,0,6,0,4,3,0,3,0,0,0,0,0,10,10,10,11,10,10,12,9,6,77,0,13,4,7,10,5,3,0,47,5,3,4,3,0,3,0,0,13,0,0,4,0,3,6,0,0,10,0,5,0,0,0,4,0,0,13,0,0,4,6,0,11,0,0,23,4,0,0,5,4,6,0,0,18,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,5,6,5,4,0,38,24,47,43,34,41,56,33,5,279,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,5,3,6,12,9,7,0,52,0,13,11,8,4,12,3,0,48,0,11
