UCL_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
UCL221007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,11,21,16,7,11,0,0,65,0,0,0,0,0,0,0,0,15,27,16,13,8,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,15,19,27,23,14,10,0,0,98
UCL221008,4,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,8,23,16,12,6,8,0,0,67,0,0,0,0,0,0,0,0,26,30,17,6,8,0,0,86,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,8,4,0,5,0,0,25,0,0,0,0,0,0,0,0,3,9,7,4,5,0,0,37,31,39,26,10,17,0,0,121
UCL221009,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,3,25,28,14,11,14,3,0,94,0,0,0,0,0,0,0,0,25,34,16,11,21,3,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,4,0,0,25,0,0,0,0,0,0,0,3,5,3,0,7,5,0,0,30,28,43,21,16,24,3,0,135
UCL221010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,26,26,3,5,8,0,0,72,0,0,0,0,0,0,0,0,31,32,11,7,8,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,5,0,0,29,0,0,0,0,0,0,0,0,0,11,6,0,9,0,0,31,33,38,14,12,12,3,0,111
UCL221011,0,0,0,0,0,0,0,4,0,5,5,0,0,0,0,14,0,0,0,0,0,0,0,0,24,23,25,15,28,15,0,130,0,0,0,0,0,0,0,0,26,31,27,22,28,15,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,4,8,0,0,0,0,15,0,0,0,0,0,0,0,0,5,4,8,0,4,0,0,18,30,32,31,21,33,10,0,159
UCL221012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,6,25,26,13,12,15,3,0,93,0,0,0,0,0,0,0,0,21,31,13,10,22,8,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,4,8,0,8,0,0,21,0,0,0,0,0,0,0,0,6,4,8,0,7,0,0,27,26,34,25,13,28,8,0,126
UCL221013,0,0,0,0,3,0,0,6,0,0,0,5,0,0,0,5,4,0,5,4,0,0,0,14,31,13,10,8,3,0,0,78,0,0,0,0,0,0,0,0,39,15,17,15,11,6,0,98,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,9,6,0,0,0,0,23,0,0,0,0,0,0,0,0,5,9,7,4,0,0,0,24,40,30,20,21,10,6,0,124
UCL221014,0,0,0,0,0,0,0,0,3,4,0,0,5,0,0,14,0,0,0,0,0,0,0,4,28,29,26,9,11,4,0,102,0,0,0,0,0,0,0,0,27,31,24,15,13,6,0,121,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,3,4,0,5,5,0,0,20,36,31,28,22,21,8,0,144
UCL221015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,10,14,17,10,3,13,0,0,61,0,0,0,0,0,0,0,0,22,19,10,9,12,3,0,77,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,22,19,7,6,13,3,0,80
UCL221016,0,4,4,4,0,0,0,13,0,8,0,0,0,0,0,14,6,0,3,0,0,0,0,12,71,64,46,43,26,9,0,263,3,4,0,0,0,0,0,0,81,80,61,40,31,9,0,305,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,4,3,11,0,3,41,0,0,0,0,0,0,0,0,14,11,4,3,11,0,3,44,96,95,58,47,38,6,5,355
UCL221017,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,36,49,33,14,16,3,3,153,0,0,0,0,0,0,0,0,35,56,33,14,17,3,3,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,8,5,0,0,0,0,20,0,0,0,0,0,0,0,4,5,13,9,0,0,0,0,30,42,68,41,17,17,3,3,191
UCL221018,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,4,18,26,12,10,13,0,0,80,0,0,0,0,0,0,0,0,25,25,11,11,13,3,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,9,3,5,6,0,0,28,0,0,0,0,0,0,0,0,3,7,3,8,6,0,0,36,29,38,17,19,22,8,0,128
UCL221019,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,5,0,0,0,0,0,9,29,23,11,9,4,0,0,71,0,0,0,0,0,0,0,0,35,27,12,9,7,0,0,87,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,6,9,6,3,0,0,32,0,0,0,0,0,0,0,0,11,10,9,6,8,3,0,50,42,36,22,10,14,8,0,135
UCL221020,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,24,25,11,0,4,0,0,65,4,0,0,0,0,0,0,4,23,24,11,4,4,3,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,15,9,6,3,0,0,32,0,0,0,0,0,0,0,0,7,13,9,4,8,0,0,41,29,38,20,8,7,3,0,114
UCL221021,4,0,0,4,0,0,0,9,6,0,0,0,0,0,0,6,3,3,0,5,0,0,0,11,26,29,16,4,3,0,0,83,0,0,0,0,0,0,0,0,39,31,16,8,9,5,0,109,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,8,6,4,0,0,0,27,0,0,0,0,0,0,0,0,3,8,7,5,0,0,0,29,38,45,28,15,9,5,0,141
UCL221022,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,17,14,14,19,9,0,0,77,0,0,0,0,0,0,0,0,13,20,14,21,9,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,3,0,0,11,0,0,0,0,0,0,0,0,6,0,0,4,4,0,0,13,16,25,16,23,19,0,0,96
UCL221023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,14,10,10,3,0,0,0,35,0,0,0,0,0,0,0,0,14,10,11,3,9,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,10,12,8,5,4,0,0,37,0,0,0,0,0,0,0,0,10,12,6,13,7,0,0,45,21,20,17,12,11,3,0,88
UCL221024,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,21,20,16,8,11,0,0,72,0,0,0,0,0,0,0,0,21,23,17,13,14,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,4,0,7,0,0,19,0,0,0,0,0,0,0,0,8,4,4,4,7,0,0,27,31,28,23,12,21,6,0,110
UCL221025,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,9,29,13,10,4,5,0,0,59,0,0,0,0,0,0,0,0,34,17,16,6,5,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,3,0,0,11,0,0,0,0,0,0,0,0,6,5,0,3,4,0,0,14,35,23,13,4,5,0,0,92
UCL221026,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,13,13,12,3,0,0,0,46,0,0,0,0,0,0,0,0,14,13,12,4,9,0,0,55,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4,9,3,0,3,0,0,23,0,0,0,0,0,0,0,0,3,13,7,0,5,0,0,31,17,25,15,6,18,0,0,89
UCL221027,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,26,22,12,3,0,5,0,69,0,0,0,0,0,0,0,0,30,24,9,9,0,5,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,7,10,8,0,5,0,0,28,0,0,0,0,0,0,0,3,10,10,5,3,5,0,0,40,36,43,23,10,4,5,0,117
UCL221028,0,4,0,0,0,0,0,8,0,6,4,0,5,0,0,11,0,0,0,0,0,0,0,0,14,8,9,5,9,3,8,53,0,0,0,0,0,0,0,0,12,18,12,11,14,3,8,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,6,6,3,4,0,0,18,16,21,15,14,17,3,3,87
UCL221029,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,27,25,23,19,6,0,149,0,0,0,0,0,0,0,5,48,36,26,23,17,6,3,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,5,0,8,3,0,0,14,0,0,0,0,0,0,0,0,0,5,0,8,7,0,0,18,48,42,31,28,21,6,3,180
UCL221030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,3,0,0,18,0,0,0,0,0,0,0,0,0,10,0,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,12,3,10,0,0,0,21
UCL221031,0,5,0,0,0,0,0,8,3,4,3,0,0,0,0,16,0,8,3,0,4,0,0,11,35,19,12,12,15,4,0,100,0,0,0,0,0,0,0,0,43,36,23,13,21,5,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,4,0,0,0,21,0,0,0,0,0,0,0,0,3,6,6,4,0,0,0,21,47,41,28,14,21,3,0,159
UCL221032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,16,25,13,10,9,0,0,72,0,0,0,0,0,0,0,0,16,30,13,8,7,0,0,75,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,4,3,15,3,3,5,0,0,30,0,0,0,0,0,0,0,0,5,12,9,6,6,0,0,44,24,41,20,12,10,5,0,122
UCL221033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,8,9,3,3,0,0,34,0,0,0,0,0,0,0,0,18,10,3,3,6,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,16,21,13,10,5,7,0,0,50
UCL221034,0,5,0,4,0,0,0,12,0,9,7,0,0,0,0,19,4,9,0,7,12,0,0,31,27,54,59,28,25,6,8,213,0,0,0,0,0,0,0,0,37,71,65,38,39,12,10,271,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,6,0,5,6,4,0,0,0,8,0,0,0,0,0,0,0,0,0,6,9,3,0,0,0,15,36,73,73,39,37,12,13,289
UCL221035,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,22,9,12,0,0,80,0,0,0,0,0,0,0,0,19,19,24,11,12,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,0,5,0,0,28,0,0,0,0,0,0,0,0,5,8,7,0,6,0,0,29,24,31,30,9,16,3,0,115
UCL221036,0,0,0,3,0,0,0,15,3,0,0,0,7,0,0,15,4,4,0,0,0,0,0,10,39,40,19,14,16,6,0,141,0,0,0,0,0,0,0,0,45,46,21,18,30,8,3,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,4,0,0,0,18,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,21,52,53,27,24,33,13,3,201
UCL221037,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,27,8,8,6,11,5,0,69,0,0,0,0,0,0,0,0,31,18,7,9,11,5,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,4,5,0,0,0,19,0,0,0,0,0,0,0,6,3,3,5,5,0,0,0,30,34,23,18,17,11,5,0,108
UCL221038,4,0,0,0,0,0,0,7,5,4,0,0,0,0,0,10,3,5,3,0,0,4,0,10,41,42,31,20,18,0,0,152,4,0,0,0,0,0,0,0,55,53,32,20,15,5,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,7,3,0,24,0,0,0,0,0,0,0,0,3,5,9,0,7,3,0,24,61,53,33,24,25,6,5,209
UCL221039,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,34,20,26,11,14,3,0,105,0,0,0,0,0,0,0,0,34,22,26,11,13,3,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,8,0,0,3,0,0,18,36,31,32,10,20,3,0,129
UCL221040,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,12,23,18,11,6,0,75,0,0,0,0,0,0,0,0,15,14,23,18,18,6,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,5,0,0,26,0,0,0,0,0,0,0,0,5,6,6,4,13,0,0,26,22,22,21,19,25,6,0,113
UCL221041,0,0,0,0,0,0,0,0,0,7,0,3,3,0,0,13,0,0,0,0,0,0,0,0,27,44,21,17,12,3,0,127,0,0,0,0,0,0,0,0,28,50,25,22,16,5,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,7,3,3,5,0,0,15,30,61,29,19,20,7,0,167
UCL221042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,10,16,25,12,6,0,0,0,63,0,0,0,0,0,0,0,0,17,32,11,10,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,3,8,0,0,20,0,0,0,0,0,0,0,0,5,7,0,3,8,0,0,21,26,30,18,9,9,0,0,92
UCL221043,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,5,6,3,0,0,25,0,0,0,0,0,0,0,0,0,5,6,6,6,0,0,29,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,5,0,4,0,5,0,0,0,13,0,0,0,0,3,0,0,4,3,5,4,5,4,0,0,18,3,15,10,10,13,3,0,50
UCL221044,8,4,0,0,0,0,0,13,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,7,23,20,19,11,6,0,0,82,0,0,0,0,0,0,0,0,34,27,22,13,9,3,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,15,34,34,26,15,14,0,0,128
UCL221045,0,4,0,0,0,0,0,4,5,12,0,7,0,0,0,25,0,0,0,0,0,0,0,0,37,31,17,7,12,4,3,102,0,0,0,0,0,0,0,0,42,44,13,10,12,4,3,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,4,0,16,0,0,0,0,0,0,0,0,3,10,0,3,3,4,0,22,40,51,16,15,12,6,3,153
UCL221046,4,0,0,0,0,0,0,17,9,17,0,0,0,0,0,28,0,5,0,0,0,0,0,10,151,121,47,24,42,9,3,389,0,0,0,0,0,0,0,4,165,149,55,25,41,7,4,444,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,12,16,6,3,0,0,42,0,0,0,0,0,0,0,0,5,12,12,6,3,0,0,43,176,161,69,31,46,5,4,489
UCL221047,0,0,3,0,0,0,0,4,6,0,0,0,0,3,0,9,0,0,0,0,0,3,0,9,19,34,30,13,21,8,0,121,0,0,0,0,0,0,0,0,25,42,31,17,22,9,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,9,27,41,34,17,22,13,7,162
UCL221048,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,7,27,23,6,5,11,3,0,70,0,0,0,0,0,0,0,0,27,26,6,10,14,3,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,4,3,4,0,25,0,0,0,0,0,0,0,0,8,7,0,4,3,4,0,26,37,31,14,8,14,4,0,105
UCL221049,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,3,0,0,0,0,0,0,6,43,57,31,17,21,7,7,173,0,0,0,0,0,0,0,0,46,62,31,17,26,9,5,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,3,0,0,13,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,17,49,65,37,21,29,9,5,211
UCL221050,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,7,23,23,13,7,16,6,0,94,0,0,0,0,0,0,0,0,28,30,15,12,19,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,5,6,0,0,25,0,0,0,0,0,0,0,0,3,8,3,3,12,0,0,31,34,37,18,22,31,0,0,142
UCL221051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,29,27,14,11,17,0,0,99,0,0,0,0,0,0,0,0,35,27,13,17,17,0,0,108,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,7,0,0,4,0,0,0,0,4,6,10,11,5,4,0,0,40,0,0,0,0,0,0,0,0,6,8,20,5,5,3,0,52,38,37,29,21,25,3,5,158
UCL221052,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,6,27,17,15,5,9,5,0,77,0,0,0,0,0,0,0,0,29,25,19,7,13,7,0,102,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,3,0,0,24,0,0,0,0,0,0,0,0,6,6,6,0,3,0,0,24,36,34,21,14,16,7,0,124
UCL221053,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,4,5,3,0,0,0,0,10,21,18,7,10,6,4,0,60,0,0,0,0,0,0,0,0,25,22,8,8,12,4,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,5,0,0,22,0,0,0,0,0,0,0,0,3,0,3,4,5,0,0,23,26,25,18,14,18,5,0,105
UCL221054,4,0,0,0,0,0,0,5,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,29,26,18,4,9,0,4,91,0,0,0,0,0,0,0,0,37,34,20,4,9,0,4,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,5,3,11,0,0,24,0,0,0,0,0,0,0,0,0,9,4,9,12,0,0,27,35,39,18,17,21,0,4,135
UCL221055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,8,51,55,41,28,19,3,4,197,0,0,0,0,0,0,0,0,51,57,47,28,18,3,4,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,56,62,43,30,24,3,4,215
UCL221056,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,13,13,3,9,0,0,54,0,0,0,0,0,0,0,0,18,12,16,10,9,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,3,3,0,0,0,40,0,0,0,0,0,0,0,0,7,16,3,3,0,0,0,40,25,24,20,11,11,3,0,94
UCL221057,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,14,3,3,0,0,0,0,0,8,32,43,35,16,15,3,4,145,0,0,0,0,0,0,0,0,37,51,40,18,15,3,4,168,0,4,5,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,9,4,4,4,0,0,29,0,0,0,0,0,0,0,0,8,11,7,4,7,0,0,32,46,60,47,19,20,3,4,193
UCL221058,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,31,33,24,13,14,0,0,111,0,0,0,0,0,0,0,0,34,33,21,13,15,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,8,31,36,23,15,15,0,0,129
UCL221059,0,0,0,0,3,0,0,7,9,7,6,3,0,0,0,16,0,0,0,0,0,0,0,6,35,35,16,7,12,3,0,106,0,0,0,0,0,0,0,0,39,36,24,14,18,5,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,16,0,0,0,0,0,0,0,0,0,0,3,6,9,0,0,16,39,37,23,17,28,5,0,154
UCL221060,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,0,0,0,5,0,0,14,0,0,0,0,0,0,0,0,5,3,5,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,5,11,4,3,5,0,0,32
UCL221061,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,4,6,10,7,9,11,0,0,45,0,0,0,0,0,0,0,0,11,12,11,9,14,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,11,15,13,15,8,19,3,0,72
UCL221062,0,5,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,25,15,15,9,0,0,90,0,0,0,0,0,0,0,0,30,32,15,15,9,0,0,102,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,9,0,3,3,5,0,25,0,0,0,0,0,0,0,0,3,19,3,3,4,5,0,35,33,50,21,15,16,0,0,138
UCL221063,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,4,12,10,4,0,61,0,0,0,0,0,0,0,0,20,13,5,7,10,4,0,64,0,0,0,0,0,0,0,3,0,9,7,0,0,0,0,11,0,0,0,0,0,0,0,0,6,8,7,0,0,0,0,19,0,0,0,0,0,0,0,0,7,11,9,0,0,0,0,34,28,30,17,13,10,7,0,97
