SA1_CODE_2021,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
21103126544,12,14,0,5,0,0,38,0,6,5,3,0,3,0,0,23,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,18,37,35,9,15,14,6,134,0,0,0,6,0,0,0,0,11,0,0,5,0,0,0,0,0,8,0,4,9,6,9,11,8,0,44,3,5,3,9,0,4,0,0,28,0,3,0,0,0,0,0,0,0,0,5,6,6,8,4,6,0,32,0,0,4,6,0,4,4,0,27,0,10,18,16,4,8,0,4,62,4,6,14,5,8,3,0,0,37,5,0,9,0,3,0,0,0,14,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,3,0,0,13,16,33,77,55
21103126601,6,4,8,0,0,0,21,0,0,4,0,0,0,0,0,13,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,19,20,15,12,7,3,6,80,0,0,0,0,0,0,0,0,3,0,0,9,3,0,0,0,0,7,0,6,0,6,6,0,0,0,20,4,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,6,0,6,3,0,0,0,0,0,16,0,5,4,0,3,0,0,0,14,0,10,12,8,6,6,0,0,44,0,8,4,4,0,0,0,0,11,0,0,6,5,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,7,16,43,34,30
21103126602,16,0,3,0,0,0,31,0,0,3,4,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,29,17,10,3,0,0,96,0,0,4,3,0,0,0,0,8,0,5,7,8,0,0,0,0,22,0,6,9,3,3,0,0,0,18,0,4,4,6,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,5,3,7,5,0,0,0,21,0,0,0,0,0,0,0,0,11,3,14,20,5,7,0,0,0,50,0,4,6,4,5,0,0,0,22,0,5,0,0,0,0,0,0,4,0,4,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,9,6,49,64,42
21103126603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
21103126604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,5,0
21103126605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
21103126606,14,7,5,0,0,3,36,0,10,4,3,4,0,3,0,21,0,0,3,4,0,0,0,0,10,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,3,0,3,19,8,50,42,20,13,12,23,17,176,0,0,3,0,0,0,0,0,13,3,6,10,5,0,0,0,0,19,0,6,7,4,0,5,3,9,39,0,3,3,4,4,0,0,5,16,0,0,0,0,0,0,0,0,3,0,14,6,4,0,5,4,0,40,0,5,6,0,0,3,9,7,35,5,9,24,9,6,0,5,4,71,0,12,9,5,6,0,6,0,33,0,8,7,6,0,0,0,0,21,0,7,4,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,8,9,0,0,3,6,9,33,13,76,86,46
21103126608,9,10,5,5,0,0,39,5,3,8,3,4,4,0,0,27,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,22,32,39,17,13,9,0,141,0,4,0,0,0,0,0,0,7,0,5,7,5,0,0,0,0,11,0,0,6,10,9,8,6,0,33,0,3,11,8,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,10,10,9,8,0,0,0,30,0,3,6,3,3,4,0,0,22,0,10,12,18,6,8,3,0,63,5,4,10,6,4,6,0,0,35,0,5,4,4,0,5,0,0,12,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,12,49,66,71
21103126609,5,8,0,0,0,0,19,0,0,8,4,0,0,0,0,16,0,0,0,0,0,0,0,0,3,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3,0,0,0,0,0,9,0,16,21,26,8,0,0,4,87,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,5,3,7,3,0,0,20,0,5,5,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,6,0,9,3,0,0,0,17,0,4,5,6,3,3,0,0,21,0,11,9,15,0,5,4,0,44,0,0,8,0,0,0,0,0,14,4,0,0,0,0,0,0,0,8,5,0,5,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,4,7,0,0,0,0,0,0,19,9,33,39,46
21103126610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21103126611,11,10,0,0,0,0,24,3,0,0,0,6,0,0,0,11,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,12,26,21,11,10,6,0,86,0,0,5,0,0,0,0,0,6,0,0,0,5,4,0,0,0,4,4,5,4,0,4,0,4,0,21,0,5,4,0,0,0,0,0,14,0,0,3,0,0,0,0,0,3,0,4,5,4,0,0,0,0,19,0,4,5,4,0,7,4,0,19,0,3,15,16,6,0,0,3,38,3,0,3,0,3,3,0,0,20,0,0,5,0,0,0,0,0,5,0,5,4,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,4,5,12,14,23,49,41
21103126612,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,25,47,82,0,9,10,9,5,4,31,59,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,6,0,17,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,4,0,0,8,0,19,0,0,0,0,0,0,4,5,12,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,9,37,73,125,6,10,14,13
21103126613,11,8,0,0,3,0,30,3,8,0,6,3,0,0,0,17,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,29,27,19,14,7,3,4,108,3,0,0,0,0,0,0,0,8,0,3,7,3,0,0,0,0,19,0,4,6,3,3,3,0,0,19,0,3,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,10,8,4,0,0,0,25,0,0,3,0,3,8,0,0,20,0,22,19,11,0,4,3,0,55,3,5,3,8,3,0,0,0,30,5,7,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,3,0,0,0,0,13,16,47,57,35
21103126614,12,4,6,3,0,0,27,0,9,6,0,4,3,0,0,27,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,11,9,36,34,20,21,8,3,5,131,0,8,3,3,0,0,0,0,13,0,0,9,0,0,0,0,0,16,4,8,4,6,0,0,0,0,22,0,0,5,3,6,0,0,0,12,0,0,0,0,0,0,0,0,0,4,7,4,4,3,3,0,5,29,7,4,0,0,6,0,5,0,23,3,8,21,8,4,3,0,0,49,0,12,12,6,8,3,0,0,40,6,4,6,0,0,0,0,0,14,0,3,5,9,7,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,0,3,0,0,3,20,15,64,64,42
21103126615,4,4,5,0,0,0,34,0,11,0,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,15,7,26,28,20,15,5,0,3,112,0,5,5,7,4,0,0,0,14,0,6,5,0,0,0,0,0,16,0,0,6,3,3,0,0,0,21,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,14,0,0,0,6,8,4,0,0,19,0,10,13,8,5,6,0,0,50,0,10,8,9,4,0,0,0,29,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5,0,3,0,0,4,17,10,46,46,31
21103126616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,9,6
21103126617,13,3,5,3,0,0,34,0,3,5,3,6,0,0,0,17,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,5,3,6,4,3,0,0,6,0,21,13,39,33,22,12,7,5,0,134,0,4,4,0,3,0,0,0,13,0,4,6,6,0,0,0,0,15,0,5,8,3,6,3,0,0,28,0,0,4,0,0,0,0,0,7,0,4,0,0,0,0,0,0,5,4,11,4,5,4,3,0,0,30,0,3,0,0,3,0,0,0,16,0,15,20,9,3,4,0,5,53,7,7,9,10,3,0,0,0,33,0,0,4,0,0,0,0,0,6,0,9,6,3,3,0,0,0,17,0,4,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,4,4,7,6,10,8,0,6,0,37,23,76,70,41
21103126618,7,3,3,0,0,0,26,0,5,0,8,6,0,0,0,26,4,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,11,5,24,25,41,14,9,11,4,131,0,5,8,6,0,0,0,0,13,0,0,3,5,0,0,0,0,5,0,3,4,12,3,5,0,0,32,0,3,0,0,0,5,0,0,8,0,0,0,6,0,0,0,0,3,0,8,3,8,0,0,0,0,27,0,7,4,12,3,0,0,0,30,5,6,18,17,3,0,0,0,50,4,5,8,12,11,5,0,0,41,4,0,4,0,0,0,0,0,7,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,6,0,25,14,44,56,77
21103126619,14,3,0,0,0,0,31,5,7,8,7,4,3,0,0,25,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,0,0,0,0,4,0,22,11,37,28,21,9,7,8,0,126,0,4,4,0,0,0,0,0,10,0,8,4,4,0,0,0,0,24,0,12,0,5,4,3,4,0,31,0,4,7,3,0,0,0,0,13,0,0,0,0,0,0,0,0,3,5,9,0,0,6,0,0,0,17,0,0,0,3,0,0,0,0,4,0,13,16,11,0,3,0,0,48,7,7,10,4,0,3,0,0,35,0,3,6,3,0,0,0,0,14,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,3,0,0,0,7,0,23,13,74,59,43
21103126620,9,7,0,0,3,0,18,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,8,11,16,21,5,4,7,5,83,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8,0,0,0,9,0,0,0,0,16,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,5,3,0,0,4,0,6,22,0,0,0,4,0,0,0,0,13,0,6,10,9,0,0,3,0,27,0,5,7,6,0,5,0,0,24,3,0,0,3,5,0,0,0,13,0,4,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,6,0,0,3,4,18,14,27,28,35
21103126621,3,3,3,0,0,0,27,3,11,3,4,0,0,0,0,23,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,9,36,25,11,10,11,0,0,104,0,6,3,0,0,0,0,0,9,0,3,6,3,0,0,0,0,18,0,5,8,3,0,5,0,5,25,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,10,5,0,4,4,0,0,24,0,6,4,0,3,4,0,0,13,4,16,10,7,0,0,0,0,35,3,15,6,5,0,4,0,0,36,0,4,3,0,0,0,0,0,11,0,6,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,8,3,0,0,0,0,17,14,66,58,21
21103126622,9,5,6,0,0,0,31,0,7,3,6,3,3,0,0,26,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,6,48,30,9,14,12,3,4,131,0,4,0,0,0,0,0,0,9,0,11,8,0,0,0,0,0,20,0,11,5,0,3,5,3,0,24,0,9,6,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,14,8,0,0,4,0,0,31,0,0,0,7,3,0,0,0,17,4,22,19,8,9,0,0,0,54,0,15,7,6,4,3,0,0,34,0,4,0,0,0,0,0,0,4,0,3,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,3,0,0,3,5,0,21,7,89,64,23
21103126623,13,9,4,0,0,0,43,0,4,3,7,0,4,0,0,23,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,13,8,38,44,26,22,12,0,0,149,0,7,0,0,0,0,0,0,10,0,7,6,7,0,0,0,0,22,4,5,12,6,4,7,4,0,36,0,10,6,3,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,10,5,7,5,0,0,0,24,0,9,17,0,7,0,0,0,27,3,14,19,6,7,3,0,0,65,0,6,9,7,3,4,0,0,32,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,14,14,75,79,46
21103126624,7,7,0,3,0,0,21,0,0,4,5,3,0,0,0,17,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,6,14,28,21,22,10,9,3,0,103,4,3,0,0,0,3,0,0,12,0,0,7,3,0,0,0,0,13,0,12,10,7,9,0,0,0,32,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,4,5,8,0,3,0,0,11,0,3,3,0,0,0,0,0,12,3,14,10,5,4,5,0,0,45,3,4,4,5,6,4,0,0,25,3,3,0,0,0,0,0,0,8,0,5,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,13,9,6,4,0,0,0,0,29,28,52,53,36
21103126625,11,6,0,0,0,0,28,0,5,9,6,4,0,4,0,24,0,7,0,0,0,0,0,0,8,0,4,6,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,4,33,37,21,10,8,4,0,122,0,0,3,0,0,0,0,0,6,0,0,9,4,0,0,0,0,14,0,9,7,5,5,4,4,0,31,0,3,3,8,0,3,0,0,23,0,4,0,0,0,0,0,0,7,0,7,3,0,3,3,0,0,19,0,5,3,5,0,0,0,0,16,0,15,19,9,3,3,0,0,51,5,10,15,0,7,0,4,0,35,0,7,5,0,0,0,0,0,11,0,3,7,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,4,0,0,0,0,20,15,64,84,38
21103126626,6,4,3,0,0,0,24,0,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,9,5,22,25,17,13,6,0,0,89,0,0,3,0,0,0,0,0,6,4,3,0,8,0,0,0,0,13,0,7,0,3,4,4,0,0,25,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,17,0,0,0,3,3,0,0,0,4,0,8,15,3,3,0,0,0,34,0,6,0,6,4,4,0,0,21,0,0,3,0,0,0,0,0,7,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,4,0,0,20,6,37,44,32
21103126627,5,8,0,0,0,0,21,0,4,0,8,5,0,0,0,15,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,7,14,25,21,15,20,3,0,107,0,0,3,3,0,3,0,0,12,0,0,4,0,0,3,0,0,7,0,5,6,8,4,5,4,0,26,3,0,0,3,3,0,0,0,14,0,0,3,0,0,0,0,0,4,4,4,5,0,7,3,3,0,29,0,4,4,5,0,4,0,0,26,0,6,9,10,4,3,5,0,36,0,0,4,8,4,3,0,0,22,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,5,0,0,0,0,12,10,30,44,33
