SAL_CODE_2021,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
SAL21548,0,0,0,0,0,0,0,0,5,5
SAL21549,0,0,0,6,15,4,3,13,0,34
SAL21550,6,0,21,458,675,240,217,549,80,2225
SAL21551,3,3,23,223,301,169,112,285,96,1186
SAL21552,0,0,0,4,3,5,3,0,0,21
SAL21553,0,0,4,34,48,28,20,39,20,192
SAL21554,128,4,139,1208,1527,668,534,2753,328,7008
SAL21555,10,7,24,1173,1540,733,566,2125,310,6446
SAL21556,0,0,0,10,4,3,4,11,4,30
SAL21557,0,0,0,19,58,37,16,20,15,162
SAL21558,26,12,53,1286,1581,741,454,1283,176,5530
SAL21559,0,0,3,188,219,123,83,173,38,831
SAL21560,3,6,13,86,109,60,50,75,22,398
SAL21561,4,0,11,147,229,120,98,128,34,757
SAL21562,7,0,19,301,486,317,199,232,82,1617
SAL21563,0,0,0,5,6,9,6,4,0,24
SAL21564,236,14,412,1750,2575,1091,653,1857,222,8146
SAL21565,0,0,0,7,21,5,3,10,10,66
SAL21566,0,0,0,4,5,4,0,12,0,19
SAL21567,0,0,0,22,24,20,8,13,17,106
SAL21568,0,0,0,4,0,0,9,5,5,17
SAL21569,71,3,100,884,1184,488,376,1086,182,4203
SAL21570,0,0,0,9,0,5,3,5,0,20
SAL21571,71,15,149,807,1148,599,482,1037,265,4353
SAL21572,0,0,0,9,26,8,12,4,0,62
SAL21573,0,0,0,52,78,62,35,85,3,315
SAL21574,12,0,25,874,1277,566,436,789,130,4066
SAL21575,64,65,184,1578,1997,738,505,2514,584,7911
SAL21576,0,3,3,86,102,55,32,82,23,380
SAL21577,0,0,0,8,8,8,0,7,4,36
SAL21578,0,4,10,71,111,71,48,67,36,407
SAL21579,0,0,0,46,51,31,25,32,10,190
SAL21580,0,0,5,10,16,19,8,4,5,58
SAL21581,0,0,0,7,10,4,7,0,5,32
SAL21582,0,0,0,14,28,33,21,53,23,171
SAL21583,38,0,66,245,475,273,184,256,89,1518
SAL21584,16,3,47,174,292,188,132,160,98,1044
SAL21585,7,0,10,140,233,121,90,111,51,736
SAL21586,193,30,389,2083,2626,1080,625,1691,332,8443
SAL21587,343,90,669,4367,5710,2303,1328,4267,763,18745
SAL21588,0,0,0,42,66,26,25,71,4,240
SAL21589,10,0,12,35,70,48,24,54,10,229
SAL21590,3,0,7,126,176,114,65,67,30,585
SAL21591,0,0,5,37,70,43,32,20,3,213
SAL21592,0,0,0,27,40,15,19,32,23,159
SAL21593,13,7,44,450,708,312,194,386,63,2120
SAL21594,0,0,0,13,28,13,18,13,6,88
SAL21595,0,0,0,16,11,0,11,4,0,49
SAL21596,0,0,0,3,7,5,5,12,4,29
SAL21597,44,0,50,1507,2233,1016,852,2832,457,8899
SAL21598,0,0,0,0,0,0,0,3,0,7
SAL21599,105,17,182,872,1360,629,448,941,289,4541
SAL21600,0,0,0,0,0,0,0,0,0,6
SAL21601,0,0,3,37,31,27,16,17,12,145
SAL21602,0,0,0,34,44,32,33,38,26,208
SAL21603,0,0,5,51,78,47,24,34,12,245
SAL21604,46,9,114,2373,3062,1085,702,3137,476,10841
SAL21605,0,0,0,13,27,18,14,17,6,91
SAL21606,4,0,3,37,56,34,28,29,7,194
SAL21607,0,0,0,0,0,0,0,0,3,5
SAL21608,6,0,11,81,166,88,77,76,43,530
SAL21609,0,0,3,16,24,14,13,15,14,90
SAL21610,0,0,0,0,0,0,0,0,0,6
SAL21611,0,0,0,4,8,3,0,4,0,11
SAL21612,5,4,13,320,475,202,159,235,59,1451
SAL21613,0,0,0,7,25,10,10,12,8,71
SAL21614,0,0,3,10,16,9,6,7,14,60
SAL21615,130,16,216,387,504,216,159,590,123,1980
SAL21616,0,0,0,0,0,0,0,0,0,0
SAL21617,0,0,0,14,19,12,6,26,6,87
SAL21618,240,46,395,1084,1598,946,682,2121,518,6955
SAL21619,0,4,8,115,178,69,57,79,24,520
SAL21620,5,0,12,72,151,69,51,69,42,453
SAL21621,0,0,0,11,8,0,3,6,7,38
SAL21622,0,0,0,4,4,0,0,3,4,20
SAL21623,0,0,0,0,0,0,0,0,0,7
SAL21624,0,0,0,35,58,36,9,24,5,167
SAL21625,40,14,90,556,867,437,313,545,192,2917
SAL21626,0,0,0,4,11,5,9,11,3,47
SAL21627,0,0,0,30,26,19,15,21,0,116
SAL21628,7,0,23,127,198,91,81,127,40,660
SAL21629,125,16,185,1214,1696,748,361,1252,176,5453
SAL21630,0,0,4,20,33,17,9,23,7,117
SAL21631,0,0,0,16,25,19,15,24,12,112
SAL21632,0,0,0,7,8,12,12,15,3,62
SAL21633,0,0,0,19,25,12,9,15,10,87
SAL21634,0,0,0,19,21,14,15,8,6,84
SAL21635,87,9,108,1627,1817,748,847,5661,999,11694
SAL21636,0,0,0,0,5,0,0,0,4,13
SAL21637,9,3,17,138,199,98,92,105,41,668
SAL21638,0,0,0,4,3,0,3,0,0,12
SAL21639,0,0,3,17,18,7,3,16,14,78
SAL21640,152,170,405,10667,12292,3075,1534,19561,5519,52648
SAL21641,0,0,0,0,3,0,0,3,44,55
SAL21642,66,8,109,1004,1306,593,653,2226,683,6467
SAL21643,118,12,162,1322,1722,799,801,3168,888,8702
SAL21644,46,3,75,1191,1564,726,678,2292,478,6931
SAL21645,0,0,0,13,10,7,4,10,3,46
SAL21646,0,0,0,9,5,0,4,0,0,16
SAL21647,0,0,0,8,4,3,0,0,0,28
SAL21648,184,29,403,2608,3623,1373,766,2374,379,11122
SAL21649,5,0,10,136,267,128,98,99,49,785
SAL21650,0,0,0,3,7,4,0,12,4,31
SAL21651,0,0,0,12,11,3,5,11,7,52
SAL21652,0,0,0,12,20,11,13,9,5,62
SAL21653,72,16,113,334,546,292,222,612,230,2243
SAL21654,4,0,4,66,98,29,46,83,18,332
SAL21655,0,0,0,26,50,18,20,33,26,178
SAL21656,5,0,14,124,198,121,67,117,52,680
SAL21657,0,0,0,13,9,4,5,16,7,56
SAL21658,0,0,3,35,52,39,35,45,14,230
SAL21659,53,0,77,3191,4255,2017,1659,5194,748,17066
SAL21660,3,0,3,23,52,19,17,31,9,150
SAL21661,0,0,0,4,14,7,5,3,5,35
SAL21662,0,0,6,26,44,38,22,24,7,162
SAL21663,4,0,10,19,49,33,18,18,11,147
SAL21664,5,0,13,74,99,59,47,54,24,361
SAL21665,4,5,17,95,141,73,68,149,58,581
SAL21666,0,0,0,0,0,0,0,0,0,0
SAL21667,0,0,3,126,167,64,35,85,70,548
SAL21668,0,0,6,52,100,34,35,64,20,306
SAL21669,0,0,0,5,4,6,6,8,3,26
SAL21670,0,0,0,30,58,32,31,30,15,184
SAL21671,0,0,0,34,53,24,18,16,9,157
SAL21672,0,0,0,5,13,0,5,4,3,25
SAL21673,5,3,31,260,496,311,200,295,105,1673
SAL21674,0,0,0,36,49,24,18,40,4,179
SAL21675,16,5,27,1869,2521,1142,1183,4810,810,12342
SAL21676,0,0,0,3,0,3,3,7,0,24
SAL21677,34,5,110,846,1128,431,266,546,92,3303
SAL21678,0,0,0,15,18,12,12,13,5,73
SAL21679,0,0,0,24,42,26,23,43,19,170
SAL21680,0,0,0,9,3,3,4,0,5,24
SAL21681,7,0,12,85,139,73,70,78,16,466
SAL21682,533,136,1002,4900,6727,3083,2382,8770,2437,28305
SAL21683,285,23,417,4720,5763,2522,2114,8085,1072,24271
SAL21684,3,0,5,28,49,34,17,20,5,147
SAL21685,20,0,25,225,329,184,142,320,152,1358
SAL21686,0,0,0,5,9,5,3,7,5,31
SAL21687,0,0,0,5,10,6,3,17,0,44
SAL21688,0,0,0,4,4,3,4,0,6,22
SAL21689,0,0,0,8,9,11,6,14,4,54
SAL21690,0,0,0,0,7,0,0,3,4,16
SAL21691,8,5,25,658,890,380,304,563,74,2875
SAL21692,0,0,0,8,9,3,6,10,0,33
SAL21693,0,0,4,13,17,17,13,19,5,79
SAL21694,0,0,0,20,19,6,11,13,0,58
SAL21695,0,0,0,9,10,10,4,9,0,41
SAL21696,0,0,0,12,9,4,6,11,12,52
SAL21697,0,0,0,3,3,3,4,0,0,12
SAL21698,27,3,41,72,100,62,54,139,45,465
SAL21699,0,0,0,0,0,0,0,0,0,0
SAL21700,0,0,0,0,0,0,0,0,0,0
SAL21701,0,0,0,4,11,7,5,11,0,37
SAL21702,0,0,3,41,88,41,42,54,34,293
SAL21703,48,9,74,310,522,315,227,345,132,1850
SAL21704,0,0,0,0,0,0,0,0,0,0
SAL21705,0,0,0,10,5,0,7,4,4,21
SAL21706,130,26,326,3052,4487,1810,1074,2978,421,13818
SAL21707,7,3,19,124,214,92,57,197,58,731
SAL21708,0,0,0,17,18,5,0,9,6,64
SAL21709,0,0,0,7,23,10,19,27,9,93
SAL21710,0,0,0,21,13,6,5,15,3,61
SAL21711,5,0,5,21,38,21,29,17,16,144
SAL21712,0,0,0,3,0,0,6,0,0,12
SAL21713,0,0,0,0,8,3,0,0,0,18
SAL21714,0,0,0,19,41,20,21,31,22,143
SAL21715,0,0,0,48,60,41,27,44,6,229
SAL21716,139,31,267,1270,1800,929,735,2421,751,7903
SAL21717,0,0,3,79,126,69,54,76,37,439
SAL21718,0,0,0,18,38,25,9,12,10,110
SAL21719,0,0,0,6,7,0,6,4,8,26
SAL21720,0,0,0,0,0,0,3,0,0,3
SAL21721,5,0,7,16,24,8,9,21,12,84
SAL21722,3,0,5,11,15,12,7,20,3,67
SAL21723,0,0,0,8,7,8,5,6,4,31
SAL21724,0,0,0,11,19,25,3,12,12,81
SAL21725,0,0,0,6,0,3,3,5,0,19
SAL21726,0,0,0,25,38,15,12,20,20,133
SAL21727,31,3,63,609,880,478,316,529,135,2941
SAL21728,0,0,0,35,35,41,21,27,19,170
SAL21729,0,0,0,8,6,6,7,6,10,43
SAL21730,0,0,0,0,0,0,0,0,0,0
SAL21731,0,0,0,15,17,9,0,14,4,65
SAL21732,42,11,128,951,1359,607,322,824,179,4235
SAL21733,73,12,157,1032,1467,659,386,939,117,4593
SAL21734,0,0,0,10,16,7,10,8,3,52
SAL21735,57,6,148,1648,2459,1142,679,1245,221,7393
SAL21736,141,14,213,1184,1667,790,520,1214,186,5550
SAL21737,32,62,117,249,376,253,153,386,198,1614
SAL21738,0,0,0,5,7,5,3,4,0,24
SAL21739,0,4,7,4,6,5,3,6,4,37
SAL21740,0,3,8,26,56,23,27,33,13,171
SAL21741,0,0,4,8,4,3,10,11,4,44
SAL21742,252,16,415,3379,4413,1670,897,3074,538,13976
SAL21743,0,0,0,20,20,5,7,12,4,68
SAL21744,0,0,0,13,24,14,10,3,5,65
SAL21745,0,0,0,5,11,9,3,3,7,29
SAL21746,64,17,161,1127,1491,618,380,1231,280,5121
SAL21747,0,0,0,0,0,0,0,22,0,26
SAL21748,0,0,0,12,26,12,7,19,9,77
SAL21749,0,0,0,17,17,16,11,0,0,66
SAL21750,0,0,0,10,3,7,4,0,0,20
SAL21751,0,0,0,4,4,0,0,11,12,39
SAL21752,0,0,0,0,0,0,0,3,0,5
SAL21753,0,0,0,10,20,25,10,5,0,71
SAL21754,10,0,25,166,258,139,83,186,33,862
SAL21755,166,36,346,4020,5448,2361,1578,4391,692,18489
SAL21756,121,45,238,1176,1571,737,571,2076,780,6909
SAL21757,0,0,0,23,22,11,18,20,20,110
SAL21758,0,0,0,5,11,9,9,7,4,55
SAL21759,0,5,6,39,48,26,12,18,21,156
SAL21760,166,14,245,1647,2307,887,473,1680,248,7247
SAL21761,0,0,0,0,10,10,0,7,0,29
SAL21762,4,0,7,136,189,119,85,86,20,638
SAL21763,563,305,1341,4299,6302,2981,1790,5166,1353,21895
SAL21764,0,0,0,0,0,0,0,0,0,0
SAL21765,0,0,0,22,30,15,12,12,15,100
SAL21766,0,0,0,0,0,0,0,0,0,0
SAL21767,32,12,61,243,271,190,137,269,110,1222
SAL21768,0,0,0,0,0,0,5,0,3,9
SAL21769,236,81,475,1821,2550,1222,1118,3820,1356,11891
SAL21770,0,0,5,20,28,17,15,23,15,118
SAL21771,0,0,0,3,5,0,4,3,8,33
SAL21772,23,0,33,145,234,126,83,139,52,774
SAL21773,0,0,0,0,3,0,4,0,0,12
SAL21774,0,0,0,7,19,3,5,0,4,40
SAL21775,0,0,0,9,9,0,0,9,0,28
SAL21776,0,0,0,8,12,12,9,5,5,46
SAL21777,0,0,0,0,0,5,0,0,0,5
SAL21778,0,0,0,44,35,8,0,93,131,313
SAL21779,0,0,0,41,39,23,9,28,31,163
SAL21780,0,0,0,14,9,10,9,11,3,50
SAL21781,0,0,0,12,37,17,18,31,18,121
SAL21782,0,0,0,5,3,0,0,3,0,15
SAL21783,62,3,94,610,852,377,235,682,168,2928
SAL21784,0,0,0,0,4,8,0,6,0,21
SAL21785,0,0,0,0,5,0,0,0,0,10
SAL21786,8,0,12,61,90,44,36,134,36,399
SAL21787,11,0,25,207,338,188,121,158,33,1050
SAL21788,0,0,0,21,26,12,14,19,6,105
SAL21789,0,0,0,0,0,0,0,0,0,8
SAL21790,6,0,19,938,1443,655,437,987,224,4683
SAL21791,0,0,0,20,24,24,13,11,19,108
SAL21792,0,0,6,97,168,83,82,81,53,567
SAL21793,232,44,531,3163,4501,2493,1563,2613,545,14888
SAL21794,0,0,0,3,4,0,3,0,0,13
SAL21795,25,9,76,1692,2397,1178,850,1524,194,7831
SAL21796,0,0,0,18,34,14,5,10,4,79
SAL21797,0,4,4,9,12,14,8,13,17,83
SAL21798,5,3,18,517,718,391,203,423,135,2391
SAL21799,0,0,0,4,0,0,0,4,0,10
SAL21800,0,0,0,8,7,4,9,5,9,38
SAL21801,3,3,11,235,368,215,164,125,79,1172
SAL21802,0,0,0,0,0,4,0,0,0,7
SAL21803,275,69,618,3365,4866,2496,1556,3069,675,16033
SAL21804,3,0,5,16,11,14,9,12,6,76
SAL21805,0,0,3,37,65,37,20,33,5,196
SAL21806,0,0,0,0,0,0,0,0,0,4
SAL21807,10,4,33,356,560,220,163,444,113,1860
SAL21808,0,0,0,12,10,4,9,6,3,35
SAL21809,0,0,0,7,8,5,3,8,0,33
SAL21810,3,3,13,54,77,22,35,47,10,240
SAL21811,0,0,0,0,0,0,0,0,0,0
SAL21812,0,0,0,0,0,0,0,0,0,0
SAL21813,0,0,4,59,76,51,45,31,13,270
SAL21814,0,0,0,22,43,9,10,4,9,99
SAL21815,0,0,0,25,18,9,13,31,5,99
SAL21816,505,83,1186,6047,7978,3953,2516,7646,1194,29344
SAL21817,0,0,0,8,16,3,8,8,6,50
SAL21818,0,0,0,11,21,9,13,14,0,64
SAL21819,0,0,0,16,24,11,5,7,6,72
SAL21820,3,0,9,89,92,48,45,63,27,363
SAL21821,0,0,0,3,0,3,7,3,4,23
SAL21822,0,0,5,52,91,59,43,61,25,322
SAL21823,0,0,0,25,39,10,14,29,7,127
SAL21824,5,0,4,72,94,80,47,49,24,356
SAL21825,0,0,0,3,8,6,7,3,3,34
SAL21826,0,0,3,28,51,30,11,26,3,155
SAL21827,257,82,519,3196,4202,1899,1460,4814,790,16370
SAL21828,0,0,0,25,21,13,13,13,8,89
SAL21829,0,0,0,16,27,18,22,22,12,113
SAL21830,0,0,0,21,35,24,20,15,37,148
SAL21831,0,0,0,3,0,6,0,6,0,20
SAL21832,13,9,24,135,189,98,87,183,58,746
SAL21833,0,0,0,18,35,13,15,39,19,139
SAL21834,0,0,0,39,42,21,8,28,13,150
SAL21835,0,0,0,18,33,19,9,19,7,103
SAL21836,0,0,0,6,21,6,9,6,9,63
SAL21837,0,0,0,4,0,0,0,0,0,11
SAL21838,0,0,0,3,3,3,0,5,17,36
SAL21839,0,0,0,6,18,3,8,4,0,38
SAL21840,0,3,12,22,37,31,20,52,24,187
SAL21841,0,0,0,6,9,5,6,9,0,32
SAL21842,0,0,0,20,31,10,10,14,10,97
SAL21843,0,0,0,0,0,0,0,0,4,8
SAL21844,0,0,0,14,20,18,15,24,4,86
SAL21845,6,0,4,35,56,37,34,47,17,231
SAL21846,0,0,0,0,6,0,0,0,0,9
SAL21847,0,0,0,14,23,25,10,18,15,111
SAL21848,0,0,0,17,19,15,16,4,12,79
SAL21849,113,7,201,1867,2714,1042,569,1898,284,8375
SAL21850,7,4,23,142,183,103,89,170,48,727
SAL21851,0,0,3,19,50,31,21,17,13,154
SAL21852,0,0,0,22,42,13,16,30,11,141
SAL21853,0,0,3,7,12,9,8,5,0,47
SAL21854,0,0,0,4,0,0,4,3,0,8
SAL21855,0,0,0,8,33,4,16,15,6,80
SAL21856,0,0,0,19,12,4,5,6,3,48
SAL21857,4,0,8,97,127,59,55,97,34,463
SAL21858,0,0,0,0,0,0,0,3,4,7
SAL21859,0,0,3,75,89,46,28,73,22,331
SAL21860,0,4,3,23,49,18,16,10,15,141
SAL21861,0,0,0,10,14,9,16,11,0,61
SAL21862,0,0,0,29,30,3,13,26,12,111
SAL21863,100,18,169,515,740,358,286,712,159,2776
SAL21864,0,0,0,10,7,0,6,0,0,20
SAL21865,0,0,11,24,61,13,20,39,20,187
SAL21866,0,0,0,6,0,0,5,0,0,14
SAL21867,44,26,92,334,484,249,190,483,163,1905
SAL21868,0,0,0,17,8,12,8,10,5,56
SAL21869,0,0,0,6,7,0,0,3,0,22
SAL21870,0,0,0,45,55,21,26,45,41,224
SAL21871,0,0,0,6,9,7,9,5,4,25
SAL21872,0,0,0,10,11,0,7,12,0,39
SAL21873,0,0,0,4,8,0,0,6,0,13
SAL21874,0,0,0,22,30,13,18,28,14,128
SAL21875,0,0,0,65,86,31,47,62,28,329
SAL21876,0,0,0,0,0,0,0,0,0,0
SAL21877,5,0,8,87,137,70,42,96,21,466
SAL21878,6,0,10,176,235,108,88,171,60,827
SAL21879,5,3,17,132,170,102,70,120,87,687
SAL21880,0,0,0,29,50,30,18,35,7,169
SAL21881,0,0,0,3,16,5,7,3,3,41
SAL21882,0,0,0,9,24,7,6,12,0,55
SAL21883,0,0,0,4,3,4,0,5,5,19
SAL21884,0,0,3,17,27,13,7,10,4,78
SAL21885,0,0,0,20,26,18,4,12,9,93
SAL21886,0,0,3,12,38,16,9,12,18,95
SAL21887,0,0,3,11,26,5,9,17,8,76
SAL21888,0,0,0,16,15,8,8,0,0,49
SAL21889,0,3,3,44,61,24,35,42,22,225
SAL21890,0,0,0,10,17,3,11,0,3,41
SAL21891,0,0,0,7,8,0,3,0,3,30
SAL21892,3,0,8,65,108,62,63,48,12,364
SAL21893,227,33,381,4251,5294,2278,1921,7179,1396,22317
SAL21894,5,0,7,66,102,56,54,69,16,360
SAL21895,89,47,179,1459,1649,824,634,1699,363,6630
SAL21896,114,17,192,4943,5759,2544,2033,7882,945,24117
SAL21897,0,0,0,4,4,4,0,4,3,12
SAL21898,58,6,80,329,448,191,159,424,112,1662
SAL21899,31,0,39,102,142,65,42,108,27,483
SAL21900,0,0,5,3,29,6,6,19,14,75
SAL21901,0,0,0,7,14,0,3,3,0,27
SAL21902,0,0,4,15,20,7,19,16,6,92
SAL21903,0,0,4,36,65,37,33,35,7,215
SAL21904,0,0,0,11,12,14,11,6,0,59
SAL21905,0,0,0,3,0,0,0,0,0,3
SAL21906,0,0,0,5,5,0,3,0,0,23
SAL21907,0,0,3,33,39,26,26,30,23,185
SAL21908,0,0,0,29,38,24,20,23,23,162
SAL21909,0,0,0,24,33,13,27,22,3,120
SAL21910,0,0,0,14,12,6,3,3,0,30
SAL21911,23,11,53,246,352,210,174,222,120,1318
SAL21912,0,0,3,35,67,35,30,55,93,318
SAL21913,0,0,0,0,0,0,0,0,0,0
SAL21914,4,0,4,26,50,27,24,28,25,176
SAL21915,0,0,0,38,48,38,26,24,11,184
SAL21916,0,0,0,8,7,4,10,0,5,37
SAL21917,6,0,9,192,243,127,75,132,26,785
SAL21918,0,0,0,0,3,0,0,0,0,12
SAL21919,0,0,0,17,19,9,8,27,5,87
SAL21920,0,0,0,8,6,3,4,4,13,36
SAL21921,49,0,67,413,581,347,197,367,72,1985
SAL21922,183,17,289,974,1380,657,609,1760,364,5746
SAL21923,6,0,8,25,42,19,19,38,6,153
SAL21924,0,0,0,12,23,17,7,13,6,80
SAL21925,70,23,158,774,1144,442,312,1083,303,4064
SAL21926,0,0,0,20,13,8,4,3,0,53
SAL21927,3,0,6,69,145,81,56,61,26,435
SAL21928,8,6,21,82,135,84,54,79,51,488
SAL21929,12,4,42,350,483,189,129,299,55,1501
SAL21930,7,0,20,118,208,123,115,168,39,766
SAL21931,0,0,0,18,23,14,26,19,6,106
SAL21932,0,0,6,39,56,21,20,32,13,185
SAL21933,0,4,7,44,87,70,36,67,35,339
SAL21934,158,32,271,2329,3697,1498,795,1916,446,10680
SAL21935,0,0,5,62,87,56,35,78,34,353
SAL21936,3,0,16,121,201,122,90,103,51,684
SAL21937,0,0,0,29,39,27,17,30,11,146
SAL21938,77,19,201,1868,2631,1271,797,1534,340,8441
SAL21939,73,15,133,382,458,251,233,565,147,2039
SAL21940,12,6,27,275,366,194,163,271,55,1323
SAL21941,8,5,24,201,304,173,133,226,51,1089
SAL21942,65,18,168,1131,1446,560,386,1103,214,4845
SAL21943,5,0,7,52,73,42,50,65,33,318
SAL21944,4,0,11,54,84,35,30,50,40,296
SAL21945,0,0,0,3,0,6,0,0,0,7
SAL21946,0,0,0,0,0,0,5,0,3,15
SAL21947,0,0,0,29,47,15,26,17,4,138
SAL21948,0,0,0,0,0,4,0,3,0,13
SAL21949,0,0,5,6,10,3,15,12,4,47
SAL21950,0,0,0,0,5,0,0,0,0,9
SAL21951,0,0,5,15,17,5,7,19,3,68
SAL21952,479,61,750,4244,4773,2005,1715,12323,1939,26997
SAL21953,66,12,115,1069,1342,621,479,2286,379,6176
SAL21954,0,0,0,14,43,29,16,31,27,156
SAL21955,6,0,10,37,77,51,29,50,21,266
SAL21956,0,0,0,6,3,3,5,0,0,17
SAL21957,0,0,0,9,23,10,7,11,7,64
SAL21958,0,0,0,4,0,11,7,3,9,32
SAL21959,0,0,0,10,19,6,3,17,4,72
SAL21960,146,36,232,1168,1425,655,555,2616,870,7293
SAL21961,0,0,0,6,4,7,0,6,0,22
SAL21962,0,0,0,21,34,17,3,19,13,110
SAL21963,144,25,203,657,899,386,261,1102,299,3609
SAL21964,0,0,0,3,9,3,6,14,6,50
SAL21965,181,27,242,461,635,246,181,950,218,2698
SAL21966,54,17,126,3147,4162,1080,520,3099,1204,13220
SAL21967,0,0,4,56,82,32,29,69,17,282
SAL21968,7,0,7,37,72,32,26,72,5,249
SAL21969,0,4,20,538,839,414,249,295,76,2409
SAL21970,32,4,68,505,737,395,332,745,159,2860
SAL21971,274,39,528,5374,7924,2732,1245,3374,841,21495
SAL21972,0,0,4,43,44,21,17,32,22,173
SAL21973,0,0,0,9,12,9,0,11,0,36
SAL21974,15,3,46,494,694,221,139,804,179,2530
SAL21975,0,0,0,26,38,20,15,46,29,178
SAL21976,0,0,0,0,4,5,3,3,5,19
SAL21977,0,0,0,3,8,3,0,0,0,20
SAL21978,0,0,0,0,14,6,8,9,3,27
SAL21979,0,0,0,7,8,7,5,3,34,57
SAL21980,0,0,0,17,25,20,7,13,3,85
SAL21981,0,0,0,43,38,29,23,42,8,188
SAL21982,0,0,0,10,4,6,4,10,6,45
SAL21983,0,0,0,14,14,12,11,14,5,71
SAL21984,110,25,212,650,986,475,386,984,403,3881
SAL21985,219,83,437,2085,2948,1256,771,2573,597,10232
SAL21986,0,0,3,39,87,60,40,22,29,278
SAL21987,0,0,0,0,0,0,0,0,0,0
SAL21988,3,0,6,4,4,3,3,4,6,33
SAL21989,0,0,0,6,10,7,0,7,0,35
SAL21990,0,0,0,4,3,0,0,0,0,7
SAL21991,0,0,3,17,20,31,15,30,14,129
SAL21992,5,0,10,99,101,58,40,112,48,463
SAL21993,15,0,19,71,111,78,56,159,76,553
SAL21994,0,0,0,4,0,0,4,3,0,12
SAL21995,0,0,0,0,0,0,0,0,3,3
SAL21996,3,0,10,244,349,197,147,257,114,1310
SAL21997,0,0,0,0,3,0,0,0,4,12
SAL21998,79,12,152,1164,1653,658,429,1445,240,5589
SAL21999,4,0,4,89,78,40,43,74,31,358
SAL22000,147,7,262,1608,2052,845,466,1917,322,7208
SAL22001,112,10,188,1228,1543,572,415,1680,284,5722
SAL22002,133,10,271,1633,2179,999,664,2402,338,8214
SAL22003,0,0,0,11,3,0,0,0,0,18
SAL22004,0,0,0,0,0,0,0,0,0,5
SAL22005,213,48,424,2868,4676,2309,1372,2271,672,14168
SAL22006,29,0,42,2819,3991,1465,1223,3769,611,13870
SAL22007,0,0,3,184,270,96,84,229,33,904
SAL22008,0,0,0,9,11,9,0,11,0,37
SAL22009,5,0,14,273,482,235,174,216,72,1456
SAL22010,0,0,0,20,31,16,0,12,8,80
SAL22011,3,8,15,58,93,65,36,57,62,368
SAL22012,0,0,0,0,3,0,0,0,0,9
SAL22013,0,0,0,12,21,18,9,18,5,81
SAL22014,55,16,94,277,421,276,242,452,238,1906
SAL22015,0,0,0,17,17,16,11,17,9,89
SAL22016,43,5,106,1651,2126,835,451,1603,268,6928
SAL22017,3,0,13,83,86,35,39,115,32,393
SAL22018,0,0,0,42,55,43,27,25,30,222
SAL22019,0,0,0,37,56,46,21,31,22,217
SAL22020,51,8,81,181,228,119,125,258,108,1015
SAL22021,0,0,0,37,62,18,18,22,8,169
SAL22022,0,0,12,121,151,97,65,76,39,555
SAL22023,0,0,0,9,10,5,11,8,3,45
SAL22024,0,0,0,8,3,3,0,4,0,22
SAL22025,0,0,0,6,11,3,0,5,3,28
SAL22026,0,0,0,0,0,0,0,4,5,14
SAL22027,413,135,787,8121,10548,4469,3648,11894,2407,41095
SAL22028,0,0,4,39,50,33,22,45,16,197
SAL22029,4,0,14,180,270,196,114,179,46,988
SAL22030,0,0,0,10,12,7,3,7,6,42
SAL22031,0,0,0,76,75,47,55,91,23,350
SAL22032,7,3,14,197,278,149,100,135,45,897
SAL22033,0,0,0,6,0,6,3,8,3,28
SAL22034,0,0,0,18,40,29,20,50,5,160
SAL22035,4,0,5,27,33,29,23,15,7,133
SAL22036,23,0,62,767,922,511,347,519,95,3164
SAL22037,141,24,316,2339,3299,1378,784,1997,313,10108
SAL22038,113,8,149,2162,1644,420,212,1828,336,6604
SAL22039,0,4,4,30,35,17,11,37,38,163
SAL22040,0,0,0,10,8,4,3,10,0,32
SAL22041,355,53,653,3042,4331,1690,1135,4011,775,14986
SAL22042,186,26,335,1882,2587,1177,740,1925,302,8611
SAL22043,0,0,6,8,20,10,9,8,19,70
SAL22044,0,0,0,4,10,9,6,0,13,45
SAL22045,4,0,4,21,27,18,14,27,11,120
SAL22046,0,0,0,16,35,14,12,24,11,113
SAL22047,90,15,188,1430,1862,785,514,1728,235,6552
SAL22048,0,0,0,11,13,7,8,5,4,47
SAL22049,107,13,192,498,910,526,374,800,162,3270
SAL22050,14,6,45,678,873,475,320,674,143,3167
SAL22051,0,0,0,17,31,18,12,22,4,97
SAL22052,0,0,6,23,45,15,22,25,14,148
SAL22053,0,0,3,7,15,4,6,11,5,46
SAL22054,0,0,0,0,5,3,5,5,0,24
SAL22055,0,0,0,17,31,13,17,5,13,93
SAL22056,22,0,30,92,144,60,93,133,37,566
SAL22057,0,0,3,25,31,15,23,12,10,126
SAL22058,0,0,0,35,39,18,14,18,13,139
SAL22059,0,0,0,4,13,3,3,0,0,23
SAL22060,0,0,9,8,13,3,3,11,4,47
SAL22061,0,0,0,17,20,11,7,4,6,71
SAL22062,8,0,6,59,76,41,29,47,15,264
SAL22063,0,0,0,0,0,0,0,0,0,7
SAL22064,0,0,0,43,80,43,28,32,50,284
