SAL_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SAL22590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,7
SAL22591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,22,0,0,0,0,0,0,17,10,24,0,0,0,18,18,33
SAL22592,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,11,0,0,0,0,0,0,9,3,11,5,0,5,10,10,21
SAL22593,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,10,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,38,0,0,0,0,0,0,21,18,38,13,0,10,50,31,85
SAL22594,9,8,21,191,218,406,0,0,0,21,26,46,0,0,0,311,322,637,0,0,0,14,13,29,0,6,6,0,3,3,0,8,9,0,0,0,7,3,11,12,19,32,23,36,53,3,4,4,0,0,0,41,45,82,42,44,87,0,0,0,667,741,1411,0,6,7,3,6,6,0,0,7,0,0,0,0,0,0,3,12,16,3,12,16,926,877,1807,14,3,17,3,11,18,944,896,1837,75,71,146,1706,1745,3449
SAL22595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL22596,0,6,6,42,62,108,0,0,0,5,0,10,0,0,0,102,90,194,0,0,0,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,13,0,0,3,0,0,0,13,16,30,8,7,19,0,0,0,178,201,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,6,8,233,183,409,3,0,8,0,0,3,235,187,422,42,41,85,461,428,893
SAL22597,0,0,3,41,45,84,0,0,0,0,7,4,0,0,0,49,47,92,0,0,0,4,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,3,15,23,6,6,14,0,0,0,100,130,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,169,334,0,0,0,0,0,0,170,167,334,31,47,80,304,344,645
SAL22598,0,0,0,20,29,51,0,0,0,3,5,10,0,0,0,78,70,141,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,6,6,7,7,7,15,0,0,0,111,122,231,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,119,229,0,0,0,0,0,0,114,119,233,23,30,55,258,264,523
SAL22599,0,0,0,27,39,66,0,0,0,13,14,27,0,0,0,43,29,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,4,3,12,0,0,0,0,0,0,3,14,14,0,0,0,0,3,3,101,109,211,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,94,84,182,0,4,4,0,0,0,99,86,184,27,21,45,222,217,440
SAL22600,0,0,0,6,6,13,0,0,0,5,5,4,0,0,0,20,18,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,9,0,0,0,0,0,0,32,35,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,37,75,0,0,0,0,0,0,38,37,75,6,7,15,80,75,157
SAL22601,0,0,0,10,15,31,0,0,0,0,0,0,0,0,0,18,22,42,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,11,3,16,5,5,5,0,0,0,63,58,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,47,109,0,0,0,0,0,0,63,47,109,10,6,22,135,113,250
SAL22602,0,0,0,20,16,37,0,0,0,5,3,6,0,0,0,18,13,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,12,26,0,3,5,0,0,0,56,50,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,43,38,81,0,0,0,0,0,0,43,38,81,7,9,14,110,88,198
SAL22603,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,9,0,0,0,0,0,0,8,9,9,0,0,0,8,12,19
SAL22604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,7,16
SAL22605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,3,0,0,0,3,3,9
SAL22606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,3,4,7,3,0,5,12,10,25
SAL22607,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,7,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,11,0,0,0,0,0,0,7,8,11,8,0,8,25,22,47
SAL22608,0,0,0,12,14,21,0,0,0,0,0,0,0,0,0,21,15,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,23,7,4,5,0,0,0,56,41,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,22,48,0,0,0,0,0,0,29,22,48,21,15,33,98,78,173
SAL22609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,3,11,17
SAL22611,0,0,4,10,15,22,0,0,0,0,0,6,0,0,0,64,56,121,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,0,5,4,7,9,17,0,0,0,0,0,0,14,17,30,7,3,14,0,0,0,110,109,216,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,7,84,77,162,0,0,0,0,0,0,84,77,162,33,32,62,230,222,450
SAL22612,0,0,0,23,16,35,0,0,0,3,0,3,0,0,5,12,17,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,25,3,3,6,0,0,0,56,51,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,42,78,0,0,0,0,0,0,37,42,78,17,18,30,111,109,215
SAL22613,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,4,0,4,0,0,5,0,0,0,14,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,27,0,0,0,0,0,0,9,12,27,0,3,3,31,28,56
SAL22614,12,24,39,120,162,285,0,0,0,28,31,54,0,0,4,254,322,572,4,6,13,26,19,49,5,9,13,4,4,6,4,9,8,0,0,0,3,9,9,9,14,17,25,31,50,0,3,5,3,3,10,19,45,64,51,53,101,3,7,15,559,710,1269,8,6,11,8,6,9,0,0,0,0,0,0,0,0,0,5,5,10,5,5,10,975,887,1860,9,4,13,12,8,21,996,902,1890,90,86,180,1683,1737,3417
SAL22615,0,0,0,16,6,23,0,0,0,0,0,3,0,0,0,4,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,3,0,0,0,0,25,27,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,28,60,0,0,0,0,0,0,33,29,62,0,0,3,61,60,120
SAL22616,0,0,0,4,7,13,0,0,0,0,0,0,0,0,0,9,13,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,0,0,0,25,32,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,26,40,0,0,0,0,0,0,17,23,42,7,6,14,48,58,107
SAL22617,8,6,6,21,20,43,0,0,0,3,4,3,0,0,0,55,31,92,0,0,0,3,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,10,24,0,0,0,0,0,0,8,7,16,11,18,26,0,0,0,105,104,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,63,132,0,0,0,0,0,0,73,63,132,32,31,62,218,200,415
SAL22618,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,16,0,0,0,0,0,0,11,7,16,8,4,15,17,20,40
SAL22619,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,3,6,9,0,0,0,13,14,29
SAL22620,30,50,74,186,258,438,0,0,0,38,54,93,0,0,0,424,472,895,5,10,15,30,21,46,13,14,30,6,4,14,9,10,23,0,0,3,10,5,17,27,25,43,32,48,76,0,0,4,8,10,15,46,68,112,78,90,167,11,14,23,919,1093,2010,17,12,23,7,9,16,6,11,21,0,0,0,0,3,3,23,26,49,26,33,55,2184,2014,4200,19,16,34,12,29,33,2214,2052,4271,193,151,342,3408,3405,6818
SAL22621,0,0,0,7,18,29,0,0,0,4,0,7,0,0,0,12,22,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,3,8,0,0,7,0,0,0,34,50,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,72,0,0,0,0,0,0,36,36,72,22,10,33,91,100,187
SAL22622,0,0,0,10,4,10,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,13,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,15,0,0,0,0,0,0,12,5,15,3,0,3,23,18,45
SAL22623,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,4,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,31,0,0,0,0,0,0,16,17,34,3,6,8,24,28,55
SAL22624,0,0,0,9,7,10,0,0,0,4,0,5,0,0,0,12,12,21,3,0,5,0,0,0,0,0,0,0,0,0,12,14,28,0,0,0,0,0,0,5,0,9,4,0,9,0,0,4,0,0,0,14,16,29,4,5,0,0,0,0,58,56,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,63,0,0,0,0,0,0,33,34,63,3,4,13,96,94,184
SAL22625,5,13,13,77,77,152,0,0,0,11,11,23,0,0,0,52,59,116,0,0,0,4,9,12,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,14,10,22,0,0,0,0,0,0,14,18,34,4,13,12,0,0,0,183,197,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,258,512,0,0,0,0,0,0,253,256,511,42,35,77,489,497,982
SAL22626,7,4,12,45,40,88,0,0,0,3,5,6,0,0,0,58,52,114,0,0,0,7,3,13,0,0,0,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,11,8,16,0,0,0,0,0,0,11,7,16,4,4,10,0,0,0,145,130,274,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,5,8,0,5,8,258,239,499,4,0,3,0,3,9,269,246,516,53,41,90,479,426,904
SAL22627,215,279,491,342,397,740,0,0,0,127,145,272,0,0,0,885,984,1867,15,26,39,138,122,262,11,14,22,4,10,11,17,19,35,9,7,13,23,24,44,56,80,138,77,102,177,9,21,33,13,20,35,130,183,312,183,226,406,3,4,10,2032,2376,4408,254,225,479,125,111,234,9,10,20,0,0,0,39,30,66,23,27,49,65,52,118,2479,2326,4804,11,14,28,3,7,8,2493,2348,4844,192,207,400,5382,5614,10993
SAL22628,300,369,669,339,430,766,0,0,0,193,221,417,0,0,0,950,1124,2072,18,19,37,301,342,643,7,7,12,7,5,11,23,17,40,19,17,40,44,47,80,58,61,120,94,121,224,22,24,46,16,13,24,146,204,351,177,200,370,5,10,15,2415,2854,5267,242,243,478,83,88,172,7,9,15,0,0,0,27,23,49,25,27,54,51,58,104,2319,2191,4515,17,13,33,0,5,6,2338,2212,4550,312,386,695,5744,6210,11954
SAL22629,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,15,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,12,0,0,0,0,0,0,5,9,12,3,3,5,24,19,44
SAL22630,0,0,0,5,3,4,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,34,0,0,0,0,0,0,19,14,34,5,3,4,32,18,50
SAL22631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,5,5,16
SAL22632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,12,24,4,0,4,0,0,0,18,18,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,22,0,0,0,0,0,0,12,10,22,5,6,10,34,38,65
SAL22633,59,79,144,196,260,453,0,0,5,43,40,86,3,6,8,814,883,1702,0,0,0,215,221,439,5,8,7,0,0,4,13,19,29,27,24,51,11,13,21,15,4,18,46,58,110,0,4,5,0,0,0,54,110,164,72,88,163,3,0,4,1526,1748,3276,109,99,212,48,61,110,5,6,9,0,0,0,6,11,25,21,14,33,29,31,57,1547,1414,2957,14,17,25,4,5,6,1556,1434,2993,113,117,228,3453,3572,7030
SAL22634,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,16,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,10,17,21,0,0,0,0,0,0,38,40,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,25,69,0,0,0,0,0,0,42,25,69,12,6,16,94,74,163
SAL22635,5,12,15,53,53,111,0,0,0,4,7,17,0,0,0,64,83,147,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,6,12,17,0,4,5,0,0,4,26,39,68,14,11,23,0,0,0,176,225,401,6,0,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,196,200,403,0,0,0,0,0,0,205,200,401,57,52,110,448,495,936
SAL22636,0,0,0,5,4,10,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,6,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,6,0,12,0,0,0,17,20,37
SAL22637,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,8,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,17,0,0,0,0,0,0,9,3,17,0,0,0,19,14,32
SAL22638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,38,0,0,0,3,4,4,20,21,40,0,0,0,20,22,47
SAL22639,0,0,0,25,20,44,0,0,0,0,0,0,0,0,0,42,48,89,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,18,0,0,0,0,0,0,13,10,20,0,4,8,0,0,0,92,94,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,96,193,0,0,0,0,0,0,100,96,198,14,18,34,212,214,420
SAL22640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,24,9,31,0,0,0,0,0,0,19,9,29,7,11,17,29,28,57
SAL22641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22643,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,9,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,0,0,0,0,0,0,22,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,6,0,12,0,0,0,24,23,52
SAL22644,0,3,5,71,88,162,0,0,0,7,4,11,0,0,0,138,129,272,0,0,0,0,0,0,0,5,8,0,0,0,4,8,9,0,0,0,0,0,0,0,6,4,20,15,40,0,3,3,0,0,0,15,22,38,9,6,9,0,0,0,273,282,557,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,202,407,0,0,0,0,7,7,209,202,417,40,31,73,532,534,1061
SAL22645,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,11,14,19,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,0,0,0,0,0,0,18,20,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16,33,0,0,0,0,0,0,22,15,32,4,4,14,44,43,88
SAL22646,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,4,4,0,0,0,8,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,24,0,0,0,0,0,0,12,10,24,0,0,0,20,26,44
SAL22647,0,0,0,3,4,5,0,0,0,3,0,4,0,0,0,10,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,3,8,0,0,0,23,16,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,20,0,0,0,4,0,4,16,6,21,4,5,8,41,24,67
SAL22648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,38,0,0,0,0,0,0,19,19,38,0,0,0,25,17,43
