SAL_CODE_2021,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
SAL21232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,0,0,3,0,0,0,26
SAL21233,3,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,3,0,0,11,47,47,33,27,28,0,11,18,6,219
SAL21234,6,0,3,4,0,0,5,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,5,0,6,0,0,4,0,0,0,19,113,193,140,57,71,35,31,49,3,685
SAL21235,20,0,46,17,5,3,0,16,0,105,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,0,0,0,0,20,17,5,10,8,8,7,0,0,9,57,323,662,291,198,200,82,32,91,33,1905
SAL21236,0,0,3,3,3,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,65,131,42,23,37,13,3,16,3,322
SAL21237,3,0,0,7,4,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,4,0,10,77,141,82,73,78,24,21,25,3,534
SAL21238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,4,24,9,12,0,4,10,4,79
SAL21239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,4,0,0,0,0,26
SAL21240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SAL21241,0,0,10,4,0,0,0,9,0,26,0,0,0,0,0,0,0,0,0,5,4,0,0,4,0,3,0,3,0,13,0,0,0,0,0,0,0,0,6,7,41,137,68,61,32,16,8,28,6,392
SAL21242,0,0,0,4,5,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,31,18,17,11,21,3,10,10,0,109
SAL21243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,5,3,0,0,3,4,0,41
SAL21244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,9,7,3,0,0,5,0,31
SAL21245,13,7,28,25,17,9,6,14,0,120,3,0,0,0,0,0,0,5,0,9,5,0,0,0,0,6,4,6,0,21,12,3,6,8,7,9,4,3,11,66,307,401,343,233,187,91,78,117,31,1783
SAL21246,22,14,35,19,19,15,6,5,0,130,0,0,0,0,0,0,0,0,0,5,24,33,5,9,16,0,0,9,3,107,10,16,7,11,8,7,0,12,17,88,1093,2832,426,387,658,277,87,134,81,5968
SAL21247,3,3,5,3,0,7,0,0,0,28,0,0,0,0,0,0,0,0,0,0,14,13,0,4,7,0,0,0,0,36,0,4,0,0,3,0,0,0,0,12,400,736,106,73,155,81,12,27,27,1603
SAL21248,6,0,18,4,0,9,8,8,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,11,0,3,5,5,0,0,4,4,6,26,33,120,113,99,69,35,76,73,15,628
SAL21249,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,19,8,8,7,9,4,3,6,0,51
SAL21250,0,0,18,11,6,5,0,14,0,52,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10,0,0,3,0,0,0,4,3,5,18,45,173,115,135,56,40,33,47,9,639
SAL21251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL21252,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,14,9,4,4,3,0,9,0,4,42
SAL21253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,17,6,8,3,0,10,0,82
SAL21254,8,0,16,9,5,4,0,4,0,46,0,0,0,0,0,0,0,0,0,0,9,9,3,3,4,4,0,0,0,31,4,3,4,0,0,5,0,8,8,31,290,709,212,184,146,76,17,55,29,1720
SAL21255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6
SAL21256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,5,0,5,0,4,0,44
SAL21257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,5,0,9
SAL21258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,5,7,0,0,0,0,0,27
SAL21259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,14
SAL21260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,5,0,0,0,0,4,0,30
SAL21261,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,12,20,45,35,26,29,7,9,7,7,185
SAL21262,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,5,0,0,0,0,3,4,42
SAL21263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,14
SAL21264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL21265,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,9,15,5,3,4,6,0,88
SAL21266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
SAL21268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5
SAL21269,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,11,60,51,44,17,13,12,3,12,3,218
SAL21270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL21271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,0,15
SAL21272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,3,0,3,0,36
SAL21273,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,16,12,16,9,11,0,0,3,0,78
SAL21274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,8
SAL21275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,13
SAL21276,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,9,9,3,0,7,3,0,55
SAL21277,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,5,14,16,36,58,40,22,8,21,25,8,230
SAL21278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21279,10,4,20,3,8,5,0,3,0,50,0,0,0,0,0,0,0,0,0,0,6,6,0,7,0,0,0,0,0,22,6,4,4,0,0,4,0,0,5,21,214,505,160,150,146,43,37,46,17,1319
SAL21280,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,10,5,0,0,4,0,0,31
SAL21281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,17
SAL21282,0,0,10,10,3,0,0,6,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,6,0,0,4,17,42,44,63,60,35,17,8,29,3,298
SAL21283,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,8,0,4,0,0,0,0,40
SAL21284,11,3,42,25,18,12,45,19,4,176,0,0,0,0,0,0,0,0,0,0,0,4,8,9,8,6,17,10,3,60,0,7,5,12,4,4,13,11,8,69,165,484,242,346,249,124,252,167,29,2060
SAL21285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,13
SAL21286,0,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,11,0,0,3,0,0,0,0,0,3,11,95,220,72,58,43,17,9,20,15,561
SAL21287,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,3,78,187,76,56,56,21,12,24,6,515
SAL21288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,12
SAL21289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4,4,5,0,0,3,0,26
SAL21290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4
SAL21291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,13
SAL21292,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,5,0,0,0,0,4,0,25
SAL21293,19,0,67,44,14,20,12,35,0,210,0,0,0,0,0,0,0,5,0,3,3,9,4,5,11,3,6,0,0,41,10,3,10,3,4,6,12,21,18,90,248,617,485,531,330,182,140,308,33,2864
SAL21294,3,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,3,5,8,124,143,62,44,54,11,14,18,16,474
SAL21295,0,0,7,4,6,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,52,59,21,34,25,6,15,24,3,248
SAL21296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,4,0,0,0,0,13
SAL21297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
SAL21298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,3,0,3,0,3,27
SAL21299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,0,14
SAL21300,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,17,12,10,7,3,0,0,0,67
SAL21301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,4,3,6,5,0,5,9,0,49
SAL21302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,3,0,0,0,4,0,31
SAL21303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL21304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,3,0,0,0,0,0,12
SAL21305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL21306,4,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,4,32,17,8,21,5,7,5,22,4,127
SAL21307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,5,0,0,0,6
SAL21308,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,13,5,8,0,0,0,0,41
SAL21309,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,23,34,23,16,13,7,11,9,3,139
SAL21310,3,0,3,4,5,0,0,4,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,11,81,36,44,41,16,5,23,51,13,316
SAL21311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,19,4,6,0,0,0,5,5,47
SAL21312,5,0,14,11,8,9,6,8,0,58,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,14,3,0,0,3,0,0,4,3,4,28,100,244,160,104,124,69,57,70,19,941
SAL21313,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,4,6,3,0,4,0,25
SAL21314,14,3,14,4,10,7,4,3,0,66,0,0,0,0,0,0,0,0,0,0,3,3,3,4,5,4,0,4,3,31,11,0,5,0,10,4,0,5,6,45,379,648,280,148,297,103,42,65,32,1998
SAL21315,14,5,39,21,28,10,13,13,0,143,0,0,0,0,0,0,0,0,0,0,7,11,6,5,5,0,0,0,0,32,3,0,16,9,10,3,4,3,13,70,306,724,442,324,405,157,145,144,55,2702
SAL21316,26,8,54,19,26,28,11,18,0,192,0,0,0,0,0,0,0,0,0,3,19,15,13,14,16,8,8,4,4,97,17,4,16,8,22,9,8,9,29,126,768,1646,664,463,695,259,184,177,86,4941
SAL21317,0,0,11,3,7,4,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,12,82,181,96,70,84,35,16,22,6,590
SAL21318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,4,0,0,0,0,24
SAL21319,3,3,15,10,7,4,0,4,0,55,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,13,3,0,8,4,3,4,0,5,4,27,107,199,143,77,108,47,28,36,15,765
SAL21320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3
SAL21321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,4,8,0,0,0,6,0,34
SAL21322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,10,0,23
SAL21323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,17
SAL21325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8,0,4,0,0,0,0,21
SAL21326,5,3,44,15,17,7,0,15,0,110,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,21,0,4,5,0,0,0,5,7,8,33,239,707,244,264,176,99,44,111,24,1915
SAL21327,27,10,43,28,23,8,0,11,3,142,0,0,0,0,0,0,0,0,0,0,41,49,4,9,16,8,5,10,3,139,3,11,11,5,4,4,4,4,10,57,976,2726,354,364,595,206,87,138,59,5504
SAL21328,0,5,28,7,3,5,3,10,0,59,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,0,4,0,15,6,3,3,6,3,4,3,4,3,41,114,223,176,130,80,58,41,78,19,905
SAL21329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8
SAL21330,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,26,13,20,3,9,0,8,0,0,87
SAL21331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,5,0,3,0,0,0,0,27
SAL21332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,7,4,6,0,0,0,0,47
SAL21333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,5,6,3,0,0,5,0,38
SAL21334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,7,7,3,0,0,0,3,0,31
SAL21335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9
SAL21336,57,9,64,28,26,19,3,6,5,227,0,4,0,0,5,3,0,0,0,13,56,51,15,10,22,18,10,6,11,198,18,27,4,8,17,17,0,5,42,143,2137,4991,532,619,1078,505,93,193,191,10341
SAL21337,5,0,26,6,9,0,0,6,5,62,0,0,0,0,0,0,0,0,0,0,9,25,5,8,7,7,0,0,0,62,11,7,0,0,6,0,0,3,5,36,570,1244,166,182,306,125,23,47,48,2708
SAL21338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,5,0,11
SAL21339,49,12,149,79,45,52,45,65,3,499,0,0,0,0,0,0,0,0,0,9,22,23,12,13,20,12,23,11,3,136,20,20,43,25,23,15,33,31,62,266,1178,2702,1247,885,1279,588,533,606,194,9213
SAL21340,26,3,47,29,29,10,8,14,0,163,0,0,0,0,0,0,0,0,0,0,8,11,0,4,0,3,3,5,0,46,11,3,12,9,7,0,0,8,14,61,428,802,437,389,314,120,92,168,39,2797
SAL21341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,18,16,3,13,0,0,5,0,67
SAL21342,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,24,42,34,16,19,3,5,6,0,153
SAL21343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,0,4,0,10
SAL21344,0,0,0,3,0,0,3,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,44,31,19,14,7,10,11,0,175
SAL21345,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,37,52,27,16,18,8,6,11,3,172
SAL21346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21347,0,0,11,6,10,6,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,11,0,0,0,0,0,0,0,0,5,13,64,161,95,98,69,22,30,21,10,581
SAL21348,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,16,27,9,9,7,0,0,5,0,69
SAL21349,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,34,43,26,10,15,12,8,12,0,153
SAL21350,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,15,6,4,5,7,0,8,0,55
SAL21351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,12,10,10,5,6,0,0,4,0,47
SAL21352,19,4,54,22,20,21,11,18,0,165,0,0,0,0,0,0,0,0,0,0,4,6,8,14,5,0,8,0,5,63,3,6,18,5,9,5,8,7,14,79,289,588,580,404,339,141,173,187,60,2762
SAL21353,0,0,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,27,47,21,18,17,0,0,10,0,144
SAL21354,31,8,74,29,44,28,10,18,6,247,0,0,0,0,0,0,0,0,0,3,3,14,9,14,3,0,3,0,0,50,6,0,20,8,13,3,7,9,17,81,529,1047,794,557,494,196,142,209,75,4044
