SAL_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SAL22108,105,101,204,26,13,42,9,16,27,4,0,7,5,3,3,43,38,81,50,53,104,9.3,5.6,7.6,40.6,35.6,38.2,36.8,33.7,35.3,8,0,9,0,3,8,3,11,16,3,7,12,29,6,42,0,0,0,5,6,7,35,11,48,80,76,161,13,9,24,52,47,105,40,38,78
SAL22109,1913,2102,4014,487,257,743,218,407,620,79,83,158,37,33,74,817,781,1597,911,1110,2024,4.7,4.4,4.5,42.8,37.2,39.8,40.8,35.5,38,79,101,180,46,65,111,185,253,437,174,254,425,495,218,708,13,24,33,34,54,89,532,292,833,1630,1740,3371,291,311,601,1027,1083,2111,856,924,1782
SAL22110,4098,4343,8446,1478,749,2231,521,1082,1601,151,181,331,137,101,234,2284,2116,4395,1542,1960,3501,5.9,4.8,5.4,55.7,48.6,52.1,52.4,46.3,49.3,50,76,125,36,111,145,239,407,650,200,438,640,1131,663,1791,36,72,107,63,79,140,1227,810,2040,3894,4044,7937,624,682,1305,2605,2655,5255,1711,1895,3607
SAL22111,306,286,594,131,62,189,32,98,128,11,18,32,9,6,10,175,178,354,114,102,217,2.8,2.3,2.6,57.3,61.8,59.5,55.7,60.4,57.9,7,6,10,4,8,12,24,40,61,18,41,59,99,50,151,3,0,3,4,10,11,106,56,164,295,294,586,47,29,78,185,176,363,137,141,278
SAL22112,286,253,537,130,62,184,34,74,111,12,15,31,7,7,9,184,159,342,80,91,168,2.2,3.8,2.9,63.9,62.7,63.3,62.5,60.3,61.5,4,7,6,6,13,20,19,53,73,17,31,51,87,38,125,6,3,3,0,5,4,91,44,132,280,263,547,23,22,43,209,191,398,81,85,168
SAL22113,386,372,759,89,44,133,80,55,138,14,17,31,3,5,7,191,117,309,167,227,392,2.1,2.5,2.3,49.2,32.3,40.9,48.2,31.5,40,38,22,58,7,21,34,126,75,204,32,49,81,38,11,50,4,3,10,6,9,14,47,20,64,313,304,612,53,50,105,170,181,357,184,166,347
SAL22114,54,49,106,23,11,30,8,16,25,3,3,4,0,0,0,35,27,65,17,21,36,2.8,0,1.5,65.5,55.8,60.7,63.6,55.8,59.8,4,0,3,0,4,3,11,6,15,0,0,9,16,8,17,0,0,0,0,0,0,19,10,22,60,55,111,3,5,7,45,43,85,15,12,29
SAL22115,102,82,182,37,13,55,11,22,33,7,8,14,4,0,3,57,47,110,29,24,50,5.2,4.2,4.7,58,57.8,57.9,55,55.4,55.2,0,0,0,0,0,0,3,8,9,0,3,8,20,17,38,0,0,0,4,3,4,26,20,46,99,77,178,0,0,7,72,56,124,28,27,57
SAL22116,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,50,100,66.7,50,100,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,5,0,0,0
SAL22117,19,16,34,10,6,15,0,5,5,0,0,0,0,3,3,10,9,16,13,6,12,0,22.2,11.8,38.1,52.9,44.7,38.1,41.2,39.5,0,0,0,0,0,0,5,0,0,0,0,0,5,3,6,0,0,0,0,0,0,5,3,6,16,17,32,0,0,0,11,13,24,5,6,7
SAL22118,5443,5700,11139,3125,2549,5680,780,1223,1997,196,260,453,159,142,297,4258,4171,8427,868,1227,2095,3.7,3.3,3.5,78.2,73.2,75.6,75.3,70.8,73,697,796,1489,159,303,465,1994,2079,4071,433,553,984,450,273,722,31,27,62,43,74,119,526,380,903,4022,4195,8212,1562,1661,3219,2091,2271,4359,3295,3393,6689
SAL22119,16,14,30,14,6,18,0,9,7,0,0,0,0,0,0,10,9,24,7,6,9,0,0,0,70.6,62.5,66.7,70.6,62.5,66.7,0,0,0,0,0,0,0,3,3,0,0,3,10,4,14,0,0,0,0,0,0,10,4,14,19,15,38,0,0,0,17,10,29,3,5,6
SAL22120,13,6,21,9,3,11,0,5,5,0,0,0,0,0,0,9,5,15,7,4,9,0,0,0,61.5,50,56.5,61.5,50,56.5,0,0,0,0,0,0,3,0,0,0,0,0,3,4,4,0,0,0,0,0,0,3,4,4,12,5,24,0,0,0,12,9,23,4,0,4
SAL22121,13797,14930,28727,6163,4596,10756,2366,3934,6304,549,679,1234,577,488,1058,9656,9698,19357,3518,4624,8142,6,5,5.5,70,65,67.4,65.8,61.7,63.7,1263,1632,2901,380,790,1173,3263,3860,7122,1278,1437,2713,1800,990,2787,97,133,232,139,208,347,2038,1330,3367,12978,13721,26702,2574,2787,5364,8332,8966,17292,6486,6834,13324
SAL22122,793,955,1745,340,302,642,153,227,380,23,46,71,20,36,57,540,606,1150,211,301,518,4.4,5.8,5.1,68.4,63.4,65.7,65.4,59.8,62.3,175,183,363,26,61,89,237,326,560,63,43,107,56,45,102,8,15,18,6,9,16,64,66,125,695,812,1503,164,219,380,461,553,1015,357,442,801
SAL22123,103,92,192,51,21,77,15,23,39,3,3,9,0,3,3,71,54,129,16,23,43,0,3.6,1.6,71,61.1,66.3,71,58.9,65.3,0,0,0,0,3,3,7,14,18,5,0,13,22,15,43,0,0,0,0,0,0,22,18,41,98,98,198,11,7,14,76,67,144,27,30,56
SAL22124,545,292,838,448,123,572,28,59,85,15,22,36,0,9,13,496,208,703,11,57,73,0.4,4.8,1.7,90.1,71.2,83.6,89.8,67.8,82.1,12,9,21,0,12,11,42,46,84,51,32,77,108,63,170,10,6,19,7,0,4,122,74,195,373,237,607,263,144,406,50,30,80,542,307,850
SAL22125,22,19,42,10,0,14,0,4,4,0,0,6,0,0,0,11,10,20,0,3,7,0,0,0,63.6,62.5,63.2,63.6,62.5,63.2,0,0,0,0,5,5,0,0,0,0,0,3,5,0,5,0,0,0,0,0,0,5,0,5,20,11,31,0,3,6,11,6,20,3,3,7
SAL22126,5,11,13,3,0,5,0,5,5,0,0,0,0,0,0,3,0,7,0,0,3,0,0,0,80,57.1,66.7,80,57.1,66.7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,3,0,8,10,6,21,0,0,0,4,10,14,0,0,0
SAL22127,124,118,241,60,29,86,15,36,51,9,6,16,8,0,7,90,75,163,29,40,64,4.4,2.7,3.7,72.8,64,68.6,69.6,62.3,66.1,0,4,3,0,5,8,0,6,14,18,16,30,46,27,75,0,0,0,0,3,3,44,34,76,124,119,243,10,17,28,88,73,164,42,46,88
SAL22128,17,14,37,12,3,11,0,6,9,0,0,0,0,0,0,10,11,26,3,0,4,0,0,0,72.2,75,73.5,72.2,75,73.5,4,0,4,0,0,0,0,4,4,0,0,0,4,3,6,0,0,0,0,0,0,4,3,6,23,21,44,0,0,0,20,15,33,0,6,7
SAL22129,312,302,618,144,77,217,42,76,118,12,24,39,4,7,12,205,178,387,79,98,176,3.4,3.3,3.3,66.5,59.2,62.8,64.2,57.2,60.7,6,7,14,0,4,7,12,30,40,16,37,55,125,55,172,3,8,11,0,5,7,127,67,194,308,316,628,35,30,69,221,226,446,101,108,209
SAL22130,237,253,487,86,41,126,28,58,89,7,10,18,15,5,17,132,120,255,75,104,181,10.4,5,7.9,56.1,47.6,51.7,50.2,45.2,47.6,3,9,8,0,4,7,16,29,48,11,20,24,56,25,78,3,8,10,0,10,9,65,34,96,217,240,452,44,25,71,159,171,326,94,86,181
SAL22131,111,106,216,32,15,50,6,18,26,4,0,4,6,0,6,45,35,82,46,57,104,4.3,0,2.5,42.6,33,37.9,40.7,33,36.9,0,0,0,0,0,0,5,6,14,0,7,11,21,12,32,0,0,0,0,0,0,21,12,32,90,90,180,11,8,17,61,78,141,35,19,52
SAL22132,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,33.3,0,100,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0
SAL22133,148,145,293,76,45,122,23,50,75,10,10,17,3,0,3,112,107,219,33,36,64,3.6,0.9,2.3,74.5,73.1,73.8,71.8,72.4,72.1,4,6,5,0,7,7,6,24,32,10,16,26,49,18,71,4,0,4,4,0,0,52,18,75,156,130,284,20,24,44,123,100,224,48,46,95
SAL22134,913,1028,1935,371,279,651,183,349,533,42,40,79,38,23,65,629,692,1323,251,308,564,5.7,3.9,4.8,69.3,67.2,68.2,65.3,64.6,64.9,67,85,146,43,63,110,146,227,377,85,116,197,207,113,312,12,18,24,12,22,29,224,143,370,935,1008,1951,141,187,327,630,648,1276,410,495,905
SAL22135,669,706,1376,177,116,294,106,158,270,35,46,76,7,12,16,324,336,658,304,343,646,2.2,3.3,2.7,48.4,47,47.7,47.3,45.5,46.4,73,53,123,28,53,79,145,164,308,68,100,167,118,46,165,3,3,6,7,18,30,130,73,200,588,656,1245,94,87,180,409,460,871,264,266,529
SAL22136,95,96,195,29,16,43,14,20,34,5,3,5,3,4,7,49,40,88,39,48,90,4.3,5,4.6,48.5,41.7,45.1,46.4,39.6,43,0,0,0,0,3,3,6,14,15,9,12,21,28,14,41,0,0,0,0,0,0,28,16,40,93,88,178,5,7,13,82,77,156,18,18,33
SAL22137,283,288,571,102,45,153,30,63,94,11,6,18,4,12,20,153,121,272,115,141,257,3.3,8.9,5.8,53.2,42.6,47.8,51.4,38.8,45,3,7,11,0,9,10,17,32,54,4,27,34,66,44,110,3,9,7,0,4,7,70,54,123,291,279,571,21,28,52,230,219,450,67,73,140
SAL22138,32,27,61,12,3,18,3,4,14,0,0,0,0,0,0,21,17,33,14,14,28,5,0,2.9,60.6,48.3,54.8,57.6,48.3,53.2,3,0,4,0,4,4,5,3,8,0,3,7,5,0,7,0,4,7,0,0,0,10,5,15,36,31,63,13,4,18,29,27,53,11,4,18
SAL22139,7,13,17,8,0,9,0,0,0,0,0,0,0,0,0,8,4,14,0,4,7,0,0,0,88.9,50,68.4,88.9,50,68.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,12,7,20,0,0,0,9,8,16,0,0,4
SAL22140,13,13,25,12,7,11,0,8,8,0,4,4,0,0,0,10,8,23,3,3,3,10,0,5,83.3,71.4,76.9,75,71.4,73.1,0,0,0,0,0,0,0,0,0,0,0,5,9,0,10,0,0,0,0,0,0,9,4,9,7,18,30,3,0,0,11,14,20,3,6,7
SAL22141,1916,376,2295,0,0,0,0,0,3,0,0,0,3,0,3,10,0,11,1909,373,2288,33.3,0,30,0.5,0.3,0.4,0.3,0.3,0.3,0,0,0,0,0,0,23,5,27,0,0,0,21,0,22,0,0,0,0,0,0,21,0,22,10,0,13,0,0,0,3,0,9,3,0,3
SAL22142,191,188,379,78,40,116,36,58,97,11,18,27,0,3,4,126,114,240,62,64,120,0.8,1.7,1.2,65.3,62.6,63.9,64.8,61.5,63.2,3,7,13,3,10,12,24,32,59,15,19,33,56,21,80,4,6,5,6,3,7,68,26,92,187,196,381,21,16,38,159,159,319,39,48,89
SAL22143,32,30,66,14,7,17,10,8,17,4,5,7,0,0,0,19,16,39,6,10,15,0,0,0,65.7,54.8,60.6,65.7,54.8,60.6,0,0,4,0,3,5,6,8,5,0,0,4,11,4,16,0,0,0,0,0,0,12,4,22,35,29,61,7,3,6,26,20,48,10,9,18
SAL22144,126,120,249,39,11,49,6,21,27,6,9,15,11,9,16,55,52,108,61,62,121,15.8,15.4,15.6,44.9,44.1,44.5,37.8,37.3,37.6,5,4,8,3,8,6,0,3,4,3,6,15,39,26,62,0,3,3,6,0,3,41,27,70,122,120,243,20,15,36,90,85,172,44,42,89
SAL22145,275,290,567,37,29,67,30,49,80,4,5,17,9,0,5,82,85,164,181,193,371,6.2,1.2,3.6,29.7,29.6,29.6,27.8,29.2,28.5,13,9,19,6,13,21,23,37,58,35,47,77,89,26,121,3,3,6,10,10,18,99,37,140,246,262,507,26,30,55,182,194,373,80,91,173
SAL22146,135,142,274,54,24,76,12,39,53,12,4,13,0,6,5,75,78,151,48,54,101,1.3,5.3,3.3,57.5,54.3,55.8,56.7,51.4,54,0,3,3,0,0,6,7,18,21,0,9,15,44,22,61,0,6,5,3,0,3,45,25,70,126,138,265,19,15,33,103,112,215,36,45,71
SAL22147,2169,2156,4331,877,444,1324,236,546,784,78,91,169,89,51,133,1278,1133,2408,680,853,1531,6.7,4.5,5.7,58.9,52.4,55.7,55,50,52.5,24,29,57,16,46,61,88,192,285,119,206,324,587,329,910,20,41,65,19,30,50,627,401,1028,2078,2061,4144,310,316,626,1466,1454,2928,771,794,1566
SAL22148,417,424,837,158,85,249,79,119,203,20,20,41,8,6,11,266,233,507,126,165,288,2.6,3,2.8,64.2,56.3,60.2,62.5,54.6,58.6,32,36,68,8,17,23,103,122,226,40,43,86,74,26,106,0,8,4,4,9,14,81,46,126,449,421,874,36,42,81,333,323,658,134,122,254
SAL22149,303,304,610,105,58,168,58,81,138,14,16,31,8,3,7,183,159,344,89,117,200,3.8,1.3,2.6,60.5,52.1,56.3,58.1,51.5,54.8,25,26,52,16,9,24,73,80,150,24,40,65,53,15,66,0,3,3,0,0,6,51,25,76,292,273,566,28,35,61,210,206,420,95,95,188
SAL22150,55,47,99,7,6,11,0,8,10,4,6,6,0,0,0,19,21,37,26,14,38,6.3,0,2.7,29.1,45.7,36.6,27.3,45.7,35.6,0,0,0,0,0,0,3,5,10,3,0,7,15,4,14,0,0,0,5,0,4,12,3,23,37,37,71,5,6,8,32,30,57,12,11,17
SAL22151,1194,1351,2547,440,286,724,162,332,498,52,64,117,46,32,76,697,715,1419,422,527,947,6.4,4.6,5.5,58.5,53,55.6,54.7,50.6,52.5,39,42,83,24,43,63,136,188,325,83,146,229,297,201,501,16,20,37,4,26,37,320,251,567,1085,1174,2267,196,258,453,657,711,1369,570,637,1209
SAL22152,46,46,91,7,9,18,3,12,13,4,0,5,3,0,0,19,17,36,23,26,47,11.1,5.6,8.3,39.1,38.3,38.7,34.8,36.2,35.5,0,0,0,0,3,4,5,0,7,0,7,11,8,0,16,0,0,0,4,3,0,11,4,15,38,41,81,6,3,9,31,33,63,17,10,29
SAL22153,33,24,57,11,3,11,6,7,11,4,0,6,0,0,0,19,12,28,9,13,25,5.9,0,3.4,56.7,46.2,51.8,53.3,46.2,50,0,0,0,0,0,0,0,0,0,3,0,6,8,4,14,0,0,0,0,0,0,9,4,12,28,30,56,3,3,9,26,19,44,9,10,19
SAL22154,144,125,273,43,27,76,24,27,53,4,3,14,5,0,5,77,61,139,57,59,113,6.4,0,3.6,54.2,46.9,50.7,50.7,46.9,48.9,11,7,12,0,4,7,17,20,40,13,12,20,36,14,55,0,0,0,5,5,3,35,23,60,128,112,236,17,13,30,107,88,197,35,36,70
SAL22155,76,58,129,28,18,41,13,12,25,6,0,4,3,0,3,44,30,77,22,21,46,10.9,0,6.5,63,55.4,59.7,56.2,55.4,55.8,0,3,8,3,0,5,5,13,20,0,7,6,31,7,41,0,0,0,0,0,0,31,7,37,72,57,136,7,12,16,60,43,99,22,22,42
SAL22156,16,7,24,11,0,10,0,10,9,0,0,0,0,0,0,6,8,13,0,0,0,0,0,0,53.3,88.9,66.7,53.3,88.9,66.7,0,0,0,0,0,0,0,0,0,0,0,5,5,4,5,0,0,0,0,0,0,4,4,8,11,11,19,0,0,0,10,7,14,3,4,11
SAL22157,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,66.7,50,100,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22158,12,15,20,3,3,8,4,9,11,0,0,0,0,0,0,11,10,22,0,0,3,0,0,0,81.8,75,78.3,81.8,75,78.3,0,0,0,0,0,0,0,0,3,0,0,4,5,9,8,0,0,0,0,0,0,5,9,8,14,7,18,0,3,6,10,13,19,6,3,13
SAL22159,47,29,78,9,4,11,3,3,7,0,4,7,0,0,0,19,9,27,14,14,22,0,10,3.6,39.1,33.3,36.8,39.1,30,35.5,0,0,0,0,0,0,4,0,4,3,0,3,13,0,15,0,0,0,0,5,5,13,3,14,36,35,66,0,0,0,26,20,46,12,5,16
SAL22160,1059,1145,2205,530,294,828,157,387,538,50,54,104,24,24,50,759,761,1522,279,363,640,2.8,3.4,3.1,71.3,66.5,68.8,69.3,64.2,66.7,70,98,168,31,67,102,203,289,487,102,129,226,270,75,350,5,15,22,15,26,42,291,122,413,1175,1221,2392,108,132,241,906,945,1853,316,346,663
SAL22161,21121,22026,43146,8640,5663,14308,3228,5085,8314,802,969,1773,869,658,1527,13539,12375,25921,6184,8293,14476,6.4,5.3,5.9,64.1,56.2,60.1,60,53.2,56.5,1630,1728,3358,367,818,1184,3598,4312,7912,1832,2137,3966,3356,1811,5170,144,199,340,270,352,619,3774,2359,6129,19977,20695,40671,3504,3431,6929,13090,13989,27077,9032,8929,17958
SAL22162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22163,27,17,45,11,4,16,0,5,7,0,0,0,0,0,0,17,9,22,11,10,19,7.1,0,4.2,51.9,55.6,53.3,48.1,55.6,51.1,0,0,0,0,0,0,0,0,3,0,3,3,11,6,18,0,0,0,0,0,0,16,6,23,26,19,45,0,0,9,27,14,41,8,0,13
SAL22164,381,374,756,98,56,151,55,86,141,21,13,39,4,0,4,179,159,338,167,173,336,2.8,0.6,1.8,47.2,42.1,44.7,45.9,41.8,43.9,21,19,38,11,23,35,48,50,95,29,58,85,121,25,146,4,3,9,6,10,10,131,35,168,341,328,663,49,42,85,212,192,404,164,166,326
SAL22165,25,19,47,19,3,19,0,7,11,0,0,0,0,0,0,19,14,32,5,10,11,0,0,0,83.3,61.9,73.3,83.3,61.9,73.3,0,0,4,0,0,0,0,7,10,0,0,8,3,3,10,0,0,0,0,0,0,6,3,9,24,26,48,0,0,0,22,19,37,3,6,12
SAL22166,5,7,12,3,4,4,0,0,0,0,0,0,0,0,0,4,4,6,0,4,4,0,0,0,80,50,66.7,80,50,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,4,7,3,4,0,0,0,0,8,5,6
SAL22167,5,4,3,5,0,5,0,4,4,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,5,4,3,0,0,0
SAL22168,0,4,3,0,0,3,0,3,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,3,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,5,0,3,5
SAL22169,18,5,25,11,0,9,6,3,9,0,0,0,0,0,0,15,5,24,0,0,3,0,0,0,82.4,85.7,83.3,82.4,85.7,83.3,0,0,0,0,0,0,4,0,3,0,0,0,4,0,4,0,0,0,0,0,0,4,0,9,18,6,30,0,0,0,18,9,21,0,0,6
SAL22170,12575,13253,25833,7209,6063,13271,1755,2684,4438,382,551,932,367,301,672,9715,9602,19311,2190,3023,5216,3.8,3.2,3.5,77.2,72.4,74.8,74.3,70.1,72.2,1550,1812,3366,463,685,1146,4408,4678,9084,992,1134,2121,1201,636,1836,65,73,141,128,152,283,1393,867,2257,9503,10106,19612,3543,3765,7305,5167,5730,10896,7455,7714,15164
SAL22171,3,6,9,0,0,0,0,4,3,0,0,0,0,0,0,7,6,8,0,0,0,0,0,0,50,100,70,50,100,70,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,3,3,3,0,0,0,3,3,3,0,0,0
SAL22172,1707,1835,3540,864,470,1336,214,576,785,73,92,162,36,34,72,1184,1170,2355,457,596,1051,3,3,3,69.5,63.8,66.5,67.4,61.9,64.5,76,91,163,44,94,136,186,339,525,179,225,404,551,243,794,12,22,33,25,50,77,586,313,903,1781,1944,3729,219,231,458,1311,1425,2735,617,650,1269
SAL22173,9,20,31,9,10,15,0,7,9,0,0,0,0,0,0,8,10,22,3,0,3,0,0,0,69.2,64.7,66.7,69.2,64.7,66.7,0,0,0,0,0,0,0,0,3,0,0,0,3,4,11,0,0,0,0,0,0,3,4,11,8,9,24,0,0,0,11,9,17,0,0,7
SAL22174,7610,8284,15895,3684,2255,5937,1100,2074,3175,232,360,587,215,241,459,5231,4930,10161,2029,2974,5003,4.2,4.9,4.5,68.8,59.5,63.9,65.9,56.6,61,709,763,1476,189,319,507,1519,1842,3361,774,958,1729,1340,743,2085,65,72,137,103,144,243,1509,966,2466,7442,7812,15256,1397,1509,2907,4378,4695,9073,3926,4150,8077
SAL22175,4182,4519,8699,2013,1253,3261,621,1204,1831,132,201,337,149,118,275,2917,2781,5697,1127,1586,2717,5.2,4.4,4.8,69.8,61.6,65.5,66.1,58.9,62.4,368,382,758,124,233,361,778,1032,1807,438,519,961,826,425,1246,15,35,42,65,83,146,897,538,1436,4455,4699,9153,554,593,1148,2943,3081,6021,1796,1923,3717
SAL22176,3968,4176,8144,1953,1053,3005,568,1307,1881,112,189,303,116,88,205,2747,2637,5390,1128,1447,2567,4.2,3.4,3.8,69.2,63.2,66.2,66.3,61.1,63.7,289,286,573,119,208,329,835,1040,1874,426,546,966,761,329,1089,23,31,53,66,103,166,855,463,1314,4384,4489,8875,388,407,793,3315,3385,6699,1258,1326,2581
SAL22177,114,104,218,53,26,75,16,33,51,8,8,14,0,4,4,78,67,142,25,33,60,0,3.1,1.4,68.1,63.7,66,68.1,61.8,65.1,0,0,0,0,3,4,7,16,32,5,14,21,36,13,54,0,0,5,3,3,7,38,20,59,111,95,210,20,12,30,86,71,156,38,31,69
SAL22178,390,457,843,178,114,293,59,133,192,7,18,24,12,8,28,249,280,530,128,164,293,5.1,3.9,4.5,65,61.5,63.2,61.7,59.1,60.3,25,48,68,12,23,38,95,104,201,53,67,120,60,39,99,0,9,6,10,13,20,73,54,124,379,424,804,69,95,164,237,272,510,194,232,425
SAL22179,595,670,1266,297,254,549,107,195,307,25,43,65,29,18,50,464,513,974,103,132,232,6.7,3.3,4.9,77.5,76.9,77.2,72.3,74.3,73.4,60,95,157,20,35,52,203,214,417,57,61,118,66,47,117,3,0,6,8,11,22,84,61,140,530,589,1118,151,181,330,309,340,654,347,379,720
SAL22180,118,107,224,60,35,95,9,25,36,4,6,10,0,3,3,76,65,136,30,36,64,0,3.1,1.4,65.5,60.4,63.1,65.5,58.5,62.2,0,3,3,3,3,4,15,17,29,8,7,16,37,19,52,0,0,0,0,4,4,33,22,57,139,124,260,4,8,6,95,82,180,37,40,72
SAL22181,58,58,117,32,17,51,3,20,22,3,4,3,0,0,4,42,41,84,11,10,21,2.3,7,4.7,71.7,72.9,72.3,70,67.8,68.9,0,0,0,0,0,0,0,9,10,3,5,10,21,10,32,0,0,0,4,0,4,27,10,33,65,63,127,3,9,8,41,41,78,29,23,56
SAL22182,23,22,48,6,0,6,3,0,3,0,0,3,0,0,0,3,7,8,12,18,30,0,20,9.1,27.3,20.8,23.9,27.3,16.7,21.7,0,0,0,0,0,0,0,0,3,3,0,6,10,5,13,0,0,0,0,0,0,10,5,13,17,20,31,5,0,0,9,16,23,12,9,12
SAL22183,1511,1356,2861,595,269,864,170,245,413,66,64,133,55,48,103,884,630,1518,396,520,909,6.2,7.6,6.8,58.7,46.6,53,55,43.1,49.4,7,13,25,6,16,20,49,119,173,55,79,139,166,99,260,6,15,15,16,16,33,188,129,319,1380,1273,2657,179,167,346,879,867,1746,583,482,1061
SAL22184,1314,1392,2702,466,200,670,123,340,463,54,53,104,24,24,46,666,612,1281,542,681,1223,3.9,3.4,3.7,50.9,44.2,47.4,48.9,42.7,45.7,13,7,22,8,31,40,62,125,184,58,120,175,320,205,525,13,23,35,6,20,25,342,241,581,1243,1314,2559,155,172,331,918,935,1861,422,486,909
SAL22185,28,32,57,19,9,18,4,10,15,4,0,4,0,0,0,24,18,39,4,14,16,0,6.3,2.6,75.9,57.1,66.7,75.9,53.6,64.9,0,0,0,0,3,3,6,5,12,0,4,4,10,0,10,0,0,0,0,0,0,9,0,9,28,28,58,6,6,11,13,20,39,16,16,32
SAL22186,1075,925,2005,539,272,808,172,229,403,46,65,105,47,39,82,799,599,1393,184,264,444,5.4,6.5,5.9,74.3,64.3,69.7,70.3,60.1,65.6,78,94,167,13,24,36,149,173,321,125,128,255,178,107,286,3,9,15,9,6,22,195,121,319,623,508,1134,602,577,1183,259,201,459,856,793,1650
SAL22187,8,5,17,4,6,4,0,0,0,0,0,0,0,0,0,4,0,3,0,0,6,0,0,0,20,33.3,26.3,20,33.3,26.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,0,0,4,3,0,5,0,0,0
SAL22188,19,22,44,3,4,12,9,6,14,0,0,0,0,0,0,11,12,27,7,7,14,0,8.3,4.2,66.7,52.2,58.5,66.7,47.8,56.1,0,0,0,0,4,3,0,8,9,3,3,10,0,0,4,0,0,0,3,0,3,4,0,5,16,22,40,0,0,0,14,20,33,0,3,4
