SAL_CODE_2021,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
SAL21029,0,0,0,11,0,0,11,46,0,60
SAL21030,0,0,0,0,0,0,0,16,0,17
SAL21031,0,0,0,0,0,0,3,15,0,21
SAL21032,0,0,0,14,3,0,20,37,0,57
SAL21033,0,0,0,8,0,0,8,0,0,8
SAL21034,0,0,0,0,0,0,5,16,3,23
SAL21035,0,0,0,0,0,0,0,3,0,10
SAL21036,0,0,0,0,0,0,0,11,0,11
SAL21037,0,0,0,0,0,0,0,21,0,17
SAL21038,4,0,5,65,19,0,87,265,27,380
SAL21039,4,0,4,29,30,5,60,158,26,246
SAL21040,0,0,0,9,6,0,18,32,14,60
SAL21041,0,0,0,10,4,0,15,83,15,113
SAL21042,0,3,3,8,5,0,11,25,12,53
SAL21043,5,0,3,11,3,0,17,65,35,114
SAL21044,0,0,0,0,0,0,0,14,0,13
SAL21045,3,0,3,176,69,12,251,534,66,851
SAL21046,0,0,0,11,3,0,14,45,4,64
SAL21047,684,151,843,3590,648,59,4301,13773,1569,19640
SAL21048,7,0,7,38,8,5,50,150,12,208
SAL21049,0,0,0,3,0,0,3,11,3,14
SAL21050,5,0,5,45,6,0,53,176,7,237
SAL21051,3,0,3,15,4,0,16,70,13,105
SAL21052,0,0,0,4,9,0,12,11,9,37
SAL21053,0,0,0,7,5,0,11,66,7,90
SAL21054,4,0,4,16,9,0,31,288,30,344
SAL21055,0,0,0,32,12,0,43,120,9,171
SAL21056,36,3,43,257,142,18,417,1350,136,1909
SAL21057,0,0,0,12,8,0,15,66,12,92
SAL21058,246,72,320,1419,527,62,2007,5120,484,7617
SAL21059,3,0,6,38,18,8,59,104,33,199
SAL21060,0,0,0,0,0,0,5,24,0,33
SAL21061,0,0,0,0,3,3,6,0,0,5
SAL21062,4,0,4,4,0,0,4,37,4,50
SAL21063,0,0,0,6,8,0,21,51,9,81
SAL21064,0,0,0,15,8,0,24,76,13,118
SAL21065,0,0,0,0,4,0,4,29,0,32
SAL21066,4,0,4,8,8,0,12,96,14,125
SAL21067,0,0,0,4,4,0,5,42,9,64
SAL21068,6,4,6,26,18,0,40,162,25,229
SAL21069,7,0,0,139,33,6,177,344,51,572
SAL21070,0,0,0,7,0,0,3,6,4,17
SAL21071,6,0,3,49,12,6,67,105,11,181
SAL21072,0,0,0,28,17,5,54,141,6,202
SAL21073,10,0,11,250,69,10,326,713,66,1108
SAL21074,0,0,0,53,29,4,84,146,29,255
SAL21075,6,0,6,44,19,3,67,156,10,237
SAL21076,0,0,0,4,3,0,6,21,0,32
SAL21077,10,0,7,25,16,0,42,212,47,301
SAL21078,0,0,0,11,7,0,17,64,0,81
SAL21079,56,9,72,562,115,18,705,1612,77,2386
SAL21080,0,0,0,0,0,0,5,6,0,12
SAL21081,0,0,0,3,0,0,3,11,0,9
SAL21082,0,0,0,0,4,0,4,13,3,23
SAL21083,0,0,0,8,4,0,12,26,0,42
SAL21084,5,3,10,114,48,0,160,370,34,566
SAL21085,0,0,0,0,0,0,0,0,0,0
SAL21086,0,0,0,0,0,0,0,7,0,10
SAL21087,0,0,0,19,12,0,28,73,9,110
SAL21088,3,0,3,35,11,0,48,163,7,219
SAL21089,11,3,17,143,90,3,240,688,86,1017
SAL21090,0,0,0,8,3,0,18,56,0,72
SAL21091,0,0,0,12,5,0,14,18,4,37
SAL21092,5,0,5,76,21,0,102,186,20,301
SAL21093,0,0,0,0,0,0,0,0,0,0
SAL21094,0,0,0,13,0,0,12,36,4,52
SAL21095,0,0,0,0,0,0,3,7,0,6
SAL21096,0,0,0,0,0,0,0,13,0,13
SAL21097,0,0,0,6,0,0,6,4,0,14
SAL21098,3,0,3,58,25,0,90,252,30,372
SAL21099,0,0,0,5,0,0,5,6,0,12
SAL21100,0,0,0,6,0,0,8,50,16,71
SAL21101,6,0,7,119,20,3,147,315,26,488
SAL21102,0,0,0,3,0,0,7,43,3,50
SAL21103,0,0,0,13,3,0,13,22,3,41
SAL21104,473,33,507,4124,1178,79,5388,11249,512,17147
SAL21105,116,0,120,3905,919,56,4868,11242,640,16750
SAL21106,0,0,0,9,0,0,15,32,0,46
SAL21107,0,0,0,17,8,0,25,66,0,94
SAL21108,3,4,9,16,4,0,25,47,5,79
SAL21109,0,5,3,26,10,0,36,66,6,107
SAL21110,0,0,5,16,10,0,21,97,16,141
SAL21111,0,0,0,0,0,0,0,4,0,4
SAL21112,0,0,0,13,0,0,8,24,0,37
SAL21113,0,0,0,16,12,0,23,12,0,38
SAL21114,678,45,722,2298,959,68,3328,8783,457,12568
SAL21115,15,0,11,172,74,6,246,528,39,808
SAL21116,9,0,9,50,22,5,74,164,21,262
SAL21117,8,0,8,92,37,4,134,293,46,472
SAL21118,4,0,3,28,14,0,42,119,9,177
SAL21119,0,0,0,0,0,0,0,0,0,0
SAL21120,0,0,0,0,0,0,0,13,6,16
SAL21121,8,0,8,69,18,0,87,218,24,332
SAL21122,0,0,0,13,5,0,15,29,3,49
SAL21123,10,0,8,241,63,9,313,670,34,1011
SAL21124,206,18,220,995,200,24,1216,3543,323,5078
SAL21125,264,35,294,1673,417,27,2117,6371,638,9124
SAL21126,3,0,3,27,3,0,34,61,5,99
SAL21127,7,0,10,60,15,6,85,293,48,426
SAL21128,3,0,3,20,3,3,30,95,4,135
SAL21129,375,51,426,1473,526,54,2052,6036,516,8612
SAL21130,223,20,241,1055,374,43,1473,3723,212,5406
SAL21131,242,24,272,2440,646,48,3125,7621,430,11174
SAL21132,109,9,119,983,165,26,1167,2755,220,4144
SAL21133,172,15,190,4133,956,110,5195,13820,1477,20488
SAL21134,3,0,3,34,7,0,46,71,5,118
SAL21135,0,0,0,11,9,0,22,37,9,67
SAL21136,0,0,0,13,0,0,16,35,9,58
SAL21137,15,0,15,178,62,14,253,540,62,852
SAL21138,5,4,5,39,15,0,53,168,33,252
SAL21139,12,4,10,182,57,6,248,507,42,796
SAL21140,28,0,28,2675,494,89,3264,4946,673,8875
SAL21141,0,0,0,6,11,0,10,44,5,60
SAL21142,0,0,0,66,9,7,81,249,72,401
SAL21143,3,0,7,27,11,0,37,99,26,159
SAL21144,0,0,0,27,12,0,36,90,9,137
SAL21145,261,33,302,1531,533,75,2145,5653,671,8469
SAL21146,0,0,0,0,0,0,5,16,0,29
SAL21147,0,0,0,6,0,0,12,45,11,75
SAL21148,12,0,12,285,84,4,373,708,43,1127
SAL21149,0,0,0,0,5,0,5,18,0,22
SAL21150,0,0,0,53,20,7,71,172,17,257
SAL21151,0,0,0,0,0,0,0,0,0,6
SAL21152,378,23,409,3047,901,44,3994,14693,889,19579
SAL21153,289,19,319,2383,631,43,3056,9114,461,12628
SAL21154,0,0,0,5,4,0,14,28,4,45
SAL21155,4,0,8,26,26,5,51,98,15,166
SAL21156,10,0,14,269,100,10,372,822,54,1252
SAL21157,0,0,0,47,28,5,73,152,11,231
SAL21158,231,21,259,1191,460,50,1699,4258,387,6341
SAL21159,0,0,4,26,8,5,35,111,12,156
SAL21160,103,19,120,281,124,16,422,1868,336,2622
SAL21161,4,0,4,167,44,3,222,368,38,632
SAL21162,0,0,0,0,0,0,0,16,6,21
SAL21163,31,14,43,586,99,8,691,1409,148,2250
SAL21164,5,0,5,31,12,4,50,142,16,202
SAL21165,185,34,222,2009,545,41,2598,5080,323,8007
SAL21166,5,0,5,18,11,0,26,60,7,97
SAL21167,200,35,238,1329,270,26,1618,4185,325,6132
SAL21168,110,7,124,1101,249,23,1377,3915,342,5639
SAL21169,79,8,85,696,140,28,865,3161,339,4357
SAL21170,0,0,0,12,6,0,20,40,5,63
SAL21171,0,0,0,4,10,0,13,50,4,64
SAL21172,14,0,16,89,30,3,126,393,34,547
SAL21173,9,0,8,35,31,0,62,253,34,346
SAL21174,81,3,92,570,215,27,807,1978,112,2902
SAL21175,0,0,0,62,17,8,86,176,23,287
SAL21176,0,0,0,29,13,0,35,91,28,154
SAL21177,0,0,0,0,0,0,0,16,0,14
SAL21178,0,0,0,19,14,0,29,81,9,117
SAL21179,62,6,68,257,125,7,388,1133,199,1723
SAL21180,0,0,0,9,0,0,7,21,0,32
SAL21181,51,16,69,229,98,12,337,976,185,1495
SAL21182,0,0,0,7,5,0,12,24,0,31
SAL21183,0,0,0,0,3,0,3,18,0,18
SAL21184,0,0,0,17,8,5,24,63,10,101
SAL21185,264,32,291,2358,411,39,2805,6621,378,9802
SAL21186,0,0,0,18,9,0,26,89,23,137
SAL21187,404,27,435,3849,1172,102,5121,11005,697,16820
SAL21188,0,0,0,5,3,0,7,4,6,22
SAL21189,0,0,0,27,10,0,35,104,6,146
SAL21190,0,0,0,18,4,0,23,51,10,85
SAL21191,5,0,5,42,31,3,74,183,15,276
SAL21192,0,0,3,55,21,0,84,126,13,224
SAL21193,82,5,90,3154,728,49,3934,9453,565,13951
SAL21194,0,0,0,8,0,0,9,9,3,18
SAL21195,0,0,0,96,0,7,103,874,38,1015
SAL21196,7,0,7,107,47,0,157,375,35,564
SAL21197,0,0,0,0,0,0,0,16,5,29
SAL21198,0,0,0,0,0,4,3,22,0,23
SAL21199,0,0,0,4,6,0,10,11,3,28
SAL21200,0,0,5,12,4,0,16,24,13,53
SAL21201,46,0,49,62,34,8,103,459,37,595
SAL21202,3,0,3,204,44,10,256,411,17,681
SAL21203,325,31,355,5783,1784,117,7676,20581,1887,30147
SAL21204,0,0,0,6,8,0,10,28,4,38
SAL21205,0,0,0,12,0,0,12,61,3,78
SAL21206,509,59,570,2267,887,126,3278,8336,759,12374
SAL21207,3,0,3,11,0,0,10,89,24,119
SAL21208,5,5,4,3,0,0,3,26,8,35
SAL21209,0,0,0,19,0,0,18,28,0,48
SAL21210,0,0,0,0,0,0,0,0,0,0
SAL21211,0,0,0,11,6,0,16,71,5,94
SAL21212,0,0,0,0,0,0,0,5,0,5
SAL21213,0,0,0,3,0,0,3,40,14,55
SAL21214,200,9,214,1349,231,18,1605,4555,221,6382
SAL21215,3,0,5,45,25,3,76,196,10,285
SAL21216,0,0,0,0,0,0,3,22,0,20
SAL21217,0,0,0,5,3,0,5,10,0,18
SAL21218,33,0,38,359,54,0,411,1140,68,1625
SAL21219,26,3,32,734,165,30,926,1531,187,2647
SAL21220,0,0,0,9,0,0,6,21,4,36
SAL21221,0,0,3,33,22,4,58,117,5,177
SAL21222,0,0,0,89,15,3,109,97,9,216
SAL21223,26,4,26,700,224,27,953,1820,82,2850
SAL21224,0,0,0,3,3,0,10,15,5,24
SAL21225,0,0,0,11,5,0,18,36,0,50
SAL21226,0,0,0,12,0,0,9,11,4,30
SAL21227,0,0,0,17,6,0,22,42,0,61
SAL21228,5,0,5,48,27,0,78,152,18,247
SAL21229,22,0,28,143,85,5,232,899,86,1221
SAL21230,5,3,8,45,27,0,76,186,23,288
SAL21231,54,16,73,94,45,4,147,549,85,774
SAL21232,0,0,0,15,0,3,17,24,17,65
SAL21233,7,4,8,98,27,4,132,339,22,498
SAL21234,7,0,7,392,78,7,482,778,55,1314
SAL21235,207,37,245,892,412,32,1331,3914,263,5506
SAL21236,6,0,6,159,82,5,249,444,15,708
SAL21237,39,9,45,218,106,13,334,1062,60,1454
SAL21238,4,0,6,23,11,0,36,154,15,210
SAL21239,0,0,0,29,9,0,38,46,3,90
SAL21240,0,0,0,0,0,0,0,9,0,10
SAL21241,44,0,46,163,59,4,226,704,67,999
SAL21242,4,0,7,46,8,0,57,215,33,305
SAL21243,0,0,0,20,7,0,24,55,7,81
SAL21244,0,0,0,14,15,0,34,34,5,68
SAL21245,95,14,102,914,308,35,1262,3127,436,4819
SAL21246,352,21,377,2204,637,53,2893,8061,408,11357
SAL21247,86,3,91,663,227,11,898,2171,95,3167
SAL21248,48,0,47,263,71,4,341,1378,145,1862
SAL21249,0,0,0,23,18,3,42,81,5,132
SAL21250,13,0,13,435,96,10,545,814,36,1393
SAL21251,0,0,0,3,3,0,4,12,0,25
SAL21252,0,0,0,7,5,0,19,75,10,94
SAL21253,14,0,14,30,16,0,46,234,69,350
SAL21254,17,3,19,923,238,26,1183,1914,161,3253
SAL21255,0,0,0,0,0,0,0,14,0,13
SAL21256,5,0,5,26,9,0,36,102,12,149
SAL21257,0,0,0,11,0,0,9,13,12,37
SAL21258,0,0,0,13,11,0,24,63,14,104
SAL21259,0,0,0,9,0,0,11,27,0,35
SAL21260,0,0,0,13,10,0,21,38,6,65
SAL21261,3,0,3,81,50,3,135,326,31,487
SAL21262,0,0,0,18,18,0,33,53,7,102
SAL21263,0,0,0,3,9,0,8,24,0,33
SAL21264,0,0,0,3,8,0,3,9,0,16
SAL21265,17,11,24,47,20,0,70,307,40,415
SAL21266,0,0,0,0,0,0,0,0,0,0
SAL21267,0,0,0,0,0,0,0,6,0,6
SAL21268,0,0,0,0,0,0,0,5,0,11
SAL21269,6,6,12,77,42,7,122,342,31,493
SAL21270,0,0,0,0,0,0,0,14,3,19
SAL21271,0,0,0,4,3,0,8,18,0,23
SAL21272,0,0,0,8,0,0,10,58,5,76
SAL21273,0,0,3,28,12,4,39,221,33,296
SAL21274,0,0,0,0,0,0,0,15,0,20
SAL21275,0,0,0,3,0,0,3,24,3,31
SAL21276,0,0,0,28,8,0,31,79,6,127
SAL21277,97,9,112,121,50,9,185,676,54,915
SAL21278,0,0,0,0,0,0,0,0,0,0
SAL21279,60,5,62,785,195,27,1011,1909,116,3027
SAL21280,0,0,0,17,7,0,19,48,9,81
SAL21281,0,0,0,6,0,0,6,26,4,31
SAL21282,42,18,65,123,77,6,206,833,135,1175
SAL21283,5,0,8,19,14,0,27,104,20,154
SAL21284,6,5,7,1479,181,19,1679,1985,291,3948
SAL21285,0,0,0,12,0,0,10,18,0,31
SAL21286,11,0,11,252,95,10,359,812,48,1208
SAL21287,3,0,8,274,56,20,343,653,31,1031
SAL21288,0,0,0,4,0,0,3,13,0,20
SAL21289,0,0,0,21,4,0,20,40,9,72
SAL21290,0,0,0,3,0,0,4,9,0,9
SAL21291,0,0,0,7,0,0,7,18,0,18
SAL21292,0,0,0,5,8,0,11,52,7,70
SAL21293,377,136,517,1541,611,64,2218,6486,803,9498
SAL21294,11,0,11,190,93,9,295,641,69,1006
SAL21295,34,4,38,116,56,14,182,530,49,749
SAL21296,0,0,0,10,0,0,7,34,5,44
SAL21297,0,0,0,3,0,0,9,0,0,13
SAL21298,0,0,0,4,0,0,11,30,5,46
SAL21299,0,0,0,6,0,0,5,23,0,30
SAL21300,0,0,0,30,13,0,40,92,3,141
SAL21301,3,0,3,20,9,0,25,85,5,108
SAL21302,0,0,0,17,3,0,22,50,4,78
SAL21303,0,0,0,0,5,0,5,8,0,9
SAL21304,0,0,0,9,0,0,8,19,5,29
SAL21305,0,0,0,4,0,0,3,8,0,11
SAL21306,11,0,15,57,18,3,78,254,47,369
SAL21307,0,0,0,4,0,0,8,21,0,29
SAL21308,3,0,3,19,15,0,31,58,9,101
SAL21309,0,0,4,88,31,0,124,240,30,393
SAL21310,12,0,12,167,58,11,234,505,88,827
SAL21311,4,0,4,15,9,0,26,131,8,160
SAL21312,30,3,38,471,177,14,668,1866,144,2672
SAL21313,0,0,0,13,0,0,11,32,4,49
SAL21314,199,19,224,951,369,19,1342,3461,157,4962
SAL21315,200,5,210,1308,671,20,2003,5890,449,8341
SAL21316,491,18,514,2573,748,35,3351,8584,496,12435
SAL21317,16,0,16,233,108,0,344,1044,50,1434
SAL21318,0,0,0,8,4,0,14,34,10,67
SAL21319,58,3,66,460,126,5,597,1509,99,2204
SAL21320,0,0,0,0,0,0,0,11,0,11
SAL21321,0,0,7,17,9,0,24,29,4,57
SAL21322,0,0,0,12,5,0,11,38,0,54
SAL21323,0,0,0,0,0,0,0,5,3,3
SAL21324,0,0,0,12,3,0,10,23,0,36
SAL21325,0,0,0,15,0,0,19,27,9,54
SAL21326,302,20,326,805,325,20,1153,3582,282,5011
SAL21327,124,7,134,1620,306,53,1985,6825,376,9185
SAL21328,193,24,215,486,202,19,713,2320,276,3313
SAL21329,0,0,0,10,6,0,15,17,0,34
SAL21330,3,3,8,27,12,0,41,148,19,202
SAL21331,0,0,0,6,0,0,9,41,12,69
SAL21332,0,0,0,16,11,0,23,50,20,94
SAL21333,0,0,0,10,5,0,25,47,9,71
SAL21334,0,0,0,9,5,0,10,52,16,80
SAL21335,0,0,0,0,3,0,3,30,3,40
SAL21336,683,98,786,4080,1261,62,5401,14543,852,20798
SAL21337,156,8,163,1247,293,26,1564,3694,173,5431
SAL21338,0,0,0,10,4,0,17,19,11,45
SAL21339,418,34,456,5318,1248,86,6653,16563,904,24118
SAL21340,163,12,178,1644,425,39,2109,4268,327,6709
SAL21341,3,0,3,33,17,0,43,83,5,140
SAL21342,4,0,4,80,22,3,105,209,15,334
SAL21343,0,0,0,13,4,0,12,38,4,51
SAL21344,0,0,0,92,29,4,126,212,40,376
SAL21345,18,0,18,81,30,3,119,349,32,499
SAL21346,0,0,0,4,0,0,4,4,0,3
SAL21347,0,0,0,389,49,12,452,555,29,1034
SAL21348,0,0,0,23,11,0,35,119,14,170
SAL21349,3,0,3,60,17,6,83,217,14,313
SAL21350,0,0,0,23,12,0,33,88,9,129
SAL21351,9,0,9,18,5,0,25,108,5,131
SAL21352,220,21,246,1593,429,47,2074,4912,459,7440
SAL21353,4,0,6,76,21,6,104,222,40,369
SAL21354,306,16,324,2058,634,68,2763,6438,321,9519
SAL21355,21,0,22,484,175,18,674,1688,45,2408
SAL21356,0,0,0,9,13,0,18,55,10,83
SAL21357,3,0,3,16,12,0,25,43,6,72
SAL21358,9,0,9,252,82,11,338,920,115,1378
SAL21359,0,0,0,73,27,0,102,210,40,350
SAL21360,7,0,9,231,56,4,291,606,133,1032
SAL21361,0,0,0,4,8,0,10,31,7,46
SAL21362,67,10,82,1067,403,26,1502,4686,482,6681
SAL21363,89,3,92,470,92,12,571,2256,172,3008
SAL21364,0,0,3,22,10,0,27,119,20,163
SAL21365,78,5,83,870,105,25,996,1979,127,3107
SAL21366,0,0,0,5,4,0,8,20,3,30
SAL21367,0,0,0,0,0,0,0,6,3,9
SAL21368,0,0,0,59,28,3,91,205,17,312
SAL21369,5,0,4,15,3,0,21,86,18,125
SAL21370,0,0,0,7,6,0,11,43,10,56
SAL21371,0,0,0,0,0,0,0,18,3,19
SAL21372,0,0,0,0,0,0,0,0,0,0
SAL21373,0,0,7,23,4,0,31,93,10,136
SAL21374,125,4,129,1366,382,28,1779,4392,198,6368
SAL21375,0,0,0,3,6,0,4,25,0,30
SAL21376,0,0,0,6,5,0,7,14,3,21
SAL21377,0,0,4,27,4,0,30,97,18,152
SAL21378,0,0,0,29,19,0,47,134,4,183
SAL21379,0,0,0,8,7,0,17,35,0,55
SAL21380,90,20,114,776,195,42,1019,1954,154,3127
SAL21381,6,0,6,5,0,0,3,19,8,35
SAL21382,0,0,0,0,0,0,3,8,0,18
SAL21383,0,0,0,4,0,0,4,12,5,20
SAL21384,16,4,14,119,77,4,199,649,100,943
SAL21385,3,0,3,36,6,4,43,192,22,261
SAL21386,9,6,7,42,32,8,75,229,16,321
SAL21387,0,0,0,11,6,0,10,12,0,25
SAL21388,0,0,0,73,22,4,98,176,30,301
SAL21389,0,0,0,14,0,0,20,46,11,76
SAL21390,0,0,0,12,0,0,12,15,9,31
SAL21391,0,0,0,0,0,0,0,0,0,0
SAL21392,3,0,3,15,8,0,23,54,5,86
SAL21393,33,0,38,131,51,5,187,504,28,716
SAL21394,0,0,0,9,3,0,7,48,0,59
SAL21395,0,0,0,6,0,0,14,38,9,58
SAL21396,33,7,42,388,154,18,559,1065,120,1742
SAL21397,0,0,3,14,3,0,15,94,23,132
SAL21398,0,0,0,3,3,0,6,32,13,52
SAL21399,173,20,195,659,287,38,990,2729,226,3947
SAL21400,0,0,0,25,4,0,26,65,3,92
SAL21401,5,0,5,27,8,0,38,116,14,168
SAL21402,3,0,3,26,4,0,24,73,7,106
SAL21403,4,0,4,12,9,3,23,85,5,111
SAL21404,0,0,0,55,25,3,86,180,6,279
SAL21405,0,0,0,21,12,0,30,64,23,112
SAL21406,0,0,0,0,0,0,0,18,4,16
SAL21407,0,0,0,9,0,0,9,11,4,31
SAL21408,0,0,0,0,6,0,6,0,0,5
SAL21409,0,0,0,0,0,0,0,0,0,0
SAL21410,0,0,0,6,9,0,11,31,9,51
SAL21411,86,8,95,1938,514,60,2515,5308,460,8290
SAL21412,263,63,325,1047,402,35,1480,4223,456,6159
SAL21413,0,0,0,13,0,0,13,39,4,58
SAL21414,254,32,284,1178,399,44,1615,4257,370,6247
SAL21415,0,0,0,19,4,0,20,79,9,112
SAL21416,8,4,4,64,27,4,94,169,21,280
SAL21417,3,0,0,21,5,0,24,112,24,162
SAL21418,6,0,6,17,3,0,19,74,7,100
SAL21419,3,0,6,60,20,0,82,182,40,301
SAL21420,4,0,4,44,13,0,63,137,31,228
SAL21421,0,0,0,14,5,0,23,81,6,102
SAL21422,0,0,0,0,0,0,0,4,0,4
SAL21423,0,0,0,0,3,0,3,8,0,6
SAL21424,0,0,0,4,4,0,3,7,0,12
SAL21425,0,0,0,14,4,0,16,16,9,46
SAL21426,0,0,0,24,12,0,33,97,6,140
SAL21427,10,8,12,138,61,0,200,506,97,810
SAL21428,10,0,10,67,15,5,86,184,27,300
SAL21429,9,0,9,51,27,0,77,249,18,346
SAL21430,0,0,0,23,4,0,26,96,7,132
SAL21431,0,0,0,0,0,0,0,9,0,9
SAL21432,0,0,0,0,0,0,0,3,0,3
SAL21433,0,0,0,0,0,0,0,0,0,0
SAL21434,0,0,0,9,0,0,9,8,3,13
SAL21435,49,5,56,289,117,9,411,1098,47,1555
SAL21436,0,0,0,0,3,0,6,13,5,23
SAL21437,0,0,0,9,5,0,19,24,3,45
SAL21438,0,0,0,3,6,0,8,9,0,22
SAL21439,0,0,0,0,0,0,3,16,0,20
SAL21440,0,0,0,0,5,0,5,17,10,30
SAL21441,0,0,0,12,0,0,15,55,8,77
SAL21442,0,0,0,8,0,0,12,43,8,57
SAL21443,0,0,0,0,0,0,0,3,0,4
SAL21444,9,0,9,97,45,7,149,523,34,704
SAL21445,0,0,0,0,0,0,0,0,0,0
SAL21446,0,0,0,0,0,0,0,0,0,0
SAL21447,148,40,182,408,220,6,632,1692,158,2480
SAL21448,0,0,0,0,0,0,0,3,0,3
SAL21449,166,29,197,537,245,21,806,3122,466,4392
SAL21450,0,0,0,117,39,6,165,307,23,496
SAL21451,4,0,4,19,12,0,26,74,9,115
SAL21452,600,32,630,3430,848,50,4333,13415,1215,18957
SAL21453,0,0,0,0,4,5,8,34,3,46
SAL21454,0,0,0,55,19,0,70,211,38,326
SAL21455,0,0,0,19,6,0,28,87,10,124
SAL21456,22,0,25,491,154,18,663,1436,115,2220
SAL21457,4,0,4,23,12,0,37,104,25,163
SAL21458,0,0,0,11,0,0,11,22,0,35
SAL21459,33,9,43,477,161,21,657,1208,150,2010
SAL21460,0,0,0,9,9,0,24,51,0,78
SAL21461,0,0,0,0,3,0,4,19,0,25
SAL21462,0,3,4,0,0,0,0,16,315,331
SAL21463,0,0,0,4,0,0,12,7,0,21
SAL21464,0,0,0,19,4,0,21,58,3,83
SAL21465,0,0,4,4,0,0,5,41,0,47
SAL21466,0,0,0,11,3,0,16,59,13,88
SAL21467,322,23,357,4436,1421,182,6043,12124,729,18894
SAL21468,13,0,21,239,97,11,350,722,27,1092
SAL21469,267,19,291,3415,956,102,4478,9209,1662,15341
SAL21470,0,0,0,13,11,0,23,55,12,93
SAL21471,0,0,0,45,15,0,60,90,3,155
SAL21472,0,0,0,10,8,0,24,42,8,68
SAL21473,21,0,20,464,160,20,646,1253,104,2003
SAL21474,0,0,0,33,11,0,50,145,14,208
SAL21475,0,0,0,15,3,0,22,46,7,76
SAL21476,44,3,50,606,133,10,751,2844,414,4006
SAL21477,0,0,0,7,0,0,7,62,46,108
SAL21478,0,0,0,0,0,0,0,12,0,16
SAL21479,0,0,0,0,0,0,0,14,0,14
SAL21480,0,0,0,0,0,0,0,7,0,8
SAL21481,0,0,0,0,5,0,5,10,3,20
SAL21482,4,0,4,70,24,0,100,219,8,326
SAL21483,0,0,3,0,0,0,0,28,7,43
SAL21484,0,0,0,37,5,0,41,86,12,138
SAL21485,0,0,0,5,3,0,16,36,7,55
SAL21486,9,0,10,76,22,5,101,342,32,480
SAL21487,7,0,7,28,18,0,55,135,28,210
SAL21488,9,4,11,325,47,13,390,552,36,970
SAL21489,0,0,0,6,0,0,8,24,11,37
SAL21490,196,22,217,920,348,33,1303,3222,272,4795
SAL21491,3,0,3,24,10,0,36,76,0,111
SAL21492,9,0,9,97,19,0,123,346,33,498
SAL21493,245,75,320,2263,752,78,3091,7290,487,10867
SAL21494,0,0,0,0,0,0,0,0,0,0
SAL21495,0,0,0,16,0,0,20,32,0,47
SAL21496,10,0,7,228,63,10,300,549,64,909
SAL21497,7,0,7,40,10,0,52,162,30,244
SAL21498,0,0,0,0,3,0,3,4,0,7
SAL21499,0,0,0,0,0,0,0,3,0,9
SAL21500,0,0,5,10,7,0,20,54,5,74
SAL21501,0,0,0,5,9,0,6,43,25,76
SAL21502,0,0,0,20,6,0,22,65,9,94
SAL21503,0,0,0,19,3,0,26,31,0,61
SAL21504,387,31,425,2921,1003,100,4028,9800,543,14376
SAL21505,0,0,0,17,5,0,24,39,13,78
SAL21506,0,0,0,18,16,0,35,95,3,136
SAL21507,0,0,0,29,15,0,40,67,5,114
SAL21508,0,0,5,11,9,0,18,74,14,101
SAL21509,10,0,10,60,39,3,101,296,43,447
SAL21510,4,0,4,78,33,3,110,236,38,387
SAL21511,0,0,0,0,0,0,0,3,3,4
SAL21512,0,0,0,4,0,0,4,25,0,26
SAL21513,0,0,0,0,3,0,3,0,5,7
SAL21514,11,3,10,88,29,5,119,372,34,527
SAL21515,0,0,0,3,0,0,9,15,4,27
SAL21516,10,6,9,54,24,6,73,289,37,399
SAL21517,4,0,4,4,0,0,5,25,3,34
SAL21518,0,0,0,0,0,0,0,6,0,6
SAL21519,0,0,0,14,4,0,15,53,0,70
SAL21520,10,0,16,192,81,0,274,704,119,1095
SAL21521,0,0,0,4,0,0,11,36,11,59
SAL21522,0,0,0,8,4,0,11,15,5,34
SAL21523,4,0,4,102,43,6,152,404,37,590
SAL21524,16,0,17,44,37,0,81,816,74,976
SAL21525,0,0,0,0,0,0,0,0,0,0
SAL21526,20,3,26,122,48,0,173,447,75,697
SAL21527,0,0,0,15,10,0,30,61,12,103
SAL21528,7,0,11,111,51,7,166,466,50,689
SAL21529,0,0,0,173,50,5,230,552,57,837
SAL21530,0,0,0,9,0,0,9,16,0,20
SAL21531,0,0,4,7,3,0,10,24,0,41
SAL21532,0,0,0,26,12,0,39,83,10,132
SAL21533,0,0,0,45,19,0,66,221,7,293
SAL21534,76,16,89,462,155,24,636,1870,283,2790
SAL21535,0,0,0,18,8,0,34,143,24,204
SAL21536,13,0,13,270,86,10,370,747,49,1168
SAL21537,4,0,4,122,28,5,158,255,26,440
SAL21538,20,3,24,434,106,29,567,1163,148,1872
SAL21539,8,0,6,19,18,0,35,128,49,207
SAL21540,3,0,3,29,19,3,57,154,19,228
SAL21541,0,0,0,7,9,0,22,93,22,122
SAL21542,38,14,56,152,101,9,253,818,120,1195
SAL21543,0,0,0,4,0,0,4,3,0,8
SAL21544,29,5,29,434,178,4,627,1566,106,2296
SAL21545,0,0,0,0,0,0,0,25,0,30
SAL21546,0,0,0,35,11,0,48,128,20,191
SAL21547,143,8,150,671,290,6,966,2221,120,3308
SAL21548,0,0,0,0,0,0,0,0,5,5
