POW_SA2_CODE_2021,LE_IDNS_PINS_Mng,LE_IDNS_PINS_Pro,LE_IDNS_PINS_TecTW,LE_IDNS_PINS_CoPSW,LE_IDNS_PINS_ClAW,LE_IDNS_PINS_SWks,LE_IDNS_PINS_MaOpDv,LE_IDNS_PINS_Lab,LE_IDNS_PINS_IDNS,LE_IDNS_PINS_Tot,LE_IDNS_Tot_Mng,LE_IDNS_Tot_Pro,LE_IDNS_Tot_TecTW,LE_IDNS_Tot_CoPSW,LE_IDNS_Tot_ClAW,LE_IDNS_Tot_SWks,LE_IDNS_Tot_MaOpDv,LE_IDNS_Tot_Lab,LE_IDNS_Tot_IDNS,LE_IDNS_Tot_Tot,Tot_NNI_Mng,Tot_NNI_Pro,Tot_NNI_TecTW,Tot_NNI_CoPSW,Tot_NNI_ClAW,Tot_NNI_SWks,Tot_NNI_MaOpDv,Tot_NNI_Lab,Tot_NNI_IDNS,Tot_NNI_Tot,Tot_1_149_Mng,Tot_1_149_Pro,Tot_1_149_TecTW,Tot_1_149_CoPSW,Tot_1_149_ClAW,Tot_1_149_SWks,Tot_1_149_MaOpDv,Tot_1_149_Lab,Tot_1_149_IDNS,Tot_1_149_Tot,Tot_150_299_Mng,Tot_150_299_Pro,Tot_150_299_TecTW,Tot_150_299_CoPSW,Tot_150_299_ClAW,Tot_150_299_SWks,Tot_150_299_MaOpDv,Tot_150_299_Lab,Tot_150_299_IDNS,Tot_150_299_Tot,Tot_300_399_Mng,Tot_300_399_Pro,Tot_300_399_TecTW,Tot_300_399_CoPSW,Tot_300_399_ClAW,Tot_300_399_SWks,Tot_300_399_MaOpDv,Tot_300_399_Lab,Tot_300_399_IDNS,Tot_300_399_Tot,Tot_400_499_Mng,Tot_400_499_Pro,Tot_400_499_TecTW,Tot_400_499_CoPSW,Tot_400_499_ClAW,Tot_400_499_SWks,Tot_400_499_MaOpDv,Tot_400_499_Lab,Tot_400_499_IDNS,Tot_400_499_Tot,Tot_500_649_Mng,Tot_500_649_Pro,Tot_500_649_TecTW,Tot_500_649_CoPSW,Tot_500_649_ClAW,Tot_500_649_SWks,Tot_500_649_MaOpDv,Tot_500_649_Lab,Tot_500_649_IDNS,Tot_500_649_Tot,Tot_650_799_Mng,Tot_650_799_Pro,Tot_650_799_TecTW,Tot_650_799_CoPSW,Tot_650_799_ClAW,Tot_650_799_SWks,Tot_650_799_MaOpDv,Tot_650_799_Lab,Tot_650_799_IDNS,Tot_650_799_Tot,Tot_800_999_Mng,Tot_800_999_Pro,Tot_800_999_TecTW,Tot_800_999_CoPSW,Tot_800_999_ClAW,Tot_800_999_SWks,Tot_800_999_MaOpDv,Tot_800_999_Lab,Tot_800_999_IDNS,Tot_800_999_Tot,Tot_1000_1249_Mng,Tot_1000_1249_Pro,Tot_1000_1249_TecTW,Tot_1000_1249_CoPSW,Tot_1000_1249_ClAW,Tot_1000_1249_SWks,Tot_1000_1249_MaOpDv,Tot_1000_1249_Lab,Tot_1000_1249_IDNS,Tot_1000_1249_Tot,Tot_1250_1499_Mng,Tot_1250_1499_Pro,Tot_1250_1499_TecTW,Tot_1250_1499_CoPSW,Tot_1250_1499_ClAW,Tot_1250_1499_SWks,Tot_1250_1499_MaOpDv,Tot_1250_1499_Lab,Tot_1250_1499_IDNS,Tot_1250_1499_Tot,Tot_1500_1749_Mng,Tot_1500_1749_Pro,Tot_1500_1749_TecTW,Tot_1500_1749_CoPSW,Tot_1500_1749_ClAW,Tot_1500_1749_SWks,Tot_1500_1749_MaOpDv,Tot_1500_1749_Lab,Tot_1500_1749_IDNS,Tot_1500_1749_Tot,Tot_1750_1999_Mng,Tot_1750_1999_Pro,Tot_1750_1999_TecTW,Tot_1750_1999_CoPSW,Tot_1750_1999_ClAW,Tot_1750_1999_SWks,Tot_1750_1999_MaOpDv,Tot_1750_1999_Lab,Tot_1750_1999_IDNS,Tot_1750_1999_Tot,Tot_2000_2999_Mng,Tot_2000_2999_Pro,Tot_2000_2999_TecTW,Tot_2000_2999_CoPSW,Tot_2000_2999_ClAW,Tot_2000_2999_SWks,Tot_2000_2999_MaOpDv,Tot_2000_2999_Lab,Tot_2000_2999_IDNS,Tot_2000_2999_Tot,Tot_3000_3499_Mng,Tot_3000_3499_Pro,Tot_3000_3499_TecTW,Tot_3000_3499_CoPSW,Tot_3000_3499_ClAW,Tot_3000_3499_SWks,Tot_3000_3499_MaOpDv,Tot_3000_3499_Lab,Tot_3000_3499_IDNS,Tot_3000_3499_Tot,Tot_3500mo_Mng,Tot_3500mo_Pro,Tot_3500mo_TecTW,Tot_3500mo_CoPSW,Tot_3500mo_ClAW,Tot_3500mo_SWks,Tot_3500mo_MaOpDv,Tot_3500mo_Lab,Tot_3500mo_IDNS,Tot_3500mo_Tot,Tot_PINS_Mng,Tot_PINS_Pro,Tot_PINS_TecTW,Tot_PINS_CoPSW,Tot_PINS_ClAW,Tot_PINS_SWks,Tot_PINS_MaOpDv,Tot_PINS_Lab,Tot_PINS_IDNS,Tot_PINS_Tot,Tot_Tot_Mng,Tot_Tot_Pro,Tot_Tot_TecTW,Tot_Tot_CoPSW,Tot_Tot_ClAW,Tot_Tot_SWks,Tot_Tot_MaOpDv,Tot_Tot_Lab,Tot_Tot_IDNS,Tot_Tot_Tot
210051246,0,0,0,0,0,0,0,0,0,3,4,10,7,8,11,4,14,4,4,61,4,0,4,0,4,0,0,0,0,12,0,9,0,5,9,0,0,0,0,26,3,10,6,7,8,3,0,5,0,41,0,12,13,14,9,9,5,7,0,73,8,11,13,11,10,6,6,3,0,64,7,13,21,38,15,4,7,10,0,112,14,18,29,47,17,15,12,7,0,165,23,34,28,67,33,5,13,19,6,232,20,55,76,46,33,9,9,10,6,265,21,84,48,23,32,7,15,9,5,246,29,98,41,12,12,6,16,6,5,226,18,75,28,3,21,0,10,8,0,168,51,122,29,9,11,0,7,12,0,240,12,10,4,8,9,0,0,0,0,44,24,20,0,0,0,0,0,3,0,56,7,5,0,4,0,0,0,0,3,21,248,584,333,301,208,77,106,105,36,1986
210051247,0,0,0,0,0,0,0,0,5,8,4,4,4,7,4,4,4,0,11,34,0,0,0,0,0,0,5,0,0,5,3,0,0,5,4,0,0,0,0,14,0,4,0,7,0,0,0,0,0,14,0,4,0,9,0,0,4,0,0,23,0,3,3,10,3,0,6,0,0,32,0,8,3,22,7,4,3,5,0,50,8,9,6,34,10,6,4,4,0,81,5,15,16,25,7,0,6,9,0,91,3,24,10,31,7,0,12,0,0,92,3,29,4,13,3,0,6,6,0,54,4,29,11,6,0,0,0,0,0,49,0,17,3,8,0,0,0,0,0,31,10,27,0,0,0,0,0,0,0,40,4,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,10,18,40,187,65,164,44,15,42,20,22,600
210051248,0,0,0,4,0,0,0,0,13,31,33,45,18,54,69,25,61,28,52,383,0,3,4,9,4,0,4,6,4,42,0,3,3,4,5,7,10,3,0,34,0,3,4,16,8,15,16,9,0,73,0,0,0,17,18,31,28,9,5,118,0,9,6,43,26,28,35,20,11,174,15,14,16,94,61,85,95,25,8,415,22,28,31,125,93,116,162,77,22,675,41,48,70,249,231,123,256,87,22,1130,82,128,124,271,403,113,301,83,49,1560,95,102,202,195,344,70,183,47,43,1292,115,152,215,144,292,54,130,15,19,1141,131,158,153,91,169,27,51,5,17,798,353,469,312,148,182,48,44,15,25,1597,99,174,91,14,37,5,10,5,0,430,214,517,59,16,27,3,7,3,6,851,9,4,12,9,7,7,8,0,33,87,1194,1805,1300,1457,1912,729,1348,416,260,10419
210051250,0,4,0,0,0,0,0,0,0,10,16,11,10,0,27,5,5,8,19,102,3,0,8,0,3,0,0,0,0,18,0,4,3,4,4,0,0,0,0,13,3,3,5,5,10,5,0,3,0,35,0,7,17,5,7,8,7,0,0,45,3,7,17,9,16,5,3,8,0,70,0,13,20,20,32,9,16,19,3,135,10,14,28,13,49,12,24,34,5,187,38,27,84,19,79,22,63,42,6,392,57,62,121,24,102,16,55,25,10,476,59,60,83,8,111,26,29,11,4,390,60,62,83,10,57,12,15,15,10,319,52,36,61,3,30,12,5,7,3,207,112,69,70,9,48,11,5,12,3,341,20,17,11,0,7,3,6,0,0,64,63,19,9,0,7,0,0,0,6,98,0,5,9,0,6,0,0,0,3,30,486,386,619,130,569,145,231,192,58,2807
210051441,0,0,0,0,0,0,0,0,3,7,0,3,5,0,0,6,3,3,4,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,10,0,0,0,3,0,9,0,0,0,23,0,6,3,7,3,5,0,8,0,32,0,8,3,11,9,5,0,5,0,43,0,8,7,14,14,11,5,3,0,61,3,13,14,26,16,9,7,10,0,104,9,14,14,25,18,18,4,14,0,118,8,23,12,16,13,11,0,5,4,106,3,29,15,9,16,3,0,3,5,81,5,35,11,3,8,3,0,0,3,62,0,22,9,5,0,5,3,0,0,56,13,41,33,9,5,0,27,0,0,130,4,11,12,0,3,0,9,0,0,40,3,10,3,4,0,0,0,0,0,18,3,3,0,0,0,0,0,0,3,10,52,231,149,138,99,79,73,57,11,899
210051442,0,0,0,0,0,0,0,0,4,8,3,10,4,6,4,4,3,3,8,42,0,0,0,0,0,4,0,0,0,7,0,7,0,0,0,0,0,0,0,15,0,4,3,11,4,3,0,4,0,28,0,0,0,13,9,8,9,3,0,43,3,11,12,18,8,3,9,10,0,72,0,13,14,36,10,13,10,14,3,110,0,26,9,37,6,16,16,8,5,122,8,34,7,36,14,17,14,6,0,141,17,54,13,19,19,13,10,4,0,148,9,90,12,9,3,5,9,4,0,144,9,96,7,0,15,0,3,0,0,143,5,46,5,3,0,0,0,0,0,72,23,67,6,10,0,3,3,0,0,107,3,7,4,0,0,0,0,0,0,13,4,3,0,0,0,0,0,0,0,13,0,0,0,0,0,5,0,0,4,18,88,471,95,195,85,95,72,59,18,1176
210051443,0,0,0,0,0,0,0,0,5,17,16,8,29,13,9,3,8,6,14,117,0,3,3,6,0,0,3,0,4,22,0,0,4,8,0,0,0,8,0,17,5,8,11,14,9,0,7,3,0,52,5,7,9,13,13,6,10,3,0,68,9,6,22,26,19,0,5,5,4,103,12,25,30,41,18,7,18,10,5,162,23,29,73,63,40,9,21,24,3,291,22,51,108,110,58,10,49,36,12,449,55,102,112,101,62,10,41,37,5,521,46,121,96,45,37,6,49,27,9,440,32,140,82,59,26,3,24,19,6,396,34,69,78,25,13,5,20,17,3,262,108,135,91,86,19,5,8,21,5,480,30,12,4,9,0,0,0,3,0,61,53,23,11,9,3,0,0,0,0,100,0,8,3,3,0,0,5,4,16,46,442,739,740,618,310,68,259,216,72,3462
210051445,0,0,0,0,0,0,0,0,3,3,7,6,6,9,3,5,13,6,12,72,0,0,6,3,4,0,0,4,0,17,0,0,3,0,0,3,0,4,5,22,0,8,9,3,0,4,3,3,0,32,0,3,11,10,8,8,8,8,0,54,8,10,11,15,3,7,15,13,0,72,12,15,22,36,10,17,21,18,0,150,14,15,31,56,15,13,28,22,4,190,18,26,43,79,30,12,52,35,4,292,25,40,54,43,20,14,47,31,7,275,28,41,54,5,23,10,22,14,3,196,20,58,61,14,20,3,23,11,5,199,12,38,19,3,6,0,6,9,3,103,35,83,38,4,14,4,4,3,0,186,9,4,7,6,0,4,0,0,0,28,6,10,0,5,0,3,4,3,0,34,0,0,3,0,0,0,3,0,5,14,188,343,355,284,142,94,232,182,39,1860
210051542,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,0,25,0,0,0,0,3,0,0,0,0,6,0,3,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,12,4,0,5,8,0,0,0,4,0,19,4,3,0,6,0,0,9,7,0,22,0,5,3,19,4,5,8,3,0,53,0,3,0,12,3,0,11,5,0,47,0,8,5,14,8,0,14,0,0,56,6,27,4,16,10,4,13,0,0,75,3,26,3,5,11,0,4,0,3,57,4,18,3,3,0,0,0,0,0,28,5,8,0,0,0,0,4,0,0,13,11,26,0,0,0,0,0,0,0,37,5,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,37,145,36,87,41,12,62,25,5,452
210051543,0,0,0,0,0,0,0,0,7,15,0,8,6,14,5,14,7,4,8,63,4,0,3,0,0,0,0,0,0,8,0,0,0,6,0,10,0,0,0,27,0,8,3,15,0,23,5,3,0,62,0,5,4,20,6,26,5,12,0,84,0,5,14,32,15,36,4,18,0,113,7,15,16,53,11,42,9,14,3,164,14,20,19,61,8,48,17,6,3,196,24,30,31,82,27,34,15,17,4,258,38,63,33,58,26,26,8,13,0,261,23,56,19,17,11,7,0,7,9,148,15,44,10,21,15,9,3,0,0,116,11,26,7,8,7,6,0,5,3,57,18,48,3,7,5,3,0,0,3,93,9,7,0,0,0,3,0,0,0,27,8,20,0,0,0,8,0,0,0,42,0,0,0,4,0,0,0,0,6,20,177,345,169,380,130,267,66,96,33,1671
210051544,5,4,0,0,3,0,0,0,11,26,14,14,28,12,25,17,51,29,23,214,0,4,0,0,3,0,0,0,3,21,0,3,4,4,0,8,0,0,0,17,3,12,3,12,3,15,4,9,0,58,6,5,13,23,12,18,19,10,0,105,3,11,19,23,16,16,20,33,3,146,3,17,24,44,38,23,36,32,4,227,13,18,63,48,75,27,85,42,7,377,35,54,116,57,106,42,192,58,13,669,56,90,135,42,120,36,287,63,13,852,66,107,153,18,83,32,194,28,4,696,72,116,96,13,63,27,113,32,3,531,52,57,70,3,24,12,48,18,7,292,121,107,86,13,22,20,39,12,3,424,33,14,12,0,0,0,0,0,0,74,59,26,9,3,3,7,6,5,0,113,6,7,16,3,3,5,4,5,16,72,533,645,836,297,599,289,1043,352,82,4684
210051545,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,9,0,3,0,3,0,0,0,0,0,15,0,3,0,0,0,4,0,0,0,15,3,7,4,9,5,3,0,3,0,27,0,8,0,8,3,4,0,5,0,37,0,10,4,25,3,5,4,9,0,68,8,4,9,42,8,0,6,7,0,85,5,22,4,29,8,3,6,5,0,91,3,28,11,45,5,3,7,6,0,106,4,24,9,11,0,0,4,0,0,52,12,21,7,8,3,4,0,0,0,57,5,9,3,7,5,0,0,0,0,33,9,14,3,4,0,0,0,0,0,36,3,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,3,8,56,165,56,189,47,31,39,42,8,639
211011251,3,0,0,0,0,0,4,0,11,21,46,27,42,21,44,18,38,33,33,299,15,4,3,0,4,0,3,0,7,40,6,3,5,8,6,5,4,6,4,44,11,14,16,17,24,16,8,19,0,113,11,15,24,16,14,21,11,23,0,143,17,20,35,32,40,12,17,27,0,211,33,32,70,49,56,16,48,70,11,392,59,37,140,63,90,32,104,109,10,645,104,86,265,94,145,61,167,148,24,1088,143,174,425,89,199,64,179,114,26,1412,184,234,351,50,174,65,90,58,12,1220,206,234,305,29,123,36,62,28,17,1037,188,173,157,10,58,26,26,16,10,663,455,341,220,20,88,45,21,21,15,1211,141,64,28,0,20,6,3,0,3,266,239,68,27,0,20,13,8,3,0,374,18,5,25,9,10,4,7,0,23,110,1826,1508,2102,473,1065,438,758,651,163,8978
211011254,0,4,4,0,0,0,3,0,15,28,53,43,38,15,66,25,57,30,40,368,13,10,6,0,8,0,4,3,9,48,8,8,5,10,3,14,3,15,0,65,16,19,5,18,20,21,10,14,3,121,14,21,13,24,35,22,9,31,3,182,12,30,18,16,38,27,14,32,7,192,46,43,58,32,91,45,39,50,15,421,42,61,100,50,112,47,75,97,13,600,89,157,226,62,301,73,236,155,29,1324,166,324,385,51,442,96,245,171,56,1938,190,438,273,42,315,74,164,69,33,1598,231,434,282,27,206,64,112,64,23,1441,199,357,182,18,110,64,53,30,9,1016,653,587,238,13,119,98,22,28,13,1764,242,114,31,5,18,25,0,5,7,454,477,128,22,0,25,15,0,3,9,687,22,15,19,3,11,3,8,3,29,120,2410,2750,1884,369,1840,700,986,762,252,11959
211011255,0,0,0,0,0,0,0,0,0,0,0,4,4,0,7,0,0,0,0,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,3,0,0,0,0,3,0,9,0,0,4,9,0,0,0,0,0,10,7,0,5,6,3,0,5,3,0,24,0,3,5,6,5,0,0,5,0,25,0,8,10,3,4,3,0,5,0,38,6,8,8,3,8,0,0,0,0,35,12,12,21,12,9,3,3,5,0,71,12,19,12,7,7,4,10,0,0,68,5,23,17,4,9,4,3,3,0,67,3,17,8,0,3,0,7,0,0,45,10,20,10,0,4,5,4,0,0,53,4,9,3,0,0,0,0,0,0,15,5,6,0,0,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,60,121,111,52,54,22,29,21,4,487
211011256,0,0,0,0,0,0,0,0,4,8,11,17,12,5,18,13,12,19,5,118,6,6,0,0,0,0,0,0,5,23,4,9,3,8,3,13,0,5,0,40,5,16,11,16,10,25,0,4,0,79,6,18,7,22,20,10,4,14,0,97,7,18,8,42,19,20,0,19,0,135,10,31,33,55,28,37,5,20,0,221,29,38,45,78,38,36,5,23,8,303,29,56,78,75,72,38,30,36,5,420,53,126,84,54,87,20,27,17,0,457,66,165,100,17,71,28,12,16,7,482,67,157,85,23,42,22,0,0,3,400,61,110,60,25,25,13,0,4,4,302,160,230,98,22,39,25,0,5,5,586,75,37,27,0,10,9,0,0,4,159,116,63,15,0,11,14,0,0,0,223,6,12,3,6,0,4,0,0,8,31,695,1098,654,450,467,293,84,168,51,3960
211011257,0,0,0,0,0,0,3,0,0,4,12,9,7,0,5,7,13,6,0,67,0,0,6,0,0,0,0,0,0,9,0,0,0,0,3,0,0,3,0,11,3,3,4,9,6,0,0,4,4,36,3,5,5,6,10,3,5,4,0,39,3,3,14,6,9,4,5,7,4,49,4,3,11,13,14,4,8,3,0,70,15,19,33,9,24,3,13,16,6,140,20,27,62,20,43,14,41,25,6,258,27,44,95,9,70,21,41,36,5,344,41,63,71,8,44,19,23,15,5,288,49,47,62,0,24,18,14,4,3,231,31,36,44,0,12,12,8,6,5,150,111,89,45,0,17,23,3,0,0,287,36,12,3,0,0,0,0,0,0,65,60,29,5,0,3,0,0,0,0,108,3,0,7,0,3,0,0,0,5,19,400,390,465,81,292,118,164,129,45,2091
211011258,0,0,0,0,0,0,0,0,3,7,7,5,5,6,10,4,11,3,6,49,3,0,4,0,0,0,0,0,5,14,0,3,4,0,0,3,0,0,0,22,4,5,0,8,0,5,0,5,0,31,4,5,4,9,11,3,4,3,0,48,8,4,3,10,9,3,3,8,3,46,6,15,21,18,19,5,8,6,3,96,8,13,28,28,11,9,17,6,0,111,13,13,33,25,35,7,32,12,4,181,18,42,45,17,35,11,45,10,3,237,24,51,37,3,23,6,34,12,6,202,33,44,36,4,18,5,34,8,0,180,26,37,32,0,12,0,20,13,3,141,79,90,53,0,18,4,9,6,5,260,29,29,7,0,4,0,0,0,0,68,50,28,16,0,0,0,0,0,3,104,4,4,3,6,0,0,4,3,7,27,298,388,319,131,199,62,224,97,40,1755
211011259,0,0,0,0,0,0,0,0,4,8,3,27,5,18,17,0,9,5,15,102,4,3,0,0,4,0,0,0,4,17,0,9,5,11,0,3,0,4,0,38,0,17,0,23,12,17,0,3,7,75,5,25,8,35,23,15,0,11,0,122,11,25,9,32,28,10,3,17,3,126,7,41,25,97,43,17,10,23,3,255,18,77,28,88,50,20,9,33,0,325,25,123,53,130,49,12,8,31,3,421,34,218,40,111,54,15,16,16,5,500,32,251,39,49,31,8,6,8,3,424,27,268,33,23,31,3,3,4,3,403,35,208,17,15,9,0,6,0,6,298,67,241,20,24,18,3,0,4,3,390,15,29,3,0,0,0,0,0,0,48,20,96,3,0,0,3,0,0,0,121,0,7,0,5,0,0,0,0,13,26,284,1630,299,644,352,119,53,162,54,3599
211011260,0,0,0,7,0,3,0,0,7,17,12,21,10,26,15,20,7,14,18,137,3,3,0,0,0,3,0,0,0,17,0,21,6,15,15,14,0,9,3,81,7,18,14,29,3,46,0,24,8,157,17,19,18,54,24,50,8,22,10,217,16,36,22,62,31,44,3,26,5,247,26,64,56,132,57,78,6,35,7,452,33,68,52,144,63,70,0,26,3,472,65,103,89,176,116,76,9,44,10,684,96,185,89,142,162,46,10,26,10,760,58,185,53,88,115,18,0,12,8,534,72,247,31,63,84,22,0,7,6,529,67,179,27,50,38,7,4,0,3,369,123,244,29,94,33,7,0,0,4,549,28,50,3,12,4,9,0,0,3,102,49,65,11,3,3,9,0,0,0,138,6,9,5,7,4,6,0,0,23,56,666,1499,495,1080,754,496,62,229,88,5361
211011446,0,0,0,0,0,0,0,0,0,7,19,17,17,26,19,4,7,8,13,128,6,7,4,4,0,0,3,0,4,24,0,8,0,10,3,8,0,7,0,45,9,18,8,27,17,22,11,7,0,125,11,18,19,39,21,25,4,17,6,169,16,42,19,59,16,33,8,22,0,215,12,55,56,100,38,44,8,34,7,363,27,55,70,117,62,37,10,34,3,413,52,70,113,152,71,24,48,53,14,596,64,158,137,121,85,25,55,73,7,716,81,178,120,44,68,12,16,31,8,561,77,161,77,42,41,11,15,14,5,453,63,97,34,16,25,8,9,8,0,264,159,164,71,43,16,19,7,11,0,483,29,36,14,9,0,0,0,0,3,95,50,62,4,3,10,4,0,0,0,134,7,8,11,5,4,3,0,5,3,46,662,1129,758,788,492,270,187,322,71,4690
211011447,0,0,0,0,0,0,0,0,0,3,0,12,13,18,0,6,0,4,9,60,0,5,3,3,0,0,0,0,0,18,0,5,0,5,4,0,0,4,0,29,0,10,5,13,5,5,0,3,0,40,3,12,12,36,12,3,4,5,0,80,10,16,12,40,6,5,4,7,0,100,8,21,17,67,14,8,7,14,4,156,9,32,39,77,17,7,7,19,0,208,26,60,59,88,30,9,7,9,6,295,30,68,56,69,33,14,0,10,0,276,26,95,42,40,23,6,4,9,3,247,24,94,31,22,32,3,0,4,4,210,21,63,28,11,8,3,0,4,0,139,44,77,18,6,13,7,0,0,0,173,15,7,0,0,0,0,0,0,0,28,22,14,0,3,0,0,0,0,0,35,0,8,4,6,0,0,0,0,0,22,251,589,321,488,204,75,37,76,30,2070
211011448,0,0,0,0,0,0,0,0,3,10,6,37,13,12,12,8,4,8,10,122,0,3,0,0,4,5,0,0,0,19,3,3,0,9,0,0,3,3,4,32,5,8,13,16,9,18,3,10,0,65,8,19,13,16,10,18,9,23,4,121,9,17,15,34,23,24,0,9,6,127,8,22,33,44,30,40,12,26,0,220,18,52,72,65,47,37,15,28,3,337,37,108,94,62,56,45,30,40,4,471,49,175,155,53,72,56,38,49,7,644,53,168,103,28,42,20,10,9,9,437,61,195,65,24,35,18,3,6,6,405,25,144,34,11,10,9,0,5,0,245,81,204,52,14,9,5,14,3,0,387,24,40,9,3,8,4,3,5,0,81,22,69,3,0,3,3,0,0,0,101,0,8,7,3,3,0,0,0,13,47,405,1235,670,371,353,310,142,214,65,3758
211011449,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,3,4,0,0,0,12,0,4,0,3,0,5,0,0,0,15,0,4,3,3,3,0,0,3,0,19,3,9,4,4,8,0,0,4,0,36,0,10,10,19,3,0,0,4,0,47,4,15,16,8,6,0,0,4,0,51,3,8,13,4,8,0,0,0,3,41,0,24,17,4,6,0,0,0,0,55,6,35,14,0,3,0,0,0,0,56,6,15,11,9,0,0,0,0,0,37,11,18,7,0,0,3,0,0,0,36,0,0,0,0,0,0,0,0,0,3,4,4,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,46,148,93,54,32,10,5,22,13,424
211021261,0,0,0,0,0,0,0,0,4,4,5,16,3,7,8,0,0,3,8,52,8,3,0,0,0,0,0,0,0,16,8,12,0,10,3,4,4,6,0,40,4,12,4,11,9,0,0,4,0,50,4,25,3,26,11,3,0,4,0,81,5,23,8,32,16,3,0,4,3,96,7,37,17,47,11,6,0,14,0,140,15,47,17,83,36,5,4,18,0,216,20,70,43,79,25,0,0,11,3,242,18,88,41,69,39,6,0,10,6,277,15,105,29,17,25,11,3,6,3,213,28,141,23,10,15,8,4,3,8,235,26,108,9,17,12,0,0,4,3,182,66,178,29,14,19,7,0,3,3,314,17,22,5,0,3,0,0,0,0,51,43,59,9,3,12,4,0,0,3,136,3,3,3,0,0,0,0,0,10,21,282,953,231,415,244,49,17,89,40,2318
211021262,0,0,0,0,0,0,0,0,0,9,9,12,8,12,7,6,0,0,4,58,4,0,0,0,0,0,0,0,0,12,0,6,0,15,0,0,0,0,0,29,0,10,4,9,7,4,0,3,0,43,7,7,8,16,6,4,0,8,0,57,7,7,9,18,6,9,0,7,0,57,13,30,22,30,15,9,0,11,0,117,19,35,30,39,12,10,0,11,5,167,27,30,52,29,20,9,3,15,4,182,28,50,50,37,17,4,3,18,0,214,35,59,32,15,10,7,3,6,0,172,27,62,44,9,5,0,0,4,5,153,17,41,16,7,8,0,0,0,0,95,46,66,27,8,14,0,0,0,3,170,22,23,6,3,4,0,0,0,3,59,31,35,12,0,6,4,0,0,4,93,0,9,5,0,3,0,0,0,0,24,289,479,315,230,143,62,16,85,24,1644
211031263,0,0,6,3,0,0,0,4,12,20,26,21,24,15,13,21,26,32,25,207,7,6,9,0,4,0,3,0,7,40,5,0,6,4,7,7,0,4,4,43,5,7,14,6,17,14,0,9,0,75,7,5,13,10,14,23,9,17,4,101,13,13,9,24,25,20,13,28,0,145,20,30,42,44,43,39,23,37,3,291,29,36,75,52,65,51,46,64,5,422,49,62,201,71,96,48,121,116,22,784,95,112,318,56,152,63,129,111,18,1054,113,150,262,23,100,29,79,82,9,856,133,142,238,10,58,36,47,46,6,723,101,136,128,14,35,12,23,13,0,467,281,196,114,26,47,24,22,8,8,736,80,25,11,0,9,7,4,0,0,142,127,32,20,0,4,3,0,4,0,202,8,4,27,3,7,6,3,4,24,89,1072,964,1503,356,693,389,529,550,113,6161
211031265,0,0,0,0,0,0,0,0,6,6,3,8,0,8,3,0,0,0,3,42,5,3,0,0,0,0,0,6,3,18,3,10,6,5,0,0,0,5,0,26,0,8,13,5,3,3,5,3,0,49,7,13,0,15,8,4,0,0,0,47,5,15,21,21,12,0,0,12,6,84,14,30,13,46,14,5,6,7,0,125,5,33,24,42,13,7,0,9,5,139,10,35,26,53,19,5,0,0,0,160,16,86,43,38,28,6,0,12,0,234,15,86,29,13,17,3,0,0,3,163,23,96,35,5,12,0,0,3,4,172,12,52,14,4,9,4,0,0,0,101,43,143,23,4,13,3,0,0,6,239,16,13,0,0,3,0,0,0,0,42,36,19,0,0,0,5,0,0,3,71,0,0,0,0,0,0,0,0,5,14,208,654,257,270,145,54,11,58,35,1691
211031266,3,3,0,0,0,0,0,0,19,31,41,37,26,52,35,41,12,31,38,306,8,13,14,3,3,9,0,5,6,54,8,20,8,13,7,18,0,8,0,75,10,17,15,50,20,93,8,22,0,240,13,30,30,79,29,102,3,27,10,323,24,44,37,105,44,131,9,39,4,439,52,77,85,148,109,160,16,59,6,707,60,101,121,188,126,163,19,95,10,888,124,164,195,203,211,160,38,90,21,1202,172,366,301,181,278,101,54,125,24,1600,136,397,212,116,187,70,29,67,19,1236,161,458,177,106,114,36,23,52,10,1138,140,382,88,56,95,22,10,42,7,846,274,539,139,60,77,47,32,24,6,1205,96,66,18,5,11,13,15,4,0,224,148,132,17,4,19,12,0,3,5,346,6,15,17,14,5,7,5,3,26,91,1428,2824,1465,1326,1327,1135,279,672,158,10616
