POW_SA2_CODE_2021,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_NegNilInc_E,P_NegNilInc_OM_IE,P_NegNilInc_OM_UIE,P_NegNilInc_CFW,P_NegNilInc_ES_NS,P_NegNilInc_Tot,P_1_149_E,P_1_149_OM_IE,P_1_149_OM_UIE,P_1_149_CFW,P_1_149_ES_NS,P_1_149_Tot,P_150_299_E,P_150_299_OM_IE,P_150_299_OM_UIE,P_150_299_CFW,P_150_299_ES_NS,P_150_299_Tot,P_300_399_E,P_300_399_OM_IE,P_300_399_OM_UIE,P_300_399_CFW,P_300_399_ES_NS,P_300_399_Tot,P_400_499_E,P_400_499_OM_IE,P_400_499_OM_UIE,P_400_499_CFW,P_400_499_ES_NS,P_400_499_Tot,P_500_649_E,P_500_649_OM_IE,P_500_649_OM_UIE,P_500_649_CFW,P_500_649_ES_NS,P_500_649_Tot,P_650_799_E,P_650_799_OM_IE,P_650_799_OM_UIE,P_650_799_CFW,P_650_799_ES_NS,P_650_799_Tot,P_800_999_E,P_800_999_OM_IE,P_800_999_OM_UIE,P_800_999_CFW,P_800_999_ES_NS,P_800_999_Tot,P_1000_1249_E,P_1000_1249_OM_IE,P_1000_1249_OM_UIE,P_1000_1249_CFW,P_1000_1249_ES_NS,P_1000_1249_Tot,P_1250_1499_E,P_1250_1499_OM_IE,P_1250_1499_OM_UIE,P_1250_1499_CFW,P_1250_1499_ES_NS,P_1250_1499_Tot,P_1500_1749_E,P_1500_1749_OM_IE,P_1500_1749_OM_UIE,P_1500_1749_CFW,P_1500_1749_ES_NS,P_1500_1749_Tot,P_1750_1999_E,P_1750_1999_OM_IE,P_1750_1999_OM_UIE,P_1750_1999_CFW,P_1750_1999_ES_NS,P_1750_1999_Tot,P_2000_2999_E,P_2000_2999_OM_IE,P_2000_2999_OM_UIE,P_2000_2999_CFW,P_2000_2999_ES_NS,P_2000_2999_Tot,P_3000_3499_E,P_3000_3499_OM_IE,P_3000_3499_OM_UIE,P_3000_3499_CFW,P_3000_3499_ES_NS,P_3000_3499_Tot,P_3500mo_E,P_3500mo_OM_IE,P_3500mo_OM_UIE,P_3500mo_CFW,P_3500mo_ES_NS,P_3500mo_Tot,P_PersInc_NS_E,P_PersInc_NS_OM_IE,P_PersInc_NS_OM_UIE,P_PersInc_NS_CFW,P_PersInc_NS_ES_NS,P_PersInc_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
201011001,116,34,10,1999,10,0,6,13,0,38,175,0,4,0,6,186,118,0,10,9,0,133,87,7,7,0,3,110,165,5,17,7,4,200,260,10,37,7,3,314,352,19,30,4,3,404,518,21,33,8,0,584,520,35,25,8,7,594,373,33,25,0,4,437,280,43,29,3,0,353,174,22,21,4,0,216,282,51,21,4,0,359,49,11,10,0,0,72,48,47,17,0,0,108,22,0,4,0,3,22,3433,319,287,64,29,4135
201011002,391,72,58,13048,37,3,0,20,4,65,610,0,16,5,5,635,545,6,17,6,0,578,548,17,42,10,11,632,751,19,47,15,7,843,1383,31,62,10,9,1496,1797,77,68,10,7,1961,2353,96,60,12,11,2531,2740,75,75,12,17,2918,1982,86,42,6,13,2120,1704,95,49,0,3,1854,1257,73,50,4,5,1382,1764,132,64,4,9,1971,240,69,33,6,0,346,406,223,119,3,3,756,139,15,0,9,7,167,18258,1018,741,125,119,20261
201011005,70,18,4,1595,4,0,5,4,0,12,47,0,4,0,0,52,42,0,0,0,0,49,59,0,9,5,0,74,77,6,13,4,0,100,134,11,19,0,4,165,185,7,13,5,0,212,251,14,18,7,0,282,284,15,20,0,0,323,299,14,15,0,0,330,327,18,7,0,0,351,264,16,8,0,0,290,427,17,9,0,0,453,65,0,4,0,0,74,60,16,7,0,0,80,10,8,3,0,0,23,2534,138,161,29,15,2874
201011006,92,26,9,1721,12,0,3,13,0,29,192,0,4,4,0,195,121,3,8,8,0,145,125,6,18,5,0,158,156,12,16,0,0,195,292,20,21,5,0,337,400,27,34,0,0,470,688,41,43,0,3,782,725,60,47,5,6,840,436,49,23,4,0,508,289,45,20,0,0,351,155,26,18,0,3,205,182,52,20,0,0,256,20,15,6,0,0,41,35,24,7,4,0,69,38,0,7,0,3,49,3854,394,297,47,24,4617
201011007,39,23,0,196,0,0,0,0,0,0,8,0,9,4,0,14,7,0,8,5,0,17,15,0,5,5,0,25,10,4,4,7,0,22,26,3,10,0,0,43,23,5,15,6,0,44,45,8,7,0,4,64,51,13,15,0,0,81,38,6,15,3,0,60,30,12,5,5,0,50,16,9,0,0,0,28,21,13,3,0,0,34,4,9,7,0,0,15,3,3,0,0,0,5,0,0,0,0,0,8,299,83,107,34,5,520
201011008,147,41,32,3993,24,0,4,18,6,49,254,5,11,8,0,283,262,4,12,0,5,279,272,14,21,13,6,331,367,14,29,8,4,418,574,25,34,7,8,649,805,32,41,5,3,888,1323,40,40,11,14,1430,1682,62,49,4,8,1817,1174,55,43,4,10,1287,835,68,29,5,4,941,628,47,19,3,4,699,937,83,38,0,0,1060,150,27,5,0,0,181,148,75,13,3,0,235,67,0,5,4,0,79,9506,554,386,99,77,10619
201011481,106,19,8,1503,8,0,0,4,0,9,87,0,3,0,0,91,91,3,12,0,0,113,83,8,15,7,0,121,122,3,23,6,0,150,209,9,19,4,6,247,264,15,33,0,5,307,331,21,25,5,0,383,360,26,28,5,3,427,226,24,24,5,0,280,142,21,15,0,0,179,98,11,7,0,0,119,145,37,9,0,0,194,20,5,6,0,0,33,11,9,0,0,0,28,26,4,4,0,3,31,2221,193,231,39,23,2712
201011482,111,35,11,1162,7,0,0,7,0,14,76,0,6,3,0,92,67,3,11,6,0,86,56,4,19,9,0,79,65,12,20,3,0,90,142,19,35,7,3,206,195,20,38,3,0,258,232,29,33,0,3,296,238,26,37,5,4,310,173,30,27,0,5,235,174,25,25,3,0,225,103,19,16,0,0,135,155,16,10,0,0,188,32,17,7,0,0,58,23,28,9,6,0,62,11,0,0,0,3,15,1746,249,288,59,15,2365
201011483,105,27,11,1388,4,0,0,11,0,19,78,0,3,4,0,90,82,0,11,3,0,99,73,3,14,7,0,99,106,4,19,3,0,135,232,8,35,8,4,285,254,17,27,4,3,300,311,28,14,3,0,352,324,24,24,0,3,376,225,27,26,4,0,280,189,20,13,5,0,229,146,7,9,0,0,163,208,27,10,0,3,244,37,5,4,0,0,51,25,14,9,0,0,46,23,0,3,5,0,27,2309,176,234,46,20,2793
201011484,65,22,18,1678,12,0,3,7,0,18,212,0,3,0,0,218,153,4,3,4,0,168,138,6,3,6,0,155,171,6,17,8,5,208,313,15,31,5,10,368,317,11,26,3,0,362,383,14,20,0,4,425,375,20,21,0,4,418,204,13,14,5,4,232,179,14,14,0,0,197,100,16,8,0,0,122,132,19,0,0,0,154,17,6,0,0,0,28,12,7,5,0,0,29,37,0,6,0,3,46,2747,152,179,36,32,3148
201021009,77,40,13,947,3,0,7,10,0,23,72,3,5,3,0,85,85,0,7,8,0,106,58,9,12,6,0,82,89,7,21,5,0,123,118,9,6,8,3,152,184,16,34,9,0,235,220,26,20,6,4,266,185,15,25,6,0,233,113,21,17,12,5,162,92,20,13,3,0,132,61,5,6,0,0,79,91,17,5,5,3,122,19,4,6,0,0,19,11,15,9,7,0,37,18,4,4,0,0,29,1426,163,190,84,24,1882
201021010,114,51,14,999,3,3,5,8,3,20,48,0,0,14,3,72,53,0,13,8,4,76,46,8,31,18,4,100,85,5,16,3,4,117,144,20,40,15,5,225,155,16,34,17,4,229,202,29,36,11,8,287,202,25,37,6,5,277,124,22,16,9,3,178,116,21,18,0,6,163,59,8,23,4,0,89,72,17,6,3,0,103,14,14,3,0,0,32,15,19,3,0,3,43,14,4,11,3,5,36,1363,216,293,130,48,2051
201021011,312,87,29,1981,12,5,9,15,5,41,83,5,12,7,3,115,108,16,29,18,7,177,107,11,52,18,5,184,133,17,55,14,10,227,230,30,79,15,13,369,299,33,70,15,5,428,366,40,86,15,5,514,367,48,74,5,10,503,219,33,58,0,4,322,175,32,45,9,4,267,76,33,28,8,4,145,118,56,32,6,0,217,30,9,12,5,0,51,33,37,26,3,0,99,13,6,0,11,5,36,2365,403,690,164,69,3694
201021012,57,40,4,415,6,0,6,24,0,32,32,0,0,3,0,38,26,5,8,7,5,49,24,7,10,12,0,61,36,6,10,5,4,64,44,15,30,15,0,107,53,12,10,9,0,94,63,24,24,3,0,122,86,31,22,3,0,140,65,16,20,7,0,109,53,26,12,4,0,97,37,21,14,3,0,73,66,21,10,0,0,96,18,5,4,0,0,29,22,13,6,0,0,37,7,7,4,0,0,15,634,208,182,98,15,1138
201031013,43,40,7,362,0,0,3,12,0,19,20,0,4,7,0,35,14,0,4,10,0,32,28,7,10,8,0,46,20,8,15,14,3,62,53,6,8,13,0,87,61,9,19,6,0,93,84,15,18,4,3,114,87,13,25,7,3,137,61,7,11,5,0,79,35,12,12,0,6,62,27,0,5,0,0,27,50,8,4,3,4,71,7,0,3,0,0,13,7,3,3,0,0,14,6,0,0,0,3,13,560,89,148,102,20,922
201031014,47,52,8,617,3,0,4,17,0,22,31,0,0,3,0,38,20,0,3,10,0,36,28,0,6,5,0,44,32,9,12,8,0,60,66,11,16,9,3,101,81,10,20,9,0,120,112,19,10,6,0,147,127,15,15,3,4,169,107,14,18,0,0,143,112,7,12,10,0,146,85,5,6,0,0,99,101,12,9,0,0,122,14,9,4,0,0,21,6,10,9,0,0,28,12,3,0,5,0,26,946,125,144,90,25,1327
201031015,48,31,0,277,0,0,6,7,0,15,15,0,3,3,0,20,15,0,8,3,0,27,17,0,13,0,0,33,18,0,4,4,0,29,33,16,8,4,0,64,39,11,13,4,0,67,62,3,6,0,0,72,68,5,14,7,0,98,44,3,14,4,0,71,31,6,6,3,0,48,23,0,6,5,0,30,36,8,5,0,0,56,9,3,0,0,0,17,8,3,3,0,0,20,3,0,5,0,0,8,421,68,124,58,7,675
201031016,99,25,30,2061,11,0,0,11,0,22,141,0,5,0,6,155,98,3,4,3,0,122,124,3,29,4,5,162,143,11,9,6,3,172,296,13,31,3,3,348,415,20,30,3,6,475,524,23,35,0,7,588,508,17,18,0,3,550,265,18,9,0,0,297,217,17,8,0,4,241,101,7,9,0,0,115,183,15,8,0,3,207,27,0,0,0,0,27,17,13,11,0,0,41,33,5,0,0,0,39,3117,167,204,33,57,3582
201031017,41,26,6,323,0,0,0,12,0,15,10,5,8,7,0,23,13,5,4,4,0,35,24,8,17,4,0,51,37,11,12,3,0,65,57,6,14,5,0,84,54,11,15,7,3,95,78,15,26,5,3,128,77,10,17,4,0,102,47,12,10,11,3,82,44,15,9,4,0,72,28,4,7,0,0,41,26,3,5,5,0,39,6,4,0,0,0,9,8,13,0,0,0,15,9,3,6,0,0,23,522,115,159,72,22,891
202011018,305,71,71,13845,72,5,3,20,0,95,628,5,7,10,6,656,597,7,24,8,6,634,556,9,28,18,6,613,821,19,46,11,8,910,1492,39,62,14,14,1613,1936,47,69,11,12,2068,2650,69,86,8,15,2824,3040,86,87,8,13,3233,2463,49,57,4,8,2585,2198,89,38,7,4,2326,1525,67,38,3,10,1638,2168,153,55,6,10,2388,312,70,17,0,0,401,423,182,67,9,0,677,143,9,14,8,17,191,21023,897,677,128,127,22856
202011019,84,22,8,1112,12,0,0,0,0,13,109,0,9,0,0,120,79,5,11,3,0,99,65,4,12,0,3,86,99,10,21,4,0,128,190,4,21,8,4,222,217,8,29,4,3,263,277,18,29,9,3,339,299,22,31,4,0,353,161,17,21,3,3,203,136,12,12,0,0,170,90,14,7,0,0,108,94,13,17,0,0,128,9,3,0,0,0,13,14,9,3,0,0,26,19,0,3,0,3,23,1871,129,231,36,24,2294
202011020,158,33,20,3079,12,0,0,6,0,24,230,4,5,0,0,237,194,6,4,9,0,214,173,6,22,10,6,213,219,9,17,4,3,250,463,23,28,4,10,531,684,22,49,4,6,759,913,43,39,3,6,998,965,56,38,4,0,1067,634,70,37,3,4,743,528,58,31,0,3,612,332,44,15,4,0,397,349,87,40,4,0,477,57,34,6,0,7,97,73,50,6,4,3,132,46,3,0,0,4,55,5870,494,342,66,45,6809
202011021,76,12,5,1037,7,0,0,0,0,10,35,3,3,0,0,49,40,0,7,0,0,56,34,0,4,5,0,45,59,0,13,5,0,78,117,5,21,0,3,153,144,3,15,0,0,166,180,10,31,0,0,224,186,14,14,0,0,213,183,11,24,0,0,223,193,18,9,0,0,221,129,9,8,0,0,150,181,15,7,0,0,208,31,9,3,0,0,43,30,16,4,0,0,47,16,0,0,0,0,19,1568,123,176,20,10,1902
202011022,169,41,12,3426,23,0,4,11,0,35,341,0,8,8,0,355,291,9,28,8,0,333,221,8,27,3,0,253,313,8,30,6,3,364,564,35,51,8,3,656,717,38,48,5,3,813,970,41,47,4,8,1073,983,75,57,4,6,1117,558,59,24,0,0,648,430,50,45,4,5,535,290,38,27,0,0,350,347,52,20,6,0,417,59,19,13,3,0,91,44,31,10,0,5,91,55,0,0,3,5,67,6193,450,439,76,44,7199
202011023,44,12,0,426,6,0,0,6,0,6,16,0,0,0,0,22,19,0,3,0,0,24,19,3,8,0,0,31,36,4,6,0,0,48,62,0,6,8,0,75,52,5,15,0,6,75,77,11,16,0,0,104,75,4,15,0,0,99,73,10,10,0,0,91,62,10,11,0,0,86,35,4,8,0,0,49,60,10,10,0,0,83,4,0,0,0,4,9,3,8,0,0,0,9,5,0,0,0,0,8,600,81,107,24,11,818
202011024,88,21,6,829,3,0,4,4,0,12,54,0,13,0,0,71,49,4,15,9,0,68,40,3,14,0,0,58,43,6,18,3,3,65,103,5,18,10,0,134,117,5,21,0,0,142,154,13,19,0,0,185,120,16,16,4,0,152,102,24,21,0,0,147,110,23,14,0,4,146,60,20,8,0,0,94,107,19,18,4,0,145,17,16,9,0,0,42,17,13,4,3,0,34,7,0,0,0,0,9,1106,170,194,37,13,1515
202011025,94,34,11,1673,10,0,0,6,0,19,120,0,8,0,0,127,90,0,8,6,0,105,91,0,17,4,4,120,120,4,11,3,0,140,241,7,27,11,6,294,345,10,21,4,0,387,518,13,38,3,5,573,498,24,31,7,0,564,317,23,24,3,0,371,303,18,19,4,0,338,227,12,20,0,0,259,377,20,14,0,0,409,59,12,3,0,0,72,32,16,6,0,0,54,16,0,0,0,0,23,3353,160,246,56,31,3844
202021026,78,32,4,667,4,0,0,7,0,15,12,0,3,9,0,19,17,0,6,5,0,33,18,4,16,9,5,51,31,4,21,5,0,67,75,3,26,3,3,122,170,16,25,8,8,228,414,21,26,4,5,471,261,26,17,0,3,316,135,19,15,0,0,169,95,14,17,0,0,129,56,19,3,0,0,81,71,23,17,0,0,106,11,10,6,0,0,19,14,13,7,0,0,24,21,3,3,3,5,33,1416,159,213,64,29,1876
202021027,308,49,26,2937,9,0,4,9,0,25,172,0,10,5,0,191,137,3,16,0,4,166,142,4,48,11,4,216,225,12,56,8,8,303,354,21,74,3,3,458,559,32,76,13,10,686,782,34,71,3,7,902,813,43,80,0,8,951,498,30,46,0,7,582,433,24,44,7,4,513,264,20,32,3,0,323,351,44,51,3,4,446,43,10,4,0,0,61,53,30,20,0,0,106,45,0,4,0,7,54,4889,309,635,80,63,5971
202021028,196,51,13,811,3,0,7,17,0,29,40,4,13,12,0,64,31,3,24,9,0,75,53,9,37,15,0,114,41,11,36,16,6,107,88,14,64,10,5,192,111,18,38,9,3,186,121,17,63,4,4,212,133,29,56,9,3,232,74,23,24,4,6,122,65,26,18,6,0,122,52,14,13,0,3,81,68,19,30,9,4,121,11,9,8,0,0,25,12,26,12,0,0,50,11,0,9,6,0,23,916,220,451,115,41,1747
202021029,60,27,7,559,0,0,3,12,0,18,30,0,3,6,0,42,25,0,10,3,0,37,35,0,9,7,0,58,54,7,13,6,0,82,89,0,24,4,0,120,106,8,20,6,0,137,109,7,14,6,10,144,104,14,21,6,0,145,91,12,13,0,5,117,81,10,18,5,5,114,75,0,3,0,0,88,125,8,4,3,4,149,17,7,0,0,0,28,20,8,0,0,0,27,19,0,3,0,3,28,982,97,152,68,26,1333
202021030,233,82,24,2575,8,8,0,28,0,46,171,0,13,7,3,193,136,0,22,12,0,173,137,8,35,14,9,195,149,10,31,7,8,217,323,21,57,14,7,420,374,25,59,9,0,473,530,33,52,9,4,627,592,44,50,15,6,707,416,46,50,11,0,521,348,49,37,7,0,442,251,25,32,4,3,309,313,44,39,7,5,403,49,16,8,3,0,81,37,39,16,5,0,99,61,4,6,0,5,78,3897,374,500,141,54,4974
202021031,146,27,11,1317,3,5,0,6,0,18,123,5,4,5,3,139,91,5,20,0,0,115,69,5,12,3,0,94,108,0,15,5,3,137,149,9,16,4,0,185,165,22,34,0,3,220,212,21,23,4,4,267,199,38,49,3,5,293,147,28,26,3,0,208,143,30,20,5,0,192,71,17,19,0,0,107,116,38,31,0,0,192,29,12,7,0,0,47,55,40,14,0,0,104,14,0,0,0,0,21,1698,271,288,51,30,2341
202031032,57,35,7,436,5,0,0,13,0,21,27,0,6,3,0,34,19,5,4,0,0,27,20,3,12,11,3,46,26,4,15,7,3,55,46,11,16,0,4,82,63,11,21,3,0,99,98,19,22,10,0,150,137,11,17,0,0,177,116,22,21,7,4,170,153,13,10,3,3,188,137,8,10,4,0,163,304,10,6,4,0,332,57,3,0,0,0,59,52,4,0,3,0,64,17,0,0,4,0,24,1278,112,171,89,21,1671
202031033,141,112,24,1082,5,0,18,40,0,67,58,0,5,11,5,76,40,3,22,19,4,89,57,8,24,24,0,110,80,15,28,15,3,141,125,24,47,14,3,227,178,17,50,17,4,271,253,36,50,14,10,370,264,41,58,15,9,384,184,24,31,3,4,249,119,27,24,18,3,195,72,15,22,10,0,119,104,21,29,13,0,164,13,0,6,0,0,22,19,8,7,4,0,35,29,10,12,11,6,72,1594,260,437,244,61,2594
203011034,73,21,7,1005,7,0,0,12,0,19,63,4,6,4,0,77,57,4,7,0,0,69,73,10,6,0,0,91,74,11,8,6,0,99,123,3,15,3,3,147,164,10,11,3,0,183,179,17,30,5,0,226,190,21,17,0,0,239,141,32,18,4,0,189,96,26,5,5,0,133,66,23,17,0,0,102,93,27,11,5,0,131,7,9,4,0,0,21,18,17,6,0,0,39,20,7,5,0,0,27,1384,200,167,43,10,1802
203011035,88,53,12,674,0,0,4,20,0,23,40,0,11,8,0,62,49,9,11,13,0,71,32,11,19,9,0,72,44,18,11,12,3,94,75,17,23,5,4,123,105,15,22,13,5,160,107,9,30,8,5,163,155,20,34,0,3,210,92,20,20,0,0,134,69,19,15,4,3,111,44,14,3,6,0,72,66,24,19,4,5,110,13,11,3,0,0,34,7,17,12,0,0,32,10,3,9,0,0,26,909,202,246,103,25,1494
203011036,120,61,7,793,4,0,13,11,0,35,58,0,9,13,6,75,41,0,15,7,0,71,41,6,19,14,0,85,41,5,22,9,0,76,82,23,34,10,3,151,112,12,27,10,4,170,132,16,40,5,3,196,148,19,34,15,5,222,106,24,18,11,0,164,62,28,27,6,0,117,42,17,12,3,0,77,69,23,19,9,0,119,9,11,3,0,0,22,10,17,12,7,3,55,15,4,8,0,3,23,981,205,306,135,27,1654
203021037,235,27,18,3279,14,0,6,9,0,34,324,0,6,4,0,334,243,7,21,0,0,274,188,0,20,5,0,209,291,9,27,3,4,332,417,14,39,7,4,485,482,11,58,0,3,556,577,30,46,6,6,662,593,32,54,7,3,690,397,39,41,6,3,481,331,35,43,0,0,409,203,28,23,0,0,256,301,55,29,0,0,387,44,22,14,0,0,78,57,37,23,0,0,122,40,3,0,0,0,44,4495,333,450,56,26,5356
203021039,466,93,67,20503,85,12,15,23,3,135,654,6,9,16,3,690,764,7,31,7,0,815,880,14,57,10,10,968,1168,29,51,13,12,1271,1922,49,100,16,22,2107,2587,77,88,13,19,2778,3960,102,100,17,17,4196,4897,148,142,17,14,5215,4044,139,105,10,9,4318,3444,153,85,10,8,3699,2620,103,53,9,0,2789,4309,222,101,7,10,4658,611,71,29,5,8,725,966,262,151,4,10,1395,252,21,9,0,29,306,33173,1417,1125,174,179,36060
203021040,277,47,18,3504,13,0,10,16,0,39,255,4,6,8,0,272,214,7,27,6,0,251,203,6,32,11,5,254,290,9,33,3,0,345,430,20,45,11,3,512,532,10,48,9,6,614,600,44,64,4,0,717,618,64,73,10,0,760,438,48,53,4,3,547,370,65,51,0,4,494,253,42,30,4,3,334,334,77,60,5,0,466,52,31,11,0,0,92,68,92,17,4,4,184,34,5,3,0,8,49,4706,529,572,77,42,5930
203021042,203,51,12,4015,20,0,7,10,0,37,141,0,28,3,0,187,206,5,25,10,0,242,167,9,20,5,5,199,215,15,32,4,0,268,394,16,25,8,7,452,434,12,35,5,6,498,659,33,57,3,3,759,820,51,65,11,4,946,666,25,38,7,0,747,642,46,50,10,3,747,510,35,21,3,0,564,805,59,32,3,3,907,133,26,3,3,0,168,198,84,40,0,6,321,49,10,7,0,3,62,6070,426,484,81,41,7105
203021043,183,54,20,3169,20,4,3,14,0,46,215,6,7,6,4,233,203,10,28,11,0,247,179,4,24,13,0,227,221,9,29,14,12,284,411,16,38,4,6,479,582,29,51,4,5,667,800,37,48,6,11,900,936,46,55,5,4,1056,775,48,39,9,8,875,766,59,29,0,7,859,592,33,20,6,7,644,920,53,34,0,0,1011,87,22,7,0,0,117,129,38,20,3,3,196,97,6,4,4,5,112,6934,417,444,95,66,7956
203021044,104,26,10,1270,4,0,4,4,0,13,170,4,8,0,0,179,128,3,11,5,0,140,94,0,15,0,0,119,113,0,8,3,4,132,188,7,17,5,0,217,200,15,27,4,5,243,235,16,34,3,0,289,191,23,34,0,0,257,99,5,33,0,0,142,70,17,15,6,0,112,49,11,9,0,6,73,76,18,9,0,0,106,9,6,5,0,0,27,17,11,7,5,3,43,12,0,3,0,4,22,1659,149,238,46,17,2112
203021045,130,47,13,2331,11,0,4,18,0,32,146,4,7,8,0,164,146,4,12,7,0,178,136,12,19,6,4,170,227,10,24,14,0,274,376,19,34,5,8,448,459,18,32,3,0,520,667,47,39,8,0,766,706,60,61,10,5,843,523,49,33,5,4,608,363,47,36,0,0,448,220,39,20,4,0,285,322,59,30,0,3,414,44,16,9,0,0,66,40,38,18,0,0,95,54,8,7,5,9,81,4436,435,378,87,46,5383
203021046,219,25,16,2757,11,0,0,9,0,18,170,3,15,0,0,192,146,5,20,0,0,168,143,3,23,3,0,178,191,9,24,3,0,223,306,18,34,5,3,360,423,22,43,0,3,492,529,31,43,0,5,616,571,44,44,6,8,665,400,57,47,8,4,516,323,41,35,5,0,403,267,49,28,0,0,346,369,80,40,3,3,491,61,41,12,3,0,115,60,85,22,0,3,173,22,0,4,0,4,36,3999,488,421,48,36,4992
203021047,144,45,15,5530,30,5,6,15,0,57,126,3,13,0,0,144,191,6,25,12,4,235,227,4,12,7,3,263,353,19,31,12,4,418,700,29,46,7,0,779,905,43,50,8,6,1012,1417,52,59,4,3,1549,1888,81,59,4,5,2037,1327,73,48,5,4,1451,1105,90,35,0,3,1234,762,64,26,0,0,850,1165,112,28,4,0,1300,222,40,15,0,0,277,282,83,12,3,0,385,79,7,7,0,12,102,10768,708,466,90,63,12092
203021485,60,11,0,655,0,0,3,0,0,6,13,0,0,0,0,12,18,0,3,0,0,27,23,0,13,0,0,40,49,5,9,3,0,58,70,4,17,3,0,91,113,5,25,3,0,150,133,7,11,0,0,155,136,19,25,0,0,185,98,8,7,0,0,118,77,10,7,0,0,101,54,5,7,0,0,66,95,15,8,0,0,118,16,0,4,0,0,16,17,12,6,0,0,26,4,0,0,0,0,9,908,94,145,18,9,1177
203021486,89,19,19,2465,19,5,0,5,0,31,237,0,8,3,0,248,165,3,9,0,4,182,184,0,11,5,0,200,213,3,13,0,3,240,330,9,17,5,4,372,463,16,31,0,3,512,681,19,31,5,10,743,781,38,37,5,4,855,561,33,16,5,0,613,475,26,26,0,0,523,382,18,6,0,0,411,778,46,10,0,0,840,184,8,0,0,0,194,209,43,14,0,0,266,53,7,0,0,5,68,5701,276,235,34,49,6297
203021487,227,44,20,3851,22,0,14,16,5,48,498,3,21,5,0,530,372,4,28,9,0,418,339,5,27,7,0,378,401,14,47,5,3,467,615,22,44,0,4,681,726,37,46,5,3,814,787,41,57,0,0,886,749,51,56,4,0,861,497,40,39,0,3,578,363,53,36,7,3,467,220,39,22,0,3,287,326,74,33,11,0,444,52,19,8,0,0,79,34,49,33,0,0,109,68,9,4,0,3,83,6067,458,504,73,32,7139
203021488,53,15,4,1481,17,3,0,6,0,22,131,0,0,0,0,131,121,0,9,3,0,133,113,5,10,0,3,135,145,0,18,0,0,167,222,9,17,0,0,250,296,18,15,0,0,337,406,19,19,0,0,442,431,17,18,0,4,474,300,15,10,0,0,329,268,14,9,3,0,291,217,5,4,0,0,225,405,20,6,0,8,429,56,5,0,0,0,64,48,21,0,0,0,70,24,0,3,0,6,38,3199,154,146,23,25,3542
203031048,184,40,4,1694,3,0,3,7,0,17,117,0,6,8,0,130,105,4,23,8,0,139,139,6,30,7,0,183,132,4,22,6,0,168,212,21,39,8,0,278,273,22,42,8,0,342,301,29,39,0,0,373,307,32,43,4,0,389,197,21,35,4,0,260,196,27,30,6,4,268,131,19,7,0,0,164,188,35,21,0,0,250,19,8,7,0,0,34,31,27,15,3,0,70,31,0,5,0,6,44,2390,261,379,71,11,3117
203031049,139,35,8,1157,7,0,0,5,0,12,96,0,5,3,0,106,74,4,12,0,0,83,94,0,13,7,0,114,86,8,13,4,0,112,179,11,28,10,5,225,196,22,32,6,0,258,205,23,41,6,0,286,196,28,41,3,3,277,141,36,23,3,0,207,100,35,33,7,0,177,51,29,14,3,0,105,90,41,34,3,0,163,21,9,7,0,0,40,28,35,19,6,0,88,14,8,0,0,0,27,1585,291,317,57,23,2284
203031051,96,25,9,863,4,0,0,6,0,14,68,0,16,6,0,87,51,0,9,7,0,67,55,8,18,0,0,78,106,4,23,6,3,145,107,14,19,9,5,155,149,9,23,3,0,183,127,14,39,0,3,188,136,25,40,0,5,209,93,22,22,3,3,140,76,20,12,4,0,116,62,7,12,0,0,81,91,27,7,9,0,125,13,5,0,0,0,18,21,13,10,0,0,42,13,0,0,0,0,17,1173,168,248,58,25,1676
203031052,98,37,12,1099,8,0,0,16,0,29,73,0,3,0,0,74,49,0,10,5,0,61,68,4,11,4,0,92,72,16,18,8,0,111,146,11,24,3,4,188,156,10,14,3,0,184,182,14,28,0,0,232,200,23,24,5,5,256,138,16,13,0,6,174,122,19,23,6,0,169,98,22,15,6,0,147,136,31,22,3,3,192,24,15,3,0,0,42,41,27,11,4,0,80,19,0,0,0,0,23,1530,215,231,59,26,2057
203031053,459,96,16,4205,22,3,13,18,0,57,383,0,18,12,3,418,284,7,28,15,0,336,268,9,43,7,4,332,310,16,54,8,3,394,521,33,69,19,0,637,623,48,69,12,3,759,759,62,92,8,0,920,710,95,109,10,3,927,541,86,100,11,3,744,443,134,98,7,0,690,275,91,61,3,0,438,380,138,84,8,0,613,79,60,26,3,0,171,110,123,42,7,0,275,48,14,5,6,4,78,5756,930,905,162,37,7788
203031489,133,32,12,1252,10,0,0,7,0,19,147,0,9,0,6,158,111,0,13,0,0,127,91,9,11,5,4,123,98,15,22,8,0,139,146,8,20,3,0,177,185,17,32,3,0,233,200,14,38,4,6,264,198,17,47,0,3,273,153,29,33,0,5,220,114,31,24,6,0,171,83,24,19,4,0,131,122,37,25,0,0,182,23,11,5,4,0,35,36,31,12,0,4,90,17,4,0,0,0,19,1720,253,302,57,28,2354
