stopid,hhid,persid,stopno,travdow,origplace1,origplace2,origlga,starthour,origpurp1,origpurp2,destplace1,destplace2,destlga,someoneelse,person1,person2,person3,person4,person5,person6,person7,person8,person9,person10,person11,person12,person13,person14,person15,person16,person17,person18,person19,person20,destpurp1,destpurp2,fullmode,mainmode,faretype,vehoccup,tollroad,arrhour,startime,arrtime,dephour,deptime,travtime,vistadist,duration,entrytype,tripid,stoppoststratweight,stoppoststratweight_GROUP_1,stoppoststratweight_GROUP_2,stoppoststratweight_GROUP_3,stoppoststratweight_GROUP_4,stoppoststratweight_GROUP_5,stoppoststratweight_GROUP_6,stoppoststratweight_GROUP_7,stoppoststratweight_GROUP_8,stoppoststratweight_GROUP_9,stoppoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType
Y25H6560423P01S01,Y25H6560423,Y25H6560423P01,1,Tuesday,Accommodation,Survey Home,Whittlesea (C),18,At Home,Go home,Outdoor feature,Park,Whittlesea (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Recreational,Other recreational (eg. exercise),Walking,Walking,Not applicable,Not applicable,Not applicable,18,1082,1110,18,1110,28,0.35739,0,Travel day form only,Y25H6560423P01T01,2303.324464556,2678.121156287,2175.304240845,2066.46634641,2773.976194706,2500.773202793,2680.83483469,0.0,2414.488505831,2238.854343633,2681.575113767,MELB - Outer,Greater Melbourne,Weekday
Y25H6560423P01S02,Y25H6560423,Y25H6560423P01,2,Tuesday,Outdoor feature,Park,Whittlesea (C),18,Recreational,Other recreational (eg. exercise),Accommodation,Survey Home,Whittlesea (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Walking,Walking,Not applicable,Not applicable,Not applicable,19,1110,1142,N/A - Did not depart,N/A - Did not depart,32,0.35739,Home/Last Trip of Day,Travel day form only,Y25H6560423P01T02,2303.324464556,2678.121156287,2175.304240845,2066.46634641,2773.976194706,2500.773202793,2680.83483469,0.0,2414.488505831,2238.854343633,2681.575113767,MELB - Outer,Greater Melbourne,Weekday
Y25H6560423P02S01,Y25H6560423,Y25H6560423P02,1,Tuesday,Accommodation,Survey Home,Whittlesea (C),8,At Home,Go home,Place of education,Primary School,Whittlesea (C),No,No,Not applicable,No,Yes,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Walking,Walking,Not applicable,Not applicable,Not applicable,8,510,515,8,515,5,0.42034,0,Travel day form only,Y25H6560423P02T01,1943.720677492,2360.565199185,2081.307579999,2085.171791276,2328.47971557,2121.138276457,1991.882769768,0.0,1933.104854492,1917.832970362,2137.05138549,MELB - Outer,Greater Melbourne,Weekday
Y25H6560423P02S02,Y25H6560423,Y25H6560423P02,2,Tuesday,Place of education,Primary School,Whittlesea (C),8,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Accommodation,Survey Home,Whittlesea (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Walking,Walking,Not applicable,Not applicable,Not applicable,8,515,520,15,910,5,0.42034,390,Travel day form only,Y25H6560423P02T02,1943.720677492,2360.565199185,2081.307579999,2085.171791276,2328.47971557,2121.138276457,1991.882769768,0.0,1933.104854492,1917.832970362,2137.05138549,MELB - Outer,Greater Melbourne,Weekday
Y25H6560423P02S03,Y25H6560423,Y25H6560423P02,3,Tuesday,Accommodation,Survey Home,Whittlesea (C),15,At Home,Go home,Place of education,Primary School,Whittlesea (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Walking,Walking,Not applicable,Not applicable,Not applicable,15,910,915,15,915,5,0.42034,0,Travel day form only,Y25H6560423P02T03,1943.720677492,2360.565199185,2081.307579999,2085.171791276,2328.47971557,2121.138276457,1991.882769768,0.0,1933.104854492,1917.832970362,2137.05138549,MELB - Outer,Greater Melbourne,Weekday
Y25H6560423P02S04,Y25H6560423,Y25H6560423P02,4,Tuesday,Place of education,Primary School,Whittlesea (C),15,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Accommodation,Survey Home,Whittlesea (C),No,No,Not applicable,No,Yes,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Walking,Walking,Not applicable,Not applicable,Not applicable,15,915,920,N/A - Did not depart,N/A - Did not depart,5,0.42034,Home/Last Trip of Day,Travel day form only,Y25H6560423P02T04,1943.720677492,2360.565199185,2081.307579999,2085.171791276,2328.47971557,2121.138276457,1991.882769768,0.0,1933.104854492,1917.832970362,2137.05138549,MELB - Outer,Greater Melbourne,Weekday
Y25H6560423P03S01,Y25H6560423,Y25H6560423P03,1,Tuesday,Accommodation,Survey Home,Whittlesea (C),6,At Home,Go home,Place of work,My Workplace,Hume (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Work Related,Own Workplace,4WD Driver,Vehicle Driver,Not applicable,1,No,6,390,410,15,930,20,14.61827,520,Travel day form only,Y25H6560423P03T01,1031.352402198,1243.280282382,1170.986767109,942.859205736,1255.89974797,1032.191960749,1083.91255899,0.0,1020.997155545,995.384072099,1246.790591073,MELB - Outer,Greater Melbourne,Weekday
Y25H6560423P03S02,Y25H6560423,Y25H6560423P03,2,Tuesday,Place of work,My Workplace,Hume (C),15,Work Related,Own Workplace,Accommodation,Survey Home,Whittlesea (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,4WD Driver,Vehicle Driver,Not applicable,1,No,15,930,950,N/A - Did not depart,N/A - Did not depart,20,14.61827,Home/Last Trip of Day,Travel day form only,Y25H6560423P03T02,1031.352402198,1243.280282382,1170.986767109,942.859205736,1255.89974797,1032.191960749,1083.91255899,0.0,1020.997155545,995.384072099,1246.790591073,MELB - Outer,Greater Melbourne,Weekday
Y25H6560423P04S01,Y25H6560423,Y25H6560423P04,1,Tuesday,Accommodation,Survey Home,Whittlesea (C),8,At Home,Go home,Place of education,Primary School,Whittlesea (C),No,No,Yes,No,Not applicable,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Education,At school,Walking,Walking,Not applicable,Not applicable,Not applicable,8,510,515,15,915,5,0.42034,400,Travel day form only,Y25H6560423P04T01,1233.834675649,1592.058886207,1427.734722139,1083.097487116,1390.695463146,1230.546228191,1371.069034709,0.0,1197.812777989,1233.984594716,1597.556046089,MELB - Outer,Greater Melbourne,Weekday
Y25H6560423P04S02,Y25H6560423,Y25H6560423P04,2,Tuesday,Place of education,Primary School,Whittlesea (C),15,Education,At school,Accommodation,Survey Home,Whittlesea (C),No,No,Yes,No,Not applicable,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Walking,Walking,Not applicable,Not applicable,Not applicable,15,915,920,N/A - Did not depart,N/A - Did not depart,5,0.42034,Home/Last Trip of Day,Travel day form only,Y25H6560423P04T02,1233.834675649,1592.058886207,1427.734722139,1083.097487116,1390.695463146,1230.546228191,1371.069034709,0.0,1197.812777989,1233.984594716,1597.556046089,MELB - Outer,Greater Melbourne,Weekday
Y25H6560423P05S01,Y25H6560423,Y25H6560423P05,1,Tuesday,Accommodation,Survey Home,Whittlesea (C),8,At Home,Go home,Place of education,Primary School,Whittlesea (C),No,No,Yes,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Education,At school,Walking,Walking,Not applicable,Not applicable,Not applicable,8,510,515,15,915,5,0.42034,400,Travel day form only,Y25H6560423P05T01,1233.834675649,1592.058886207,1427.734722139,1083.097487116,1390.695463146,1230.546228191,1371.069034709,0.0,1197.812777989,1233.984594716,1597.556046089,MELB - Outer,Greater Melbourne,Weekday
Y25H6560423P05S02,Y25H6560423,Y25H6560423P05,2,Tuesday,Place of education,Primary School,Whittlesea (C),15,Education,At school,Accommodation,Survey Home,Whittlesea (C),No,No,Yes,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Walking,Walking,Not applicable,Not applicable,Not applicable,15,915,920,N/A - Did not depart,N/A - Did not depart,5,0.42034,Home/Last Trip of Day,Travel day form only,Y25H6560423P05T02,1233.834675649,1592.058886207,1427.734722139,1083.097487116,1390.695463146,1230.546228191,1371.069034709,0.0,1197.812777989,1233.984594716,1597.556046089,MELB - Outer,Greater Melbourne,Weekday
Y25H6560427P01S01,Y25H6560427,Y25H6560427P01,1,Saturday,Accommodation,Survey Home,Whittlesea (C),21,At Home,Go home,Transport Feature,Airport,Hume (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Car Driver,Vehicle Driver,Not applicable,1,No,21,1260,1280,21,1310,20,23.66768,30,Travel day form only,Y25H6560427P01T01,2379.82351016,2834.821291472,3342.333413323,2067.173097361,2707.412213134,2410.308370819,2316.730008862,0.0,2784.703392805,2716.726007712,2279.06437307,MELB - Outer,Greater Melbourne,Weekend
Y25H6560427P01S02,Y25H6560427,Y25H6560427P01,2,Saturday,Transport Feature,Airport,Hume (C),21,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Accommodation,Survey Home,Whittlesea (C),Yes,Not applicable,No,No,No,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Car Driver,Vehicle Driver,Not applicable,3,No,22,1310,1365,N/A - Did not depart,N/A - Did not depart,55,23.66768,Home/Last Trip of Day,Travel day form only,Y25H6560427P01T02,2379.82351016,2834.821291472,3342.333413323,2067.173097361,2707.412213134,2410.308370819,2316.730008862,0.0,2784.703392805,2716.726007712,2279.06437307,MELB - Outer,Greater Melbourne,Weekend
Y25H6560427P03S01,Y25H6560427,Y25H6560427P03,1,Saturday,Accommodation,Survey Home,Whittlesea (C),9,At Home,Go home,Accommodation,Someone Elses Home,Whittlesea (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Social,Visited someone,Car Driver,Vehicle Driver,Not applicable,1,No,9,540,555,14,840,15,10.07786,285,Travel day form only,Y25H6560427P03T01,5428.43237368,4900.094813171,6213.246876309,4724.062221918,5793.340952206,5975.321137401,5331.699505765,0.0,6677.305915283,6263.220370059,5868.301306895,MELB - Outer,Greater Melbourne,Weekend
Y25H6560427P03S02,Y25H6560427,Y25H6560427P03,2,Saturday,Accommodation,Someone Elses Home,Whittlesea (C),14,Social,Visited someone,Accommodation,Survey Home,Whittlesea (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Car Driver,Vehicle Driver,Not applicable,1,No,14,840,855,15,926,15,10.07776,71,Travel day form only,Y25H6560427P03T02,5428.43237368,4900.094813171,6213.246876309,4724.062221918,5793.340952206,5975.321137401,5331.699505765,0.0,6677.305915283,6263.220370059,5868.301306895,MELB - Outer,Greater Melbourne,Weekend
Y25H6560427P03S03,Y25H6560427,Y25H6560427P03,3,Saturday,Accommodation,Survey Home,Whittlesea (C),15,At Home,Go home,Retail venue,Supermarket,Whittlesea (C),No,No,No,Not applicable,Yes,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Buy Something,Bought something,Car Driver,Vehicle Driver,Not applicable,2,No,15,926,930,16,990,4,1.74662,60,Travel day form only,Y25H6560427P03T03,5428.43237368,4900.094813171,6213.246876309,4724.062221918,5793.340952206,5975.321137401,5331.699505765,0.0,6677.305915283,6263.220370059,5868.301306895,MELB - Outer,Greater Melbourne,Weekend
Y25H6560427P03S04,Y25H6560427,Y25H6560427P03,4,Saturday,Retail venue,Supermarket,Whittlesea (C),16,Buy Something,Bought something,Accommodation,Survey Home,Whittlesea (C),No,No,No,Not applicable,Yes,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Car Driver,Vehicle Driver,Not applicable,2,No,16,990,994,N/A - Did not depart,N/A - Did not depart,4,1.74662,Home/Last Trip of Day,Travel day form only,Y25H6560427P03T04,5428.43237368,4900.094813171,6213.246876309,4724.062221918,5793.340952206,5975.321137401,5331.699505765,0.0,6677.305915283,6263.220370059,5868.301306895,MELB - Outer,Greater Melbourne,Weekend
Y25H6560427P04S01,Y25H6560427,Y25H6560427P04,1,Saturday,Accommodation,Survey Home,Whittlesea (C),15,At Home,Go home,Retail venue,Supermarket,Whittlesea (C),No,No,No,Yes,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Buy Something,Bought something,Car Passenger,Vehicle Passenger,Not applicable,2,No,15,926,930,16,990,4,1.74662,60,Travel day form only,Y25H6560427P04T01,5425.269262341,4898.009231303,6209.23876827,4722.560887827,5790.432408943,5970.459772457,5328.171919811,0.0,6675.750612202,6261.017492994,5864.30420132,MELB - Outer,Greater Melbourne,Weekend
Y25H6560427P04S02,Y25H6560427,Y25H6560427P04,2,Saturday,Retail venue,Supermarket,Whittlesea (C),16,Buy Something,Bought something,Accommodation,Survey Home,Whittlesea (C),No,No,No,Yes,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Car Passenger,Vehicle Passenger,Not applicable,2,No,16,990,994,N/A - Did not depart,N/A - Did not depart,4,1.74662,Home/Last Trip of Day,Travel day form only,Y25H6560427P04T02,5425.269262341,4898.009231303,6209.23876827,4722.560887827,5790.432408943,5970.459772457,5328.171919811,0.0,6675.750612202,6261.017492994,5864.30420132,MELB - Outer,Greater Melbourne,Weekend
Y25H6560427P05S01,Y25H6560427,Y25H6560427P05,1,Saturday,Accommodation,Survey Home,Whittlesea (C),13,At Home,Go home,Accommodation,Someone Elses Home,Hume (C),Yes,No,No,No,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Social,Visited someone,4WD Passenger,Vehicle Passenger,Not applicable,2,No,13,780,795,17,1050,15,12.03358,255,Travel day form only,Y25H6560427P05T01,2525.359202156,2864.804774836,3241.149415796,2157.52398629,2814.921708753,2664.513786758,2487.903872313,0.0,3063.670905798,2610.513389986,3130.175910014,MELB - Outer,Greater Melbourne,Weekend
Y25H6560427P05S02,Y25H6560427,Y25H6560427P05,2,Saturday,Accommodation,Someone Elses Home,Hume (C),17,Social,Visited someone,Accommodation,Survey Home,Whittlesea (C),Yes,No,No,No,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Car Passenger,Vehicle Passenger,Not applicable,2,No,18,1050,1080,N/A - Did not depart,N/A - Did not depart,30,12.03358,Home/Last Trip of Day,Travel day form only,Y25H6560427P05T02,2525.359202156,2864.804774836,3241.149415796,2157.52398629,2814.921708753,2664.513786758,2487.903872313,0.0,3063.670905798,2610.513389986,3130.175910014,MELB - Outer,Greater Melbourne,Weekend
