hhid,persid,jtwid,dayType,start_loc,start_stopid,start_time,start_LGA,end_loc,end_stopid,end_time,end_LGA,mainmode_desc_01,mainmode_desc_02,mainmode_desc_03,mainmode_desc_04,mainmode_desc_05,mainmode_desc_06,mainmode_desc_07,mainmode_desc_08,mainmode_desc_09,mainmode_desc_10,mainmode_desc_11,mainmode_desc_12,mainmode_desc_13,mainmode_desc_14,mainmode_desc_15,destpurp1_desc_01,destpurp1_desc_02,destpurp1_desc_03,destpurp1_desc_04,destpurp1_desc_05,destpurp1_desc_06,destpurp1_desc_07,destpurp1_desc_08,destpurp1_desc_09,destpurp1_desc_10,destpurp1_desc_11,destpurp1_desc_12,destpurp1_desc_13,destpurp1_desc_14,destpurp1_desc_15,destplace1_desc_01,destplace1_desc_02,destplace1_desc_03,destplace1_desc_04,destplace1_desc_05,destplace1_desc_06,destplace1_desc_07,destplace1_desc_08,destplace1_desc_09,destplace1_desc_10,destplace1_desc_11,destplace1_desc_12,destplace1_desc_13,destplace1_desc_14,destplace1_desc_15,startime_01,startime_02,startime_03,startime_04,startime_05,startime_06,startime_07,startime_08,startime_09,startime_10,startime_11,startime_12,startime_13,startime_14,startime_15,arrtime_01,arrtime_02,arrtime_03,arrtime_04,arrtime_05,arrtime_06,arrtime_07,arrtime_08,arrtime_09,arrtime_10,arrtime_11,arrtime_12,arrtime_13,arrtime_14,arrtime_15,vistadist_01,vistadist_02,vistadist_03,vistadist_04,vistadist_05,vistadist_06,vistadist_07,vistadist_08,vistadist_09,vistadist_10,vistadist_11,vistadist_12,vistadist_13,vistadist_14,vistadist_15,travtime_01,travtime_02,travtime_03,travtime_04,travtime_05,travtime_06,travtime_07,travtime_08,travtime_09,travtime_10,travtime_11,travtime_12,travtime_13,travtime_14,travtime_15,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS,homeregion_ASGS
Y25H6680530,Y25H6680530P02,Y25H6680530P02JTW1224,Weekday,FROM_HOME,Y25H6680530P02S01,840,Brimbank (C),TO_WORK,Y25H6680530P02S01,855.0,Brimbank (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,840.0,,,,,,,,,,,,,,,855.0,,,,,,,,,,,,,,,3.9851,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Driver,15,3.9851,15.0,593.100147875,MELB - Outer,Greater Melbourne
Y25H6680533,Y25H6680533P01,Y25H6680533P01JTW1225,Weekday,FROM_HOME,Y25H6680533P01S01,470,Brimbank (C),TO_WORK,Y25H6680533P01S01,515.0,Brimbank (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,470.0,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,16.5268,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,Vehicle Driver,45,16.5268,45.0,521.077578,MELB - Outer,Greater Melbourne
Y25H6680537,Y25H6680537P01,Y25H6680537P01JTW1226,Weekday,FROM_HOME,Y25H6680537P01S01,600,Brimbank (C),TO_WORK,Y25H6680537P01S02,750.0,Wyndham (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Recreational,Work Related,,,,,,,,,,,,,,Sport and Recreation venue,Place of work,,,,,,,,,,,,,,600.0,660.0,,,,,,,,,,,,,,610.0,750.0,,,,,,,,,,,,,,4.86212,16.58151,,,,,,,,,,,,,,10.0,90.0,,,,,,,,,,,,,,Vehicle Driver,100,21.44363,150.0,1456.12510847,MELB - Outer,Greater Melbourne
Y25H6680537,Y25H6680537P02,Y25H6680537P02JTW1227,Weekday,FROM_HOME,Y25H6680537P02S01,480,Brimbank (C),TO_WORK,Y25H6680537P02S03,542.0,Maribyrnong (C),Vehicle Driver,Vehicle Driver,Walking,,,,,,,,,,,,,Pick-up or Drop-off Someone,Change Mode,Work Related,,,,,,,,,,,,,Place of education,Transport Feature,Place of work,,,,,,,,,,,,,480.0,500.0,530.0,,,,,,,,,,,,,483.0,530.0,542.0,,,,,,,,,,,,,1.32369,18.53407,0.88161,,,,,,,,,,,,,3.0,30.0,12.0,,,,,,,,,,,,,Vehicle Driver,45,20.73937,62.0,903.510172256,MELB - Outer,Greater Melbourne
Y25H6690101,Y25H6690101P03,Y25H6690101P03JTW1228,Weekday,FROM_HOME,Y25H6690101P03S01,450,Kingston (C),TO_WORK,Y25H6690101P03S02,480.0,Frankston (C),Vehicle Driver,Walking,,,,,,,,,,,,,,Change Mode,Work Related,,,,,,,,,,,,,,Transport Feature,Place of work,,,,,,,,,,,,,,450.0,470.0,,,,,,,,,,,,,,470.0,480.0,,,,,,,,,,,,,,22.2256,0.95715,,,,,,,,,,,,,,20.0,10.0,,,,,,,,,,,,,,Vehicle Driver,30,23.18275,30.0,688.142909465,MELB - Middle,Greater Melbourne
Y25H6690101,Y25H6690101P04,Y25H6690101P04JTW1229,Weekday,FROM_HOME,Y25H6690101P04S01,450,Kingston (C),TO_WORK,Y25H6690101P04S02,480.0,Frankston (C),Vehicle Passenger,Walking,,,,,,,,,,,,,,Change Mode,Work Related,,,,,,,,,,,,,,Transport Feature,Place of work,,,,,,,,,,,,,,450.0,470.0,,,,,,,,,,,,,,470.0,480.0,,,,,,,,,,,,,,22.2256,0.95715,,,,,,,,,,,,,,20.0,10.0,,,,,,,,,,,,,,Vehicle Passenger,30,23.18275,30.0,845.444834754,MELB - Middle,Greater Melbourne
Y25H6690109,Y25H6690109P02,Y25H6690109P02JTW1230,Weekday,FROM_HOME,Y25H6690109P02S01,480,Kingston (C),TO_WORK,Y25H6690109P02S04,560.0,Melbourne (C),Vehicle Driver,Vehicle Driver,Train,Walking,,,,,,,,,,,,Pick-up or Drop-off Someone,Change Mode,Change Mode,Work Related,,,,,,,,,,,,Place of education,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,480.0,504.0,510.0,552.0,,,,,,,,,,,,486.0,510.0,552.0,560.0,,,,,,,,,,,,2.73967,2.31624,28.92146,1.52217,,,,,,,,,,,,6.0,6.0,42.0,8.0,,,,,,,,,,,,Train,62,35.49954,80.0,797.922837746,MELB - Middle,Greater Melbourne
Y25H6690134,Y25H6690134P05,Y25H6690134P05JTW1231,Weekend,FROM_HOME,Y25H6690134P05S01,510,Kingston (C),TO_WORK,Y25H6690134P05S01,532.0,Kingston (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,532.0,,,,,,,,,,,,,,,9.53598,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,Vehicle Driver,22,9.53598,22.0,2984.189631556,MELB - Middle,Greater Melbourne
Y25H6690136,Y25H6690136P01,Y25H6690136P01JTW1232,Weekday,FROM_HOME,Y25H6690136P01S01,450,Kingston (C),TO_WORK,Y25H6690136P01S01,490.0,Monash (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,490.0,,,,,,,,,,,,,,,17.93569,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,Vehicle Driver,40,17.93569,40.0,800.781912216,MELB - Middle,Greater Melbourne
Y25H6690136,Y25H6690136P02,Y25H6690136P02JTW1233,Weekday,FROM_HOME,Y25H6690136P02S01,495,Kingston (C),TO_WORK,Y25H6690136P02S01,505.0,Kingston (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,505.0,,,,,,,,,,,,,,,2.82025,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Driver,10,2.82025,10.0,1102.487273469,MELB - Middle,Greater Melbourne
Y25H6690137,Y25H6690137P03,Y25H6690137P03JTW1234,Weekday,FROM_HOME,Y25H6690137P03S01,360,Kingston (C),TO_WORK,Y25H6690137P03S01,380.0,Glen Eira (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,360.0,,,,,,,,,,,,,,,380.0,,,,,,,,,,,,,,,14.73038,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Vehicle Driver,20,14.73038,20.0,390.737071323,MELB - Middle,Greater Melbourne
Y25H6690204,Y25H6690204P01,Y25H6690204P01JTW1235,Weekday,FROM_HOME,Y25H6690204P01S01,480,Monash (C),TO_WORK,Y25H6690204P01S02,560.0,Melbourne (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Work Related,,,,,,,,,,,,,,Place of education,Place of work,,,,,,,,,,,,,,480.0,550.0,,,,,,,,,,,,,,540.0,560.0,,,,,,,,,,,,,,27.127,1.00523,,,,,,,,,,,,,,60.0,10.0,,,,,,,,,,,,,,Vehicle Driver,70,28.13223,80.0,547.037929777,MELB - Middle,Greater Melbourne
Y25H6690204,Y25H6690204P02,Y25H6690204P02JTW1236,Weekday,FROM_HOME,Y25H6690204P02S01,480,Monash (C),TO_WORK,Y25H6690204P02S02,550.0,Melbourne (C),Vehicle Passenger,Walking,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Work Related,,,,,,,,,,,,,,Place of education,Place of work,,,,,,,,,,,,,,480.0,541.0,,,,,,,,,,,,,,540.0,550.0,,,,,,,,,,,,,,27.127,1.23363,,,,,,,,,,,,,,60.0,9.0,,,,,,,,,,,,,,Vehicle Passenger,69,28.36063,70.0,759.238113311,MELB - Middle,Greater Melbourne
Y25H6690205,Y25H6690205P02,Y25H6690205P02JTW1237,Weekday,FROM_HOME,Y25H6690205P02S01,390,Monash (C),TO_WORK,Y25H6690205P02S05,460.0,Melbourne (C),Vehicle Driver,Train,Walking,Tram,Walking,,,,,,,,,,,Change Mode,Change Mode,Change Mode,Change Mode,Work Related,,,,,,,,,,,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,390.0,401.0,434.0,442.0,454.0,,,,,,,,,,,400.0,434.0,439.0,454.0,460.0,,,,,,,,,,,3.35717,20.75447,0.249,2.38379,0.16291,,,,,,,,,,,10.0,33.0,5.0,12.0,6.0,,,,,,,,,,,Train,66,26.90734,70.0,459.56013446,MELB - Middle,Greater Melbourne
Y25H6690208,Y25H6690208P01,Y25H6690208P01JTW1238,Weekday,FROM_HOME,Y25H6690208P01S01,525,Monash (C),TO_WORK,Y25H6690208P01S01,535.0,Monash (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,535.0,,,,,,,,,,,,,,,1.58635,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Driver,10,1.58635,10.0,492.229967307,MELB - Middle,Greater Melbourne
Y25H6690216,Y25H6690216P01,Y25H6690216P01JTW1239,Weekday,FROM_HOME,Y25H6690216P01S01,525,Monash (C),TO_WORK,Y25H6690216P01S01,555.0,Whitehorse (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,555.0,,,,,,,,,,,,,,,5.94334,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Driver,30,5.94334,30.0,631.601136094,MELB - Middle,Greater Melbourne
Y25H6690228,Y25H6690228P03,Y25H6690228P03JTW1240,Weekend,FROM_HOME,Y25H6690228P03S01,730,Monash (C),TO_WORK,Y25H6690228P03S01,745.0,Stonnington (C),Vehicle Passenger,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,730.0,,,,,,,,,,,,,,,745.0,,,,,,,,,,,,,,,6.39955,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Passenger,15,6.39955,15.0,455.997460688,MELB - Middle,Greater Melbourne
Y25H6690229,Y25H6690229P01,Y25H6690229P01JTW1241,Weekday,FROM_HOME,Y25H6690229P01S01,450,Monash (C),TO_WORK,Y25H6690229P01S01,490.0,Melbourne (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,490.0,,,,,,,,,,,,,,,21.85068,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,Vehicle Driver,40,21.85068,40.0,609.919125859,MELB - Middle,Greater Melbourne
Y25H6690237,Y25H6690237P01,Y25H6690237P01JTW1242,Weekday,FROM_HOME,Y25H6690237P01S01,500,Monash (C),TO_WORK,Y25H6690237P01S01,508.0,Whitehorse (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,508.0,,,,,,,,,,,,,,,3.62303,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,Vehicle Driver,8,3.62303,8.0,655.338292455,MELB - Middle,Greater Melbourne
Y25H6690237,Y25H6690237P03,Y25H6690237P03JTW1243,Weekday,FROM_HOME,Y25H6690237P03S01,450,Monash (C),TO_WORK,Y25H6690237P03S04,520.0,Melbourne (C),Vehicle Driver,Walking,Train,Walking,,,,,,,,,,,,Change Mode,Change Mode,Change Mode,Work Related,,,,,,,,,,,,Sport and Recreation venue,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,450.0,465.0,476.0,515.0,,,,,,,,,,,,465.0,475.0,515.0,520.0,,,,,,,,,,,,5.28774,0.9531,16.44837,0.41606,,,,,,,,,,,,15.0,10.0,39.0,5.0,,,,,,,,,,,,Train,69,23.105270000000004,70.0,962.141110822,MELB - Middle,Greater Melbourne
Y25H6690303,Y25H6690303P01,Y25H6690303P01JTW1244,Weekday,FROM_HOME,Y25H6690303P01S01,540,Melbourne (C),TO_WORK,Y25H6690303P01S03,567.0,Melbourne (C),Walking,Train,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Work Related,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,,540.0,549.0,563.0,,,,,,,,,,,,,544.0,559.0,567.0,,,,,,,,,,,,,0.47179,5.02804,0.62058,,,,,,,,,,,,,4.0,10.0,4.0,,,,,,,,,,,,,Train,18,6.120410000000001,27.0,1144.917344492,MELB - Inner,Greater Melbourne
Y25H6690304,Y25H6690304P01,Y25H6690304P01JTW1245,Weekday,FROM_HOME,Y25H6690304P01S01,370,Melbourne (C),TO_WORK,Y25H6690304P01S03,466.0,Melton (S),Walking,Train,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Work Related,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,,370.0,376.0,436.0,,,,,,,,,,,,,375.0,436.0,466.0,,,,,,,,,,,,,0.41247,31.45486,2.30435,,,,,,,,,,,,,5.0,60.0,30.0,,,,,,,,,,,,,Train,95,34.17168,96.0,3705.81731194,MELB - Inner,Greater Melbourne
Y25H6690304,Y25H6690304P02,Y25H6690304P02JTW1246,Weekday,FROM_HOME,Y25H6690304P02S01,480,Melbourne (C),TO_WORK,Y25H6690304P02S03,512.0,Melbourne (C),Walking,Train,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Work Related,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,,480.0,487.0,502.0,,,,,,,,,,,,,485.0,502.0,512.0,,,,,,,,,,,,,0.41247,5.04722,0.58996,,,,,,,,,,,,,5.0,15.0,10.0,,,,,,,,,,,,,Train,30,6.04965,32.0,3792.622936884,MELB - Inner,Greater Melbourne
Y25H6690306,Y25H6690306P01,Y25H6690306P01JTW1247,Weekend,FROM_HOME,Y25H6690306P01S01,480,Melbourne (C),TO_WORK,Y25H6690306P01S01,510.0,Port Phillip (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,13.44179,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Driver,30,13.44179,30.0,1678.392708224,MELB - Inner,Greater Melbourne
Y25H6690316,Y25H6690316P02,Y25H6690316P02JTW1248,Weekday,FROM_HOME,Y25H6690316P02S01,502,Melbourne (C),TO_WORK,Y25H6690316P02S01,522.0,Melbourne (C),Bicycle,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,502.0,,,,,,,,,,,,,,,522.0,,,,,,,,,,,,,,,5.71768,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Bicycle,20,5.71768,20.0,1080.44502286,MELB - Inner,Greater Melbourne
Y25H6690323,Y25H6690323P01,Y25H6690323P01JTW1249,Weekday,FROM_HOME,Y25H6690323P01S03,482,Melbourne (C),TO_WORK,Y25H6690323P01S03,514.0,Port Phillip (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,482.0,,,,,,,,,,,,,,,514.0,,,,,,,,,,,,,,,8.9546,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,Vehicle Driver,32,8.9546,32.0,3549.679856685,MELB - Inner,Greater Melbourne
Y25H6690330,Y25H6690330P01,Y25H6690330P01JTW1250,Weekday,FROM_HOME,Y25H6690330P01S01,630,Melbourne (C),TO_WORK,Y25H6690330P01S01,660.0,Boroondara (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,630.0,,,,,,,,,,,,,,,660.0,,,,,,,,,,,,,,,14.18254,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Driver,30,14.18254,30.0,3270.518413222,MELB - Inner,Greater Melbourne
Y25H6690330,Y25H6690330P02,Y25H6690330P02JTW1251,Weekday,FROM_HOME,Y25H6690330P02S01,443,Melbourne (C),TO_WORK,Y25H6690330P02S01,464.0,Brimbank (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,443.0,,,,,,,,,,,,,,,464.0,,,,,,,,,,,,,,,12.25945,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,Vehicle Driver,21,12.25945,21.0,3910.914349195,MELB - Inner,Greater Melbourne
Y25H6690332,Y25H6690332P01,Y25H6690332P01JTW1252,Weekday,FROM_HOME,Y25H6690332P01S01,700,Melbourne (C),TO_WORK,Y25H6690332P01S01,722.0,Melbourne (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Accommodation,,,,,,,,,,,,,,,700.0,,,,,,,,,,,,,,,722.0,,,,,,,,,,,,,,,7.52861,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,Vehicle Driver,22,7.52861,22.0,1511.465188343,MELB - Inner,Greater Melbourne
Y25H6690336,Y25H6690336P01,Y25H6690336P01JTW1253,Weekday,FROM_HOME,Y25H6690336P01S01,439,Melbourne (C),TO_WORK,Y25H6690336P01S07,485.0,Melbourne (C),Walking,Public Bus,Walking,Tram,Walking,Train,Walking,,,,,,,,,Change Mode,Change Mode,Change Mode,Change Mode,Change Mode,Change Mode,Work Related,,,,,,,,,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Place of work,,,,,,,,,439.0,440.0,449.0,457.0,472.0,477.0,480.0,,,,,,,,,440.0,449.0,450.0,472.0,474.0,480.0,485.0,,,,,,,,,0.06279,2.87642,0.06577,3.14666,0.25906,1.61023,0.22646,,,,,,,,,1.0,9.0,1.0,15.0,2.0,3.0,5.0,,,,,,,,,Tram,36,8.24739,46.0,4314.04635517,MELB - Inner,Greater Melbourne
Y25H6690339,Y25H6690339P01,Y25H6690339P01JTW1254,Weekday,FROM_HOME,Y25H6690339P01S01,514,Melbourne (C),TO_WORK,Y25H6690339P01S01,542.0,Darebin (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,514.0,,,,,,,,,,,,,,,542.0,,,,,,,,,,,,,,,8.48252,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,Vehicle Driver,28,8.48252,28.0,5378.808057376,MELB - Inner,Greater Melbourne
Y25H6690340,Y25H6690340P01,Y25H6690340P01JTW1255,Weekday,FROM_HOME,Y25H6690340P01S01,608,Melbourne (C),TO_WORK,Y25H6690340P01S04,645.0,Melbourne (C),Vehicle Driver,Walking,Tram,Walking,,,,,,,,,,,,Change Mode,Change Mode,Change Mode,Work Related,,,,,,,,,,,,Transport Feature,Transport Feature,Transport Feature,Other place,,,,,,,,,,,,608.0,613.0,618.0,640.0,,,,,,,,,,,,612.0,618.0,640.0,645.0,,,,,,,,,,,,0.94223,0.27703,4.12504,0.37123,,,,,,,,,,,,4.0,5.0,22.0,5.0,,,,,,,,,,,,Tram,36,5.71553,37.0,4856.828487248,MELB - Inner,Greater Melbourne
Y25H6700404,Y25H6700404P01,Y25H6700404P01JTW1256,Weekday,FROM_HOME,Y25H6700404P01S01,435,Moonee Valley (C),TO_WORK,Y25H6700404P01S05,503.0,Port Phillip (C),Walking,Train,Walking,Tram,Walking,,,,,,,,,,,Change Mode,Change Mode,Change Mode,Change Mode,Work Related,,,,,,,,,,,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,435.0,451.0,475.0,480.0,498.0,,,,,,,,,,,442.0,475.0,477.0,498.0,503.0,,,,,,,,,,,0.60203,9.88771,0.10003,4.02112,0.18179,,,,,,,,,,,7.0,24.0,2.0,18.0,5.0,,,,,,,,,,,Train,56,14.79268,68.0,656.258154289,MELB - Inner,Greater Melbourne
Y25H6700405,Y25H6700405P02,Y25H6700405P02JTW1257,Weekday,FROM_HOME,Y25H6700405P02S01,522,Moonee Valley (C),TO_WORK,Y25H6700405P02S04,562.0,Melbourne (C),Vehicle Driver,Walking,Tram,Walking,,,,,,,,,,,,Change Mode,Change Mode,Change Mode,Work Related,,,,,,,,,,,,Transport Feature,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,522.0,547.0,555.0,556.0,,,,,,,,,,,,539.0,549.0,556.0,562.0,,,,,,,,,,,,7.69036,0.18657,0.21466,0.281,,,,,,,,,,,,17.0,2.0,1.0,6.0,,,,,,,,,,,,Vehicle Driver,26,8.37259,40.0,272.699824326,MELB - Inner,Greater Melbourne
Y25H6700406,Y25H6700406P01,Y25H6700406P01JTW1258,Weekend,FROM_HOME,Y25H6700406P01S01,380,Moonee Valley (C),TO_WORK,Y25H6700406P01S01,395.0,Melbourne (C),Vehicle Passenger,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,380.0,,,,,,,,,,,,,,,395.0,,,,,,,,,,,,,,,7.82194,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Passenger,15,7.82194,15.0,803.706262127,MELB - Inner,Greater Melbourne
Y25H6700406,Y25H6700406P02,Y25H6700406P02JTW1259,Weekend,FROM_HOME,Y25H6700406P02S01,780,Moonee Valley (C),TO_WORK,Y25H6700406P02S03,850.0,Bayside (C),Walking,Train,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Work Related,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,,780.0,792.0,840.0,,,,,,,,,,,,,787.0,840.0,850.0,,,,,,,,,,,,,0.60203,22.83552,2.30449,,,,,,,,,,,,,7.0,48.0,10.0,,,,,,,,,,,,,Train,65,25.74204,70.0,875.527448554,MELB - Inner,Greater Melbourne
Y25H6700409,Y25H6700409P01,Y25H6700409P01JTW1260,Weekday,FROM_HOME,Y25H6700409P01S01,510,Moonee Valley (C),TO_WORK,Y25H6700409P01S03,580.0,Hume (C),Vehicle Driver,Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,Pick-up or Drop-off Someone,Pick-up or Drop-off Someone,Work Related,,,,,,,,,,,,,Accommodation,Place of education,Place of work,,,,,,,,,,,,,510.0,526.0,540.0,,,,,,,,,,,,,525.0,530.0,580.0,,,,,,,,,,,,,3.67759,0.95617,18.42326,,,,,,,,,,,,,15.0,4.0,40.0,,,,,,,,,,,,,Vehicle Driver,59,23.05702,70.0,364.701067702,MELB - Inner,Greater Melbourne
Y25H6700414,Y25H6700414P01,Y25H6700414P01JTW1261,Weekend,FROM_HOME,Y25H6700414P01S01,638,Moonee Valley (C),TO_WORK,Y25H6700414P01S01,643.0,Moonee Valley (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Transport Feature,,,,,,,,,,,,,,,638.0,,,,,,,,,,,,,,,643.0,,,,,,,,,,,,,,,1.5771,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Driver,5,1.5771,5.0,816.796866989,MELB - Inner,Greater Melbourne
Y25H6700416,Y25H6700416P01,Y25H6700416P01JTW1262,Weekday,FROM_HOME,Y25H6700416P01S01,380,Moonee Valley (C),TO_WORK,Y25H6700416P01S03,452.0,Stonnington (C),Walking,Train,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Work Related,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,,380.0,391.0,440.0,,,,,,,,,,,,,387.0,440.0,452.0,,,,,,,,,,,,,0.60203,25.15708,1.39615,,,,,,,,,,,,,7.0,49.0,12.0,,,,,,,,,,,,,Train,68,27.15526,72.0,693.311370756,MELB - Inner,Greater Melbourne
Y25H6700416,Y25H6700416P02,Y25H6700416P02JTW1263,Weekday,FROM_HOME,Y25H6700416P02S01,460,Moonee Valley (C),TO_WORK,Y25H6700416P02S03,478.0,Moonee Valley (C),Walking,Tram,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Work Related,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,,460.0,466.0,476.0,,,,,,,,,,,,,461.0,476.0,478.0,,,,,,,,,,,,,0.05155,1.78212,0.39666,,,,,,,,,,,,,1.0,10.0,2.0,,,,,,,,,,,,,Tram,13,2.23033,18.0,874.145897438,MELB - Inner,Greater Melbourne
Y25H6700418,Y25H6700418P01,Y25H6700418P01JTW1264,Weekday,FROM_HOME,Y25H6700418P01S01,1140,Moonee Valley (C),TO_WORK,Y25H6700418P01S03,1177.0,Melbourne (C),Walking,Tram,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Work Related,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,,1140.0,1155.0,1175.0,,,,,,,,,,,,,1142.0,1175.0,1177.0,,,,,,,,,,,,,0.11248,6.37648,0.13299,,,,,,,,,,,,,2.0,20.0,2.0,,,,,,,,,,,,,Tram,24,6.62195,37.0,597.64213083,MELB - Inner,Greater Melbourne
Y25H6700418,Y25H6700418P02,Y25H6700418P02JTW1265,Weekday,FROM_HOME,Y25H6700418P02S01,500,Moonee Valley (C),TO_WORK,Y25H6700418P02S01,530.0,Hobsons Bay (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,,,11.97293,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Driver,30,11.97293,30.0,561.390070752,MELB - Inner,Greater Melbourne
