persid,hhid,persno,travdow,agegroup,sex,relationship,carlicence,mbikelicence,otherlicence,nolicence,fulltimework,parttimework,casualwork,anywork,studying,activities,mainact,emptype,anzsco1,anzsco2,anzsic1,anzsic2,startplace,numstops,persinc,anywfh,wfhmon,wfhtue,wfhwed,wfhthu,wfhfri,wfhsat,wfhsun,wfhtravday,faretype,anytoll,anyvehwalk,anypaidpark,perspoststratweight,perspoststratweight_GROUP_1,perspoststratweight_GROUP_2,perspoststratweight_GROUP_3,perspoststratweight_GROUP_4,perspoststratweight_GROUP_5,perspoststratweight_GROUP_6,perspoststratweight_GROUP_7,perspoststratweight_GROUP_8,perspoststratweight_GROUP_9,perspoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType
Y25H6611133P05,Y25H6611133,5,Friday,10->14,Male,Child,No Car Licence,No,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Secondary,No other activity,Secondary School,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,9,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,1778.581139141,1798.605519492,2317.575589715,1781.610994447,1763.17554801,0.0,2056.086984879,1678.730727854,1882.42456057,2303.380296949,2125.689188602,Geelong SA4,Geelong SA4,Weekday
Y25H6611136P01,Y25H6611136,1,Monday,80->84,Female,Self,Full Licence,No,No,No,No,No,No,No,No Study,Retired,Retired,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,3,"$300-$399 ($15,600-$20,799)",Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,775.170208566,805.555679078,697.299560324,882.679579441,780.228615875,0.0,1120.768122139,797.308444017,945.2965576,1060.666211127,876.032891876,Geelong SA4,Geelong SA4,Weekday
Y25H6611136P02,Y25H6611136,2,Monday,65->69,Female,Child,Full Licence,No,No,No,No,No,No,No,No Study,Unemployed,Unemployed,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,5,"$300-$399 ($15,600-$20,799)",Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,789.102297389,864.895497887,763.578338621,831.007450253,756.598921386,0.0,1116.865596578,816.435273668,824.121902663,1121.890996001,929.884312087,Geelong SA4,Geelong SA4,Weekday
Y25H6611136P03,Y25H6611136,3,Monday,60->64,Female,Child,Full Licence,No,No,No,No,No,Yes,Yes,No Study,No other activity,Casual Work,Paid Employee,Community and Personal Service Workers,Carers and Aides,Health Care and Social Assistance,Residential Care Services,At Home,9,"$800-$999 ($41,600-$51,999)",No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,489.921246218,538.202008288,592.849839786,476.846337692,474.761347665,0.0,564.303172258,548.909414506,491.885413994,599.888913741,596.423998282,Geelong SA4,Geelong SA4,Weekday
Y25H6620202P01,Y25H6620202,1,Tuesday,60->64,Female,Self,No Car Licence,No,No,Yes,No,No,No,No,No Study,Unemployed,Unemployed,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,2,"$150-$299 ($7,800-$15,599)",Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,2568.144432642,2724.903957255,3025.237914684,3494.997935187,3754.742964859,0.0,2459.305429407,2933.022922596,2558.085082705,2869.064993666,2691.969114494,MELB - Inner,Greater Melbourne,Weekday
Y25H6620204P01,Y25H6620204,1,Thursday,20->24,Female,Self,Full Licence,No,No,No,No,No,Yes,Yes,Full-time TAFE/Uni,No other activity,Full-time TAFE/Uni,Paid Employee,Professionals,Education Professionals,Education and Training,Adult Community and Other Education,At Home,2,"$1-$149 ($1-$7,799)",No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,3225.271344277,3401.136743546,3694.253154362,4240.127164024,4680.941336148,0.0,4576.26341939,3631.654070597,3702.143326152,4065.058392662,3701.346519802,MELB - Inner,Greater Melbourne,Weekday
Y25H6620208P01,Y25H6620208,1,Monday,30->34,Male,Self,Full Licence,No,No,No,No,Yes,No,Yes,No Study,No other activity,Part-time Work,Self-Employed,Professionals,Business Human Resource and Marketing Professionals,Health Care and Social Assistance,Medical and Other Health Care Services,At another location,0,"$1,500-$1,749 ($78,000-$90,999)",Yes,No,Yes,Yes,Yes,Yes,No,No,No,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,2978.215944116,2983.067022808,3315.760273266,3916.873058639,3164.635367421,0.0,3206.801633857,3256.97326972,2965.505690049,3026.788403304,2897.544488952,MELB - Inner,Greater Melbourne,Weekday
Y25H6620211P01,Y25H6620211,1,Thursday,30->34,Male,Self,Full Licence,No,No,No,No,No,Yes,Yes,No Study,No other activity,Casual Work,Paid Employee,Professionals,Design Engineering Science and Transport Professionals,Agriculture Forestry and Fishing,Agriculture,At Home,8,"$800-$999 ($41,600-$51,999)",No,No,No,No,No,No,No,No,No,Full Adult,No,No,No,2191.166557987,2164.538784071,2342.731020211,3106.830501207,2466.279115209,0.0,2308.514647147,2323.878784892,2174.674147014,2039.75672179,2156.821651134,MELB - Inner,Greater Melbourne,Weekday
Y25H6620211P02,Y25H6620211,2,Thursday,25->29,Male,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Education Professionals,Arts and Recreation Services,Creative and Performing Arts Activities,At Home,10,"$650-$799 ($33,800-$41,599)",No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,1489.733436013,1457.67631617,1521.291655453,1863.426696411,1771.157563551,0.0,1629.617376869,1490.297537837,1473.639537877,1382.940453052,1534.103899256,MELB - Inner,Greater Melbourne,Weekday
Y25H6620216P01,Y25H6620216,1,Tuesday,25->29,Male,Self,Learners Permit,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Business Human Resource and Marketing Professionals,Financial and Insurance Services,Finance,At Home,13,"$1,750-$1,999 ($91,000-$103,999)",Yes,Yes,Yes,Yes,No,Yes,No,No,No,Full Adult,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,1497.438977159,1471.725852017,1539.576167917,1861.834675432,1697.852479375,0.0,1686.014885609,1496.473052052,1443.131206064,1405.18295382,1572.861906766,MELB - Inner,Greater Melbourne,Weekday
Y25H6620216P02,Y25H6620216,2,Tuesday,25->29,Male,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Self-Employed,Professionals,Arts and Media Professionals,Information Media and Telecommunications,Motion Picture and Sound Recording Activities,At Home,4,"$1,500-$1,749 ($78,000-$90,999)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not applicable,No,No,No,1497.438977159,1471.725852017,1539.576167917,1861.834675432,1697.852479375,0.0,1686.014885609,1496.473052052,1443.131206064,1405.18295382,1572.861906766,MELB - Inner,Greater Melbourne,Weekday
Y25H6620217P01,Y25H6620217,1,Wednesday,45->49,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Sales Workers,Sales Representatives and Agents,Construction,Construction Services,At Home,4,"$1,500-$1,749 ($78,000-$90,999)",No,No,No,No,No,No,No,No,No,Not applicable,Yes,No,No,1786.147695429,1641.018005441,1732.59634882,2065.838819173,1950.121141863,0.0,1981.562539006,1836.42179481,1744.14473024,1658.664523704,1665.961353621,MELB - Inner,Greater Melbourne,Weekday
Y25H6620217P02,Y25H6620217,2,Wednesday,45->49,Female,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Community and Personal Service Workers,Hospitality Workers,Accommodation and Food Services,Accommodation,At Home,10,"$1,250-$1,499 ($65,000-$77,999)",No,No,No,No,No,No,No,No,No,Full Adult,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,2505.961842338,2855.62217502,2542.608665369,2617.777245734,2514.458292414,0.0,2950.408767702,2435.501215113,2387.821887277,2194.944213376,2191.073684763,MELB - Inner,Greater Melbourne,Weekday
Y25H6620218P01,Y25H6620218,1,Thursday,35->39,Male,Self,Learners Permit,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Managers,Chief Executives General Managers and Legislators,Public Administration and Safety,Public Administration,At Home,6,"$3,000-$3,499 ($156,000-$181,999)",Yes,Yes,No,No,No,No,No,No,Yes,Full Adult,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,1974.206241283,2322.20351282,2071.637210562,2657.128209697,2716.305685922,0.0,2008.138510165,2011.65477997,1909.507615547,1563.031819686,2105.17615934,MELB - Inner,Greater Melbourne,Weekday
Y25H6620218P02,Y25H6620218,2,Thursday,30->34,Male,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,ICT Professionals,Transport Postal and Warehousing,Transport Support Services,At Home,2,"$3,000-$3,499 ($156,000-$181,999)",Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not applicable,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,2191.166557987,2164.538784071,2342.731020211,3106.830501207,2466.279115209,0.0,2308.514647147,2323.878784892,2174.674147014,2039.75672179,2156.821651134,MELB - Inner,Greater Melbourne,Weekday
Y25H6620219P01,Y25H6620219,1,Friday,40->44,Female,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Business Human Resource and Marketing Professionals,Professional Scientific and Technical Services,Professional Scientific and Technical Services (Except Computer System Design and Related Services),At Home,2,"$1,000-$1,249 ($52,000-$64,999)",Yes,Yes,No,No,Yes,Yes,No,No,Yes,Not applicable,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,3860.308423067,4365.635611677,3911.80641099,3825.191009622,4671.503289287,0.0,4077.134451035,4153.289028858,3776.457362092,3817.23766722,4030.267770875,MELB - Inner,Greater Melbourne,Weekday
Y25H6620219P02,Y25H6620219,2,Friday,40->44,Male,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Business Human Resource and Marketing Professionals,Financial and Insurance Services,Finance,At Home,2,"$1,750-$1,999 ($91,000-$103,999)",Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not applicable,No,No,No,3456.588729538,3639.660070245,3414.216209082,3386.086436672,4652.686851633,0.0,3593.193477014,3907.172919836,3378.547612179,3378.320923561,3641.057038718,MELB - Inner,Greater Melbourne,Weekday
Y25H6620219P03,Y25H6620219,3,Friday,10->14,Male,Child,No Car Licence,No,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Primary,No other activity,Primary School,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,4,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,2012.375364253,2203.624020431,2045.208483116,1710.676053293,2411.917864449,0.0,2648.11068985,2212.916910419,1991.446429451,2135.20710807,1986.502173463,MELB - Inner,Greater Melbourne,Weekday
Y25H6620230P01,Y25H6620230,1,Tuesday,65->69,Male,Self,Full Licence,No,No,No,No,No,No,No,No Study,Retired,Retired,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,0,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,781.180550421,759.208726905,795.566180707,802.698378071,776.619319299,0.0,2524.731545724,797.459620228,685.990528985,1175.022087845,753.796310548,MELB - Inner,Greater Melbourne,Weekday
Y25H6620232P01,Y25H6620232,1,Thursday,45->49,Female,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Legal Social and Welfare Professionals,Public Administration and Safety,Public Administration,At another location,3,"$3,000-$3,499 ($156,000-$181,999)",Yes,No,Yes,Yes,No,No,No,No,No,Not applicable,No,No,No,834.105120342,884.982371175,864.149385012,827.032815429,864.915343927,0.0,1499.140576529,701.900215792,905.473847771,1311.005619892,880.473377912,MELB - Inner,Greater Melbourne,Weekday
Y25H6620232P02,Y25H6620232,2,Thursday,20->24,Female,Other relative,Green Probationary Licence,No,No,No,No,No,Yes,Yes,Full-time TAFE/Uni,No other activity,Full-time TAFE/Uni,Self-Employed,Community and Personal Service Workers,Carers and Aides,Health Care and Social Assistance,Social Assistance Services,At Home,11,"$150-$299 ($7,800-$15,599)",No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,2881.855807735,2834.321914278,2623.975313567,3455.880148252,2981.351593549,0.0,3796.921645265,3339.604315225,2397.667857932,5210.83047212,2842.592816135,MELB - Inner,Greater Melbourne,Weekday
Y25H6620233P01,Y25H6620233,1,Friday,55->59,Female,Self,Full Licence,No,No,No,No,No,No,No,No Study,Retired,Retired,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,2,"$3,000-$3,499 ($156,000-$181,999)",Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,1398.874133174,1234.066156912,1393.249317834,1497.420941814,1410.721340026,0.0,2082.998768551,1503.532914676,1228.770672459,2365.73451391,1371.67463117,MELB - Inner,Greater Melbourne,Weekday
Y25H6620235P01,Y25H6620235,1,Sunday,75->79,Male,Self,Full Licence,No,No,No,No,No,No,No,No Study,Retired,Retired,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,2,"$1,500-$1,749 ($78,000-$90,999)",Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,Yes,No,No,345.062074683,327.019622795,383.507567014,344.192807259,338.609301646,0.0,947.898692256,295.906566483,316.665664645,468.368977922,398.173345387,MELB - Inner,Greater Melbourne,Weekend
Y25H6620235P02,Y25H6620235,2,Sunday,75->79,Female,Spouse,Full Licence,No,No,No,No,No,No,No,No Study,Retired,Retired,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,2,"$1,500-$1,749 ($78,000-$90,999)",Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,373.779365916,361.778102972,409.698065227,362.293791462,364.812251694,0.0,688.920115849,330.511522443,356.412560038,502.64190432,427.92622059,MELB - Inner,Greater Melbourne,Weekend
Y25H6620239P01,Y25H6620239,1,Thursday,75->79,Female,Self,Full Licence,No,No,No,No,No,No,No,No Study,Retired,Retired,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,4,"$1,500-$1,749 ($78,000-$90,999)",Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,324.772696762,290.074198075,324.968997244,349.721590098,334.025525359,0.0,584.650708487,295.877183023,307.350789297,475.378118199,355.307952535,MELB - Inner,Greater Melbourne,Weekday
Y25H6620239P02,Y25H6620239,2,Thursday,75->79,Male,Spouse,Full Licence,No,No,No,No,No,No,No,No Study,Retired,Retired,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,4,"$1,500-$1,749 ($78,000-$90,999)",Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,299.820564654,262.204799179,304.194918321,332.248740364,310.033858097,0.0,804.43237068,264.89848427,273.075230462,442.964188687,330.604083825,MELB - Inner,Greater Melbourne,Weekday
Y25H6620241P01,Y25H6620241,1,Saturday,55->59,Male,Self,Full Licence,No,No,No,No,No,No,No,No Study,Retired,Retired,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,9,"$400-$499 ($20,800-$25,999)",Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,Yes,No,1353.947929711,1049.593907536,1286.294441729,1397.772606443,1354.973731567,0.0,3221.174091929,1415.227847508,1378.829375048,2310.814985372,1359.817520603,MELB - Inner,Greater Melbourne,Weekend
Y25H6620241P02,Y25H6620241,2,Saturday,50->54,Female,Spouse,Full Licence,No,No,No,No,No,No,No,No Study,Retired,Retired,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,11,"$400-$499 ($20,800-$25,999)",Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,Yes,No,2140.267439872,1748.153224766,1977.287087691,2233.709055786,2130.972567641,0.0,4766.228457477,2340.400066823,2058.221368913,3110.178990006,2115.991794561,MELB - Inner,Greater Melbourne,Weekend
Y25H6620302P01,Y25H6620302,1,Tuesday,55->59,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Design Engineering Science and Transport Professionals,Transport Postal and Warehousing,Air and Space Transport,At Home,4,"$3,000-$3,499 ($156,000-$181,999)",No,No,No,No,No,No,No,No,No,Not applicable,No,Yes,No,1302.811089293,0.0,1239.289817773,1603.166343392,1741.571736489,1086.801147082,1295.253876604,1228.135607323,1273.194480883,1489.745170053,1922.968810313,MELB - Middle,Greater Melbourne,Weekday
Y25H6620302P02,Y25H6620302,2,Tuesday,55->59,Female,Spouse,Full Licence,No,No,No,No,Yes,No,Yes,No Study,No other activity,Part-time Work,Paid Employee,Clerical and Administrative Workers,Clerical and Office Support Workers,Wholesale Trade,Wholesale Trade (NEC),At Home,4,"$650-$799 ($33,800-$41,599)",No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,1659.647763496,0.0,1587.804423033,2362.847955515,2122.448289493,1380.999233187,1666.255322838,1553.309632147,1619.88710146,1803.677753579,2098.753662638,MELB - Middle,Greater Melbourne,Weekday
Y25H6620302P03,Y25H6620302,3,Tuesday,15->19,Male,Child,Green Probationary Licence,No,No,No,No,No,Yes,Yes,Full-time TAFE/Uni,No other activity,Full-time TAFE/Uni,Paid Employee,Community and Personal Service Workers,Hospitality Workers,Accommodation and Food Services,Food and Beverage Services,At Home,10,"$1-$149 ($1-$7,799)",No,No,No,No,No,No,No,No,No,Full Adult,No,No,No,2004.528072797,0.0,1966.421053132,2208.165240128,2117.261971449,1521.512857373,1879.183290118,1823.334533589,1912.269169614,2453.779133717,2700.743910718,MELB - Middle,Greater Melbourne,Weekday
Y25H6620302P04,Y25H6620302,4,Tuesday,15->19,Female,Child,Learners Permit,No,No,No,No,No,Yes,Yes,Secondary,No other activity,Secondary School,Paid Employee,Sales Workers,Sales Assistants and Salespersons,Retail Trade,Other Store-Based Retailing,At Home,2,"$1-$149 ($1-$7,799)",No,No,No,No,No,No,No,No,No,Not applicable,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,1653.865161169,0.0,1545.812459201,1728.555082681,3559.233464791,1456.999188261,1537.181633604,1495.727041447,1583.996915531,1668.274081112,2059.589564424,MELB - Middle,Greater Melbourne,Weekday
Y25H6620304P01,Y25H6620304,1,Thursday,45->49,Female,Self,Full Licence,No,No,No,No,No,Yes,Yes,No Study,No other activity,Casual Work,Paid Employee,Professionals,Health Professionals,Health Care and Social Assistance,Medical and Other Health Care Services,At Home,7,Negative income,No,No,No,No,No,No,No,No,No,Not applicable,Yes,No,No,1032.111606701,0.0,956.314058943,1334.438606494,1013.25751966,1469.671468406,1132.621451099,987.555413876,1022.213332534,1182.983698358,1105.454387852,MELB - Middle,Greater Melbourne,Weekday
Y25H6620304P02,Y25H6620304,2,Thursday,15->19,Female,Child,Red Probationary Licence,No,No,No,No,No,No,No,Full-time TAFE/Uni,No other activity,Full-time TAFE/Uni,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,0,"$1-$149 ($1-$7,799)",Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,1742.65379952,0.0,1746.38113968,3011.372018533,1722.278737889,1563.325124752,1755.148425417,1751.593790448,1817.068622852,2563.465736662,2010.595880081,MELB - Middle,Greater Melbourne,Weekday
Y25H6620304P03,Y25H6620304,3,Thursday,5->9,Female,Grandchild,No Car Licence,No,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Primary,No other activity,Primary School,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,2,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,1787.433412979,0.0,1657.133948085,2309.628271109,2175.210387372,1902.429428047,1875.394303253,1702.655416386,1745.241761142,2087.948103774,2053.812846387,MELB - Middle,Greater Melbourne,Weekday
Y25H6620307P01,Y25H6620307,1,Sunday,45->49,Male,Self,Full Licence,No,No,No,No,Yes,No,Yes,No Study,No other activity,Part-time Work,Paid Employee,Professionals,Business Human Resource and Marketing Professionals,Professional Scientific and Technical Services,Professional Scientific and Technical Services (NEC),At another location,8,"$3,000-$3,499 ($156,000-$181,999)",Yes,No,Yes,No,Yes,Yes,No,No,No,Not applicable,Yes,No,No,762.109683004,0.0,770.575166248,1012.162898783,880.238274293,1003.597790027,786.069724977,733.023737818,756.637667523,907.338655993,914.818786105,MELB - Middle,Greater Melbourne,Weekend
Y25H6620307P02,Y25H6620307,2,Sunday,40->44,Female,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Managers,Chief Executives General Managers and Legislators,Retail Trade,Other Store-Based Retailing,At Home,4,"$3,000-$3,499 ($156,000-$181,999)",No,No,No,No,No,No,No,No,Yes,Not applicable,No,No,No,1432.578258027,0.0,1435.232978487,2224.884007909,1819.959256455,1811.99721171,1391.896026477,1396.987101405,1415.819517959,1535.924955481,1689.817386858,MELB - Middle,Greater Melbourne,Weekend
Y25H6620307P03,Y25H6620307,3,Sunday,10->14,Female,Child,No Car Licence,No,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Primary,No other activity,Primary School,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,4,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,834.026093177,0.0,859.743637512,1124.027949336,943.453188059,902.508636639,1025.799131177,791.215654839,834.538697523,970.753802439,921.937194626,MELB - Middle,Greater Melbourne,Weekend
Y25H6620307P04,Y25H6620307,4,Sunday,5->9,Male,Child,No Car Licence,No,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Primary,No other activity,Primary School,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At another location,4,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,Yes,No,No,1319.838186988,0.0,1335.279195783,1751.837839988,1889.651347713,1299.116170324,1301.574045549,1263.814485748,1291.820027569,1601.438827002,1699.632834848,MELB - Middle,Greater Melbourne,Weekend
Y25H6620312P01,Y25H6620312,1,Friday,65->69,Male,Self,Full Licence,No,No,No,No,No,Yes,Yes,No Study,No other activity,Casual Work,Self-Employed,Managers,Specialist Managers,Construction,Construction (NEC),At Home,2,"$2,000-$2,999 ($104,000-$155,999)",Yes,No,Yes,Yes,No,Yes,No,No,Yes,Not applicable,No,No,No,748.730772247,0.0,735.349130018,630.570918237,1040.680819881,658.680488469,728.41510798,751.166493815,728.704706849,702.394046402,947.035280205,MELB - Middle,Greater Melbourne,Weekday
Y25H6620312P02,Y25H6620312,2,Friday,60->64,Female,Spouse,Full Licence,No,No,No,No,No,No,No,No Study,Retired,Retired,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,8,"$800-$999 ($41,600-$51,999)",Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,1264.250915393,0.0,1252.470421213,1594.335986417,2263.903244301,986.798434102,1213.068225063,1332.201560108,1301.361262469,1461.741336331,1375.042106113,MELB - Middle,Greater Melbourne,Weekday
Y25H6620312P03,Y25H6620312,3,Friday,30->34,Male,Child,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Design Engineering Science and Transport Professionals,Professional Scientific and Technical Services,Professional Scientific and Technical Services (Except Computer System Design and Related Services),At Home,2,"$3,000-$3,499 ($156,000-$181,999)",Yes,Yes,No,Yes,No,Yes,No,No,Yes,Not applicable,No,No,No,971.2670523,0.0,1035.173057945,1033.460356021,1080.91637589,912.027133614,990.850654939,1017.386191539,980.188085262,1078.156473929,1187.588165558,MELB - Middle,Greater Melbourne,Weekday
Y25H6620316P01,Y25H6620316,1,Tuesday,55->59,Female,Self,Full Licence,No,No,No,No,No,No,No,No Study,Retired,Retired,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,Refused to complete diary/Missing,"$150-$299 ($7,800-$15,599)",Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,MELB - Middle,Greater Melbourne,Weekday
Y25H6620316P02,Y25H6620316,2,Tuesday,25->29,Male,Child,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Self-Employed,Professionals,Business Human Resource and Marketing Professionals,Financial and Insurance Services,Auxiliary Finance and Insurance Services,At Home,3,"$3,000-$3,499 ($156,000-$181,999)",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Not applicable,No,No,No,1647.480292484,0.0,1630.216374134,1507.388903569,1712.331899088,1748.050735744,1759.2650676,1561.097683932,1595.955133702,1963.951827443,2538.01207735,MELB - Middle,Greater Melbourne,Weekday
