hhid,surveyperiod,hhsize,dwelltype,owndwell,totalbikes,totalvehs,travmonth,travdow,homelga,youngestgroup_5,aveagegroup_5,oldestgroup_5,hhinc_group,hhpoststratweight,hhpoststratweight_GROUP_1,hhpoststratweight_GROUP_2,hhpoststratweight_GROUP_3,hhpoststratweight_GROUP_4,hhpoststratweight_GROUP_5,hhpoststratweight_GROUP_6,hhpoststratweight_GROUP_7,hhpoststratweight_GROUP_8,hhpoststratweight_GROUP_9,hhpoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType
Y25H6690205,2024-25,3,Separate House,Being Purchased,0,2,May,Friday,Monash (C),25->29,35->39,55->59,"$1,000-$1,249 ($52,000-$64,999)",593.498079802,612.570891669,657.410386618,622.863613632,716.682798505,721.311962638,653.263217941,728.190246344,0.0,568.014140715,730.264872639,MELB - Middle,Greater Melbourne,Weekday
Y25H6690206,2024-25,4,"Unit, Flat or Apartment",Occupied Rent-Free,1,2,May,Saturday,Monash (C),15->19,35->39,50->54,"$1,000-$1,249 ($52,000-$64,999)",486.566420646,512.552092481,439.899219117,437.666292434,574.291930428,593.125675789,600.361367476,569.734325714,0.0,484.819403478,675.08706872,MELB - Middle,Greater Melbourne,Weekend
Y25H6690208,2024-25,2,Terrace or Townhouse,Being Purchased,0,2,May,Monday,Monash (C),20->24,20->24,20->24,"$800-$999 ($41,600-$51,999)",581.504307963,697.318145626,530.824519936,610.288972138,725.937840232,699.205007692,648.644230828,655.966159993,0.0,581.630544903,709.098036433,MELB - Middle,Greater Melbourne,Weekday
Y25H6690209,2024-25,1,Separate House,Fully Owned,0,0,May,Tuesday,Monash (C),75->79,75->79,75->79,,656.033038215,849.24355482,518.624222794,678.425639206,843.418481819,722.36888775,809.270341452,797.336410475,0.0,666.2189803,749.216092432,MELB - Middle,Greater Melbourne,Weekday
Y25H6690210,2024-25,1,Terrace or Townhouse,Fully Owned,Missing/Refused,2,May,Wednesday,Monash (C),80->84,80->84,80->84,"$1,000-$1,249 ($52,000-$64,999)",763.443259899,776.905135191,692.089229564,954.704238288,1002.267643897,897.947728311,865.374234383,821.172851062,0.0,774.374996582,910.915115057,MELB - Middle,Greater Melbourne,Weekday
Y25H6690213,2024-25,1,"Unit, Flat or Apartment",Fully Owned,0,1,May,Saturday,Monash (C),80->84,80->84,80->84,"$1,000-$1,249 ($52,000-$64,999)",806.912433201,827.233162997,845.523395917,844.824173795,1116.061969912,948.832093946,883.947954288,800.279879219,0.0,821.109086375,992.113498434,MELB - Middle,Greater Melbourne,Weekend
Y25H6690214,2024-25,3,Terrace or Townhouse,Being Purchased,0,2,May,Sunday,Monash (C),0->4,25->29,40->44,"$1,500-$1,749 ($78,000-$90,999)",657.989380383,655.528269461,748.869169913,675.300482643,778.127772383,811.036559643,746.167277303,827.140273059,0.0,612.391858526,822.410407888,MELB - Middle,Greater Melbourne,Weekend
Y25H6690216,2024-25,1,Terrace or Townhouse,Being Purchased,0,1,May,Tuesday,Monash (C),60->64,60->64,60->64,"$3,500-$3,999 ($182,000-$207,999)",759.641041655,813.051464076,779.58331778,853.153008052,1048.432067454,876.55025094,821.887892653,745.727382142,0.0,774.001843942,946.271603907,MELB - Middle,Greater Melbourne,Weekday
Y25H6690217,2024-25,3,Separate House,Being Rented,1,2,May,Wednesday,Monash (C),0->4,20->24,35->39,"$2,500-$2,999 ($130,000-$155,999)",531.066065829,532.872423059,564.140922024,570.526030853,634.796629827,689.005569715,594.65729996,632.605356326,0.0,512.649486165,651.840022968,MELB - Middle,Greater Melbourne,Weekday
Y25H6690219,2024-25,2,Separate House,Fully Owned,0,1,May,Friday,Monash (C),65->69,65->69,70->74,"$1,250-$1,499 ($65,000-$77,999)",565.845953148,672.643930332,597.004987336,558.931396624,753.912449721,736.823835737,585.404065629,581.624714385,0.0,577.038072586,656.348988918,MELB - Middle,Greater Melbourne,Weekday
Y25H6690221,2024-25,2,Terrace or Townhouse,Fully Owned,Missing/Refused,1,May,Sunday,Monash (C),60->64,60->64,65->69,"$1,500-$1,749 ($78,000-$90,999)",627.332489817,719.814012729,680.060185237,605.986019481,818.549316793,828.477967583,668.657511667,660.658704905,0.0,622.120810701,739.167745728,MELB - Middle,Greater Melbourne,Weekend
Y25H6690222,2024-25,1,Separate House,Fully Owned,0,1,May,Monday,Monash (C),65->69,65->69,65->69,"$300-$399 ($15,600-$20,799)",669.403260961,723.141758193,692.763173244,721.355438698,930.288838848,756.0834648,725.971466986,0.0,771.755862198,652.490170872,843.817151416,MELB - Middle,Greater Melbourne,Weekday
Y25H6690223,2024-25,2,Separate House,Fully Owned,0,1,May,Tuesday,Monash (C),80->84,80->84,85->89,"$1,750-$1,999 ($91,000-$103,999)",511.355767748,614.498323244,520.698018173,509.639348814,670.44069386,661.846319337,540.664791239,0.0,546.846273418,531.487083754,616.964786956,MELB - Middle,Greater Melbourne,Weekday
Y25H6690224,2024-25,1,Separate House,Fully Owned,0,0,May,Wednesday,Monash (C),80->84,80->84,80->84,"$500-$649 ($26,000-$33,799)",553.484913369,689.032111141,434.782105796,580.705710664,715.792396363,654.547135463,679.634796663,0.0,610.321084332,556.244745529,606.202802143,MELB - Middle,Greater Melbourne,Weekday
Y25H6690225,2024-25,2,Separate House,Fully Owned,0,1,May,Thursday,Monash (C),65->69,75->79,80->84,"$1,250-$1,499 ($65,000-$77,999)",508.724426526,608.632138174,514.514037411,510.075132155,699.387090614,663.34510185,522.579454301,0.0,558.406807547,523.074227736,601.761719386,MELB - Middle,Greater Melbourne,Weekday
Y25H6690226,2024-25,2,Separate House,Fully Owned,0,2,May,Friday,Monash (C),85->89,85->89,90->94,"$650-$799 ($33,800-$41,599)",574.331015446,674.99999348,538.684445692,622.619004945,723.595987243,709.793140335,625.375578332,0.0,634.70003048,589.170050936,665.367932607,MELB - Middle,Greater Melbourne,Weekday
Y25H6690228,2024-25,4,Separate House,Fully Owned,2,2,May,Sunday,Monash (C),15->19,35->39,55->59,"$2,500-$2,999 ($130,000-$155,999)",478.822506904,502.80952094,451.364409087,447.794890968,561.235289665,584.431707187,588.233904296,0.0,520.525218761,455.804839697,657.313657637,MELB - Middle,Greater Melbourne,Weekend
Y25H6690229,2024-25,2,Separate House,Being Purchased,0,2,May,Monday,Monash (C),60->64,60->64,60->64,"$3,500-$3,999 ($182,000-$207,999)",536.77320735,643.67828827,489.991864556,563.343666589,670.096467907,645.4200071,598.748520764,0.0,594.673778149,536.889733757,654.552033631,MELB - Middle,Greater Melbourne,Weekday
Y25H6690230,2024-25,2,Separate House,Fully Owned,0,2,May,Tuesday,Monash (C),75->79,75->79,75->79,"$1,750-$1,999 ($91,000-$103,999)",562.275707763,668.038280387,508.984441804,615.019556369,697.104213629,690.696723137,625.713288286,0.0,603.18603795,587.883153077,677.562761624,MELB - Middle,Greater Melbourne,Weekday
Y25H6690231,2024-25,1,Separate House,Fully Owned,0,1,May,Wednesday,Monash (C),85->89,85->89,85->89,"$800-$999 ($41,600-$51,999)",640.897381138,659.667728508,653.553886707,730.265478211,889.783326029,794.252722635,690.231165275,0.0,729.857223066,646.235654421,765.643588907,MELB - Middle,Greater Melbourne,Weekday
Y25H6690237,2024-25,4,Separate House,Being Purchased,0,4,May,Tuesday,Monash (C),20->24,40->44,55->59,"$6,000-$7,999 ($312,000-$415,999)",794.986993132,927.639634118,817.565123095,709.964495555,902.041700208,986.579561813,1021.01975807,0.0,832.059350162,795.482113443,1012.119065459,MELB - Middle,Greater Melbourne,Weekday
Y25H6690239,2024-25,4,Separate House,Being Purchased,2,2,May,Thursday,Monash (C),5->9,20->24,40->44,"$3,000-$3,499 ($156,000-$181,999)",420.650561361,460.574811613,369.94681789,408.331408234,519.493165976,506.937523936,498.036029342,0.0,459.921438379,415.173506159,579.717367727,MELB - Middle,Greater Melbourne,Weekday
Y25H6690240,2024-25,4,Separate House,Fully Owned,3,2,May,Friday,Monash (C),5->9,20->24,35->39,"$2,500-$2,999 ($130,000-$155,999)",431.891831215,469.85994492,396.239640521,413.023759235,516.917262553,519.77629951,514.993869219,0.0,473.931358489,422.774389877,583.666098913,MELB - Middle,Greater Melbourne,Weekday
Y25H6690242,2024-25,2,Separate House,Fully Owned,Missing/Refused,2,May,Sunday,Monash (C),75->79,75->79,80->84,"$2,500-$2,999 ($130,000-$155,999)",636.739564708,722.335298052,613.626103119,675.035281142,785.633665037,798.084901421,714.313587172,0.0,697.099624862,635.200634312,749.324708545,MELB - Middle,Greater Melbourne,Weekend
Y25H6690303,2024-25,3,Separate House,Fully Owned,2,1,May,Wednesday,Melbourne (C),10->14,35->39,45->49,"$1,250-$1,499 ($65,000-$77,999)",1605.812761317,1788.684416298,1606.620414315,2130.171395547,1588.336445502,1991.543169759,1639.046478246,2099.417213857,0.0,1702.328711098,1665.044045057,MELB - Inner,Greater Melbourne,Weekday
Y25H6690304,2024-25,2,"Unit, Flat or Apartment",Being Rented,1,0,May,Thursday,Melbourne (C),30->34,35->39,35->39,"$2,500-$2,999 ($130,000-$155,999)",2276.524553999,3611.030464576,2076.782741527,2589.375223943,2363.112170741,2530.411029201,2372.188520985,2938.088691227,0.0,2297.725995138,2365.628472505,MELB - Inner,Greater Melbourne,Weekday
Y25H6690306,2024-25,1,Terrace or Townhouse,Being Rented,1,1,May,Saturday,Melbourne (C),40->44,40->44,40->44,"$2,500-$2,999 ($130,000-$155,999)",2263.288122868,3536.360942613,2322.346063216,2502.45800153,2234.5633196,2453.413621712,2232.008576868,3172.303788628,0.0,2301.187513924,2435.17220702,MELB - Inner,Greater Melbourne,Weekend
Y25H6690307,2024-25,2,Separate House,Being Rented,2,0,May,Sunday,Melbourne (C),35->39,35->39,40->44,"$2,000-$2,499 ($104,000-$129,999)",2591.346105534,3942.161951137,2533.839377992,2839.627255458,2552.992090215,2917.228194506,2801.80877128,3564.005214254,0.0,2522.595043625,2682.272414866,MELB - Inner,Greater Melbourne,Weekend
Y25H6690313,2024-25,1,Separate House,Being Purchased,0,1,May,Saturday,Melbourne (C),65->69,65->69,65->69,"$300-$399 ($15,600-$20,799)",2263.288122868,3536.360942613,2322.346063216,2502.45800153,2234.5633196,2453.413621712,2232.008576868,3172.303788628,0.0,2301.187513924,2435.17220702,MELB - Inner,Greater Melbourne,Weekend
Y25H6690316,2024-25,4,Terrace or Townhouse,Being Purchased,4,1,May,Tuesday,Melbourne (C),5->9,25->29,40->44,"$4,000-$4,499 ($208,000-$233,999)",1456.964377686,2067.330123253,1507.975964442,1621.457094811,1443.434826555,1782.625598226,1334.283644268,1910.643815483,0.0,1488.373276577,1560.870920185,MELB - Inner,Greater Melbourne,Weekday
Y25H6690318,2024-25,2,"Unit, Flat or Apartment",Being Rented,Missing/Refused,1,May,Thursday,Melbourne (C),25->29,25->29,25->29,"$4,000-$4,499 ($208,000-$233,999)",2137.064690818,3216.804779801,2036.308215091,2540.647159941,2209.594068952,2285.940217285,2095.026604252,3067.212520231,0.0,2114.093924351,2260.691665629,MELB - Inner,Greater Melbourne,Weekday
Y25H6690321,2024-25,2,"Unit, Flat or Apartment",Being Purchased,2,0,May,Sunday,Melbourne (C),30->34,30->34,30->34,"$1,750-$1,999 ($91,000-$103,999)",2591.346105534,3942.161951137,2533.839377992,2839.627255458,2552.992090215,2917.228194506,2801.80877128,3564.005214254,0.0,2522.595043625,2682.272414866,MELB - Inner,Greater Melbourne,Weekend
Y25H6690323,2024-25,1,"Unit, Flat or Apartment",Fully Owned,0,1,May,Tuesday,Melbourne (C),30->34,30->34,30->34,"$2,500-$2,999 ($130,000-$155,999)",2130.697801247,0.0,2141.232587696,2527.128884037,2099.155695816,2266.513052724,2075.304113468,2956.058075535,2205.776794949,2169.167786094,2322.651908038,MELB - Inner,Greater Melbourne,Weekday
Y25H6690330,2024-25,2,"Unit, Flat or Apartment",Being Rented,Missing/Refused,2,May,Tuesday,Melbourne (C),30->34,35->39,35->39,"$3,500-$3,999 ($182,000-$207,999)",2171.905699484,0.0,2129.443775022,2397.978341319,2141.31163902,2384.338650199,2162.46155484,2836.23025347,2563.887922734,2068.825567453,2461.981466652,MELB - Inner,Greater Melbourne,Weekday
Y25H6690332,2024-25,1,"Unit, Flat or Apartment",Being Rented,0,1,May,Thursday,Melbourne (C),65->69,65->69,65->69,"$800-$999 ($41,600-$51,999)",2119.733628532,0.0,2115.80260589,2529.289785996,2189.787118068,2271.645679484,2005.88480829,2943.859273398,2252.407738887,2134.832245646,2265.417792501,MELB - Inner,Greater Melbourne,Weekday
Y25H6690336,2024-25,1,"Unit, Flat or Apartment",Being Rented,0,0,May,Monday,Melbourne (C),35->39,35->39,35->39,"$1,000-$1,249 ($52,000-$64,999)",2166.796059078,0.0,2102.305173569,2359.187806772,2158.023223836,2344.441800812,2248.591061061,2849.656412148,2374.504319049,2153.085075017,2347.923703108,MELB - Inner,Greater Melbourne,Weekday
Y25H6690337,2024-25,1,"Unit, Flat or Apartment",Fully Owned,0,0,May,Tuesday,Melbourne (C),30->34,30->34,30->34,"$650-$799 ($33,800-$41,599)",2269.742176048,0.0,2183.792635499,2575.597675746,2245.000764062,2508.906218576,2349.856839779,2831.613637808,2408.493370533,2357.583621292,2430.464786025,MELB - Inner,Greater Melbourne,Weekday
Y25H6690339,2024-25,1,"Unit, Flat or Apartment",Being Rented,Missing/Refused,1,May,Thursday,Melbourne (C),25->29,25->29,25->29,"$400-$499 ($20,800-$25,999)",2119.733628532,0.0,2115.80260589,2529.289785996,2189.787118068,2271.645679484,2005.88480829,2943.859273398,2252.407738887,2134.832245646,2265.417792501,MELB - Inner,Greater Melbourne,Weekday
Y25H6690340,2024-25,2,"Unit, Flat or Apartment",Being Rented,0,1,May,Friday,Melbourne (C),20->24,20->24,20->24,"$650-$799 ($33,800-$41,599)",2194.174613138,0.0,2181.032505537,2569.843072879,2198.637811397,2343.834281225,2166.361053164,3275.540609457,2633.029527776,2152.798181365,2276.090313627,MELB - Inner,Greater Melbourne,Weekday
Y25H6690341,2024-25,1,"Unit, Flat or Apartment",Being Rented,0,1,May,Saturday,Melbourne (C),25->29,25->29,25->29,"$2,500-$2,999 ($130,000-$155,999)",2263.288122868,0.0,2322.346063216,2502.45800153,2234.5633196,2453.413621712,2232.008576868,3172.303788628,2584.006425147,2301.187513924,2435.17220702,MELB - Inner,Greater Melbourne,Weekend
Y25H6700404,2024-25,1,"Unit, Flat or Apartment",Being Rented,0,0,May,Thursday,Moonee Valley (C),30->34,30->34,30->34,"$1-$149 ($1-$7,799)",524.382931504,574.107819332,497.9413922,531.939482717,544.51368256,525.506695868,0.0,976.618157102,581.897918113,548.591376294,515.639347344,MELB - Inner,Greater Melbourne,Weekday
Y25H6700405,2024-25,2,"Unit, Flat or Apartment",Being Rented,0,2,May,Friday,Moonee Valley (C),45->49,45->49,50->54,"$3,000-$3,499 ($156,000-$181,999)",515.188904827,556.9663587,520.057824214,500.946915732,516.789140046,512.063474274,0.0,1044.651432235,638.310776159,490.212955983,525.883631792,MELB - Inner,Greater Melbourne,Weekday
Y25H6700406,2024-25,2,"Unit, Flat or Apartment",Being Rented,0,0,May,Saturday,Moonee Valley (C),20->24,25->29,25->29,"$1,250-$1,499 ($65,000-$77,999)",564.473399475,551.07793831,526.015308595,528.659692437,560.673674525,571.127021706,0.0,1096.501781847,757.30410123,585.595533202,553.121382211,MELB - Inner,Greater Melbourne,Weekend
Y25H6700407,2024-25,2,"Unit, Flat or Apartment",Being Rented,0,0,June,Sunday,Moonee Valley (C),25->29,25->29,25->29,"$2,500-$2,999 ($130,000-$155,999)",601.780359565,585.653324633,584.702041214,585.968593451,593.587201465,609.651799109,0.0,1234.312270602,747.105359466,596.429067351,583.438952316,MELB - Inner,Greater Melbourne,Weekend
Y25H6700409,2024-25,1,"Unit, Flat or Apartment",Being Rented,0,1,May,Tuesday,Moonee Valley (C),40->44,40->44,40->44,"$1,750-$1,999 ($91,000-$103,999)",494.805416467,516.36029008,494.105141634,521.483287922,488.067299423,473.66324064,0.0,1023.763585039,521.888184378,512.866590639,505.215498735,MELB - Inner,Greater Melbourne,Weekday
Y25H6700410,2024-25,2,"Unit, Flat or Apartment",Being Rented,0,1,May,Wednesday,Moonee Valley (C),20->24,25->29,30->34,"$3,500-$3,999 ($182,000-$207,999)",455.94557663,424.097767453,431.885585821,485.738034096,452.789537569,467.883744877,0.0,985.502456273,552.001011428,459.384099983,441.918965271,MELB - Inner,Greater Melbourne,Weekday
Y25H6700414,2024-25,2,"Unit, Flat or Apartment",Being Rented,0,1,June,Sunday,Moonee Valley (C),25->29,25->29,30->34,"$4,000-$4,499 ($208,000-$233,999)",564.915302932,521.716012221,573.306752842,574.941564668,555.025180778,550.751458969,0.0,1288.558123371,684.223459136,548.763024948,557.558210106,MELB - Inner,Greater Melbourne,Weekend
Y25H6700416,2024-25,2,"Unit, Flat or Apartment",Being Rented,2,0,May,Tuesday,Moonee Valley (C),25->29,30->34,30->34,"$4,000-$4,499 ($208,000-$233,999)",531.404826002,541.63051556,484.992800268,533.871568581,526.698584484,527.618677097,0.0,1021.756793497,646.454976643,551.999764737,527.563689363,MELB - Inner,Greater Melbourne,Weekday
Y25H6700418,2024-25,2,"Unit, Flat or Apartment",Being Rented,0,1,May,Thursday,Moonee Valley (C),35->39,40->44,50->54,"$3,500-$3,999 ($182,000-$207,999)",496.283979708,477.893206149,469.893072247,524.272838946,513.744936692,477.723192429,0.0,1062.259402742,604.560597943,499.845217241,491.738113398,MELB - Inner,Greater Melbourne,Weekday
Y25H6700419,2024-25,1,"Unit, Flat or Apartment",Being Purchased,0,0,May,Friday,Moonee Valley (C),30->34,30->34,30->34,"$1,750-$1,999 ($91,000-$103,999)",538.396296946,585.681764542,533.331032204,538.052279122,541.813715071,538.815757068,0.0,1042.951022278,599.623430918,558.634838119,519.151612605,MELB - Inner,Greater Melbourne,Weekday
Y25H6700421,2024-25,1,"Unit, Flat or Apartment",Being Rented,0,0,June,Sunday,Moonee Valley (C),70->74,70->74,70->74,"$1,500-$1,749 ($78,000-$90,999)",596.900070757,626.753505246,607.527923966,583.349156742,588.266245589,605.83949876,0.0,1184.672271684,658.574521314,602.279771279,584.658670402,MELB - Inner,Greater Melbourne,Weekend
Y25H6700423,2024-25,2,Terrace or Townhouse,Fully Owned,0,2,May,Tuesday,Moonee Valley (C),80->84,80->84,80->84,"$1,250-$1,499 ($65,000-$77,999)",1116.349096417,1139.026716215,1491.075306721,1121.102087684,0.0,1190.136109008,1409.41610004,1743.444864857,1106.146766659,1222.065425651,1087.454924915,MELB - Middle,Greater Melbourne,Weekday
Y25H6700430,2024-25,3,Separate House,Being Purchased,5,2,May,Tuesday,Moonee Valley (C),0->4,30->34,40->44,"$6,000-$7,999 ($312,000-$415,999)",815.108139245,867.062817558,959.663620035,788.963778593,0.0,828.371361531,1064.716026835,1515.100010798,885.261330505,780.67361819,786.494240502,MELB - Middle,Greater Melbourne,Weekday
Y25H6700432,2024-25,1,Separate House,Fully Owned,0,1,May,Thursday,Moonee Valley (C),80->84,80->84,80->84,"$1,000-$1,249 ($52,000-$64,999)",1113.868651701,1112.210960811,1444.956847937,1177.649587704,0.0,1319.558940356,1209.008610332,1990.888201852,1165.015224771,930.10325416,1180.284071075,MELB - Middle,Greater Melbourne,Weekday
Y25H6700434,2024-25,4,Separate House,Being Purchased,2,2,May,Saturday,Moonee Valley (C),10->14,30->34,50->54,"$5,000-$5,999 ($260,000-$311,999)",1031.469298792,1007.120542048,1219.51445303,1007.36460378,0.0,1070.84655849,1295.760516441,2143.598818732,912.642050506,1096.329295175,959.147172886,MELB - Middle,Greater Melbourne,Weekend
Y25H6700435,2024-25,2,Separate House,Being Purchased,Missing/Refused,1,June,Sunday,Moonee Valley (C),30->34,30->34,30->34,"$2,500-$2,999 ($130,000-$155,999)",859.605107856,852.175049506,1096.203539986,612.630940597,0.0,1035.757068947,1127.061766776,1423.678229189,786.964560826,917.475950273,937.123371996,MELB - Middle,Greater Melbourne,Weekend
Y25H6700436,2024-25,1,Terrace or Townhouse,Fully Owned,0,1,May,Monday,Moonee Valley (C),30->34,30->34,30->34,"$3,500-$3,999 ($182,000-$207,999)",1068.848270317,1081.983163099,1407.757780179,1077.778153357,0.0,1230.272886986,1196.945087892,2011.876388878,1124.795738475,863.087130335,1169.006735931,MELB - Middle,Greater Melbourne,Weekday
Y25H6700437,2024-25,4,Separate House,Being Purchased,1,2,May,Tuesday,Moonee Valley (C),0->4,20->24,40->44,"$5,000-$5,999 ($260,000-$311,999)",971.042681126,989.854937931,1124.407825928,1017.295868866,0.0,989.269677482,1204.787991278,1997.476604081,779.055592707,1033.432597585,914.828530307,MELB - Middle,Greater Melbourne,Weekday
Y25H6700439,2024-25,4,Terrace or Townhouse,Being Purchased,2,1,May,Thursday,Moonee Valley (C),5->9,20->24,35->39,"$3,500-$3,999 ($182,000-$207,999)",656.877215651,678.36455583,677.528341422,506.914481879,0.0,746.786814166,815.698810142,1344.658180271,489.725534926,706.696739375,695.294606705,MELB - Middle,Greater Melbourne,Weekday
Y25H6700502,2024-25,2,Separate House,Fully Owned,4,2,May,Tuesday,Macedon Ranges (S),60->64,60->64,60->64,"$650-$799 ($33,800-$41,599)",1887.721976418,2006.819854626,2076.591595377,0.0,2045.602677811,1833.964688292,1967.342113352,1478.86272657,2426.298065054,2636.19504065,2047.607326159,MELB - Outer,Greater Melbourne,Weekday
Y25H6700503,2024-25,4,Separate House,Fully Owned,0,4,May,Wednesday,Macedon Ranges (S),15->19,30->34,55->59,"$5,000-$5,999 ($260,000-$311,999)",3117.454450673,3054.852439018,2738.634056594,0.0,3483.89934757,3117.934628361,2783.34034064,5803.747007673,5501.364761203,3407.288952599,3129.799319154,MELB - Outer,Greater Melbourne,Weekday
Y25H6700505,2024-25,2,Separate House,Being Purchased,Missing/Refused,3,May,Friday,Macedon Ranges (S),40->44,40->44,45->49,"$5,000-$5,999 ($260,000-$311,999)",2188.400444239,2218.567424316,2378.658689226,0.0,1990.785245741,2192.310276689,2020.780558034,2757.38138743,2429.182010408,3484.436673679,2426.166250666,MELB - Outer,Greater Melbourne,Weekday
Y25H6700508,2024-25,2,Separate House,Fully Owned,0,2,May,Monday,Macedon Ranges (S),65->69,70->74,75->79,"$800-$999 ($41,600-$51,999)",1802.102715586,1933.641240054,1999.104302938,0.0,1966.350371066,1713.744198413,1882.56059486,1488.285900021,2392.057750816,2407.529533881,1978.068476198,MELB - Outer,Greater Melbourne,Weekday
Y25H6700515,2024-25,3,Separate House,Fully Owned,0,3,May,Monday,Macedon Ranges (S),70->74,75->79,85->89,"$3,000-$3,499 ($156,000-$181,999)",1493.380785044,1610.476438871,1392.534672042,0.0,1514.948489768,1387.525871515,1461.562037071,2267.489185629,1821.499539622,2028.392794481,1726.184249583,MELB - Outer,Greater Melbourne,Weekday
Y25H6700516,2024-25,3,Separate House,Fully Owned,0,3,May,Tuesday,Macedon Ranges (S),20->24,45->49,60->64,"$2,500-$2,999 ($130,000-$155,999)",1564.332433832,1671.42488792,1446.510715816,0.0,1576.007375397,1484.861891762,1527.383795591,2253.132438787,1847.572788314,2221.048153324,1786.868128317,MELB - Outer,Greater Melbourne,Weekday
Y25H6700517,2024-25,5,Separate House,Being Rented,3,2,May,Wednesday,Macedon Ranges (S),5->9,45->49,85->89,"$3,000-$3,499 ($156,000-$181,999)",1909.78235263,2015.780531783,1831.257437424,0.0,1977.995458116,1922.112925887,1970.30939278,2593.392885069,1933.138646627,2912.006635642,1998.107470984,MELB - Outer,Greater Melbourne,Weekday
Y25H6700522,2024-25,2,Separate House,Fully Owned,0,2,May,Monday,Wyndham (C),50->54,50->54,50->54,,727.69151185,878.681831612,865.889713234,710.813654317,0.0,980.18673489,858.57211734,783.990338995,769.352974176,697.632486534,848.659133239,MELB - Outer,Greater Melbourne,Weekday
Y25H6700525,2024-25,4,Separate House,Being Purchased,1,2,May,Thursday,Wyndham (C),0->4,20->24,40->44,"$5,000-$5,999 ($260,000-$311,999)",1073.086922766,1344.074609695,1253.111774264,1088.269590942,0.0,1460.482578353,1017.265310926,1049.330028432,1167.451695972,1089.488610035,1281.254156534,MELB - Outer,Greater Melbourne,Weekday
Y25H6700533,2024-25,3,Separate House,Fully Owned,0,2,May,Friday,Wyndham (C),10->14,35->39,45->49,"$4,000-$4,499 ($208,000-$233,999)",866.990876563,1016.458532117,1031.021559249,869.138434534,0.0,1195.023797356,908.055627902,965.331937265,926.022637725,877.380577583,972.766817604,MELB - Outer,Greater Melbourne,Weekday
Y25H6700534,2024-25,6,Separate House,Being Purchased,0,3,May,Saturday,Wyndham (C),0->4,30->34,50->54,"$1,000-$1,249 ($52,000-$64,999)",1456.684591589,1558.347199975,1874.247828054,1477.442192323,0.0,1847.776716863,1544.270574457,1283.683987281,1751.65587468,1504.442315663,1577.666032369,MELB - Outer,Greater Melbourne,Weekend
Y25H6700536,2024-25,2,Separate House,Being Purchased,0,2,May,Monday,Wyndham (C),20->24,40->44,60->64,"$1,250-$1,499 ($65,000-$77,999)",727.69151185,878.681831612,865.889713234,710.813654317,0.0,980.18673489,858.57211734,783.990338995,769.352974176,697.632486534,848.659133239,MELB - Outer,Greater Melbourne,Weekday
Y25H6700539,2024-25,3,Separate House,Fully Owned,4,3,May,Thursday,Wyndham (C),10->14,35->39,50->54,"$1,500-$1,749 ($78,000-$90,999)",965.538039722,958.876256761,1026.314131846,1055.007933123,0.0,1303.381318181,1110.964907289,951.149706401,998.990269631,993.900978637,1099.490359901,MELB - Outer,Greater Melbourne,Weekday
Y25H6710101,2024-25,2,"Unit, Flat or Apartment",Being Rented,0,2,June,Monday,Monash (C),25->29,25->29,25->29,"$500-$649 ($26,000-$33,799)",536.77320735,643.67828827,489.991864556,563.343666589,670.096467907,645.4200071,598.748520764,605.507224609,594.673778149,536.889733757,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6710102,2024-25,1,"Unit, Flat or Apartment",Fully Owned,Missing/Refused,0,June,Tuesday,Monash (C),70->74,70->74,70->74,"$400-$499 ($20,800-$25,999)",605.568958352,783.917127526,478.73005181,626.239051575,778.540137063,666.802050231,747.018776725,736.002840438,654.595313182,614.971366431,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6710103,2024-25,4,Terrace or Townhouse,Being Rented,2,1,June,Wednesday,Monash (C),20->24,25->29,25->29,"$150-$299 ($7,800-$15,599)",351.461745302,375.971275371,347.84869705,313.495683152,440.343232653,475.757707823,405.073020353,379.888721532,380.712963632,344.962391643,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6710105,2024-25,4,"Unit, Flat or Apartment",Fully Owned,4,2,June,Friday,Monash (C),0->4,15->19,35->39,"$4,000-$4,499 ($208,000-$233,999)",431.891831215,469.85994492,396.239640521,413.023759235,516.917262553,519.77629951,514.993869219,521.184720318,473.931358489,422.774389877,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6710106,2024-25,5,"Unit, Flat or Apartment",Being Rented,0,3,June,Saturday,Monash (C),20->24,25->29,30->34,"$2,500-$2,999 ($130,000-$155,999)",646.810401277,754.481407057,562.569360178,532.298385371,778.342904919,772.979560475,827.972610573,633.41710875,787.461966046,684.551236751,0.0,MELB - Middle,Greater Melbourne,Weekend
Y25H6710107,2024-25,1,"Unit, Flat or Apartment",Fully Owned,0,1,June,Sunday,Monash (C),75->79,75->79,75->79,"$1,250-$1,499 ($65,000-$77,999)",794.070074964,811.509145108,867.560457901,864.375336486,1090.688080017,934.924221179,866.091964796,831.56364907,904.682099314,771.968887392,0.0,MELB - Middle,Greater Melbourne,Weekend
