tripid,hhid,persid,tripno,starthour,startime,arrhour,arrtime,origplace1,origplace2,origpurp1,origpurp2,origlga,destplace1,destplace2,destpurp1,destpurp2,destlga,triptime,travtime,cumdist,linkmode,trippurp,duration,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,time1,time2,time3,time4,time5,time6,time7,time8,time9,dist1,dist2,dist3,dist4,dist5,dist6,dist7,dist8,dist9,trippoststratweight,trippoststratweight_GROUP_1,trippoststratweight_GROUP_2,trippoststratweight_GROUP_3,trippoststratweight_GROUP_4,trippoststratweight_GROUP_5,trippoststratweight_GROUP_6,trippoststratweight_GROUP_7,trippoststratweight_GROUP_8,trippoststratweight_GROUP_9,trippoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType
Y25H6720404P04T02,Y25H6720404,Y25H6720404P04,2,17,1026,17,1043,Place of work,My Workplace,Work Related,Own Workplace,Hume (C),Accommodation,Survey Home,At Home,Go home,Hume (C),17,17,3.32001,Bicycle,Work Related,999,Bicycle,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,17,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3.32001,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2446.428265426,2950.012476053,1997.192584854,0.0,2258.985338827,2393.415796408,3068.403807136,2644.752342724,1629.124840969,5436.066212158,2481.130704994,MELB - Outer,Greater Melbourne,Weekday
Y25H6720405P01T01,Y25H6720405,Y25H6720405P01,1,18,1120,18,1125,Accommodation,Survey Home,At Home,Go home,Hume (C),Entertainment venue,Restaurant or Cafe,Social,Ate or drank,Hume (C),5,5,3.59488,Vehicle Passenger,Social,95,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3.59488,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1331.559286891,1449.92934853,1249.774366827,0.0,1749.649558776,1154.353261001,1328.179129091,2057.683484866,1186.072854524,1417.247190403,1515.723731972,MELB - Outer,Greater Melbourne,Weekday
Y25H6720405P01T02,Y25H6720405,Y25H6720405P01,2,20,1220,20,1230,Entertainment venue,Restaurant or Cafe,Social,Ate or drank,Hume (C),Accommodation,Survey Home,At Home,Go home,Hume (C),10,10,3.59488,Vehicle Passenger,Social,999,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3.59488,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1331.559286891,1449.92934853,1249.774366827,0.0,1749.649558776,1154.353261001,1328.179129091,2057.683484866,1186.072854524,1417.247190403,1515.723731972,MELB - Outer,Greater Melbourne,Weekday
Y25H6720405P02T01,Y25H6720405,Y25H6720405P02,1,5,300,5,330,Accommodation,Survey Home,At Home,Go home,Hume (C),Place of work,My Workplace,Work Related,Own Workplace,Wyndham (C),30,30,33.1296,Vehicle Driver,Work Related,555,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,30,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,33.1296,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,594.080418544,670.974414698,592.338320272,0.0,828.888952681,577.851829278,584.11643042,975.543573081,565.69211807,776.421415384,567.78758941,MELB - Outer,Greater Melbourne,Weekday
Y25H6720405P02T02,Y25H6720405,Y25H6720405P02,2,14,885,15,930,Place of work,My Workplace,Work Related,Own Workplace,Wyndham (C),Accommodation,Survey Home,At Home,Go home,Hume (C),45,45,33.1296,Vehicle Driver,Work Related,190,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,45,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,33.1296,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,594.080418544,670.974414698,592.338320272,0.0,828.888952681,577.851829278,584.11643042,975.543573081,565.69211807,776.421415384,567.78758941,MELB - Outer,Greater Melbourne,Weekday
Y25H6720405P02T03,Y25H6720405,Y25H6720405P02,3,18,1120,18,1125,Accommodation,Survey Home,At Home,Go home,Hume (C),Entertainment venue,Restaurant or Cafe,Social,Ate or drank,Hume (C),5,5,3.59488,Vehicle Passenger,Social,95,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3.59488,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,594.080418544,670.974414698,592.338320272,0.0,828.888952681,577.851829278,584.11643042,975.543573081,565.69211807,776.421415384,567.78758941,MELB - Outer,Greater Melbourne,Weekday
Y25H6720405P02T04,Y25H6720405,Y25H6720405P02,4,20,1220,20,1230,Entertainment venue,Restaurant or Cafe,Social,Ate or drank,Hume (C),Accommodation,Survey Home,At Home,Go home,Hume (C),10,10,3.59488,Vehicle Passenger,Social,999,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3.59488,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,594.080418544,670.974414698,592.338320272,0.0,828.888952681,577.851829278,584.11643042,975.543573081,565.69211807,776.421415384,567.78758941,MELB - Outer,Greater Melbourne,Weekday
Y25H6720405P03T01,Y25H6720405,Y25H6720405P03,1,18,1120,18,1125,Accommodation,Survey Home,At Home,Go home,Hume (C),Entertainment venue,Restaurant or Cafe,Social,Ate or drank,Hume (C),5,5,3.59488,Vehicle Driver,Social,95,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3.59488,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,388.280788484,328.731165057,313.042967084,0.0,422.688142631,318.634860781,201.180772699,596.402247297,277.650546967,599.567628791,299.76256314,MELB - Outer,Greater Melbourne,Weekday
Y25H6720405P03T02,Y25H6720405,Y25H6720405P03,2,20,1220,20,1230,Entertainment venue,Restaurant or Cafe,Social,Ate or drank,Hume (C),Accommodation,Survey Home,At Home,Go home,Hume (C),10,10,3.59488,Vehicle Driver,Social,999,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3.59488,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,388.280788484,328.731165057,313.042967084,0.0,422.688142631,318.634860781,201.180772699,596.402247297,277.650546967,599.567628791,299.76256314,MELB - Outer,Greater Melbourne,Weekday
Y25H6720407P01T01,Y25H6720407,Y25H6720407P01,1,9,560,9,570,Accommodation,Survey Home,At Home,Go home,Hume (C),Sport and Recreation venue,Tennis Court,Accompany Someone,Accompanied someone,Darebin (C),10,10,9.64074,Vehicle Driver,Accompany Someone,107,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,9.64074,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,427.065910196,425.621743836,428.029206052,0.0,426.157657025,433.441640862,407.938108351,919.301520012,438.023481725,616.862781244,503.522838416,MELB - Outer,Greater Melbourne,Weekend
Y25H6720407P01T02,Y25H6720407,Y25H6720407P01,2,11,677,11,689,Sport and Recreation venue,Tennis Court,Accompany Someone,Accompanied someone,Darebin (C),Accommodation,Survey Home,At Home,Go home,Hume (C),12,12,9.64074,Vehicle Driver,Accompany Someone,67,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,9.64074,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,427.065910196,425.621743836,428.029206052,0.0,426.157657025,433.441640862,407.938108351,919.301520012,438.023481725,616.862781244,503.522838416,MELB - Outer,Greater Melbourne,Weekend
Y25H6720407P01T03,Y25H6720407,Y25H6720407P01,3,12,756,12,772,Accommodation,Survey Home,At Home,Go home,Hume (C),Sport and Recreation venue,Tennis Court,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Darebin (C),16,16,9.64074,Vehicle Driver,Pick-up or Drop-off Someone,11,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,9.64074,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,427.065910196,425.621743836,428.029206052,0.0,426.157657025,433.441640862,407.938108351,919.301520012,438.023481725,616.862781244,503.522838416,MELB - Outer,Greater Melbourne,Weekend
Y25H6720407P01T04,Y25H6720407,Y25H6720407P01,4,13,783,13,792,Sport and Recreation venue,Tennis Court,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Darebin (C),Retail venue,Shopping Centre,Buy Something,Bought something,Hume (C),9,9,5.23931,Vehicle Driver,Buy Something,66,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,9,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5.23931,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,427.065910196,425.621743836,428.029206052,0.0,426.157657025,433.441640862,407.938108351,919.301520012,438.023481725,616.862781244,503.522838416,MELB - Outer,Greater Melbourne,Weekend
Y25H6720407P01T05,Y25H6720407,Y25H6720407P01,5,14,858,14,862,Retail venue,Shopping Centre,Buy Something,Bought something,Hume (C),Retail venue,Petrol Station,Buy Something,Bought something,Hume (C),4,4,0.72192,Vehicle Driver,Buy Something,5,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.72192,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,427.065910196,425.621743836,428.029206052,0.0,426.157657025,433.441640862,407.938108351,919.301520012,438.023481725,616.862781244,503.522838416,MELB - Outer,Greater Melbourne,Weekend
Y25H6720407P01T06,Y25H6720407,Y25H6720407P01,6,14,867,14,870,Retail venue,Petrol Station,Buy Something,Bought something,Hume (C),Retail venue,"Clothes, Shoes and accessories",Buy Something,Bought something,Hume (C),3,3,1.33751,Vehicle Driver,Buy Something,36,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.33751,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,427.065910196,425.621743836,428.029206052,0.0,426.157657025,433.441640862,407.938108351,919.301520012,438.023481725,616.862781244,503.522838416,MELB - Outer,Greater Melbourne,Weekend
Y25H6720407P01T07,Y25H6720407,Y25H6720407P01,7,15,906,15,912,Retail venue,"Clothes, Shoes and accessories",Buy Something,Bought something,Hume (C),Accommodation,Survey Home,At Home,Go home,Hume (C),6,6,2.88777,Vehicle Driver,Buy Something,999,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,6,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.88777,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,427.065910196,425.621743836,428.029206052,0.0,426.157657025,433.441640862,407.938108351,919.301520012,438.023481725,616.862781244,503.522838416,MELB - Outer,Greater Melbourne,Weekend
Y25H6720407P03T01,Y25H6720407,Y25H6720407P03,1,21,1275,21,1277,Accommodation,Survey Home,At Home,Go home,Hume (C),Retail venue,Petrol Station,Buy Something,Bought something,Hume (C),2,2,0.64259,Vehicle Driver,Buy Something,8,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.64259,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,488.563797225,384.891013918,385.944140179,0.0,430.277551133,416.751559449,236.161007163,1187.679756611,290.150637235,852.538160041,407.33068394,MELB - Outer,Greater Melbourne,Weekend
Y25H6720407P03T02,Y25H6720407,Y25H6720407P03,2,21,1285,21,1286,Retail venue,Petrol Station,Buy Something,Bought something,Hume (C),Accommodation,Survey Home,At Home,Go home,Hume (C),1,1,0.64259,Vehicle Driver,Buy Something,999,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.64259,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,488.563797225,384.891013918,385.944140179,0.0,430.277551133,416.751559449,236.161007163,1187.679756611,290.150637235,852.538160041,407.33068394,MELB - Outer,Greater Melbourne,Weekend
Y25H6720407P04T01,Y25H6720407,Y25H6720407P04,1,9,560,9,570,Accommodation,Survey Home,At Home,Go home,Hume (C),Sport and Recreation venue,Tennis Court,Recreational,Participated in sport,Darebin (C),10,10,9.64074,Vehicle Passenger,Recreational,213,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,9.64074,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,619.704841209,632.709519164,643.879655599,0.0,655.562910364,637.243105928,616.692627818,749.037113562,456.620469334,969.667895728,728.213042717,MELB - Outer,Greater Melbourne,Weekend
Y25H6720407P04T02,Y25H6720407,Y25H6720407P04,2,13,783,13,792,Sport and Recreation venue,Tennis Court,Recreational,Participated in sport,Darebin (C),Retail venue,Shopping Centre,Accompany Someone,Accompanied someone,Hume (C),9,9,5.23931,Vehicle Passenger,Accompany Someone,66,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,9,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5.23931,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,619.704841209,632.709519164,643.879655599,0.0,655.562910364,637.243105928,616.692627818,749.037113562,456.620469334,969.667895728,728.213042717,MELB - Outer,Greater Melbourne,Weekend
Y25H6720407P04T03,Y25H6720407,Y25H6720407P04,3,14,858,14,862,Retail venue,Shopping Centre,Accompany Someone,Accompanied someone,Hume (C),Retail venue,Petrol Station,Accompany Someone,Accompanied someone,Hume (C),4,4,0.72192,Vehicle Passenger,Accompany Someone,5,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.72192,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,619.704841209,632.709519164,643.879655599,0.0,655.562910364,637.243105928,616.692627818,749.037113562,456.620469334,969.667895728,728.213042717,MELB - Outer,Greater Melbourne,Weekend
Y25H6720407P04T04,Y25H6720407,Y25H6720407P04,4,14,867,14,870,Retail venue,Petrol Station,Accompany Someone,Accompanied someone,Hume (C),Retail venue,"Clothes, Shoes and accessories",Accompany Someone,Accompanied someone,Hume (C),3,3,1.33751,Vehicle Passenger,Accompany Someone,36,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.33751,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,619.704841209,632.709519164,643.879655599,0.0,655.562910364,637.243105928,616.692627818,749.037113562,456.620469334,969.667895728,728.213042717,MELB - Outer,Greater Melbourne,Weekend
Y25H6720407P04T05,Y25H6720407,Y25H6720407P04,5,15,906,15,912,Retail venue,"Clothes, Shoes and accessories",Accompany Someone,Accompanied someone,Hume (C),Accommodation,Survey Home,At Home,Go home,Hume (C),6,6,2.88777,Vehicle Passenger,Accompany Someone,999,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,6,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.88777,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,619.704841209,632.709519164,643.879655599,0.0,655.562910364,637.243105928,616.692627818,749.037113562,456.620469334,969.667895728,728.213042717,MELB - Outer,Greater Melbourne,Weekend
Y25H6720408P01T01,Y25H6720408,Y25H6720408P01,1,10,617,10,627,Accommodation,Survey Home,At Home,Go home,Hume (C),Retail venue,Food Store,Buy Something,Bought something,Merri-bek (C),10,10,6.48077,Vehicle Driver,Buy Something,5,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,6.48077,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,678.180243198,755.97691476,719.984093285,0.0,706.113565287,730.668112155,620.035761027,1142.867096097,785.550372712,628.350699489,813.08938382,MELB - Outer,Greater Melbourne,Weekday
Y25H6720408P01T02,Y25H6720408,Y25H6720408P01,2,10,632,10,635,Retail venue,Food Store,Buy Something,Bought something,Merri-bek (C),Retail venue,Supermarket,Buy Something,Bought something,Merri-bek (C),3,3,0.15228,Walking,Buy Something,26,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.15228,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,678.180243198,755.97691476,719.984093285,0.0,706.113565287,730.668112155,620.035761027,1142.867096097,785.550372712,628.350699489,813.08938382,MELB - Outer,Greater Melbourne,Weekday
Y25H6720408P01T03,Y25H6720408,Y25H6720408P01,3,11,661,11,673,Retail venue,Supermarket,Buy Something,Bought something,Merri-bek (C),Retail venue,Shopping Centre,Buy Something,Bought something,Hume (C),12,12,5.73433,Vehicle Driver,Buy Something,12,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5.73433,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,678.180243198,755.97691476,719.984093285,0.0,706.113565287,730.668112155,620.035761027,1142.867096097,785.550372712,628.350699489,813.08938382,MELB - Outer,Greater Melbourne,Weekday
Y25H6720408P01T04,Y25H6720408,Y25H6720408P01,4,11,685,11,693,Retail venue,Shopping Centre,Buy Something,Bought something,Hume (C),Accommodation,Survey Home,At Home,Go home,Hume (C),8,8,4.40584,Vehicle Driver,Buy Something,36,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,8,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4.40584,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,678.180243198,755.97691476,719.984093285,0.0,706.113565287,730.668112155,620.035761027,1142.867096097,785.550372712,628.350699489,813.08938382,MELB - Outer,Greater Melbourne,Weekday
Y25H6720408P01T05,Y25H6720408,Y25H6720408P01,5,12,729,12,730,Accommodation,Survey Home,At Home,Go home,Hume (C),Accommodation,Someone Elses Home,Social,Visited someone,Hume (C),1,1,0.03996,Walking,Social,95,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.03996,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,678.180243198,755.97691476,719.984093285,0.0,706.113565287,730.668112155,620.035761027,1142.867096097,785.550372712,628.350699489,813.08938382,MELB - Outer,Greater Melbourne,Weekday
Y25H6720408P01T06,Y25H6720408,Y25H6720408P01,6,13,825,13,826,Accommodation,Someone Elses Home,Social,Visited someone,Hume (C),Accommodation,Survey Home,At Home,Go home,Hume (C),1,1,0.03996,Walking,Social,999,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.03996,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,678.180243198,755.97691476,719.984093285,0.0,706.113565287,730.668112155,620.035761027,1142.867096097,785.550372712,628.350699489,813.08938382,MELB - Outer,Greater Melbourne,Weekday
Y25H6720414P01T01,Y25H6720414,Y25H6720414P01,1,8,510,9,551,Accommodation,Survey Home,At Home,Go home,Hume (C),Accommodation,Someone Elses Home,Personal Business,Personal Business (NEC),Darebin (C),41,41,13.64453,Vehicle Passenger,Personal Business,45,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,41,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13.64453,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,283.703884535,319.184627614,271.034405123,0.0,343.070691197,301.246058361,370.55888956,222.588974813,370.01558491,309.537115851,334.638153396,MELB - Outer,Greater Melbourne,Weekend
Y25H6720414P01T02,Y25H6720414,Y25H6720414P01,2,9,596,9,599,Accommodation,Someone Elses Home,Personal Business,Personal Business (NEC),Darebin (C),Retail venue,Petrol Station,Buy Something,Bought something,Darebin (C),3,3,1.06099,Vehicle Driver,Buy Something,13,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.06099,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,283.703884535,319.184627614,271.034405123,0.0,343.070691197,301.246058361,370.55888956,222.588974813,370.01558491,309.537115851,334.638153396,MELB - Outer,Greater Melbourne,Weekend
Y25H6720414P01T03,Y25H6720414,Y25H6720414P01,3,10,612,10,644,Retail venue,Petrol Station,Buy Something,Bought something,Darebin (C),Accommodation,Survey Home,At Home,Go home,Hume (C),32,32,14.49633,Vehicle Passenger,Buy Something,51,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,32,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14.49633,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,283.703884535,319.184627614,271.034405123,0.0,343.070691197,301.246058361,370.55888956,222.588974813,370.01558491,309.537115851,334.638153396,MELB - Outer,Greater Melbourne,Weekend
Y25H6720414P01T04,Y25H6720414,Y25H6720414P01,4,11,695,11,702,Accommodation,Survey Home,At Home,Go home,Hume (C),Retail venue,Shopping Centre,Buy Something,Bought something,Hume (C),7,7,2.69423,Vehicle Driver,Buy Something,34,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,7,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.69423,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,283.703884535,319.184627614,271.034405123,0.0,343.070691197,301.246058361,370.55888956,222.588974813,370.01558491,309.537115851,334.638153396,MELB - Outer,Greater Melbourne,Weekend
Y25H6720414P01T05,Y25H6720414,Y25H6720414P01,5,12,736,12,750,Retail venue,Shopping Centre,Buy Something,Bought something,Hume (C),Retail venue,Shopping Centre,Buy Something,Bought something,Hume (C),14,14,4.7574,Vehicle Driver,Buy Something,13,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4.7574,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,283.703884535,319.184627614,271.034405123,0.0,343.070691197,301.246058361,370.55888956,222.588974813,370.01558491,309.537115851,334.638153396,MELB - Outer,Greater Melbourne,Weekend
Y25H6720414P01T06,Y25H6720414,Y25H6720414P01,6,12,763,12,767,Retail venue,Shopping Centre,Buy Something,Bought something,Hume (C),Personal services,Car Service,Personal Business,Personal Business (NEC),Hume (C),4,4,0.34596,Vehicle Driver,Personal Business,19,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.34596,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,283.703884535,319.184627614,271.034405123,0.0,343.070691197,301.246058361,370.55888956,222.588974813,370.01558491,309.537115851,334.638153396,MELB - Outer,Greater Melbourne,Weekend
Y25H6720414P01T07,Y25H6720414,Y25H6720414P01,7,13,786,13,793,Personal services,Car Service,Personal Business,Personal Business (NEC),Hume (C),Accommodation,Survey Home,At Home,Go home,Hume (C),7,7,4.18341,Vehicle Driver,Personal Business,43,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,7,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4.18341,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,283.703884535,319.184627614,271.034405123,0.0,343.070691197,301.246058361,370.55888956,222.588974813,370.01558491,309.537115851,334.638153396,MELB - Outer,Greater Melbourne,Weekend
